code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""Psychotropic""	""group""	""database""",
"""3108841000033119""",UNKNOWN,true,"""Prochlorperazine 5mg effervescent granules sachets sugar free""	""Effervescent granules""	""Oral""	""Prochlorperazine""	""5.000mg""	""Prochlorperazine""	""Antipsychotics""	""Aurum""",
"""3108941000033110""",UNKNOWN,true,"""Prochlorperazine 12.5mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Prochlorperazine""	""12.500mg/1.000ml""	""Prochlorperazine""	""Antipsychotics""	""Aurum""",
"""3109141000033119""",UNKNOWN,true,"""Prochlorperazine 5mg/5ml oral solution""	""Oral solution""	""Oral""	""Prochlorperazine""	""1.000mg/1.000ml""	""Prochlorperazine""	""Antipsychotics""	""Aurum""",
"""3137541000033113""",UNKNOWN,true,"""Aripiprazole 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""10.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3137641000033114""",UNKNOWN,true,"""Aripiprazole 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""15.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3137741000033117""",UNKNOWN,true,"""Aripiprazole 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""30.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3137841000033110""",UNKNOWN,true,"""Abilify 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""10.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3137941000033119""",UNKNOWN,true,"""Abilify 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""15.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3138041000033116""",UNKNOWN,true,"""Abilify 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""30.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3141141000033114""",UNKNOWN,true,"""Stelazine Forte 1mg/ml oral solution""	""Oral solution""	""Oral""	""Trifluoperazine""	""1.000mg/1.000ml""	""Trifluoperazine""	""Antipsychotics""	""Aurum""",
"""3152941000033118""",UNKNOWN,true,"""Sodium valproate 300mg suppositories""	""Suppository""	""Rectal""	""Valproate""	""300.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""3153041000033111""",UNKNOWN,true,"""Sodium valproate 100mg suppositories""	""Suppository""	""Rectal""	""Valproate""	""100.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""3158941000033116""",UNKNOWN,true,"""Denzapine 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Clozapine""	""25.000mg""	""Clozapine""	""Antipsychotics""	""Aurum""",
"""3159041000033113""",UNKNOWN,true,"""Denzapine 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Clozapine""	""100.000mg""	""Clozapine""	""Antipsychotics""	""Aurum""",
"""3177641000033112""",UNKNOWN,true,"""Duloxetine 20mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""20.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3177741000033115""",UNKNOWN,true,"""Duloxetine 40mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""40.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3177841000033113""",UNKNOWN,true,"""Yentreve 20mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""20.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3177941000033117""",UNKNOWN,true,"""Yentreve 40mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""40.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3179941000033111""",UNKNOWN,true,"""Nortriptyline 10mg / Fluphenazine 500microgram tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine/Nortriptyline""	""500.000microgram + 10.000mg""	""Fluphenazine/Nortriptyline""	""Antipsychotics, Antidepressants""	""Aurum""",
"""3180441000033118""",UNKNOWN,true,"""Amitriptyline 25mg / Perphenazine 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Perphenazine/Amitriptyline""	""25.000mg + 2.000mg""	""Perphenazine/Amitriptyline""	""Antipsychotics, Antidepressants""	""Aurum""",
"""3180541000033117""",UNKNOWN,true,"""Amitriptyline 10mg / Perphenazine 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Perphenazine/Amitriptyline""	""10.000mg + 2.000mg""	""Perphenazine/Amitriptyline""	""Antipsychotics, Antidepressants""	""Aurum""",
"""3225241000033118""",UNKNOWN,true,"""Aripiprazole 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""5.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3225341000033111""",UNKNOWN,true,"""Abilify 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Aripiprazole""	""5.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3226341000033115""",UNKNOWN,true,"""Zaponex 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Clozapine""	""25.000mg""	""Clozapine""	""Antipsychotics""	""Aurum""",
"""3226441000033114""",UNKNOWN,true,"""Zaponex 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Clozapine""	""100.000mg""	""Clozapine""	""Antipsychotics""	""Aurum""",
"""3226641000033111""",UNKNOWN,true,"""Duloxetine 30mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""30.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3226741000033119""",UNKNOWN,true,"""Duloxetine 60mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""60.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3226841000033112""",UNKNOWN,true,"""Cymbalta 30mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""30.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3226941000033116""",UNKNOWN,true,"""Cymbalta 60mg gastro-resistant capsules""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""60.000mg""	""Duloxetine""	""Antidepressants""	""Aurum""",
"""3246041000033119""",UNKNOWN,true,"""Risperidone 500microgram orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Risperidone""	""500.000microgram""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""3246141000033115""",UNKNOWN,true,"""Risperdal Quicklet 500microgram orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Risperidone""	""500.000microgram""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""3256741000033118""",UNKNOWN,true,"""Mirtazapine 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Mirtazapine""	""15.000mg""	""Mirtazapine""	""Antidepressants""	""Aurum""",
"""3256841000033111""",UNKNOWN,true,"""Mirtazapine 45mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Mirtazapine""	""45.000mg""	""Mirtazapine""	""Antidepressants""	""Aurum""",
"""3849441000033112""",UNKNOWN,true,"""Chlorpromazine 50mg/5ml oral solution""	""Oral solution""	""Oral""	""Chlorpromazine""	""10.000mg/1.000ml""	""Chlorpromazine""	""Antipsychotics""	""Aurum""",
"""3858941000033110""",UNKNOWN,true,"""Chlorpromazine 25mg/1ml solution for injection ampoules""	""Solution for injection""	""Intravenous/ Intramuscular""	""Chlorpromazine""	""25.000mg/1.000ml""	""Chlorpromazine""	""Antipsychotics""	""Aurum""",
"""3866541000033110""",UNKNOWN,true,"""Olanzapine 20mg oral lyophilisates sugar free""	""Oral lyophilisate""	""Oral""	""Olanzapine""	""20.000mg""	""Olanzapine""	""Antipsychotics""	""Aurum""",
"""3866641000033111""",UNKNOWN,true,"""Zyprexa 20mg Velotabs""	""Oral lyophilisate""	""Oral""	""Olanzapine""	""20.000mg""	""Olanzapine""	""Antipsychotics""	""Aurum""",
"""3892541000033114""",UNKNOWN,true,"""Olanzapine 2.5mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Olanzapine""	""500.000microgram/1.000ml""	""Olanzapine""	""Antipsychotics""	""Aurum""",
"""3923941000033110""",UNKNOWN,true,"""Sodium valproate 500mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Valproate""	""100.000mg/1.000ml""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""3928841000033110""",UNKNOWN,true,"""Escitalopram 10mg/ml oral drops sugar free""	""Oral drops""	""Oral""	""Escitalopram""	""10.000mg/1.000ml""	""Escitalopram""	""Antidepressants""	""Aurum""",
"""3928941000033119""",UNKNOWN,true,"""Cipralex 10mg/ml oral drops""	""Oral drops""	""Oral""	""Escitalopram""	""10.000mg/1.000ml""	""Escitalopram""	""Antidepressants""	""Aurum""",
"""3950341000033115""",UNKNOWN,true,"""Aripiprazole 10mg orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Aripiprazole""	""10.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3950441000033114""",UNKNOWN,true,"""Aripiprazole 15mg orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Aripiprazole""	""15.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3950541000033110""",UNKNOWN,true,"""Aripiprazole 1mg/ml oral solution""	""Oral solution""	""Oral""	""Aripiprazole""	""1.000mg/1.000ml""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3950641000033111""",UNKNOWN,true,"""Abilify 10mg orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Aripiprazole""	""10.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3950741000033119""",UNKNOWN,true,"""Abilify 15mg orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Aripiprazole""	""15.000mg""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3950841000033112""",UNKNOWN,true,"""Abilify 1mg/ml oral solution""	""Oral solution""	""Oral""	""Aripiprazole""	""1.000mg/1.000ml""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""3979441000033115""",UNKNOWN,true,"""Carbamazepine 500mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Carbamazepine""	""100.000mg/1.000ml""	""Carbamazepine""	""Mood Stabilisers""	""Aurum""",
"""3996241000033117""",UNKNOWN,true,"""Olanzapine 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Olanzapine""	""20.000mg""	""Olanzapine""	""Antipsychotics""	""Aurum""",
"""3996341000033110""",UNKNOWN,true,"""Zyprexa 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Olanzapine""	""20.000mg""	""Olanzapine""	""Antipsychotics""	""Aurum""",
"""4010441000033114""",UNKNOWN,true,"""Sinepin 25mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""25.000mg""	""Doxepin""	""Antidepressants""	""Aurum""",
"""4010541000033110""",UNKNOWN,true,"""Sinepin 50mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""50.000mg""	""Doxepin""	""Antidepressants""	""Aurum""",
"""4012041000033116""",UNKNOWN,true,"""Risperidone 3mg orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Risperidone""	""3.000mg""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""4012141000033117""",UNKNOWN,true,"""Risperidone 4mg orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Risperidone""	""4.000mg""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""4012241000033112""",UNKNOWN,true,"""Risperdal Quicklet 3mg orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Risperidone""	""3.000mg""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""4012341000033119""",UNKNOWN,true,"""Risperdal Quicklet 4mg orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Risperidone""	""4.000mg""	""Risperidone""	""Antipsychotics""	""Aurum""",
"""4021241000033113""",UNKNOWN,true,"""Sodium valproate 300mg/3ml solution for injection ampoules""	""Solution for injection""	""Intravenous""	""Valproate""	""100.000mg/1.000ml""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4021341000033115""",UNKNOWN,true,"""Episenta 300mg/3ml solution for injection ampoules""	""Solution for injection""	""Intravenous""	""Valproate""	""100.000mg/1.000ml""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4079041000033115""",UNKNOWN,true,"""Paroxetine 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""10.000mg""	""Paroxetine""	""Antidepressants""	""Aurum""",
"""4079141000033116""",UNKNOWN,true,"""Seroxat 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""10.000mg""	""Paroxetine""	""Antidepressants""	""Aurum""",
"""4133841000033118""",UNKNOWN,true,"""Quetiapine  Oral Suspension Sugar Free  12.5 mg/5 ml""	""Oral suspension""	""Oral""	""Quetiapine""	NA	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4148341000033116""",UNKNOWN,true,"""Sertraline 50mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Sertraline""	""10.000mg/1.000ml""	""Sertraline""	""Antidepressants""	""Aurum""",
"""4148441000033110""",UNKNOWN,true,"""Chlorpromazine  Capsules  10 mg""	""Capsule""	""Oral""	""Chlorpromazine""	NA	""Chlorpromazine""	""Antipsychotics""	""Aurum""",
"""4150241000033114""",UNKNOWN,true,"""Sodium valproate 150mg modified-release capsules""	""Modified-release capsule""	""Oral""	""Valproate""	""150.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4150341000033116""",UNKNOWN,true,"""Sodium valproate 300mg modified-release capsules""	""Modified-release capsule""	""Oral""	""Valproate""	""300.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4150441000033110""",UNKNOWN,true,"""Episenta 150mg modified-release capsules""	""Modified-release capsule""	""Oral""	""Valproate""	""150.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4150641000033112""",UNKNOWN,true,"""Episenta 300mg modified-release capsules""	""Modified-release capsule""	""Oral""	""Valproate""	""300.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4150941000033117""",UNKNOWN,true,"""Sodium valproate 500mg modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""500.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4151041000033110""",UNKNOWN,true,"""Sodium valproate 1g modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""1.000gram""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4151141000033114""",UNKNOWN,true,"""Episenta 500mg modified-release granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""500.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4151241000033119""",UNKNOWN,true,"""Episenta 1000mg modified-release granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""1.000gram""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4200641000033118""",UNKNOWN,true,"""Paliperidone 3mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""3.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4200741000033110""",UNKNOWN,true,"""Paliperidone 6mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""6.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4200841000033117""",UNKNOWN,true,"""Paliperidone 9mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""9.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4200941000033113""",UNKNOWN,true,"""Invega 3mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""3.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4201041000033115""",UNKNOWN,true,"""Invega 6mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""6.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4201141000033116""",UNKNOWN,true,"""Invega 9mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Paliperidone""	""9.000mg""	""Paliperidone""	""Antipsychotics""	""Aurum""",
"""4422541000033110""",UNKNOWN,true,"""Quetiapine 100mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Quetiapine""	""20.000mg/1.000ml""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4424541000033119""",UNKNOWN,true,"""Haloperidol 5mg/5ml oral solution""	""Oral solution""	""Oral""	""Haloperidol""	""1.000mg/1.000ml""	""Haloperidol""	""Antipsychotics""	""Aurum""",
"""4431541000033115""",UNKNOWN,true,"""Clomipramine 50mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Clomipramine""	""10.000mg/1.000ml""	""Clomipramine""	""Antidepressants""	""Aurum""",
"""4434741000033113""",UNKNOWN,true,"""Sodium valproate 1g/10ml solution for injection ampoules""	""Solution for injection""	""Intravenous""	""Valproate""	""100.000mg/1.000ml""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4456741000033117""",UNKNOWN,true,"""Aripiprazole 9.75mg/1.3ml solution for injection vials""	""Solution for injection""	""Intramuscular""	""Aripiprazole""	""7.500mg/1.000ml""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""4456841000033110""",UNKNOWN,true,"""Abilify 9.75mg/1.3ml solution for injection vials""	""Solution for injection""	""Intramuscular""	""Aripiprazole""	""7.500mg/1.000ml""	""Aripiprazole""	""Antipsychotics""	""Aurum""",
"""4498541000033116""",UNKNOWN,true,"""Venlafaxine 37.5mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Venlafaxine""	""7.500mg/1.000ml""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4498641000033115""",UNKNOWN,true,"""Prozep 20mg/5ml oral solution""	""Oral solution""	""Oral""	""Fluoxetine""	""4.000mg/1.000ml""	""Fluoxetine""	""Antidepressants""	""Aurum""",
"""4549841000033112""",UNKNOWN,true,"""Sodium valproate 100mg modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""100.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4549941000033116""",UNKNOWN,true,"""Sodium valproate 250mg modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""250.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550041000033113""",UNKNOWN,true,"""Sodium valproate 50mg modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""50.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550141000033112""",UNKNOWN,true,"""Sodium valproate 750mg modified-release granules sachets sugar free""	""Modified-release granules""	""Oral""	""Valproate""	""750.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550241000033117""",UNKNOWN,true,"""Epilim Chronosphere MR 50mg granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""50.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550341000033110""",UNKNOWN,true,"""Epilim Chronosphere MR 100mg granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""100.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550441000033116""",UNKNOWN,true,"""Epilim Chronosphere MR 250mg granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""250.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550541000033115""",UNKNOWN,true,"""Epilim Chronosphere MR 500mg granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""500.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4550641000033119""",UNKNOWN,true,"""Epilim Chronosphere MR 750mg granules sachets""	""Modified-release granules""	""Oral""	""Valproate""	""750.000mg""	""Valproate""	""Mood Stabilisers""	""Aurum""",
"""4591741000033114""",UNKNOWN,true,"""Quetiapine 50mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""50.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4591841000033116""",UNKNOWN,true,"""Quetiapine 200mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""200.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4591941000033112""",UNKNOWN,true,"""Quetiapine 300mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""300.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4592041000033118""",UNKNOWN,true,"""Quetiapine 400mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""400.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4592141000033119""",UNKNOWN,true,"""Seroquel XL 50mg tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""50.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4592241000033114""",UNKNOWN,true,"""Seroquel XL 200mg tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""200.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4592341000033116""",UNKNOWN,true,"""Seroquel XL 300mg tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""300.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4592441000033110""",UNKNOWN,true,"""Seroquel XL 400mg tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""400.000mg""	""Quetiapine""	""Antipsychotics""	""Aurum""",
"""4655141000033113""",UNKNOWN,true,"""HealthAid 5-HTP HydroxyTryptoPhan 50mg tablets""	""Modified-release tablet""	""Oral""	""Oxitriptan""	""50.000mg""	""Oxitriptan""	""Antidepressants""	""Aurum""",
"""4817341000033115""",UNKNOWN,true,"""Rodomel XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4817441000033114""",UNKNOWN,true,"""Rodomel XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4817641000033111""",UNKNOWN,true,"""Tifaxin XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4817741000033119""",UNKNOWN,true,"""Tifaxin XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4823541000033110""",UNKNOWN,true,"""Venlafaxine 75mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4823641000033111""",UNKNOWN,true,"""Venlafaxine 150mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4823741000033119""",UNKNOWN,true,"""ViePax XL 75mg tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4823841000033112""",UNKNOWN,true,"""ViePax XL 150mg tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4824641000033113""",UNKNOWN,true,"""Winfex XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4896741000033115""",UNKNOWN,true,"""Vexarin XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4896841000033113""",UNKNOWN,true,"""Vexarin XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4896941000033117""",UNKNOWN,true,"""ViePax 75mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4897041000033116""",UNKNOWN,true,"""ViePax 37.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Venlafaxine""	""37.500mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4897141000033117""",UNKNOWN,true,"""Tardcaps XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4897241000033112""",UNKNOWN,true,"""Tardcaps XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4899541000033115""",UNKNOWN,true,"""Vensir XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4899641000033119""",UNKNOWN,true,"""Vensir XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4936641000033111""",UNKNOWN,true,"""Venaxx XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4936741000033119""",UNKNOWN,true,"""Venaxx XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4937041000033115""",UNKNOWN,true,"""Vaxalin XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4937141000033116""",UNKNOWN,true,"""Vaxalin XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4940141000033119""",UNKNOWN,true,"""Amisulpride 25mg/5ml oral solution""	""Oral solution""	""Oral""	""Amisulpride""	""5.000mg/1.000ml""	""Amisulpride""	""Antipsychotics""	""Aurum""",
"""4954041000033114""",UNKNOWN,true,"""Doxepin 50mg/5ml oral solution""	""Oral solution""	""Oral""	""Doxepin""	""10.000mg/1.000ml""	""Doxepin""	""Antidepressants""	""Aurum""",
"""4957841000033111""",UNKNOWN,true,"""Politid XL 75mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""4957941000033115""",UNKNOWN,true,"""Politid XL 150mg capsules""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""5008041000033112""",UNKNOWN,true,"""Venlafaxine 75mg/5ml oral solution""	""Oral solution""	""Oral""	""Venlafaxine""	""15.000mg/1.000ml""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""5052741000033119""",UNKNOWN,true,"""Venlafaxine 225mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""225.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""5052841000033112""",UNKNOWN,true,"""Venlalic XL 225mg tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""225.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
"""5052941000033116""",UNKNOWN,true,"""Venlalic XL 150mg tablets""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""150.000mg""	""Venlafaxine""	""Antidepressants""	""Aurum""",
