code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""2819381000006112""",UNKNOWN,true,"""alcohol rehabilitation and detoxification""	""Aurum""",
"""2881581000006119""",UNKNOWN,true,"""combined alcohol and drug rehabilitation and detoxification""	""Aurum""",
"""2885451000006111""",UNKNOWN,true,"""alcoholism counseling""	""Aurum""",
"""2911271000006113""",UNKNOWN,true,"""acute alcoholism""	""Aurum""",
"""2911291000006114""",UNKNOWN,true,"""acute alcohol intoxication""	""Aurum""",
"""2934661000006111""",UNKNOWN,true,"""poisoning by alcohol deterrent""	""Aurum""",
"""2950191000006118""",UNKNOWN,true,"""smell of alcohol on breath""	""Aurum""",
"""2969641000006116""",UNKNOWN,true,"""alcohol-related disorder""	""Aurum""",
"""3073921000006112""",UNKNOWN,true,"""alcohol rehabilitation""	""Aurum""",
"""3122331000006110""",UNKNOWN,true,"""patient referral for alcoholism rehabilitation""	""Aurum""",
"""3165681000006118""",UNKNOWN,true,"""alcoholic liver disease""	""Aurum""",
"""3165691000006115""",UNKNOWN,true,"""ald - alcoholic liver disease""	""Aurum""",
"""3182581000006111""",UNKNOWN,true,"""alcoholic psychosis""	""Aurum""",
"""3182591000006114""",UNKNOWN,true,"""alcohol induced psychosis""	""Aurum""",
"""3315041000006111""",UNKNOWN,true,"""alcoholic steatosis""	""Aurum""",
"""3315061000006110""",UNKNOWN,true,"""alcoholic fatty liver disease""	""Aurum""",
"""3360071000006111""",UNKNOWN,true,"""alcohol""	""Aurum""",
"""3402351000006111""",UNKNOWN,true,"""ketoacidosis due to acute alcohol intoxication""	""Aurum""",
"""3402361000006113""",UNKNOWN,true,"""alcoholic ketoacidosis""	""Aurum""",
"""3402371000006118""",UNKNOWN,true,"""alcohol induced ketoacidosis""	""Aurum""",
"""3510721000006113""",UNKNOWN,true,"""combined alcohol and drug rehabilitation""	""Aurum""",
"""3528891000006113""",UNKNOWN,true,"""alcohol measurement""	""Aurum""",
"""3545831000006115""",UNKNOWN,true,"""detoxication psychiatric therapy for alcoholism""	""Aurum""",
"""3545841000006113""",UNKNOWN,true,"""detoxication therapy for alcoholism""	""Aurum""",
"""3630141000006115""",UNKNOWN,true,"""korsakov syndrome - alcoholic""	""Aurum""",
"""3630161000006116""",UNKNOWN,true,"""amnesic syndrome due to alcohol""	""Aurum""",
"""3630171000006111""",UNKNOWN,true,"""alcoholic amnestic syndrome""	""Aurum""",
"""3846821000006114""",UNKNOWN,true,"""alcohol poisoning""	""Aurum""",
"""3859091000006114""",UNKNOWN,true,"""dilated cardiomyopathy secondary to alcohol""	""Aurum""",
"""3859111000006117""",UNKNOWN,true,"""dilated cardiomyopathy caused by alcohol""	""Aurum""",
"""3890681000006118""",UNKNOWN,true,"""uncomplicated alcohol withdrawal""	""Aurum""",
"""3916281000006114""",UNKNOWN,true,"""combined alcohol and drug detoxification""	""Aurum""",
"""3927031000006111""",UNKNOWN,true,"""megaloblastic anaemia due to alcoholism""	""Aurum""",
"""4120351000006119""",UNKNOWN,true,"""does not drink alcohol""	""Aurum""",
"""4533231000006117""",UNKNOWN,true,"""very heavy drinker - greater than 9 units/day""	""Aurum""",
"""4533331000006113""",UNKNOWN,true,"""ex-very heavy drinker - greater than 9 units/day""	""Aurum""",
"""4539891000006115""",UNKNOWN,true,"""history of alcoholism""	""Aurum""",
"""4559361000006118""",UNKNOWN,true,"""on examination - breath - alcohol smell""	""Aurum""",
"""4722771000006115""",UNKNOWN,true,"""alcohol aversion therapy""	""Aurum""",
"""4723831000006118""",UNKNOWN,true,"""admitted to alcohol detoxification center""	""Aurum""",
"""4977991000006113""",UNKNOWN,true,"""fairly heavy drinker""	""Aurum""",
"""4978041000006118""",UNKNOWN,true,"""alcoholic""	""Aurum""",
"""4978471000006116""",UNKNOWN,true,"""alcoholic binges exceeding sensible amounts""	""Aurum""",
"""4978481000006118""",UNKNOWN,true,"""alcoholic binges exceeding safe amounts""	""Aurum""",
"""4978581000006119""",UNKNOWN,true,"""alcohol binge""	""Aurum""",
"""4978851000006112""",UNKNOWN,true,"""tolerance to alcohol""	""Aurum""",
"""4978881000006116""",UNKNOWN,true,"""physical tolerance to alcohol""	""Aurum""",
"""4978891000006118""",UNKNOWN,true,"""psychological tolerance to alcohol""	""Aurum""",
"""4978901000006119""",UNKNOWN,true,"""reverse tolerance to alcohol""	""Aurum""",
"""4978971000006113""",UNKNOWN,true,"""persistent effect of alcohol""	""Aurum""",
"""4978991000006114""",UNKNOWN,true,"""feels effect of alcohol at work""	""Aurum""",
"""4979051000006113""",UNKNOWN,true,"""feels afraid of being an alcoholic""	""Aurum""",
"""4979061000006110""",UNKNOWN,true,"""craving for alcohol""	""Aurum""",
"""5063221000006116""",UNKNOWN,true,"""alcohol-related macrocytosis""	""Aurum""",
"""5086741000006114""",UNKNOWN,true,"""ah - alcoholic hepatitis""	""Aurum""",
"""5547201000006114""",UNKNOWN,true,"""alcohol dependence scale""	""Aurum""",
"""5564291000006118""",UNKNOWN,true,"""alcoholism detoxication centre""	""Aurum""",
"""5612351000006115""",UNKNOWN,true,"""alcoholic macrocytosis""	""Aurum""",
"""5689771000006115""",UNKNOWN,true,"""persistent alcohol abuse""	""Aurum""",
