code,code_system,include,term,notes
"""MedCodeId""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""Term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""Release""	""EmisCodeCategoryId""	""AD""",
"""1710381000006119""",UNKNOWN,true,"20	""ALLERGY36854NEMIS""	""""	""adverse reaction to seroxat cr""	1710381000006103	1710381000006119	NA	5	1",
"""1710941000006112""",UNKNOWN,true,"3	""ALLERGY37157NEMIS""	""""	""adverse reaction to prozac weekly""	1710941000006108	1710941000006112	NA	5	1",
"""1712781000006116""",UNKNOWN,true,"1	""ALLERGY38375NEMIS""	""""	""adverse reaction to foraven xl""	1712781000006100	1712781000006116	NA	5	1",
"""1713641000006114""",UNKNOWN,true,"1	""ALLERGY38468NEMIS""	""""	""adverse reaction to lamberts glucosamine & chondroitin complex""	1713641000006105	1713641000006114	NA	5	1",
"""1730231000000110""",UNKNOWN,true,"6000	""66590""	""6659000""	""antidepressant drug treatment started""	764639002	3654329014	NA	1	1",
"""1744131000006116""",UNKNOWN,true,"1	""ALLERGY42208NEMIS""	""""	""adverse reaction to tonpular xl""	1744131000006100	1744131000006116	NA	5	1",
"""1747241000006113""",UNKNOWN,true,"50	""ALLERGY44723NEMIS""	""""	""adverse reaction to venlablue xl""	1747241000006109	1747241000006113	NA	5	1",
"""1750981000006114""",UNKNOWN,true,"2	""ALLERGY45686NEMIS""	""""	""adverse reaction to depefex xl""	1750981000006105	1750981000006114	NA	5	1",
"""1751201000006119""",UNKNOWN,true,"10000	""ALLERGY1868""	""""	""adverse reaction to amitriptyline""	1751201000006103	1751201000006119	NA	5	1",
"""1752691000006119""",UNKNOWN,true,"30	""44uk""	""44uk.00""	""fluoxetine level""	1031481000000100	2595881000000113	NA	34	1",
"""1758561000006112""",UNKNOWN,true,"1	""ALLERGY47258NEMIS""	""""	""adverse reaction to healthaid vitamin d""	1758561000006108	1758561000006112	NA	5	1",
"""1779531000006111""",UNKNOWN,true,"1	""ALLERGY51036NEMIS""	""""	""adverse reaction to lamberts vitamin d3""	1779531000006107	1779531000006111	NA	5	1",
"""1838371000006114""",UNKNOWN,true,"2	""ALLERGY75750NEMIS""	""""	""adverse reaction to desvenlafaxine""	1838371000006105	1838371000006114	NA	5	1",
"""1861371000006113""",UNKNOWN,true,"1	""ALLERGY78502NEMIS""	""""	""adverse reaction to bonilux xl""	1861371000006109	1861371000006113	NA	5	1",
"""1875231000006113""",UNKNOWN,true,"2	""ALLERGY78916NEMIS""	""""	""adverse reaction to sunveniz xl""	1875231000006109	1875231000006113	NA	5	1",
"""1893681000006119""",UNKNOWN,true,"1	""ALLERGY86013NEMIS""	""""	""adverse reaction to healthaid vitamin d3""	1893681000006103	1893681000006119	NA	5	1",
"""1933251000006113""",UNKNOWN,true,"1	""ALLERGY98916NEMIS""	""""	""adverse reaction to lamberts acidophilus extra 10""	1933251000006109	1933251000006113	NA	5	1",
"""1934951000006117""",UNKNOWN,true,"1	""ALLERGY100579NEMIS""	""""	""adverse reaction to healthaid vitamin a""	1934951000006101	1934951000006117	NA	5	1",
"""1969141000006110""",UNKNOWN,true,"10	""ALLERGY105011NEMIS""	""""	""adverse reaction to vortioxetine hydrobromide""	1969141000006106	1969141000006110	NA	5	1",
"""1969381000006119""",UNKNOWN,true,"200	""ALLERGY105009NEMIS""	""""	""adverse reaction to vortioxetine""	1969381000006103	1969381000006119	NA	5	1",
"""1969451000006115""",UNKNOWN,true,"1	""ALLERGY105014NEMIS""	""""	""adverse reaction to brintellix""	1969451000006104	1969451000006115	NA	5	1",
"""1977071000006116""",UNKNOWN,true,"10	""EMISICD10|F550""	""""	""abuse of antidepressants""	1977071000006100	1977071000006116	NA	32	1",
"""1977481000006112""",UNKNOWN,true,"2	""ALLERGY105985NEMIS""	""""	""adverse reaction to duciltia""	1977481000006108	1977481000006112	NA	5	1",
"""2006511000006118""",UNKNOWN,true,"5	""ALLERGY122204NEMIS""	""""	""adverse reaction to vencarm xl""	2006511000006102	2006511000006118	NA	5	1",
"""2007791000006117""",UNKNOWN,true,"20	""ALLERGY122929NEMIS""	""""	""adverse reaction to nortriptyline hydrochloride""	2007791000006101	2007791000006117	NA	5	1",
"""2021931000006117""",UNKNOWN,true,"2	""ALLERGY125681NEMIS""	""""	""adverse reaction to depalta""	2021931000006101	2021931000006117	NA	5	1",
"""2143511000000118""",UNKNOWN,true,"3000	""66580""	""6658000""	""antidepressant drug treatment changed""	823501000000106	2143511000000118	NA	1	1",
"""2315461000000119""",UNKNOWN,true,"1	""44vH""	""44vH.00""	""serum doxepin concentration""	1004011000000105	2556201000000115	NA	34	1",
"""2315861000000117""",UNKNOWN,true,"1	""44uk0""	""44uk000""	""serum fluoxetine concentration""	1003881000000107	2573371000000112	NA	34	1",
"""2319351000000114""",UNKNOWN,true,"1	""44vN""	""44vN.00""	""serum imipramine concentration""	1004041000000106	2584881000000110	NA	34	1",
"""2341681000000118""",UNKNOWN,true,"50	""44ui0""	""44ui000""	""serum norclomipramine level""	1004661000000104	2564291000000110	NA	34	1",
"""2347721000000119""",UNKNOWN,true,"40	""8I2v""	""8I2v.00""	""tricyclic antidepressant contraindicated""	913591000000104	2347721000000119	NA	32	1",
"""3780031000006111""",UNKNOWN,true,"2	""^ESCTPO378003""	""""	""poisoning by amitriptyline""	78695006	130584017	NA	32	1",
"""3838381000006119""",UNKNOWN,true,"40	""^ESCTPO383838""	""""	""poisoning by antidepressant drug""	82276009	1234698019	NA	32	1",
"""4765991000006115""",UNKNOWN,true,"5	""^ESCTAB476599""	""""	""abuse of antidepressant drug""	191928000	295315012	NA	32	1",
"""5764391000006113""",UNKNOWN,true,"1	""^ESCTSE576439""	""""	""sertraline poisoning""	290889002	430927015	NA	31	1",
"""5764531000006115""",UNKNOWN,true,"1	""^ESCTIN576453""	""""	""intentional citalopram poisoning""	290903000	430941012	NA	31	1",
"""5780381000006115""",UNKNOWN,true,"8	""^ESCTDO578038""	""""	""doxepin adverse reaction""	292281001	432414017	NA	5	1",
"""5780411000006117""",UNKNOWN,true,"40	""^ESCTLO578041""	""""	""lofepramine adverse reaction""	292283003	432416015	NA	5	1",
"""5780431000006111""",UNKNOWN,true,"200	""^ESCTNO578043""	""""	""nortriptyline adverse reaction""	292284009	432417012	NA	5	1",
"""5780451000006116""",UNKNOWN,true,"7	""^ESCTTR578045""	""""	""trimipramine adverse reaction""	292285005	432418019	NA	5	1",
"""5780491000006110""",UNKNOWN,true,"40	""^ESCTCL578049""	""""	""clomipramine adverse reaction""	292288007	432421017	NA	5	1",
"""5780561000006118""",UNKNOWN,true,"30	""^ESCTIM578056""	""""	""imipramine adverse reaction""	292291007	432424013	NA	5	1",
"""5780611000006115""",UNKNOWN,true,"1	""^ESCTPH578061""	""""	""phenelzine adverse reaction""	292294004	432427018	NA	5	1",
"""5780661000006117""",UNKNOWN,true,"1	""^ESCTTR578066""	""""	""tranylcypromine adverse reaction""	292297006	432430013	NA	5	1",
"""5780721000006115""",UNKNOWN,true,"2	""^ESCTVE578072""	""""	""venlafaxine adverse reaction""	292301002	432434016	NA	5	1",
"""5780751000006112""",UNKNOWN,true,"3	""^ESCTPA578075""	""""	""paroxetine adverse reaction""	292304005	432437011	NA	5	1",
"""5780771000006119""",UNKNOWN,true,"10	""^ESCTCI578077""	""""	""citalopram adverse reaction""	292306007	432439014	NA	5	1",
"""5780831000006113""",UNKNOWN,true,"5	""^ESCTMI578083""	""""	""mianserin adverse reaction""	292311009	432445018	NA	5	1",
"""5780851000006118""",UNKNOWN,true,"1	""^ESCTTR578085""	""""	""trazodone adverse reaction""	292312002	432446017	NA	5	1",
"""5800391000006116""",UNKNOWN,true,"9	""^ESCTAM580039""	""""	""amitriptyline allergy""	293829000	434070010	NA	5	1",
"""5800551000006119""",UNKNOWN,true,"10	""^ESCTSE580055""	""""	""sertraline allergy""	293845003	434086015	NA	5	1",
"""5800581000006110""",UNKNOWN,true,"1	""^ESCTPA580058""	""""	""paroxetine allergy""	293847006	434098013	NA	5	1",
"""5800601000006117""",UNKNOWN,true,"3	""^ESCTCI580060""	""""	""citalopram allergy""	293849009	434100013	NA	5	1",
"""5800611000006119""",UNKNOWN,true,"2	""^ESCTFL580061""	""""	""fluoxetine allergy""	293850009	434101012	NA	5	1",
"""5800641000006115""",UNKNOWN,true,"1	""^ESCTMA580064""	""""	""maprotiline allergy""	293853006	434104016	NA	5	1",
"""5800661000006116""",UNKNOWN,true,"1	""^ESCTTR580066""	""""	""trazodone allergy""	293855004	434106019	NA	5	1",
"""5822291000006119""",UNKNOWN,true,"3	""^ESCTAC582229""	""""	""accidental amitriptyline overdose""	295836001	436217013	NA	31	1",
"""5822301000006118""",UNKNOWN,true,"20	""^ESCTIN582230""	""""	""intentional amitriptyline overdose""	295837005	436218015	NA	31	1",
"""5822421000006117""",UNKNOWN,true,"1	""^ESCTIN582242""	""""	""intentional clomipramine overdose""	295849006	436230014	NA	31	1",
"""5822491000006115""",UNKNOWN,true,"5	""^ESCTDO582249""	""""	""dosulepin overdose""	295856000	2532406012	NA	31	1",
"""5822531000006115""",UNKNOWN,true,"7	""^ESCTIN582253""	""""	""intentional dosulepin overdose""	295858004	2532408013	NA	31	1",
"""5823141000006111""",UNKNOWN,true,"6	""^ESCTVE582314""	""""	""venlafaxine overdose""	295914000	436299012	NA	31	1",
"""5823151000006113""",UNKNOWN,true,"2	""^ESCTAC582315""	""""	""accidental venlafaxine overdose""	295915004	436300016	NA	31	1",
"""5823161000006110""",UNKNOWN,true,"20	""^ESCTIN582316""	""""	""intentional venlafaxine overdose""	295916003	436301017	NA	31	1",
"""5823191000006119""",UNKNOWN,true,"60	""^ESCTSE582319""	""""	""sertraline overdose""	295919005	436304013	NA	31	1",
"""5823201000006116""",UNKNOWN,true,"2	""^ESCTAC582320""	""""	""accidental sertraline overdose""	295920004	436305014	NA	31	1",
"""5823211000006118""",UNKNOWN,true,"60	""^ESCTIN582321""	""""	""intentional sertraline overdose""	295921000	436306010	NA	31	1",
"""5823221000006114""",UNKNOWN,true,"2	""^ESCTSE582322""	""""	""sertraline overdose of undetermined intent""	295922007	436307018	NA	31	1",
"""5823231000006112""",UNKNOWN,true,"4	""^ESCTPA582323""	""""	""paroxetine overdose""	295923002	436308011	NA	31	1",
"""5823251000006117""",UNKNOWN,true,"1	""^ESCTIN582325""	""""	""intentional paroxetine overdose""	295925009	436310013	NA	31	1",
"""5823311000006110""",UNKNOWN,true,"70	""^ESCTCI582331""	""""	""citalopram overdose""	295931007	436316019	NA	31	1",
"""5823321000006119""",UNKNOWN,true,"6	""^ESCTAC582332""	""""	""accidental citalopram overdose""	295932000	436317011	NA	31	1",
"""5823331000006116""",UNKNOWN,true,"80	""^ESCTIN582333""	""""	""intentional citalopram overdose""	295933005	436318018	NA	31	1",
"""5823351000006111""",UNKNOWN,true,"40	""^ESCTFL582335""	""""	""fluoxetine overdose""	295935003	436320015	NA	31	1",
"""5823371000006118""",UNKNOWN,true,"50	""^ESCTIN582337""	""""	""intentional fluoxetine overdose""	295937006	436322011	NA	31	1",
"""5823481000006112""",UNKNOWN,true,"1	""^ESCTMI582348""	""""	""mianserin overdose""	295948004	436333014	NA	31	1",
"""5823521000006112""",UNKNOWN,true,"4	""^ESCTTR582352""	""""	""trazodone overdose""	295952004	436337010	NA	31	1",
"""5823531000006110""",UNKNOWN,true,"1	""^ESCTAC582353""	""""	""accidental trazodone overdose""	295953009	436338017	NA	31	1",
"""5823541000006117""",UNKNOWN,true,"3	""^ESCTIN582354""	""""	""intentional trazodone overdose""	295954003	436339013	NA	31	1",
"""5837521000006118""",UNKNOWN,true,"7	""^ESCTOV583752""	""""	""overdose of tricyclic antidepressant""	297200009	437681016	NA	31	1",
"""5837531000006115""",UNKNOWN,true,"6	""^ESCTIN583753""	""""	""intentional overdose of tricyclic antidepressant""	297201008	437682011	NA	31	1",
"""5837541000006113""",UNKNOWN,true,"1	""^ESCTTR583754""	""""	""tricyclic antidepressant overdose of undetermined intent""	297202001	437683018	NA	31	1",
"""6369581000006119""",UNKNOWN,true,"3	""^ESCTSE636958""	""""	""sertraline""	372594008	1211123012	NA	31	1",
"""6369601000006112""",UNKNOWN,true,"1	""^ESCTCI636960""	""""	""citalopram""	372596005	1211125017	NA	31	1",
"""6371081000006116""",UNKNOWN,true,"1	""^ESCTAM637108""	""""	""amitriptyline""	372726002	1211249012	NA	31	1",
"""6371491000006113""",UNKNOWN,true,"2	""^ESCTFL637149""	""""	""fluoxetine""	372767007	1211290010	NA	31	1",
"""6400901000006118""",UNKNOWN,true,"1	""^ESCTMI640090""	""""	""mirtazapine 45 mg oral tablet""	375196006	3501314016	NA	31	1",
"""6462941000006119""",UNKNOWN,true,"3	""^ESCTMI646294""	""""	""mirtazapine""	386847004	1480962018	NA	31	1",
"""7099461000006110""",UNKNOWN,true,"1	""^ESCTAN709946""	""""	""antidepressant misuse""	429179002	2694497011	NA	31	1",
"""7375711000006113""",UNKNOWN,true,"8	""^ESCTAD737571""	""""	""adverse reaction to mirtazapine""	449845006	2913163013	NA	5	1",
"""7508601000006115""",UNKNOWN,true,"20	""^ESCTAN750860""	""""	""antidepressant therapy""	698456001	2974510016	NA	31	1",
"""8083301000006113""",UNKNOWN,true,"1	""^ESCTHI808330""	""""	""history of anti-depressant misuse""	276991000000109	474951000000112	NA	27	1",
"""8084011000006112""",UNKNOWN,true,"1	""^ESCTHI808401""	""""	""history of daily anti-depressant misuse""	277821000000103	476611000000111	NA	27	1",
"""11934571000006118""",UNKNOWN,true,"8	""ALLERGY126407NEMIS""	""""	""adverse reaction to healthaid vitamin b12""	11934571000006102	11934571000006118	NA	5	1",
"""11989941000006113""",UNKNOWN,true,"8	""ALLERGY127261NEMIS""	""""	""adverse reaction to venladex xl""	11989941000006108	11989941000006112	NA	5	1",
"""12703481000006116""",UNKNOWN,true,"40	""^ESCT1270348""	""""	""dosulepin adverse reaction""	292290008	2532472010	NA	5	1",
"""13487541000006118""",UNKNOWN,true,"5	""ALLERGY138205NEMIS""	""""	""adverse reaction to fluoxetine hydrochloride (imported)""	13487541000006102	13487541000006118	NA	5	1",
"""13487661000006118""",UNKNOWN,true,"3	""ALLERGY138296NEMIS""	""""	""adverse reaction to mirtazapine (imported)""	13487661000006102	13487661000006118	NA	5	1",
"""13799811000006115""",UNKNOWN,true,"1	""^ESCT1379981""	""""	""allergy to venlafaxine""	293843005	3748397018	NA	5	1",
"""13799831000006114""",UNKNOWN,true,"2	""^ESCT1379983""	""""	""allergy to sertraline""	293845003	3748722016	NA	5	1",
"""13858631000006111""",UNKNOWN,true,"1	""^ESCT1385863""	""""	""duloxetine (as duloxetine hydrochloride) 20 mg gastro-resistant oral capsule""	765990009	3761902014	NA	31	1",
