code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""group""	""database""",
"""294809010""",UNKNOWN,true,"""Manic disorder, single episode NOS""	""bipolar""	""Aurum""",
"""294810017""",UNKNOWN,true,"""Recurrent manic episodes""	""bipolar""	""Aurum""",
"""294811018""",UNKNOWN,true,"""Recurrent manic episodes, unspecified""	""bipolar""	""Aurum""",
"""294812013""",UNKNOWN,true,"""Recurrent manic episodes, mild""	""bipolar""	""Aurum""",
"""294813015""",UNKNOWN,true,"""Recurrent manic episodes, moderate""	""bipolar""	""Aurum""",
"""294815010""",UNKNOWN,true,"""Recurrent manic episodes, severe, with psychosis""	""bipolar""	""Aurum""",
"""294817019""",UNKNOWN,true,"""Recurrent manic episodes, in full remission""	""bipolar""	""Aurum""",
"""294818012""",UNKNOWN,true,"""Recurrent manic episode NOS""	""bipolar""	""Aurum""",
"""294847017""",UNKNOWN,true,"""Manic-depressive - now manic""	""bipolar""	""Aurum""",
"""294848010""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, unspecified""	""bipolar""	""Aurum""",
"""294849019""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, mild""	""bipolar""	""Aurum""",
"""294850019""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, moderate""	""bipolar""	""Aurum""",
"""294858014""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, NOS""	""bipolar""	""Aurum""",
"""294860011""",UNKNOWN,true,"""Manic-depressive - now depressed""	""bipolar""	""Aurum""",
"""294861010""",UNKNOWN,true,"""Bipolar affective disorder, currently depressed, unspecified""	""bipolar""	""Aurum""",
"""294862015""",UNKNOWN,true,"""Bipolar affective disorder, currently depressed, mild""	""bipolar""	""Aurum""",
"""294863013""",UNKNOWN,true,"""Bipolar affective disorder, currently depressed, moderate""	""bipolar""	""Aurum""",
"""294868016""",UNKNOWN,true,"""Bipolar affective disorder, currently depressed, NOS""	""bipolar""	""Aurum""",
"""294869012""",UNKNOWN,true,"""Mixed bipolar affective disorder""	""bipolar""	""Aurum""",
"""294870013""",UNKNOWN,true,"""Mixed bipolar affective disorder, unspecified""	""bipolar""	""Aurum""",
"""294871012""",UNKNOWN,true,"""Mixed bipolar affective disorder, mild""	""bipolar""	""Aurum""",
"""294872017""",UNKNOWN,true,"""Mixed bipolar affective disorder, moderate""	""bipolar""	""Aurum""",
"""294874016""",UNKNOWN,true,"""Mixed bipolar affective disorder, severe, with psychosis""	""bipolar""	""Aurum""",
"""294876019""",UNKNOWN,true,"""Mixed bipolar affective disorder, in full remission""	""bipolar""	""Aurum""",
"""294877011""",UNKNOWN,true,"""Mixed bipolar affective disorder, NOS""	""bipolar""	""Aurum""",
"""294880012""",UNKNOWN,true,"""Unspecified bipolar affective disorder""	""bipolar""	""Aurum""",
"""294881011""",UNKNOWN,true,"""Unspecified bipolar affective disorder, unspecified""	""bipolar""	""Aurum""",
"""294882016""",UNKNOWN,true,"""Mild bipolar disorder""	""bipolar""	""Aurum""",
"""294883014""",UNKNOWN,true,"""Moderate bipolar disorder""	""bipolar""	""Aurum""",
"""294887010""",UNKNOWN,true,"""Bipolar disorder in full remission""	""bipolar""	""Aurum""",
"""294888017""",UNKNOWN,true,"""Unspecified bipolar affective disorder, NOS""	""bipolar""	""Aurum""",
"""294891017""",UNKNOWN,true,"""Other and unspecified manic-depressive psychoses""	""bipolar""	""Aurum""",
"""294892012""",UNKNOWN,true,"""Unspecified manic-depressive psychoses""	""bipolar""	""Aurum""",
"""294893019""",UNKNOWN,true,"""Atypical manic disorder""	""bipolar""	""Aurum""",
"""294895014""",UNKNOWN,true,"""Mixed bipolar I disorder""	""bipolar""	""Aurum""",
"""294896010""",UNKNOWN,true,"""Other and unspecified manic-depressive psychoses NOS""	""bipolar""	""Aurum""",
"""294897018""",UNKNOWN,true,"""Affective psychosis""	""other psychosis""	""Aurum""",
"""294898011""",UNKNOWN,true,"""Unspecified affective psychoses NOS""	""other psychosis""	""Aurum""",
"""294902017""",UNKNOWN,true,"""Other affective psychosis NOS""	""other psychosis""	""Aurum""",
"""294904016""",UNKNOWN,true,"""Simple paranoid state""	""other psychosis""	""Aurum""",
"""294908018""",UNKNOWN,true,"""Folie a deux""	""other psychosis""	""Aurum""",
"""294909014""",UNKNOWN,true,"""Shared paranoid disorder""	""other psychosis""	""Aurum""",
"""294910016""",UNKNOWN,true,"""Other paranoid states""	""other psychosis""	""Aurum""",
"""294911017""",UNKNOWN,true,"""Paranoia querulans""	""other psychosis""	""Aurum""",
"""294912012""",UNKNOWN,true,"""Other paranoid states NOS""	""other psychosis""	""Aurum""",
"""294913019""",UNKNOWN,true,"""Paranoid psychosis""	""other psychosis""	""Aurum""",
"""294924017""",UNKNOWN,true,"""Psychogenic paranoid psychosis""	""other psychosis""	""Aurum""",
"""294926015""",UNKNOWN,true,"""Other reactive psychoses""	""other psychosis""	""Aurum""",
"""294927012""",UNKNOWN,true,"""Psychogenic stupor""	""other psychosis""	""Aurum""",
"""294929010""",UNKNOWN,true,"""Other reactive psychoses NOS""	""other psychosis""	""Aurum""",
"""294949018""",UNKNOWN,true,"""Other specified non-organic psychoses""	""other psychosis""	""Aurum""",
"""296022017""",UNKNOWN,true,"""[X]Schizophrenia, schizotypal and delusional disorders""	""other psychosis""	""Aurum""",
"""296031017""",UNKNOWN,true,"""Undifferentiated schizophrenia""	""schizophrenia""	""Aurum""",
"""296040018""",UNKNOWN,true,"""[X]Schizophrenia, unspecified""	""schizophrenia""	""Aurum""",
"""296066015""",UNKNOWN,true,"""[X]Persistent delusional disorder, unspecified""	""other psychosis""	""Aurum""",
"""296083012""",UNKNOWN,true,"""[X]Other acute and transient psychotic disorders""	""other psychosis""	""Aurum""",
"""296095012""",UNKNOWN,true,"""[X]Other schizoaffective disorders""	""other psychosis""	""Aurum""",
"""296096013""",UNKNOWN,true,"""[X]Schizoaffective disorder, unspecified""	""other psychosis""	""Aurum""",
"""296110017""",UNKNOWN,true,"""Mania""	""bipolar""	""Aurum""",
"""296118012""",UNKNOWN,true,"""[X]Other manic episodes""	""bipolar""	""Aurum""",
"""296130018""",UNKNOWN,true,"""Bipolar disorder in remission""	""bipolar""	""Aurum""",
"""296135011""",UNKNOWN,true,"""[X]Bipolar affective disorder, unspecified""	""bipolar""	""Aurum""",
"""346895011""",UNKNOWN,true,"""Psychotic disorder""	""other psychosis""	""Aurum""",
"""346896012""",UNKNOWN,true,"""Reactive psychoses""	""other psychosis""	""Aurum""",
"""369805011""",UNKNOWN,true,"""Grandiose delusions""	""other psychosis""	""Aurum""",
"""401763015""",UNKNOWN,true,"""Acute schizophrenic episode""	""schizophrenia""	""Aurum""",
"""401764014""",UNKNOWN,true,"""Other schizophrenia""	""schizophrenia""	""Aurum""",
"""401765010""",UNKNOWN,true,"""Manic disorder, single episode""	""bipolar""	""Aurum""",
"""401768012""",UNKNOWN,true,"""Chronic paranoid psychosis""	""other psychosis""	""Aurum""",
"""401770015""",UNKNOWN,true,"""Acute paranoid reaction""	""other psychosis""	""Aurum""",
"""401771016""",UNKNOWN,true,"""Non-organic psychosis NOS""	""other psychosis""	""Aurum""",
"""401855010""",UNKNOWN,true,"""[X]Other schizophrenia""	""schizophrenia""	""Aurum""",
"""401856011""",UNKNOWN,true,"""Schizotypal personality disorder""	""other psychosis""	""Aurum""",
"""401857019""",UNKNOWN,true,"""[X]Other persistent delusional disorders""	""other psychosis""	""Aurum""",
"""401859016""",UNKNOWN,true,"""[X]Other acute predominantly delusional psychotic disorders""	""other psychosis""	""Aurum""",
"""401860014""",UNKNOWN,true,"""[X]Acute and transient psychotic disorder, unspecified""	""other psychosis""	""Aurum""",
"""401862018""",UNKNOWN,true,"""[X]Unspecified nonorganic psychosis""	""other psychosis""	""Aurum""",
"""401863011""",UNKNOWN,true,"""[X]Mania with psychotic symptoms""	""bipolar""	""Aurum""",
"""401864017""",UNKNOWN,true,"""[X]Manic episode, unspecified""	""bipolar""	""Aurum""",
"""401865016""",UNKNOWN,true,"""[X]Other bipolar affective disorders""	""bipolar""	""Aurum""",
"""402504012""",UNKNOWN,true,"""Psychotic condition, insight present""	""other psychosis""	""Aurum""",
"""460273017""",UNKNOWN,true,"""[V]Personal history of schizophrenia""	""schizophrenia""	""Aurum""",
"""480834016""",UNKNOWN,true,"""Delusions""	""other psychosis""	""Aurum""",
"""492910018""",UNKNOWN,true,"""Ideas of reference""	""other psychosis""	""Aurum""",
"""1219653018""",UNKNOWN,true,"""Atypical schizophrenia""	""schizophrenia""	""Aurum""",
"""1227584015""",UNKNOWN,true,"""[V]Personal history of manic-depressive psychosis""	""bipolar""	""Aurum""",
"""1234861017""",UNKNOWN,true,"""Chronic schizophrenic""	""schizophrenia""	""Aurum""",
"""1780205015""",UNKNOWN,true,"""H/O: manic depressive disorder""	""bipolar""	""Aurum""",
"""2157096015""",UNKNOWN,true,"""Manic mood""	""bipolar""	""Aurum""",
"""2532965018""",UNKNOWN,true,"""Erotomania""	""other psychosis""	""Aurum""",
"""2548181016""",UNKNOWN,true,"""Paranoid ideation""	""other psychosis""	""Aurum""",
"""2549129012""",UNKNOWN,true,"""O/E - paranoid delusions""	""other psychosis""	""Aurum""",
"""2549426013""",UNKNOWN,true,"""O/E - delusion of persecution""	""other psychosis""	""Aurum""",
"""25461000006115""",UNKNOWN,true,"""Other nonorganic psychoses""	""other psychosis""	""Aurum""",
"""78531000006116""",UNKNOWN,true,"""Unspecified schizo-affective schizophrenia""	""other psychosis""	""Aurum""",
"""82091000006116""",UNKNOWN,true,"""Bipolar disorder in partial remission""	""bipolar""	""Aurum""",
"""82151000006114""",UNKNOWN,true,"""Severe bipolar disorder without psychotic features""	""bipolar""	""Aurum""",
"""82171000006116""",UNKNOWN,true,"""Severe bipolar disorder with psychotic features""	""bipolar""	""Aurum""",
"""123611000006110""",UNKNOWN,true,"""Subchronic schizo-affective schizophrenia""	""other psychosis""	""Aurum""",
"""155141000006116""",UNKNOWN,true,"""Schizoaffective schizophrenia""	""other psychosis""	""Aurum""",
"""155151000006119""",UNKNOWN,true,"""Schizoaffective schizophrenia in remission""	""other psychosis""	""Aurum""",
"""155161000006117""",UNKNOWN,true,"""Schizo-affective schizophrenia NOS""	""other psychosis""	""Aurum""",
"""155281000006119""",UNKNOWN,true,"""Schizotypal personality""	""other psychosis""	""Aurum""",
"""161371000006118""",UNKNOWN,true,"""Sander's disease""	""other psychosis""	""Aurum""",
"""169061000006112""",UNKNOWN,true,"""Restzustand - schizophrenia""	""schizophrenia""	""Aurum""",
"""182861000006110""",UNKNOWN,true,"""Recurrent manic episodes, in partial remission""	""bipolar""	""Aurum""",
"""182871000006115""",UNKNOWN,true,"""Recurrent manic episodes, severe""	""bipolar""	""Aurum""",
"""215691000006112""",UNKNOWN,true,"""Poor insight into psychotic condition""	""other psychosis""	""Aurum""",
"""215841000000114""",UNKNOWN,true,"""Delusional disorder""	""other psychosis""	""Aurum""",
"""215851000000112""",UNKNOWN,true,"""[X]Paranoid psychosis""	""other psychosis""	""Aurum""",
"""215871000000115""",UNKNOWN,true,"""[X]Paranoia""	""other psychosis""	""Aurum""",
"""223601000000119""",UNKNOWN,true,"""Manic psychosis""	""bipolar""	""Aurum""",
"""223611000000117""",UNKNOWN,true,"""Non-organic psychosis""	""other psychosis""	""Aurum""",
"""243361000006117""",UNKNOWN,true,"""Paranoid disorder""	""other psychosis""	""Aurum""",
"""300411000000110""",UNKNOWN,true,"""H/O: psychosis""	""other psychosis""	""Aurum""",
"""362271000006110""",UNKNOWN,true,"""Acute transient psychotic disorder""	""other psychosis""	""Aurum""",
"""362381000006115""",UNKNOWN,true,"""Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia""	""other psychosis""	""Aurum""",
"""362391000006117""",UNKNOWN,true,"""Acute polymorphic psychotic disorder without symptoms of schizophrenia""	""other psychosis""	""Aurum""",
"""362421000006113""",UNKNOWN,true,"""Acute schizophrenia-like psychotic disorder""	""other psychosis""	""Aurum""",
"""362781000006116""",UNKNOWN,true,"""[X]Affective psychosis NOS""	""other psychosis""	""Aurum""",
"""366571000006114""",UNKNOWN,true,"""[X]Atypical schizophrenia""	""schizophrenia""	""Aurum""",
"""367051000006112""",UNKNOWN,true,"""Severe depressed bipolar I disorder without psychotic features""	""bipolar""	""Aurum""",
"""367061000006114""",UNKNOWN,true,"""Psychosis and severe depression co-occurrent and due to bipolar affective disorder""	""bipolar""	""Aurum""",
"""367071000006119""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, severe, with psychosis""	""bipolar""	""Aurum""",
"""367081000006116""",UNKNOWN,true,"""[X]Bipolar affect disorder cur epi manic wout psychotic symp""	""bipolar""	""Aurum""",
"""367091000006118""",UNKNOWN,true,"""[X]Bipolar affect disorder cur epi mild or moderate depressn""	""bipolar""	""Aurum""",
"""367101000006112""",UNKNOWN,true,"""Bipolar affective disorder""	""bipolar""	""Aurum""",
"""367111000006110""",UNKNOWN,true,"""Bipolar affective disorder, current episode hypomanic""	""bipolar""	""Aurum""",
"""367121000006119""",UNKNOWN,true,"""[X]Bipolar affective disorder, current episode mixed""	""bipolar""	""Aurum""",
"""367151000006111""",UNKNOWN,true,"""[X]Bipolar disorder, single manic episode""	""bipolar""	""Aurum""",
"""367161000006113""",UNKNOWN,true,"""[X]Bipolar II disorder""	""bipolar""	""Aurum""",
"""367951000006113""",UNKNOWN,true,"""Borderline schizophrenia""	""other psychosis""	""Aurum""",
"""367961000006110""",UNKNOWN,true,"""[X]Bouffee delirante""	""other psychosis""	""Aurum""",
"""367971000006115""",UNKNOWN,true,"""[X]Bouffee delirante with symptoms of schizophrenia""	""other psychosis""	""Aurum""",
"""367991000006119""",UNKNOWN,true,"""[X]Brief reactive psychosis NOS""	""other psychosis""	""Aurum""",
"""368001000006112""",UNKNOWN,true,"""[X]Brief schizophreniform disorder""	""other psychosis""	""Aurum""",
"""368011000006110""",UNKNOWN,true,"""[X]Brief schizophrenifrm psych""	""other psychosis""	""Aurum""",
"""370451000006110""",UNKNOWN,true,"""[X]Catatonic schizophrenia""	""schizophrenia""	""Aurum""",
"""370461000006112""",UNKNOWN,true,"""[X]Catatonic stupor""	""schizophrenia""	""Aurum""",
"""370631000006117""",UNKNOWN,true,"""[X]Cenesthopathic schizophrenia""	""schizophrenia""	""Aurum""",
"""370981000006112""",UNKNOWN,true,"""[X]Chronic hallucinatory psychosis""	""other psychosis""	""Aurum""",
"""371031000006115""",UNKNOWN,true,"""[X]Chronic undifferentiated schizophrenia""	""schizophrenia""	""Aurum""",
"""376251000006112""",UNKNOWN,true,"""[X]Cyclic schizophrenia""	""schizophrenia""	""Aurum""",
"""376271000006119""",UNKNOWN,true,"""[X]Cycloid psychosis""	""other psychosis""	""Aurum""",
"""376281000006116""",UNKNOWN,true,"""Cycloid psychosis""	""other psychosis""	""Aurum""",
"""376501000006110""",UNKNOWN,true,"""[X]Delusional dysmorphophobia""	""other psychosis""	""Aurum""",
"""378051000006119""",UNKNOWN,true,"""[X]Disorganised schizophrenia""	""schizophrenia""	""Aurum""",
"""387071000006117""",UNKNOWN,true,"""[X]Folie a deux""	""other psychosis""	""Aurum""",
"""388741000006110""",UNKNOWN,true,"""[X]Hebephrenic schizophrenia""	""schizophrenia""	""Aurum""",
"""389401000006111""",UNKNOWN,true,"""Hypomania""	""bipolar""	""Aurum""",
"""389641000006110""",UNKNOWN,true,"""Induced delusional disorder""	""other psychosis""	""Aurum""",
"""389651000006112""",UNKNOWN,true,"""[X]Induced paranoid disorder""	""other psychosis""	""Aurum""",
"""389661000006114""",UNKNOWN,true,"""[X]Induced psychotic disorder""	""other psychosis""	""Aurum""",
"""394461000006110""",UNKNOWN,true,"""[X]Involutional paranoid state""	""other psychosis""	""Aurum""",
"""395021000006111""",UNKNOWN,true,"""[X]Latent schizophrenia""	""other psychosis""	""Aurum""",
"""395031000006114""",UNKNOWN,true,"""[X]Latent schizophrenic reaction""	""other psychosis""	""Aurum""",
"""396071000006119""",UNKNOWN,true,"""[X]Manic-depressive reaction""	""bipolar""	""Aurum""",
"""396691000006111""",UNKNOWN,true,"""[X]Mania NOS""	""bipolar""	""Aurum""",
"""396701000006111""",UNKNOWN,true,"""[X]Mania with mood-congruent psychotic symptoms""	""bipolar""	""Aurum""",
"""396711000006114""",UNKNOWN,true,"""[X]Mania with mood-incongruent psychotic symptoms""	""bipolar""	""Aurum""",
"""396741000006113""",UNKNOWN,true,"""[X]Manic episode""	""bipolar""	""Aurum""",
"""396761000006112""",UNKNOWN,true,"""[X]Manic stupor""	""bipolar""	""Aurum""",
"""396771000006117""",UNKNOWN,true,"""[X] Manic-depressive psychosis, depressed type without psychotic symptoms""	""bipolar""	""Aurum""",
"""396781000006119""",UNKNOWN,true,"""[X]Manic-depress psychosis,depressed type+psychotic symptoms""	""bipolar""	""Aurum""",
"""396791000006116""",UNKNOWN,true,"""Manic-depressive illness""	""bipolar""	""Aurum""",
"""396801000006115""",UNKNOWN,true,"""Manic-depressive psychosis""	""bipolar""	""Aurum""",
"""398541000006116""",UNKNOWN,true,"""Bipolar affective disorder , current episode mixed""	""bipolar""	""Aurum""",
"""398631000006113""",UNKNOWN,true,"""Mixed schizophrenic and affective pschosis""	""other psychosis""	""Aurum""",
"""403611000006116""",UNKNOWN,true,"""[X]Oneirophrenia""	""other psychosis""	""Aurum""",
"""412201000006113""",UNKNOWN,true,"""[X]Other nonorganic psychotic disorders""	""other psychosis""	""Aurum""",
"""418181000006110""",UNKNOWN,true,"""[X]Paranoia querulans""	""other psychosis""	""Aurum""",
"""418221000006118""",UNKNOWN,true,"""[X]Paranoid schizophrenia""	""schizophrenia""	""Aurum""",
"""418231000006115""",UNKNOWN,true,"""[X]Paranoid state""	""other psychosis""	""Aurum""",
"""418251000006110""",UNKNOWN,true,"""Late paraphrenia""	""other psychosis""	""Aurum""",
"""418261000006112""",UNKNOWN,true,"""[X]Paraphrenic schizophrenia""	""schizophrenia""	""Aurum""",
"""419861000006117""",UNKNOWN,true,"""Persistent delusional disorder""	""other psychosis""	""Aurum""",
"""423041000006119""",UNKNOWN,true,"""[X]Post-schizophrenic depression""	""schizophrenia""	""Aurum""",
"""423271000006116""",UNKNOWN,true,"""Prepsychotic schizophrenia""	""other psychosis""	""Aurum""",
"""423471000006117""",UNKNOWN,true,"""Prodromal schizophrenia""	""other psychosis""	""Aurum""",
"""423731000006114""",UNKNOWN,true,"""[X]Pseudoneurotic schizophrenia""	""other psychosis""	""Aurum""",
"""423741000006116""",UNKNOWN,true,"""[X]Pseudopsychopathic schizophrenia""	""other psychosis""	""Aurum""",
"""424071000006112""",UNKNOWN,true,"""[X]Psychogenic paranoid psychosis""	""other psychosis""	""Aurum""",
"""424231000006116""",UNKNOWN,true,"""Psychotic""	""other psychosis""	""Aurum""",
"""424511000006112""",UNKNOWN,true,"""[X]Reactive psychosis""	""other psychosis""	""Aurum""",
"""424661000006111""",UNKNOWN,true,"""[X]Recurrent manic episodes""	""bipolar""	""Aurum""",
"""424841000006113""",UNKNOWN,true,"""[X]Residual schizophrenia""	""schizophrenia""	""Aurum""",
"""424931000006113""",UNKNOWN,true,"""[X]Restzustand schizophrenic""	""schizophrenia""	""Aurum""",
"""425501000006113""",UNKNOWN,true,"""Schizoaffective disorder, depressive type""	""other psychosis""	""Aurum""",
"""425511000006111""",UNKNOWN,true,"""Schizoaffective disorder, manic type""	""other psychosis""	""Aurum""",
"""425521000006115""",UNKNOWN,true,"""Schizoaffective disorder, mixed type""	""other psychosis""	""Aurum""",
"""425541000006110""",UNKNOWN,true,"""Schizoaffective disorder""	""other psychosis""	""Aurum""",
"""425551000006112""",UNKNOWN,true,"""[X]Schizoaffective psychosis NOS""	""other psychosis""	""Aurum""",
"""425561000006114""",UNKNOWN,true,"""[X]Schizoaffective psychosis, depressive type""	""other psychosis""	""Aurum""",
"""425571000006119""",UNKNOWN,true,"""[X]Schizoaffective psychosis, manic type""	""other psychosis""	""Aurum""",
"""425601000006114""",UNKNOWN,true,"""[X]Schizophrenia""	""schizophrenia""	""Aurum""",
"""425641000006111""",UNKNOWN,true,"""[X]Schizophrenic catalepsy""	""schizophrenia""	""Aurum""",
"""425651000006113""",UNKNOWN,true,"""[X]Schizophrenic catatonia""	""schizophrenia""	""Aurum""",
"""425671000006115""",UNKNOWN,true,"""[X]Schizophrenic reaction""	""other psychosis""	""Aurum""",
"""425681000006117""",UNKNOWN,true,"""[X]Schizophreniform disord NOS""	""schizophrenia""	""Aurum""",
"""425691000006119""",UNKNOWN,true,"""[X]Schizophreniform psychosis, depressive type""	""other psychosis""	""Aurum""",
"""425701000006119""",UNKNOWN,true,"""[X]Schizophreniform psychosis, manic type""	""other psychosis""	""Aurum""",
"""425711000006116""",UNKNOWN,true,"""[X]Schizophrenifrm psychos NOS""	""schizophrenia""	""Aurum""",
"""425731000006110""",UNKNOWN,true,"""[X]Schizotypal personality disorder""	""other psychosis""	""Aurum""",
"""425921000006114""",UNKNOWN,true,"""[X]Sensitiver Beziehungswahn""	""other psychosis""	""Aurum""",
"""426881000006111""",UNKNOWN,true,"""[X]Simple schizophrenia""	""schizophrenia""	""Aurum""",
"""428451000006119""",UNKNOWN,true,"""Psychotic symptom present""	""other psychosis""	""Aurum""",
"""456731000006115""",UNKNOWN,true,"""Acute exacerbation of chronic schizo-affective schizophrenia""	""other psychosis""	""Aurum""",
"""456801000006115""",UNKNOWN,true,"""Acute exacerbation subchronic schizo-affective schizophrenia""	""other psychosis""	""Aurum""",
