code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""group""	""database""",
"""492761000000114""",UNKNOWN,true,"""Bipolar affective disorder resolved""	""bipolar""	""Aurum""",
"""492821000000113""",UNKNOWN,true,"""Schizophrenia resolved""	""schizophrenia""	""Aurum""",
"""492881000000114""",UNKNOWN,true,"""Psychosis resolved""	""other psychosis""	""Aurum""",
"""513691000006116""",UNKNOWN,true,"""Severe manic bipolar I disorder without psychotic features""	""bipolar""	""Aurum""",
"""513701000006116""",UNKNOWN,true,"""Bipolar affect disord, currently manic,severe with psychosis""	""bipolar""	""Aurum""",
"""513711000006118""",UNKNOWN,true,"""Depressed bipolar I disorder in partial remission""	""bipolar""	""Aurum""",
"""513721000006114""",UNKNOWN,true,"""Bipolar affect disord, now depressed, severe with psychosis""	""bipolar""	""Aurum""",
"""513731000006112""",UNKNOWN,true,"""Bipolar affect disord, now depressed, severe, no psychosis""	""bipolar""	""Aurum""",
"""513741000006119""",UNKNOWN,true,"""Manic bipolar I disorder in partial remission""	""bipolar""	""Aurum""",
"""513751000006117""",UNKNOWN,true,"""Bipolar affective disorder, current episode depression""	""bipolar""	""Aurum""",
"""513801000006112""",UNKNOWN,true,"""Bipolar affective disorder, current episode manic""	""bipolar""	""Aurum""",
"""513811000006110""",UNKNOWN,true,"""Bipolar affective disorder, currently manic, in full remission""	""bipolar""	""Aurum""",
"""513861000006113""",UNKNOWN,true,"""Bipolar affective disorder, currently depressed, in full remission""	""bipolar""	""Aurum""",
"""513871000006118""",UNKNOWN,true,"""Bipolar disorder""	""bipolar""	""Aurum""",
"""523481000006114""",UNKNOWN,true,"""Bouffee delirante""	""other psychosis""	""Aurum""",
"""556631000006116""",UNKNOWN,true,"""Chronic schizoaffective schizophrenia""	""other psychosis""	""Aurum""",
"""701051000006118""",UNKNOWN,true,"""Mixed bipolar affective disorder, partial/unspec remission""	""bipolar""	""Aurum""",
"""701071000006111""",UNKNOWN,true,"""Mixed bipolar affective disorder, severe""	""bipolar""	""Aurum""",
"""789221000006116""",UNKNOWN,true,"""Hypomanic psychoses""	""bipolar""	""Aurum""",
"""819351000006115""",UNKNOWN,true,"""Hebephrenic schizophrenia""	""schizophrenia""	""Aurum""",
"""851691000006114""",UNKNOWN,true,"""Hypomanic""	""bipolar""	""Aurum""",
"""851701000006114""",UNKNOWN,true,"""Paranoid""	""other psychosis""	""Aurum""",
"""853201000006116""",UNKNOWN,true,"""Obsessional compulsive psychosis""	""other psychosis""	""Aurum""",
"""882281000006113""",UNKNOWN,true,"""Schizophrenic psychoses NOS""	""schizophrenia""	""Aurum""",
"""882291000006111""",UNKNOWN,true,"""Schizophrenic psychoses""	""schizophrenia""	""Aurum""",
"""882301000006112""",UNKNOWN,true,"""Acute schizo affective psychosis""	""other psychosis""	""Aurum""",
"""882311000006110""",UNKNOWN,true,"""Manic-depressive psychoses""	""bipolar""	""Aurum""",
"""882321000006119""",UNKNOWN,true,"""Mania/hypomania""	""bipolar""	""Aurum""",
"""882331000006116""",UNKNOWN,true,"""Paranoia""	""other psychosis""	""Aurum""",
"""914461000006118""",UNKNOWN,true,"""[X]Capgras syndrome""	""other psychosis""	""Aurum""",
"""914471000006113""",UNKNOWN,true,"""[X]Delusional misidentification syndrome""	""other psychosis""	""Aurum""",
"""981141000006111""",UNKNOWN,true,"""Delusions""	""other psychosis""	""Aurum""",
"""996171000006114""",UNKNOWN,true,"""Psychosis, schizophrenia and bipolar affective disorder resolved""	""other psychosis""	""Aurum""",
"""1667581000000114""",UNKNOWN,true,"""[X]Paranoid state in remission""	""other psychosis""	""Aurum""",
"""1667591000000111""",UNKNOWN,true,"""[X]Nonorganic psychosis in remission""	""other psychosis""	""Aurum""",
"""1785851000006110""",UNKNOWN,true,"""Bipolar I disorder""	""bipolar""	""Aurum""",
"""1785861000006112""",UNKNOWN,true,"""Bipolar II disorder""	""bipolar""	""Aurum""",
"""1785871000006117""",UNKNOWN,true,"""[X]Bipolar II disorder""	""bipolar""	""Aurum""",
"""1807561000006117""",UNKNOWN,true,"""Psychotic symptom""	""other psychosis""	""Aurum""",
"""1821481000006114""",UNKNOWN,true,"""Possible early psychosis""	""other psychosis""	""Aurum""",
"""1821491000006112""",UNKNOWN,true,"""Possible psychosis prodrome""	""other psychosis""	""Aurum""",
"""1974351000006118""",UNKNOWN,true,"""Paranoid schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1974391000006112""",UNKNOWN,true,"""Paranoid schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1974431000006118""",UNKNOWN,true,"""Paranoid schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1974451000006113""",UNKNOWN,true,"""Paranoid schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1974481000006117""",UNKNOWN,true,"""Paranoid schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1974511000006113""",UNKNOWN,true,"""Paranoid schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1974541000006112""",UNKNOWN,true,"""Paranoid schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1974601000006111""",UNKNOWN,true,"""Hebephrenic schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1974611000006114""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1974621000006118""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1974641000006113""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1974671000006117""",UNKNOWN,true,"""Hebephrenic schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1974691000006116""",UNKNOWN,true,"""Hebephrenic schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1974721000006114""",UNKNOWN,true,"""Hebephrenic schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1974751000006117""",UNKNOWN,true,"""Catatonic schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1974781000006113""",UNKNOWN,true,"""Catatonic schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1974801000006112""",UNKNOWN,true,"""Catatonic schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1974831000006116""",UNKNOWN,true,"""Catatonic schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1974861000006113""",UNKNOWN,true,"""Catatonic schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1974891000006117""",UNKNOWN,true,"""Catatonic schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1974921000006111""",UNKNOWN,true,"""Catatonic schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1974951000006119""",UNKNOWN,true,"""Undifferentiated schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1975051000006119""",UNKNOWN,true,"""Undifferentiated schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1975191000006114""",UNKNOWN,true,"""Post-schizophrenic depression, continuous""	""other psychosis""	""Aurum""",
"""1975211000006110""",UNKNOWN,true,"""Post-schizophrenic depression, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1975231000006116""",UNKNOWN,true,"""Post-schizophrenic depression, episodic with stable deficit""	""other psychosis""	""Aurum""",
"""1975261000006113""",UNKNOWN,true,"""Post-schizophrenic depression, episodic remittent""	""other psychosis""	""Aurum""",
"""1975281000006115""",UNKNOWN,true,"""Post-schizophrenic depression, incomplete remission""	""other psychosis""	""Aurum""",
"""1975301000006116""",UNKNOWN,true,"""Post-schizophrenic depression, complete remission""	""other psychosis""	""Aurum""",
"""1975321000006114""",UNKNOWN,true,"""Post-schizophrenic depression, course uncertain, period of observation too short""	""other psychosis""	""Aurum""",
"""1975351000006117""",UNKNOWN,true,"""Residual schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1975381000006113""",UNKNOWN,true,"""Residual schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1975401000006113""",UNKNOWN,true,"""Residual schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1975431000006117""",UNKNOWN,true,"""Residual schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1975441000006110""",UNKNOWN,true,"""Residual schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1975471000006119""",UNKNOWN,true,"""Residual schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1975481000006116""",UNKNOWN,true,"""Residual schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1975491000006118""",UNKNOWN,true,"""Simple schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1975501000006114""",UNKNOWN,true,"""Simple schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1975521000006116""",UNKNOWN,true,"""Simple schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1975551000006113""",UNKNOWN,true,"""Simple schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1975571000006115""",UNKNOWN,true,"""Simple schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1975601000006110""",UNKNOWN,true,"""Simple schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1975621000006117""",UNKNOWN,true,"""Acute polymorphic psychot disord without symp of schizoph, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975641000006112""",UNKNOWN,true,"""Simple schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1975671000006116""",UNKNOWN,true,"""Acute polymorphic psychot disord without symp of schizoph, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975681000006118""",UNKNOWN,true,"""Acute polymorphic psychot disord with symp of schizophren, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975691000006115""",UNKNOWN,true,"""Acute polymorphic psychot disord with symp of schizophren, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975711000006117""",UNKNOWN,true,"""Acute schizophrenia-like psychotic disorder, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975731000006111""",UNKNOWN,true,"""Acute schizophrenia-like psychotic disorder, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975751000006116""",UNKNOWN,true,"""Other schizophrenia, continuous""	""schizophrenia""	""Aurum""",
"""1975761000006119""",UNKNOWN,true,"""Other acute predominantly delusional psychotic disorders, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975771000006114""",UNKNOWN,true,"""Other schizophrenia, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1975781000006112""",UNKNOWN,true,"""Other acute predominantly delusional psychotic disorders, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975801000006111""",UNKNOWN,true,"""Other schizophrenia, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1975821000006118""",UNKNOWN,true,"""Other acute and transient psychotic disorders, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975831000006115""",UNKNOWN,true,"""Other schizophrenia, episodic remittent""	""schizophrenia""	""Aurum""",
"""1975841000006113""",UNKNOWN,true,"""Other schizophrenia, incomplete remission""	""schizophrenia""	""Aurum""",
"""1975851000006110""",UNKNOWN,true,"""Other acute and transient psychotic disorders, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975871000006117""",UNKNOWN,true,"""Acute and transient psychotic disorder, unspecified, without associated acute stress""	""other psychosis""	""Aurum""",
"""1975881000006119""",UNKNOWN,true,"""Other schizophrenia, complete remission""	""schizophrenia""	""Aurum""",
"""1975901000006117""",UNKNOWN,true,"""Acute and transient psychotic disorder, unspecified, with associated acute stress""	""other psychosis""	""Aurum""",
"""1975911000006119""",UNKNOWN,true,"""Other schizophrenia, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1975931000006113""",UNKNOWN,true,"""Bipolar affect disorder cur epi mild or moderate depressn, without somatic syndrome""	""bipolar""	""Aurum""",
"""1975941000006115""",UNKNOWN,true,"""Bipolar affect disorder cur epi mild or moderate depressn, with somatic syndrome""	""bipolar""	""Aurum""",
"""1976001000006113""",UNKNOWN,true,"""Schizophrenia, unspecified, continuous""	""schizophrenia""	""Aurum""",
"""1976061000006114""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic with progressive deficit""	""schizophrenia""	""Aurum""",
"""1976101000006112""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic with stable deficit""	""schizophrenia""	""Aurum""",
"""1976121000006119""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic remittent""	""schizophrenia""	""Aurum""",
"""1976141000006114""",UNKNOWN,true,"""Schizophrenia, unspecified, incomplete remission""	""schizophrenia""	""Aurum""",
"""1976151000006111""",UNKNOWN,true,"""Schizophrenia, unspecified, complete remission""	""schizophrenia""	""Aurum""",
"""1976171000006118""",UNKNOWN,true,"""Schizophrenia, unspecified, course uncertain, period of observation too short""	""schizophrenia""	""Aurum""",
"""1976371000006116""",UNKNOWN,true,"""Other single mood affective disorders, mixed affective episode""	""other psychosis""	""Aurum""",
"""1976881000006112""",UNKNOWN,true,"""Paranoid schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976891000006110""",UNKNOWN,true,"""Hebephrenic schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976901000006114""",UNKNOWN,true,"""Catatonic schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976911000006112""",UNKNOWN,true,"""Undifferentiated schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976921000006116""",UNKNOWN,true,"""Post-schizophrenic depression, other""	""other psychosis""	""Aurum""",
"""1976931000006118""",UNKNOWN,true,"""Residual schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976941000006111""",UNKNOWN,true,"""Simple schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976951000006113""",UNKNOWN,true,"""Other schizophrenia, other""	""schizophrenia""	""Aurum""",
"""1976961000006110""",UNKNOWN,true,"""Schizophrenia, unspecified, other""	""schizophrenia""	""Aurum""",
"""2501991000006111""",UNKNOWN,true,"""Paranoid reaction""	""other psychosis""	""Aurum""",
"""2502001000006113""",UNKNOWN,true,"""Persecutory delusion""	""other psychosis""	""Aurum""",
"""2531671000006114""",UNKNOWN,true,"""Delusional thoughts""	""other psychosis""	""Aurum""",
"""2531681000006112""",UNKNOWN,true,"""Delusional ideas""	""other psychosis""	""Aurum""",
"""2586801000006115""",UNKNOWN,true,"""Brief psychotic disorder""	""other psychosis""	""Aurum""",
"""2632941000006110""",UNKNOWN,true,"""Delusion of infidelity""	""other psychosis""	""Aurum""",
"""2632951000006112""",UNKNOWN,true,"""Delusional jealousy""	""other psychosis""	""Aurum""",
"""2717981000006118""",UNKNOWN,true,"""MDI - Manic-depressive illness""	""bipolar""	""Aurum""",
"""2729641000006117""",UNKNOWN,true,"""Severe bipolar I disorder, single manic episode without psychotic features""	""bipolar""	""Aurum""",
"""2730051000000114""",UNKNOWN,true,"""Mania with mood-congruent psychotic features""	""bipolar""	""Aurum""",
"""2730071000000117""",UNKNOWN,true,"""Mania with mood-incongruent psychotic features""	""bipolar""	""Aurum""",
"""2730091000000118""",UNKNOWN,true,"""Mania with psychotic features""	""bipolar""	""Aurum""",
"""2730111000000111""",UNKNOWN,true,"""Acute predominantly delusional psychotic disorder""	""other psychosis""	""Aurum""",
"""2782051000006112""",UNKNOWN,true,"""Bipolar I disorder, most recent episode manic with catatonic features""	""bipolar""	""Aurum""",
"""2924901000006115""",UNKNOWN,true,"""Severe bipolar disorder with psychotic features, mood-incongruent""	""bipolar""	""Aurum""",
"""2960491000006119""",UNKNOWN,true,"""Severe manic bipolar I disorder with psychotic features""	""bipolar""	""Aurum""",
"""2960501000006110""",UNKNOWN,true,"""Severe bipolar I disorder, most recent episode manic, with psychotic features""	""bipolar""	""Aurum""",
"""2976051000006113""",UNKNOWN,true,"""Chronic undifferentiated schizophrenia""	""schizophrenia""	""Aurum""",
"""3000261000006112""",UNKNOWN,true,"""Schizoptypal disorder""	""other psychosis""	""Aurum""",
"""3005591000006114""",UNKNOWN,true,"""Disorganised schizophrenia in remission""	""schizophrenia""	""Aurum""",
"""3006671000006118""",UNKNOWN,true,"""Bipolar I disorder, most recent episode hypomanic""	""bipolar""	""Aurum""",
"""3036131000006117""",UNKNOWN,true,"""Somatic delusion disorder""	""other psychosis""	""Aurum""",
"""3036141000006110""",UNKNOWN,true,"""Somatic delusion""	""other psychosis""	""Aurum""",
"""3068121000006112""",UNKNOWN,true,"""Disorganised schizophrenia""	""schizophrenia""	""Aurum""",
"""3116711000006110""",UNKNOWN,true,"""Involutional paraphrenia""	""other psychosis""	""Aurum""",
"""3118041000006112""",UNKNOWN,true,"""Schizoaffective disorder, bipolar type""	""other psychosis""	""Aurum""",
"""3137261000006111""",UNKNOWN,true,"""Undifferentiated schizophrenia in remission""	""schizophrenia""	""Aurum""",
"""3169541000006113""",UNKNOWN,true,"""Mild bipolar I disorder, single manic episode""	""bipolar""	""Aurum""",
"""3174001000006110""",UNKNOWN,true,"""Severe bipolar I disorder, single manic episode with psychotic features""	""bipolar""	""Aurum""",
"""3175731000006118""",UNKNOWN,true,"""Amok""	""other psychosis""	""Aurum""",
"""3224371000006115""",UNKNOWN,true,"""Capgras' syndrome""	""other psychosis""	""Aurum""",
"""3224381000006117""",UNKNOWN,true,"""Delusional misidentification syndrome""	""other psychosis""	""Aurum""",
"""3224391000006119""",UNKNOWN,true,"""Capgras syndrome""	""other psychosis""	""Aurum""",
"""3245481000006112""",UNKNOWN,true,"""Catatonic stupor""	""other psychosis""	""Aurum""",
"""3267191000006117""",UNKNOWN,true,"""Grandiose delusion disorder""	""other psychosis""	""Aurum""",
"""3318441000006110""",UNKNOWN,true,"""Thought insertion""	""other psychosis""	""Aurum""",
"""3328681000006114""",UNKNOWN,true,"""Residual schizophrenia in remission""	""schizophrenia""	""Aurum""",
"""3361131000006115""",UNKNOWN,true,"""Delusion of guilt""	""other psychosis""	""Aurum""",
"""3369281000006111""",UNKNOWN,true,"""Depressed bipolar I disorder in remission""	""bipolar""	""Aurum""",
"""3468391000006115""",UNKNOWN,true,"""Severe bipolar I disorder, most recent episode depressed with psychotic features""	""bipolar""	""Aurum""",
"""3504721000006117""",UNKNOWN,true,"""Induced psychotic disorder""	""other psychosis""	""Aurum""",
"""3504731000006119""",UNKNOWN,true,"""Folie à deux""	""other psychosis""	""Aurum""",
"""3504751000006114""",UNKNOWN,true,"""Induced psychosis""	""other psychosis""	""Aurum""",
"""3504791000006115""",UNKNOWN,true,"""Induced paranoid disorder""	""other psychosis""	""Aurum""",
"""3527411000006119""",UNKNOWN,true,"""Paranoid schizophrenia, in remission""	""schizophrenia""	""Aurum""",
"""3527771000006116""",UNKNOWN,true,"""Bouffée délirante""	""other psychosis""	""Aurum""",
"""3549101000006116""",UNKNOWN,true,"""Delusional perception""	""other psychosis""	""Aurum""",
"""3555731000006114""",UNKNOWN,true,"""Paraphrenic schizophrenia""	""schizophrenia""	""Aurum""",
"""3595611000006115""",UNKNOWN,true,"""Delusional conclusion""	""other psychosis""	""Aurum""",
"""3615761000006116""",UNKNOWN,true,"""Manic bipolar I disorder""	""bipolar""	""Aurum""",
"""3627341000006115""",UNKNOWN,true,"""Psychosis""	""other psychosis""	""Aurum""",
"""3656651000006111""",UNKNOWN,true,"""Chronic residual schizophrenia""	""schizophrenia""	""Aurum""",
"""3760411000006111""",UNKNOWN,true,"""Jealous delusion disorder""	""other psychosis""	""Aurum""",
"""3788101000006118""",UNKNOWN,true,"""Chronic undifferentiated schizophrenia with acute exacerbations""	""schizophrenia""	""Aurum""",
"""3846961000006111""",UNKNOWN,true,"""Bizarre delusion""	""other psychosis""	""Aurum""",
"""3854401000006113""",UNKNOWN,true,"""Bipolar 2 disorder""	""bipolar""	""Aurum""",
"""3862661000006112""",UNKNOWN,true,"""Chronic schizophrenia""	""schizophrenia""	""Aurum""",
"""3886291000006119""",UNKNOWN,true,"""Bipolar disorder, in remission""	""bipolar""	""Aurum""",
"""3895621000006112""",UNKNOWN,true,"""Subchronic undifferentiated schizophrenia""	""schizophrenia""	""Aurum""",
"""3946141000006118""",UNKNOWN,true,"""Schizophreniform disorder""	""other psychosis""	""Aurum""",
"""3956691000006118""",UNKNOWN,true,"""Persecutory delusion disorder""	""other psychosis""	""Aurum""",
"""3959871000006110""",UNKNOWN,true,"""Delusion of parasitosis""	""other psychosis""	""Aurum""",
"""4082931000006110""",UNKNOWN,true,"""Schizophrenic reaction""	""other psychosis""	""Aurum""",
"""4196201000006119""",UNKNOWN,true,"""Mixed bipolar I disorder in full remission""	""bipolar""	""Aurum""",
"""4539931000006112""",UNKNOWN,true,"""History of schizophrenia""	""schizophrenia""	""Aurum""",
"""4763641000006116""",UNKNOWN,true,"""Acute exacerbation of chronic disorganised schizophrenia""	""schizophrenia""	""Aurum""",
"""4763791000006118""",UNKNOWN,true,"""Chronic paranoid schizophrenia with acute exacerbation""	""schizophrenia""	""Aurum""",
"""4763891000006112""",UNKNOWN,true,"""Subchronic schizoaffective schizophrenia""	""other psychosis""	""Aurum""",
"""4763911000006114""",UNKNOWN,true,"""Acute exacerbation of subchronic schizoaffective schizophrenia""	""other psychosis""	""Aurum""",
"""4763921000006118""",UNKNOWN,true,"""Acute exacerbation of chronic schizoaffective schizophrenia""	""other psychosis""	""Aurum""",
"""4764391000006115""",UNKNOWN,true,"""Paranoia""	""other psychosis""	""Aurum""",
"""4767311000006117""",UNKNOWN,true,"""Bipolar affective disorder, current episode mixed""	""bipolar""	""Aurum""",
"""4941461000006118""",UNKNOWN,true,"""Paranoid delusion""	""other psychosis""	""Aurum""",
"""5023391000006116""",UNKNOWN,true,"""Reactive psychosis""	""other psychosis""	""Aurum""",
"""5023901000006110""",UNKNOWN,true,"""Post-schizophrenic depression""	""schizophrenia""	""Aurum""",
"""5023961000006111""",UNKNOWN,true,"""Manic""	""bipolar""	""Aurum""",
"""5128631000006110""",UNKNOWN,true,"""Cutaneous monosymptomatic delusional psychosis""	""other psychosis""	""Aurum""",
"""5128641000006117""",UNKNOWN,true,"""Delusions of parasitosis""	""other psychosis""	""Aurum""",
"""5128651000006115""",UNKNOWN,true,"""Delusions of infestation""	""other psychosis""	""Aurum""",
"""5128661000006118""",UNKNOWN,true,"""Delusion of foul odour""	""other psychosis""	""Aurum""",
"""5128691000006114""",UNKNOWN,true,"""Delusional hyperhidrosis""	""other psychosis""	""Aurum""",
"""5247171000006117""",UNKNOWN,true,"""Delusion of grandiose ability""	""other psychosis""	""Aurum""",
"""5247181000006119""",UNKNOWN,true,"""Delusion of grandiose identity""	""other psychosis""	""Aurum""",
"""5247201000006118""",UNKNOWN,true,"""Religious delusion""	""other psychosis""	""Aurum""",
"""5247211000006115""",UNKNOWN,true,"""Delusional mood""	""other psychosis""	""Aurum""",
"""5247231000006114""",UNKNOWN,true,"""Delusion associated with smell""	""other psychosis""	""Aurum""",
"""5247261000006117""",UNKNOWN,true,"""Delusion of depersonalisation""	""other psychosis""	""Aurum""",
"""5247281000006110""",UNKNOWN,true,"""Nihilistic delusion""	""other psychosis""	""Aurum""",
"""5247401000006117""",UNKNOWN,true,"""Hypochondriacal delusion""	""other psychosis""	""Aurum""",
"""5247421000006110""",UNKNOWN,true,"""Delusion of replacement of will by external force""	""other psychosis""	""Aurum""",
"""5248961000006113""",UNKNOWN,true,"""Schizophrenic prodrome""	""other psychosis""	""Aurum""",
"""5435901000006117""",UNKNOWN,true,"""Bipolar""	""bipolar""	""Aurum""",
"""5517971000006118""",UNKNOWN,true,"""Mixed schizophrenic and affective psychosis""	""other psychosis""	""Aurum""",
"""5568191000006118""",UNKNOWN,true,"""Acute polymorphic psychotic disorder""	""other psychosis""	""Aurum""",
"""5582571000006113""",UNKNOWN,true,"""Primary delusions""	""other psychosis""	""Aurum""",
"""5582581000006111""",UNKNOWN,true,"""Delusional memories""	""other psychosis""	""Aurum""",
"""5614121000006115""",UNKNOWN,true,"""Involutional paranoid state""	""other psychosis""	""Aurum""",
"""5614141000006110""",UNKNOWN,true,"""Delusional dysmorphophobia""	""other psychosis""	""Aurum""",
"""5624451000006114""",UNKNOWN,true,"""Psychotic symptom finding""	""other psychosis""	""Aurum""",
"""5645621000006116""",UNKNOWN,true,"""De Clerambault's syndrome""	""other psychosis""	""Aurum""",
"""5649431000006118""",UNKNOWN,true,"""Hypomanic mood""	""bipolar""	""Aurum""",
"""5688901000006116""",UNKNOWN,true,"""Hypomanic behaviour""	""bipolar""	""Aurum""",
"""5688911000006118""",UNKNOWN,true,"""Hypomanic behavior""	""bipolar""	""Aurum""",
"""5688921000006114""",UNKNOWN,true,"""Manic behaviour""	""bipolar""	""Aurum""",
"""5688931000006112""",UNKNOWN,true,"""Manic behavior""	""bipolar""	""Aurum""",
"""5699381000006117""",UNKNOWN,true,"""Delusion of unworthiness""	""other psychosis""	""Aurum""",
"""5718641000006117""",UNKNOWN,true,"""Level of psychoticism""	""other psychosis""	""Aurum""",
"""5933701000006116""",UNKNOWN,true,"""Profile of mood states, bipolar""	""bipolar""	""Aurum""",
"""5934531000006116""",UNKNOWN,true,"""Delusional transference""	""other psychosis""	""Aurum""",
"""6357571000006119""",UNKNOWN,true,"""Bipolar 1 disorder""	""bipolar""	""Aurum""",
"""6890801000006117""",UNKNOWN,true,"""Late onset schizophrenia""	""schizophrenia""	""Aurum""",
"""7018741000006112""",UNKNOWN,true,"""Delusion of pregnancy""	""other psychosis""	""Aurum""",
"""7515091000006113""",UNKNOWN,true,"""Delusional disorder in remission""	""other psychosis""	""Aurum""",
"""7696261000006113""",UNKNOWN,true,"""Acute polymorphic psychotic disorder with symptoms of schizophrenia""	""other psychosis""	""Aurum""",
"""7849081000006116""",UNKNOWN,true,"""Bipolar type I disorder currently in full remission""	""bipolar""	""Aurum""",
"""7860771000006118""",UNKNOWN,true,"""Positive symptoms with primary psychotic disorder""	""other psychosis""	""Aurum""",
"""7860791000006117""",UNKNOWN,true,"""Negative symptoms with primary psychotic disorder""	""other psychosis""	""Aurum""",
"""7860831000006112""",UNKNOWN,true,"""Manic symptoms with primary psychotic disorder""	""other psychosis""	""Aurum""",
"""8041781000006111""",UNKNOWN,true,"""Rapid cycling bipolar I disorder""	""bipolar""	""Aurum""",
"""8110251000006118""",UNKNOWN,true,"""Interpretation of delusions""	""other psychosis""	""Aurum""",
"""8232521000006119""",UNKNOWN,true,"""Paranoid state in remission""	""other psychosis""	""Aurum""",
"""8232541000006114""",UNKNOWN,true,"""Non-organic psychosis in remission""	""other psychosis""	""Aurum""",
"""8235161000006110""",UNKNOWN,true,"""Mixed bipolar affective disorder, in partial remission""	""bipolar""	""Aurum""",
"""8237821000006118""",UNKNOWN,true,"""Recurrent manic episodes, in remission""	""bipolar""	""Aurum""",
"""8237871000006117""",UNKNOWN,true,"""Single manic episode in remission""	""bipolar""	""Aurum""",
"""9326201000006116""",UNKNOWN,true,"""Psychosis in pregnancy""	""other psychosis""	""Aurum""",
"""12059201000006117""",UNKNOWN,true,"""Bipolar disorder, most recent episode depression""	""bipolar""	""Aurum""",
"""12059211000006119""",UNKNOWN,true,"""Bipolar disorder, most recent episode manic""	""bipolar""	""Aurum""",
"""12059221000006110""",UNKNOWN,true,"""Bipolar affective disorder, most recent episode mixed""	""bipolar""	""Aurum""",
"""12059241000006115""",UNKNOWN,true,"""Bipolar I disorder, most recent episode manic""	""bipolar""	""Aurum""",
"""12480451000006112""",UNKNOWN,true,"""[X]Schizophrenia, schizotypal and delusional disorders""	""other psychosis""	""Aurum""",
"""12736721000006110""",UNKNOWN,true,"""FEP - first episode psychosis""	""other psychosis""	""Aurum""",
