code,code_system,include,term,notes
"""ProdCodeId""",UNKNOWN,true,"""dmdid""	""Term.from.EMIS""	""ProductName""	""Formulation""	""RouteOfAdministration""	""DrugSubstanceName""	""SubstanceStrength""	""BNFChapter""	""DrugIssues""	""Gen""	""AP""",
"""813441000033114""",UNKNOWN,true,"2880511000001106	""Largactil Forte 100mg/5ml oral suspension (Sanofi)""	""Largactil Forte 100mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Chlorpromazine embonate""	""20.000mg/1.000ml""	""""	4000	1	""Chlorpromazine""",
"""813741000033119""",UNKNOWN,true,"379911000001101	""Largactil 25mg/5ml syrup (Sanofi)""	""Largactil 25mg/5ml syrup""	""Oral solution""	""Oral""	""Chlorpromazine hydrochloride""	""5.000mg/1.000ml""	""""	10000	1	""Chlorpromazine""",
"""815741000033115""",UNKNOWN,true,"911311000001102	""Largactil 10mg tablets (Sanofi)""	""Largactil 10mg tablets""	""Tablet""	""Oral""	""Chlorpromazine hydrochloride""	""10.000mg""	""""	10000	1	""Chlorpromazine""",
"""815841000033113""",UNKNOWN,true,"432111000001100	""Largactil 100mg tablets (Sanofi)""	""Largactil 100mg tablets""	""Tablet""	""Oral""	""Chlorpromazine hydrochloride""	""100.000mg""	""""	30000	1	""Chlorpromazine""",
"""815941000033117""",UNKNOWN,true,"511000001103	""Largactil 25mg tablets (Sanofi)""	""Largactil 25mg tablets""	""Tablet""	""Oral""	""Chlorpromazine hydrochloride""	""25.000mg""	""""	60000	1	""Chlorpromazine""",
"""816041000033110""",UNKNOWN,true,"910611000001102	""Largactil 50mg tablets (Sanofi)""	""Largactil 50mg tablets""	""Tablet""	""Oral""	""Chlorpromazine hydrochloride""	""50.000mg""	""""	50000	1	""Chlorpromazine""",
"""816841000033115""",UNKNOWN,true,"2928811000001105	""Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)""	""Lamictal 100mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""100.000mg""	""4080100""	300000	3	""Lamotrigine""",
"""816941000033111""",UNKNOWN,true,"2927711000001103	""Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)""	""Lamictal 50mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""50.000mg""	""4080100""	200000	3	""Lamotrigine""",
"""817041000033112""",UNKNOWN,true,"322982006	""Lamotrigine 100mg tablets""	""Lamotrigine 100mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""100.000mg""	""4080100""	3000000	3	""Lamotrigine""",
"""817141000033111""",UNKNOWN,true,"322981004	""Lamotrigine 50mg tablets""	""Lamotrigine 50mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""50.000mg""	""4080100""	3000000	3	""Lamotrigine""",
"""817341000033114""",UNKNOWN,true,"2925811000001101	""Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)""	""Lamictal 25mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""25.000mg""	""4080100""	100000	3	""Lamotrigine""",
"""817441000033115""",UNKNOWN,true,"322985008	""Lamotrigine 25mg tablets""	""Lamotrigine 25mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""25.000mg""	""4080100""	2000000	3	""Lamotrigine""",
"""817741000033110""",UNKNOWN,true,"3145211000001105	""Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)""	""Lamictal 200mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""200.000mg""	""4080100""	100000	3	""Lamotrigine""",
"""817841000033117""",UNKNOWN,true,"322994002	""Lamotrigine 200mg tablets""	""Lamotrigine 200mg tablets""	""Tablet""	""Oral""	""Lamotrigine""	""200.000mg""	""4080100""	1000000	3	""Lamotrigine""",
"""832941000033117""",UNKNOWN,true,"36040311000001104	""Lithium citrate 520mg/5ml oral solution sugar free""	""Lithium citrate 520mg/5ml oral solution sugar free""	""Oral solution""	""Oral""	""Lithium citrate""	""104.000mg/1.000ml""	""4020300""	20000	3	""Lithium""",
"""834441000033116""",UNKNOWN,true,"NA	""Lithium Citrate Sugar free syrup 10.8 mmol/5 ml""	""""	""""	""""	""""	""""	""""	400	3	""Lithium""",
"""834541000033115""",UNKNOWN,true,"NA	""Lithium Citrate Sugar free syrup 5.4 mmol/5 ml""	""""	""""	""""	""""	""""	""""	1000	3	""Lithium""",
"""835641000033115""",UNKNOWN,true,"704311000001105	""Liskonum 450mg modified-release tablets (Teofarma S.r.l.)""	""Liskonum 450mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""450.000mg""	""4020300""	30000	3	""Lithium""",
"""835741000033112""",UNKNOWN,true,"4543511000001104	""Litarex 564mg modified-release tablets (Actavis UK Ltd)""	""Litarex 564mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium citrate""	""564.000mg""	""""	2000	3	""Lithium""",
"""835841000033119""",UNKNOWN,true,"321730000	""Lithium carbonate 250mg tablets""	""Lithium carbonate 250mg tablets""	""Tablet""	""Oral""	""Lithium carbonate""	""250.000mg""	""4020300""	100000	3	""Lithium""",
"""835941000033110""",UNKNOWN,true,"39110111000001104	""Lithium carbonate 400mg modified-release tablets""	""Lithium carbonate 400mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""400.000mg""	""4020300""	1000000	3	""Lithium""",
"""837441000033112""",UNKNOWN,true,"39110011000001104	""Lithium carbonate 200mg modified-release tablets""	""Lithium carbonate 200mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""200.000mg""	""4020300""	600000	3	""Lithium""",
"""837541000033113""",UNKNOWN,true,"NA	""Lithium Carbonate M/R tablets 300 mg""	""""	""""	""""	""""	""""	""""	5000	3	""Lithium""",
"""837641000033114""",UNKNOWN,true,"36040211000001104	""Lithium carbonate 450mg modified-release tablets""	""Lithium carbonate 450mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""450.000mg""	""4020300""	20000	3	""Lithium""",
"""837741000033117""",UNKNOWN,true,"4559411000001104	""Lithium citrate 564mg modified-release tablets""	""Lithium citrate 564mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium citrate""	""564.000mg""	""""	2000	3	""Lithium""",
"""840741000033115""",UNKNOWN,true,"39699511000001104	""Loxapine 10mg capsules""	""Loxapine 10mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""10.000mg""	""""	6000	1	""Loxapine""",
"""840841000033113""",UNKNOWN,true,"39699611000001104	""Loxapine 25mg capsules""	""Loxapine 25mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""25.000mg""	""""	4000	1	""Loxapine""",
"""840941000033117""",UNKNOWN,true,"39699711000001104	""Loxapine 50mg capsules""	""Loxapine 50mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""50.000mg""	""""	6000	1	""Loxapine""",
"""842041000033117""",UNKNOWN,true,"3872811000001108	""Loxapac 10mg capsules (Wyeth Pharmaceuticals)""	""Loxapac 10mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""10.000mg""	""""	800	1	""Loxapine""",
"""842141000033118""",UNKNOWN,true,"4023011000001106	""Loxapac 25mg capsules (Wyeth Pharmaceuticals)""	""Loxapac 25mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""25.000mg""	""""	600	1	""Loxapine""",
"""842241000033113""",UNKNOWN,true,"3873611000001104	""Loxapac 50mg capsules (Wyeth Pharmaceuticals)""	""Loxapac 50mg capsules""	""Capsule""	""Oral""	""Loxapine succinate""	""50.000mg""	""""	400	1	""Loxapine""",
"""892141000033114""",UNKNOWN,true,"555111000001102	""Melleril 100mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)""	""Melleril 100mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Thioridazine""	""20.000mg/1.000ml""	""""	2000	1	""Thioridazine""",
"""892241000033119""",UNKNOWN,true,"58711000001108	""Melleril 25mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)""	""Melleril 25mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Thioridazine""	""5.000mg/1.000ml""	""""	30000	1	""Thioridazine""",
"""893741000033115""",UNKNOWN,true,"788511000001105	""Melleril 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)""	""Melleril 25mg/5ml syrup""	""Oral solution""	""Oral""	""Thioridazine hydrochloride""	""5.000mg/1.000ml""	""""	30000	1	""Thioridazine""",
"""895841000033114""",UNKNOWN,true,"711411000001102	""Melleril 10mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Melleril 10mg tablets""	""Tablet""	""Oral""	""Thioridazine hydrochloride""	""10.000mg""	""""	200000	1	""Thioridazine""",
"""895941000033118""",UNKNOWN,true,"884511000001101	""Melleril 100mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Melleril 100mg tablets""	""Tablet""	""Oral""	""Thioridazine hydrochloride""	""100.000mg""	""""	20000	1	""Thioridazine""",
"""896041000033111""",UNKNOWN,true,"160211000001102	""Melleril 25mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Melleril 25mg tablets""	""Tablet""	""Oral""	""Thioridazine hydrochloride""	""25.000mg""	""""	200000	1	""Thioridazine""",
"""896141000033110""",UNKNOWN,true,"883911000001106	""Melleril 50mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Melleril 50mg tablets""	""Tablet""	""Oral""	""Thioridazine hydrochloride""	""50.000mg""	""""	70000	1	""Thioridazine""",
"""924241000033110""",UNKNOWN,true,"66211000001107	""Modecate 25mg/1ml solution for injection pre-filled syringes (Sanofi-Synthelabo Ltd)""	""Modecate 25mg/1ml solution for injection pre-filled syringes""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""""	5000	1	""Fluphenazine""",
"""924341000033117""",UNKNOWN,true,"153511000001100	""Modecate 50mg/2ml solution for injection pre-filled syringes (Sanofi-Synthelabo Ltd)""	""Modecate 50mg/2ml solution for injection pre-filled syringes""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""""	2000	1	""Fluphenazine""",
"""925341000033116""",UNKNOWN,true,"119311000001100	""Modecate 50mg/2ml solution for injection ampoules (Sanofi)""	""Modecate 50mg/2ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""4020200""	10000	1	""Fluphenazine""",
"""925841000033113""",UNKNOWN,true,"790311000001100	""Modecate 12.5mg/0.5ml solution for injection ampoules (Sanofi)""	""Modecate 12.5mg/0.5ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""4020200""	20000	1	""Fluphenazine""",
"""925941000033117""",UNKNOWN,true,"565211000001101	""Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)""	""Modecate Concentrate 100mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""100.000mg/1.000ml""	""4020200""	40000	1	""Fluphenazine""",
"""927741000033110""",UNKNOWN,true,"928411000001107	""Modecate 250mg/10ml solution for injection vials (Sanofi-Synthelabo Ltd)""	""Modecate 250mg/10ml solution for injection vials""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""""	60	1	""Fluphenazine""",
"""927841000033117""",UNKNOWN,true,"837811000001102	""Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)""	""Modecate Concentrate 50mg/0.5ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""100.000mg/1.000ml""	""4020200""	10000	1	""Fluphenazine""",
"""934841000033111""",UNKNOWN,true,"556111000001108	""Modecate 25mg/1ml solution for injection ampoules (Sanofi)""	""Modecate 25mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine decanoate""	""25.000mg/1.000ml""	""4020200""	90000	1	""Fluphenazine""",
"""935041000033115""",UNKNOWN,true,"3686111000001104	""Moditen 1mg tablets (Sanofi)""	""Moditen 1mg tablets""	""Tablet""	""Oral""	""Fluphenazine hydrochloride""	""1.000mg""	""4020100""	8000	1	""Fluphenazine""",
"""935141000033116""",UNKNOWN,true,"3825711000001105	""Moditen 2.5mg tablets (Sanofi)""	""Moditen 2.5mg tablets""	""Tablet""	""Oral""	""Fluphenazine hydrochloride""	""2.500mg""	""""	2000	1	""Fluphenazine""",
"""935241000033111""",UNKNOWN,true,"3826011000001104	""Moditen 5mg tablets (Sanofi-Synthelabo Ltd)""	""Moditen 5mg tablets""	""Tablet""	""Oral""	""Fluphenazine hydrochloride""	""5.000mg""	""""	1000	1	""Fluphenazine""",
"""965041000033112""",UNKNOWN,true,"917811000001104	""Neulactil Forte syrup (Sanofi)""	""Neulactil Forte syrup""	""Oral solution""	""Oral""	""Pericyazine""	""2.000mg/1.000ml""	""""	900	1	""Pericyazine""",
"""965541000033119""",UNKNOWN,true,"340011000001109	""Neulactil 10mg tablets (Sanofi)""	""Neulactil 10mg tablets""	""Tablet""	""Oral""	""Pericyazine""	""10.000mg""	""""	5000	1	""Pericyazine""",
"""965641000033118""",UNKNOWN,true,"746611000001104	""Neulactil 2.5mg tablets (Sanofi)""	""Neulactil 2.5mg tablets""	""Tablet""	""Oral""	""Pericyazine""	""2.500mg""	""""	6000	1	""Pericyazine""",
"""981641000033117""",UNKNOWN,true,"4182911000001102	""Nozinan 25mg/1ml solution for injection ampoules (Sanofi)""	""Nozinan 25mg/1ml solution for injection ampoules""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Levomepromazine hydrochloride""	""25.000mg/1.000ml""	""4020100""	20000	1	""Levomepromazine""",
"""1003641000033113""",UNKNOWN,true,"321614001	""Olanzapine 10mg tablets""	""Olanzapine 10mg tablets""	""Tablet""	""Oral""	""Olanzapine""	""10.000mg""	""4020100""	4000000	2	""Olanzapine""",
"""1003741000033116""",UNKNOWN,true,"321612002	""Olanzapine 5mg tablets""	""Olanzapine 5mg tablets""	""Tablet""	""Oral""	""Olanzapine""	""5.000mg""	""4020100""	3000000	2	""Olanzapine""",
"""1003841000033114""",UNKNOWN,true,"321613007	""Olanzapine 7.5mg tablets""	""Olanzapine 7.5mg tablets""	""Tablet""	""Oral""	""Olanzapine""	""7.500mg""	""4020100""	500000	2	""Olanzapine""",
"""1016441000033117""",UNKNOWN,true,"4544911000001108	""Orap 2mg tablets (Janssen-Cilag Ltd)""	""Orap 2mg tablets""	""Tablet""	""Oral""	""Pimozide""	""2.000mg""	""""	8000	1	""Pimozide""",
"""1016541000033116""",UNKNOWN,true,"3688011000001101	""Orap 4mg tablets (Eumedica Pharma Ltd)""	""Orap 4mg tablets""	""Tablet""	""Oral""	""Pimozide""	""4.000mg""	""4020100""	5000	1	""Pimozide""",
"""1022741000033116""",UNKNOWN,true,"321465004	""Oxypertine 10mg capsules""	""Oxypertine 10mg capsules""	""Capsule""	""Oral""	""Oxypertine""	""10.000mg""	""""	2000	1	""Oxypertine""",
"""1026941000033117""",UNKNOWN,true,"321466003	""Oxypertine 40mg tablets""	""Oxypertine 40mg tablets""	""Tablet""	""Oral""	""Oxypertine""	""40.000mg""	""""	1000	1	""Oxypertine""",
"""1052041000033118""",UNKNOWN,true,"NA	""Perphenazine Injection 5 mg/ml""	""""	""""	""""	""""	""""	""""	6	1	""Perphenazine""",
"""1063541000033113""",UNKNOWN,true,"36027911000001108	""Pericyazine 10mg/5ml oral solution""	""Pericyazine 10mg/5ml oral solution""	""Oral solution""	""Oral""	""Pericyazine""	""2.000mg/1.000ml""	""4020100""	4000	1	""Pericyazine""",
"""1065141000033117""",UNKNOWN,true,"321484001	""Perphenazine 2mg tablets""	""Perphenazine 2mg tablets""	""Tablet""	""Oral""	""Perphenazine""	""2.000mg""	""4060000""	50000	1	""Perphenazine""",
"""1065241000033112""",UNKNOWN,true,"321485000	""Perphenazine 4mg tablets""	""Perphenazine 4mg tablets""	""Tablet""	""Oral""	""Perphenazine""	""4.000mg""	""4060000""	20000	1	""Perphenazine""",
"""1065341000033119""",UNKNOWN,true,"NA	""Perphenazine Tablets 8 mg""	""""	""""	""""	""""	""""	""""	70	1	""Perphenazine""",
"""1066741000033111""",UNKNOWN,true,"321474002	""Pericyazine 10mg tablets""	""Pericyazine 10mg tablets""	""Tablet""	""Oral""	""Pericyazine""	""10.000mg""	""4020100""	50000	1	""Pericyazine""",
"""1067041000033110""",UNKNOWN,true,"321473008	""Pericyazine 2.5mg tablets""	""Pericyazine 2.5mg tablets""	""Tablet""	""Oral""	""Pericyazine""	""2.500mg""	""4020100""	80000	1	""Pericyazine""",
"""1067141000033114""",UNKNOWN,true,"NA	""Pericyazine Tablets 25 mg""	""""	""""	""""	""""	""""	""""	300	1	""Pericyazine""",
"""1086741000033114""",UNKNOWN,true,"3822011000001103	""Piportil Depot 50mg/1ml solution for injection ampoules (Sanofi)""	""Piportil Depot 50mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Pipotiazine palmitate""	""50.000mg/1.000ml""	""""	20000	1	""Pipotiazine""",
"""1087341000033110""",UNKNOWN,true,"8823211000001101	""Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi)""	""Piportil Depot 100mg/2ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Pipotiazine palmitate""	""50.000mg/1.000ml""	""""	7000	1	""Pipotiazine""",
"""1090841000033118""",UNKNOWN,true,"NA	""Pimozide Tablets 10 mg""	""""	""""	""""	""""	""""	""""	3000	1	""Pimozide""",
"""1090941000033114""",UNKNOWN,true,"321490002	""Pimozide 2mg tablets""	""Pimozide 2mg tablets""	""Tablet""	""Oral""	""Pimozide""	""2.000mg""	""4020100""	30000	1	""Pimozide""",
"""1091041000033116""",UNKNOWN,true,"321491003	""Pimozide 4mg tablets""	""Pimozide 4mg tablets""	""Tablet""	""Oral""	""Pimozide""	""4.000mg""	""4020100""	50000	1	""Pimozide""",
"""1116541000033114""",UNKNOWN,true,"NA	""Prochlorperazine Mesylate Injection 25 mg/2 ml""	""""	""""	""""	""""	""""	""""	300	1	""Prochlorperazine""",
"""1116941000033115""",UNKNOWN,true,"NA	""Prochlorperazine Maleate Injection 12.5 mg/ml""	""""	""""	""""	""""	""""	""""	3000	1	""Prochlorperazine""",
"""1117541000033112""",UNKNOWN,true,"NA	""Promazine Hydrochloride Injection 50 mg/ml""	""""	""""	""""	""""	""""	""""	400	1	""Promazine""",
"""1123841000033114""",UNKNOWN,true,"3832311000001102	""Priadel 520mg/5ml liquid (Essential Pharma M)""	""Priadel 520mg/5ml liquid""	""Oral solution""	""Oral""	""Lithium citrate""	""104.000mg/1.000ml""	""4020300""	30000	3	""Lithium""",
"""1127741000033112""",UNKNOWN,true,"NA	""Prochlorperazine Maleate Spansules 10 mg""	""""	""""	""""	""""	""""	""""	600	1	""Prochlorperazine""",
"""1127841000033119""",UNKNOWN,true,"NA	""Prochlorperazine Maleate Spansules 15 mg""	""""	""""	""""	""""	""""	""""	200	1	""Prochlorperazine""",
"""1128641000033119""",UNKNOWN,true,"322150009	""Prochlorperazine 25mg suppositories""	""Prochlorperazine 25mg suppositories""	""Suppository""	""Rectal""	""Prochlorperazine maleate""	""25.000mg""	""""	30000	1	""Prochlorperazine""",
"""1128741000033111""",UNKNOWN,true,"322149009	""Prochlorperazine 5mg suppositories""	""Prochlorperazine 5mg suppositories""	""Suppository""	""Rectal""	""Prochlorperazine maleate""	""5.000mg""	""""	20000	1	""Prochlorperazine""",
"""1129141000033118""",UNKNOWN,true,"NA	""Promazine Hydrochloride Suspension 50 mg/5 ml""	""""	""""	""""	""""	""""	""""	40000	1	""Promazine""",
"""1129641000033111""",UNKNOWN,true,"35931311000001104	""Promazine 25mg/5ml oral solution""	""Promazine 25mg/5ml oral solution""	""Oral solution""	""Oral""	""Promazine hydrochloride""	""5.000mg/1.000ml""	""4020100""	400000	1	""Promazine""",
"""1130941000033113""",UNKNOWN,true,"354911000001100	""Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd)""	""Proziere 5mg tablets""	""Tablet""	""Oral""	""Prochlorperazine maleate""	""5.000mg""	""4060000""	10000	1	""Prochlorperazine""",
"""1132941000033114""",UNKNOWN,true,"565011000001106	""Priadel 200mg modified-release tablets (Essential Pharma M)""	""Priadel 200mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""200.000mg""	""4020300""	1000000	3	""Lithium""",
"""1133041000033116""",UNKNOWN,true,"766311000001100	""Priadel 400mg modified-release tablets (Essential Pharma M)""	""Priadel 400mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium carbonate""	""400.000mg""	""4020300""	2000000	3	""Lithium""",
"""1133541000033114""",UNKNOWN,true,"322145003	""Prochlorperazine 25mg tablets""	""Prochlorperazine 25mg tablets""	""Tablet""	""Oral""	""Prochlorperazine maleate""	""25.000mg""	""4060000""	3000	1	""Prochlorperazine""",
"""1133641000033110""",UNKNOWN,true,"322144004	""Prochlorperazine 5mg tablets""	""Prochlorperazine 5mg tablets""	""Tablet""	""Oral""	""Prochlorperazine maleate""	""5.000mg""	""4060000""	8000000	1	""Prochlorperazine""",
"""1134241000033114""",UNKNOWN,true,"NA	""Promazine Hydrochloride Tablets 100 mg""	""""	""""	""""	""""	""""	""""	1000	1	""Promazine""",
"""1134341000033116""",UNKNOWN,true,"321498009	""Promazine 25mg tablets""	""Promazine 25mg tablets""	""Tablet""	""Oral""	""Promazine hydrochloride""	""25.000mg""	""4020100""	300000	1	""Promazine""",
"""1134441000033110""",UNKNOWN,true,"321499001	""Promazine 50mg tablets""	""Promazine 50mg tablets""	""Tablet""	""Oral""	""Promazine hydrochloride""	""50.000mg""	""4020100""	100000	1	""Promazine""",
"""1139841000033114""",UNKNOWN,true,"322143005	""Prochlorperazine 3mg buccal tablets""	""Prochlorperazine 3mg buccal tablets""	""Buccal tablet""	""Buccal""	""Prochlorperazine maleate""	""3.000mg""	""4060000""	1000000	1	""Prochlorperazine""",
"""1150041000033111""",UNKNOWN,true,"321625005	""Quetiapine 100mg tablets""	""Quetiapine 100mg tablets""	""Tablet""	""Oral""	""Quetiapine fumarate""	""100.000mg""	""4020100""	2000000	2	""Quetiapine""",
"""1150141000033110""",UNKNOWN,true,"321626006	""Quetiapine 200mg tablets""	""Quetiapine 200mg tablets""	""Tablet""	""Oral""	""Quetiapine fumarate""	""200.000mg""	""4020100""	1000000	2	""Quetiapine""",
"""1150241000033115""",UNKNOWN,true,"321624009	""Quetiapine 25mg tablets""	""Quetiapine 25mg tablets""	""Tablet""	""Oral""	""Quetiapine fumarate""	""25.000mg""	""4020100""	4000000	2	""Quetiapine""",
"""1150341000033113""",UNKNOWN,true,"NA	""Quetiapine Fumarate Tablets (starter pack) 6 x 25 mg, 2 x 100 mg""	""""	""""	""""	""""	""""	""""	60	2	""Quetiapine""",
"""1161241000033115""",UNKNOWN,true,"NA	""Remoxipride Hydrochloride M/R capsules 150 mg""	""""	""""	""""	""""	""""	""""	1000	2	""Remoxipride""",
"""1161341000033113""",UNKNOWN,true,"NA	""Remoxipride Hydrochloride M/R capsules 300 mg""	""""	""""	""""	""""	""""	""""	500	2	""Remoxipride""",
"""1173841000033113""",UNKNOWN,true,"343311000001101	""Risperdal 1mg/ml oral solution (Janssen-Cilag Ltd)""	""Risperdal 1mg/ml oral solution""	""Oral solution""	""Oral""	""Risperidone""	""1.000mg/1.000ml""	""4020100""	20000	2	""Risperidone""",
"""1173941000033117""",UNKNOWN,true,"321597002	""Risperidone 1mg/ml oral solution sugar free""	""Risperidone 1mg/ml oral solution sugar free""	""Oral solution""	""Oral""	""Risperidone""	""1.000mg/1.000ml""	""4020100""	300000	2	""Risperidone""",
"""1176241000033115""",UNKNOWN,true,"589911000001105	""Risperdal 1mg tablets (Janssen-Cilag Ltd)""	""Risperdal 1mg tablets""	""Tablet""	""Oral""	""Risperidone""	""1.000mg""	""4020100""	50000	2	""Risperidone""",
"""1176341000033113""",UNKNOWN,true,"858911000001109	""Risperdal 2mg tablets (Janssen-Cilag Ltd)""	""Risperdal 2mg tablets""	""Tablet""	""Oral""	""Risperidone""	""2.000mg""	""4020100""	30000	2	""Risperidone""",
"""1176441000033119""",UNKNOWN,true,"518911000001100	""Risperdal 3mg tablets (Janssen-Cilag Ltd)""	""Risperdal 3mg tablets""	""Tablet""	""Oral""	""Risperidone""	""3.000mg""	""4020100""	10000	2	""Risperidone""",
"""1176541000033118""",UNKNOWN,true,"429611000001104	""Risperdal 4mg tablets (Janssen-Cilag Ltd)""	""Risperdal 4mg tablets""	""Tablet""	""Oral""	""Risperidone""	""4.000mg""	""4020100""	10000	2	""Risperidone""",
"""1176641000033117""",UNKNOWN,true,"321589009	""Risperidone 1mg tablets""	""Risperidone 1mg tablets""	""Tablet""	""Oral""	""Risperidone""	""1.000mg""	""4020100""	2000000	2	""Risperidone""",
"""1176741000033114""",UNKNOWN,true,"321590000	""Risperidone 2mg tablets""	""Risperidone 2mg tablets""	""Tablet""	""Oral""	""Risperidone""	""2.000mg""	""4020100""	1000000	2	""Risperidone""",
"""1176841000033116""",UNKNOWN,true,"321591001	""Risperidone 3mg tablets""	""Risperidone 3mg tablets""	""Tablet""	""Oral""	""Risperidone""	""3.000mg""	""4020100""	700000	2	""Risperidone""",
"""1176941000033112""",UNKNOWN,true,"321592008	""Risperidone 4mg tablets""	""Risperidone 4mg tablets""	""Tablet""	""Oral""	""Risperidone""	""4.000mg""	""4020100""	600000	2	""Risperidone""",
"""1177641000033119""",UNKNOWN,true,"153111000001109	""Risperdal 6mg tablets (Janssen-Cilag Ltd)""	""Risperdal 6mg tablets""	""Tablet""	""Oral""	""Risperidone""	""6.000mg""	""4020100""	3000	2	""Risperidone""",
"""1177741000033111""",UNKNOWN,true,"321599004	""Risperidone 6mg tablets""	""Risperidone 6mg tablets""	""Tablet""	""Oral""	""Risperidone""	""6.000mg""	""4020100""	90000	2	""Risperidone""",
"""1268341000033116""",UNKNOWN,true,"522711000001106	""Serenace 500microgram capsules (Teva UK Ltd)""	""Serenace 500microgram capsules""	""Capsule""	""Oral""	""Haloperidol""	""500.000microgram""	""4090300""	30000	1	""Haloperidol""",
"""1269741000033112""",UNKNOWN,true,"502611000001107	""Serenace 2mg/ml liquid (Teva UK Ltd)""	""Serenace 2mg/ml liquid""	""Oral solution""	""Oral""	""Haloperidol""	""2.000mg/1.000ml""	""4090300""	2000	1	""Haloperidol""",
"""1271541000033112""",UNKNOWN,true,"3927511000001104	""Serenace 20mg/2ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)""	""Serenace 20mg/2ml solution for injection ampoules""	""Solution for injection""	""Intravenous/ Intramuscular""	""Haloperidol""	""10.000mg/1.000ml""	""""	100	1	""Haloperidol""",
"""1271641000033113""",UNKNOWN,true,"3245711000001101	""Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)""	""Serenace 5mg/1ml solution for injection ampoules""	""Solution for injection""	""Intravenous/ Intramuscular""	""Haloperidol""	""5.000mg/1.000ml""	""""	1000	1	""Haloperidol""",
"""1275941000033115""",UNKNOWN,true,"899811000001103	""Serenace 1.5mg tablets (Teva UK Ltd)""	""Serenace 1.5mg tablets""	""Tablet""	""Oral""	""Haloperidol""	""1.500mg""	""4090300""	10000	1	""Haloperidol""",
"""1276041000033113""",UNKNOWN,true,"113611000001108	""Serenace 10mg tablets (Teva UK Ltd)""	""Serenace 10mg tablets""	""Tablet""	""Oral""	""Haloperidol""	""10.000mg""	""4090300""	2000	1	""Haloperidol""",
"""1276141000033112""",UNKNOWN,true,"387311000001101	""Serenace 20mg tablets (Teva UK Ltd)""	""Serenace 20mg tablets""	""Tablet""	""Oral""	""Haloperidol""	""20.000mg""	""""	300	1	""Haloperidol""",
