code,code_system,include,term,notes
"""prodcodeid""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""BNFChapter""	""Insulin""",
"""1737041000033117""",UNKNOWN,true,"""Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml""	NA	""Insulin""",
"""1739941000033110""",UNKNOWN,true,"""Insulin lispro 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""",
"""1749441000033116""",UNKNOWN,true,"""Pork Actrapid 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""1818141000033110""",UNKNOWN,true,"""Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml""	NA	""Insulin""",
"""1818241000033115""",UNKNOWN,true,"""Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml""	NA	""Insulin""",
"""1818341000033113""",UNKNOWN,true,"""Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""1818441000033119""",UNKNOWN,true,"""Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml""	NA	""Insulin""",
"""1818541000033118""",UNKNOWN,true,"""Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""1821441000033116""",UNKNOWN,true,"""Insulin isophane porcine 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""1821541000033115""",UNKNOWN,true,"""Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""1821641000033119""",UNKNOWN,true,"""Insulin isophane bovine 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""1821741000033111""",UNKNOWN,true,"""Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""1821841000033118""",UNKNOWN,true,"""Bd-Microfine +  Needles for insulin pens  5 mm/31 gauge""	NA	NA	""Insulin""	NA	NA	""Insulin""",
"""1844541000033119""",UNKNOWN,true,"""BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1861941000033119""",UNKNOWN,true,"""Insulin aspart 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""",
"""1862041000033113""",UNKNOWN,true,"""Insulin aspart 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""",
"""1862141000033112""",UNKNOWN,true,"""Insulin Aspart  Prefilled syringes  100 units/ml""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1862241000033117""",UNKNOWN,true,"""NovoRapid 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""1862341000033110""",UNKNOWN,true,"""NovoRapid Penfill 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""1862441000033116""",UNKNOWN,true,"""NovoRapid Novolet 100units/ml solution for injection""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""1906641000033110""",UNKNOWN,true,"""Disposable  Insulin syringe with needle  0.3 ml""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1923241000033113""",UNKNOWN,true,"""NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1923341000033115""",UNKNOWN,true,"""NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1923441000033114""",UNKNOWN,true,"""NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""1923541000033110""",UNKNOWN,true,"""NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2011641000033110""",UNKNOWN,true,"""Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2011741000033118""",UNKNOWN,true,"""Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2016741000033113""",UNKNOWN,true,"""Autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 1 unit dial up / range 1-16 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2016841000033115""",UNKNOWN,true,"""Autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 2 unit dial up / range 2-32 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2016941000033111""",UNKNOWN,true,"""Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2017041000033112""",UNKNOWN,true,"""NovoPen 3 Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2017141000033111""",UNKNOWN,true,"""NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2017241000033116""",UNKNOWN,true,"""NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2018841000033116""",UNKNOWN,true,"""Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2018941000033112""",UNKNOWN,true,"""Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2034441000033116""",UNKNOWN,true,"""Insuman Rapid 100units/ml solution for injection 5ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2034641000033119""",UNKNOWN,true,"""Insuman Rapid 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2035241000033118""",UNKNOWN,true,"""Insuman Basal 100units/ml suspension for injection 5ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2035441000033117""",UNKNOWN,true,"""Insuman Basal 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2035541000033116""",UNKNOWN,true,"""Insuman Comb 25 100units/ml suspension for injection 5ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml""	NA	""Insulin""",
"""2035641000033115""",UNKNOWN,true,"""Insuman Comb 25 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml""	NA	""Insulin""",
"""2052341000033117""",UNKNOWN,true,"""Optipen Pro 1 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2088441000033116""",UNKNOWN,true,"""NovoPen 3 Demi hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2158441000033118""",UNKNOWN,true,"""Insuman Comb 15 100units/ml suspension for injection 5ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""85.000unit/1.000ml + 85.000unit/1.000ml + 15.000unit/1.000ml + 15.000unit/1.000ml""	NA	""Insulin""",
"""2158541000033117""",UNKNOWN,true,"""Insuman Comb 15 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""85.000unit/1.000ml + 85.000unit/1.000ml + 15.000unit/1.000ml + 15.000unit/1.000ml""	NA	""Insulin""",
"""2158641000033116""",UNKNOWN,true,"""Insuman Comb 50 100units/ml suspension for injection 5ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2158741000033113""",UNKNOWN,true,"""Insuman Comb 50 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2182141000033117""",UNKNOWN,true,"""Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2182241000033112""",UNKNOWN,true,"""Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""",
"""2182341000033119""",UNKNOWN,true,"""Humalog Pen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2182441000033113""",UNKNOWN,true,"""Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2194041000033112""",UNKNOWN,true,"""Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2266841000033110""",UNKNOWN,true,"""Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2266941000033119""",UNKNOWN,true,"""Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2267041000033118""",UNKNOWN,true,"""Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""85.000unit/1.000ml + 85.000unit/1.000ml + 15.000unit/1.000ml + 15.000unit/1.000ml""	NA	""Insulin""",
"""2267141000033119""",UNKNOWN,true,"""Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml""	NA	""Insulin""",
"""2267241000033114""",UNKNOWN,true,"""Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2284041000033113""",UNKNOWN,true,"""Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2284141000033112""",UNKNOWN,true,"""Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2527841000033114""",UNKNOWN,true,"""Penfine  Needles for insulin pens  31g, 6 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""",
"""2527941000033118""",UNKNOWN,true,"""Penfine  Needles for insulin pens  31g, 8 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""",
"""2528041000033115""",UNKNOWN,true,"""Penfine  Needles for insulin pens  29g, 10 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""",
"""2528141000033116""",UNKNOWN,true,"""Penfine  Needles for insulin pens  29g, 12 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""",
"""2625441000033112""",UNKNOWN,true,"""Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2625541000033113""",UNKNOWN,true,"""Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2644641000033113""",UNKNOWN,true,"""Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2644741000033116""",UNKNOWN,true,"""Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2655041000033116""",UNKNOWN,true,"""Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2655141000033117""",UNKNOWN,true,"""Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2719341000033116""",UNKNOWN,true,"""Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2724741000033111""",UNKNOWN,true,"""NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml""	NA	""Insulin""",
"""2724841000033118""",UNKNOWN,true,"""NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml""	NA	""Insulin""",
"""2742941000033119""",UNKNOWN,true,"""Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2743041000033112""",UNKNOWN,true,"""Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2780741000033111""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2780841000033118""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2780941000033114""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2796641000033115""",UNKNOWN,true,"""NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2796741000033112""",UNKNOWN,true,"""Insulatard FlexPen 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2798841000033115""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""2798941000033111""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""2799041000033119""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""",
"""2868141000033110""",UNKNOWN,true,"""Humulin 80/20  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2868241000033115""",UNKNOWN,true,"""Humulin 70/30  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2868441000033119""",UNKNOWN,true,"""Humulin 50/50  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2874541000033119""",UNKNOWN,true,"""HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2874641000033118""",UNKNOWN,true,"""HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2884141000033118""",UNKNOWN,true,"""Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2884241000033113""",UNKNOWN,true,"""Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2916941000033119""",UNKNOWN,true,"""Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2917041000033118""",UNKNOWN,true,"""Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2917141000033119""",UNKNOWN,true,"""Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2917241000033114""",UNKNOWN,true,"""Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2917341000033116""",UNKNOWN,true,"""Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2952841000033116""",UNKNOWN,true,"""Actrapid 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2952941000033112""",UNKNOWN,true,"""Actrapid NovoLet 100units/ml solution for injection""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2953041000033119""",UNKNOWN,true,"""Actrapid Penfill 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2953141000033115""",UNKNOWN,true,"""Insulatard NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2953241000033110""",UNKNOWN,true,"""Insulatard 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2953341000033117""",UNKNOWN,true,"""Insulatard Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
"""2953441000033111""",UNKNOWN,true,"""Mixtard 10 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml""	NA	""Insulin""",
"""2953541000033112""",UNKNOWN,true,"""Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml""	NA	""Insulin""",
"""2953641000033113""",UNKNOWN,true,"""Mixtard 20 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml""	NA	""Insulin""",
"""2953741000033116""",UNKNOWN,true,"""Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml""	NA	""Insulin""",
"""2953841000033114""",UNKNOWN,true,"""Mixtard 30 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2953941000033118""",UNKNOWN,true,"""Mixtard 30 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2954041000033116""",UNKNOWN,true,"""Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""",
"""2954141000033117""",UNKNOWN,true,"""Mixtard 40 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml""	NA	""Insulin""",
"""2954241000033112""",UNKNOWN,true,"""Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml""	NA	""Insulin""",
"""2954341000033119""",UNKNOWN,true,"""Mixtard 50 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2954441000033113""",UNKNOWN,true,"""Mixtard 50  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""",
"""2954541000033114""",UNKNOWN,true,"""Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""",
"""2954641000033110""",UNKNOWN,true,"""Velosulin 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""",
