code,code_system,include,term,notes
"""MedCodeId""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""Term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""Release""	""EmisCodeCategoryId""	""AP""",
"""2503361000000110""",UNKNOWN,true,"2000	""8BPf""	""8BPf.00""	""oral antipsychotic therapy""	718024008	3310927017	NA	32	""EvidenceOfAP""",
"""2568731000006118""",UNKNOWN,true,"2	""^ESCTLI256873""	""""	""lithium nephropathy""	4390004	7689013	NA	5	""EvidenceOfBP""",
"""2671541000006111""",UNKNOWN,true,"1	""^ESCTAN267154""	""""	""antipsychotic drug""	10784006	320077010	NA	31	""EvidenceOfAP""",
"""3619791000006114""",UNKNOWN,true,"1	""^ESCTLI361979""	""""	""lithium therapy""	68852009	114362018	NA	31	""EvidenceOfBP""",
"""3896191000006112""",UNKNOWN,true,"10	""^ESCTLI389619""	""""	""lithium""	85899009	142401019	NA	31	""EvidenceOfBP""",
"""4116361000006110""",UNKNOWN,true,"2	""^ESCTLA411636""	""""	""lamotrigine measurement""	105222003	169248010	NA	31	""EvidenceOfBP""",
"""5166941000006119""",UNKNOWN,true,"1	""^ESCTPO516694""	""""	""poisoning by sodium valproate""	241754000	361948015	NA	31	""EvidenceOfBP""",
"""5288181000006113""",UNKNOWN,true,"4	""^ESCTSO528818""	""""	""sodium valproate blood measurement""	250607007	373684016	NA	34	""EvidenceOfBP""",
"""5288191000006111""",UNKNOWN,true,"20	""^ESCTSO528819""	""""	""sodium valproate: blood level""	250607007	373685015	NA	34	""EvidenceOfBP""",
"""5313261000006110""",UNKNOWN,true,"1	""^ESCTLI531326""	""""	""lithium renal clearance measurement""	252265002	2817383015	NA	31	""EvidenceOfBP""",
"""5780901000006111""",UNKNOWN,true,"4	""^ESCTLA578090""	""""	""lamotrigine adverse reaction""	292316004	432450012	NA	5	""EvidenceOfBP""",
"""5781891000006118""",UNKNOWN,true,"3	""^ESCTRI578189""	""""	""risperidone adverse reaction""	292375007	432513013	NA	5	""EvidenceOfAP""",
"""5781981000006111""",UNKNOWN,true,"300	""^ESCTHA578198""	""""	""haloperidol adverse reaction""	292382006	432520018	NA	5	""EvidenceOfAP""",
"""5782061000006112""",UNKNOWN,true,"2	""^ESCTPE578206""	""""	""pericyazine adverse reaction""	292388005	432526012	NA	5	""EvidenceOfAP""",
"""5782111000006113""",UNKNOWN,true,"2	""^ESCTFL578211""	""""	""fluphenazine adverse reaction""	292392003	432530010	NA	5	""EvidenceOfAP""",
"""5782131000006119""",UNKNOWN,true,"50	""^ESCTCH578213""	""""	""chlorpromazine adverse reaction""	292393008	432531014	NA	5	""EvidenceOfAP""",
"""5782171000006116""",UNKNOWN,true,"30	""^ESCTPR578217""	""""	""promazine adverse reaction""	292395001	432533012	NA	5	""EvidenceOfAP""",
"""5782191000006115""",UNKNOWN,true,"6	""^ESCTTH578219""	""""	""thioridazine adverse reaction""	292396000	432534018	NA	5	""EvidenceOfAP""",
"""5782211000006119""",UNKNOWN,true,"5	""^ESCTPE578221""	""""	""perphenazine adverse reaction""	292397009	432535017	NA	5	""EvidenceOfAP""",
"""5782231000006113""",UNKNOWN,true,"700	""^ESCTPR578223""	""""	""prochlorperazine adverse reaction""	292398004	432536016	NA	5	""EvidenceOfAP""",
"""5782321000006115""",UNKNOWN,true,"20	""^ESCTFL578232""	""""	""flupenthixol adverse reaction""	292405005	432543010	NA	5	""EvidenceOfAP""",
"""5800701000006112""",UNKNOWN,true,"5	""^ESCTLA580070""	""""	""lamotrigine allergy""	293859005	434110016	NA	5	""EvidenceOfBP""",
"""5801341000006115""",UNKNOWN,true,"3	""^ESCTCL580134""	""""	""clozapine allergy""	293916001	434167013	NA	5	""EvidenceOfAP""",
"""5801351000006118""",UNKNOWN,true,"1	""^ESCTRI580135""	""""	""risperidone allergy""	293917005	434168015	NA	5	""EvidenceOfAP""",
"""5801421000006116""",UNKNOWN,true,"1	""^ESCTHA580142""	""""	""haloperidol allergy""	293924006	434175019	NA	5	""EvidenceOfAP""",
"""5801601000006111""",UNKNOWN,true,"1	""^ESCTPR580160""	""""	""prochlorperazine allergy""	293940009	434191016	NA	5	""EvidenceOfAP""",
"""5822241000006111""",UNKNOWN,true,"3	""^ESCTLI582224""	""""	""lithium overdose""	295831006	436212019	NA	31	""EvidenceOfBP""",
"""5822261000006110""",UNKNOWN,true,"7	""^ESCTIN582226""	""""	""intentional lithium overdose""	295833009	436214018	NA	31	""EvidenceOfBP""",
"""5823661000006117""",UNKNOWN,true,"3	""^ESCTLA582366""	""""	""lamotrigine overdose""	295965008	436351010	NA	31	""EvidenceOfBP""",
"""5823671000006112""",UNKNOWN,true,"1	""^ESCTAC582367""	""""	""accidental lamotrigine overdose""	295966009	436352015	NA	31	""EvidenceOfBP""",
"""5823681000006110""",UNKNOWN,true,"1	""^ESCTIN582368""	""""	""intentional lamotrigine overdose""	295967000	436353013	NA	31	""EvidenceOfBP""",
"""5823691000006113""",UNKNOWN,true,"1	""^ESCTLA582369""	""""	""lamotrigine overdose of undetermined intent""	295968005	436354019	NA	31	""EvidenceOfBP""",
"""5823801000006117""",UNKNOWN,true,"2	""^ESCTOV582380""	""""	""overdose of sodium valproate""	295978008	436365012	NA	31	""EvidenceOfBP""",
"""5823811000006119""",UNKNOWN,true,"2	""^ESCTAC582381""	""""	""accidental overdose by sodium valproate""	295979000	436366013	NA	31	""EvidenceOfBP""",
"""5823821000006110""",UNKNOWN,true,"2	""^ESCTIN582382""	""""	""intentional overdose by sodium valproate""	295980002	436367016	NA	31	""EvidenceOfBP""",
"""5825921000006117""",UNKNOWN,true,"1	""^ESCTCL582592""	""""	""clozapine overdose""	296165002	436558017	NA	31	""EvidenceOfAP""",
"""5825951000006114""",UNKNOWN,true,"1	""^ESCTCL582595""	""""	""clozapine overdose of undetermined intent""	296168000	436561016	NA	31	""EvidenceOfAP""",
"""5825961000006111""",UNKNOWN,true,"5	""^ESCTRI582596""	""""	""risperidone overdose""	296169008	436562011	NA	31	""EvidenceOfAP""",
"""5825971000006116""",UNKNOWN,true,"2	""^ESCTAC582597""	""""	""accidental risperidone overdose""	296170009	436563018	NA	31	""EvidenceOfAP""",
"""5826141000006118""",UNKNOWN,true,"1	""^ESCTHA582614""	""""	""haloperidol overdose""	296187006	436581015	NA	31	""EvidenceOfAP""",
"""5826151000006116""",UNKNOWN,true,"1	""^ESCTAC582615""	""""	""accidental haloperidol overdose""	296188001	436582010	NA	31	""EvidenceOfAP""",
"""5826581000006118""",UNKNOWN,true,"1	""^ESCTCH582658""	""""	""chlorpromazine overdose""	296225005	436619016	NA	31	""EvidenceOfAP""",
"""5826601000006111""",UNKNOWN,true,"4	""^ESCTIN582660""	""""	""intentional chlorpromazine overdose""	296227002	436621014	NA	31	""EvidenceOfAP""",
"""5826721000006114""",UNKNOWN,true,"1	""^ESCTIN582672""	""""	""intentional promazine overdose""	296235004	436631019	NA	31	""EvidenceOfAP""",
"""6277411000006118""",UNKNOWN,true,"40	""^ESCTLI627741""	""""	""lithium level - finding""	365738002	489126017	NA	31	""EvidenceOfBP""",
"""6277421000006114""",UNKNOWN,true,"7	""^ESCTLI627742""	""""	""lithium level""	365738002	489127014	NA	31	""EvidenceOfBP""",
"""6277441000006119""",UNKNOWN,true,"30	""^ESCTLI627744""	""""	""lithium: blood level - finding""	365739005	489128016	NA	34	""EvidenceOfBP""",
"""6277451000006117""",UNKNOWN,true,"20	""^ESCTLI627745""	""""	""lithium: blood level""	365739005	489129012	NA	34	""EvidenceOfBP""",
"""6277481000006113""",UNKNOWN,true,"6	""^ESCTSE627748""	""""	""serum lithium level""	365740007	489130019	NA	31	""EvidenceOfBP""",
"""6277621000006112""",UNKNOWN,true,"2	""^ESCTVA627762""	""""	""valproate level - finding""	365745002	489140016	NA	31	""EvidenceOfBP""",
"""6277631000006110""",UNKNOWN,true,"1	""^ESCTVA627763""	""""	""valproate level""	365745002	489141017	NA	31	""EvidenceOfBP""",
"""6372431000006116""",UNKNOWN,true,"1	""^ESCTPR637243""	""""	""prochlorperazine""	372853006	1211373019	NA	31	""EvidenceOfAP""",
"""6462971000006110""",UNKNOWN,true,"1	""^ESCTQU646297""	""""	""quetiapine""	386850001	1480965016	NA	31	""EvidenceOfAP""",
"""6472381000006117""",UNKNOWN,true,"1	""^ESCTSO647238""	""""	""sodium valproate""	387481005	2693321012	NA	31	""EvidenceOfBP""",
"""6473661000006110""",UNKNOWN,true,"4	""^ESCTCL647366""	""""	""clozapine""	387568001	1481658018	NA	31	""EvidenceOfAP""",
"""6763071000006110""",UNKNOWN,true,"40	""^ESCTAN676307""	""""	""antipsychotic drug therapy""	408490001	2160040010	NA	31	""EvidenceOfAP""",
"""6763681000006116""",UNKNOWN,true,"10	""^ESCTCL676368""	""""	""clozapine monitoring""	408536007	2160086012	NA	31	""EvidenceOfAP""",
"""7241051000006118""",UNKNOWN,true,"500	""^ESCTIN724105""	""""	""injection of depot antipsychotic agent""	440701009	2794529019	NA	32	""EvidenceOfInjectables""",
"""7849711000006114""",UNKNOWN,true,"6	""^ESCTCL784971""	""""	""clozapine therapy""	723948002	3429081013	NA	31	""EvidenceOfAP""",
"""8238761000006115""",UNKNOWN,true,"2	""^ESCTLI823876""	""""	""lithium therapy record book issued""	766701000000102	1707591000000115	NA	31	""EvidenceOfBP""",
"""8331071000006111""",UNKNOWN,true,"100	""^ESCTGA833107""	""""	""gass - glasgow antipsychotic side-effect scale""	921631000000109	2365311000000112	NA	32	""EvidenceOfAP""",
"""8331111000006115""",UNKNOWN,true,"1	""^ESCTGA833111""	""""	""gass (glasgow antipsychotic side-effect scale) score""	921661000000104	2365371000000119	NA	32	""EvidenceOfAP""",
"""11931271000006118""",UNKNOWN,true,"20	""^ESCT1193127""	""""	""glasgow antipsychotic side-effect scale""	921631000000109	2365281000000114	NA	32	""EvidenceOfAP""",
"""11997391000006114""",UNKNOWN,true,"2	""ALLERGY127986NEMIS""	""""	""adverse reaction to cariprazine""	11997391000006104	11997391000006114	NA	5	""EvidenceOfAP""",
"""11998281000006119""",UNKNOWN,true,"20	""^ESCT1199828""	""""	""valproate""	264325000	392737013	NA	31	""EvidenceOfBP""",
"""12234781000006110""",UNKNOWN,true,"1	""^ESCT1223478""	""""	""quetiapine (as quetiapine fumarate) 200 mg oral tablet""	321626006	3682478011	NA	31	""EvidenceOfAP""",
"""12704001000006115""",UNKNOWN,true,"10	""^ESCT1270400""	""""	""sodium valproate adverse reaction""	292319006	12704001000006116	NA	5	""EvidenceOfBP""",
"""13487591000006110""",UNKNOWN,true,"1	""ALLERGY138283NEMIS""	""""	""adverse reaction to haloperidol (special order)""	13487591000006106	13487591000006110	NA	5	""EvidenceOfAP""",
"""13939131000006115""",UNKNOWN,true,"1	""^ESCT1393913""	""""	""clozapine monitoring""	838422006	3896760016	NA	31	""EvidenceOfAP""",
"""14232991000006113""",UNKNOWN,true,"2	""^ESCT1423299""	""""	""lithium level checked at 6 monthly intervals""	1362011000000102	2877851000000117	NA	32	""EvidenceOfBP""",
"""14333981000006112""",UNKNOWN,true,"60	""^ESCT1433398""	""""	""referral for completion of valproate annual risk acknowledgement form""	1366381000000107	2890851000000112	NA	40	""EvidenceOfBP""",
"""14333991000006110""",UNKNOWN,true,"1	""^ESCT1433399""	""""	""referral for completion of valproate araf (annual risk acknowledgement form)""	1366381000000107	2890861000000110	NA	40	""EvidenceOfBP""",
"""14334001000006118""",UNKNOWN,true,"200	""^ESCT1433400""	""""	""valproate annual risk acknowledgement form completed""	1366401000000107	2890951000000119	NA	37	""EvidenceOfBP""",
"""14334011000006115""",UNKNOWN,true,"2	""^ESCT1433401""	""""	""valproate araf (annual risk acknowledgement form) completed""	1366401000000107	2890961000000116	NA	37	""EvidenceOfBP""",
