code,code_system,include,term,notes
"""Read.code""",UNKNOWN,true,"""Term""	""Group""	""Aurum.Medcode""	""Gold.Medcode""	""On.QOF""	""On.OHID""",
"""Eu220-3""",UNKNOWN,true,"""[X]Paraphrenia - late""	""other psychosis""	""418251000006110""	""47947""	""YES""	""YES""",
"""Eu220-4""",UNKNOWN,true,"""[X]Sensitiver Beziehungswahn""	""other psychosis""	""425921000006114""	""65127""	""YES""	""YES""",
"""Eu220-5""",UNKNOWN,true,"""[X]Paranoia""	""other psychosis""	""215871000000115""	""4843""	""YES""	""YES""",
"""Eu221""",UNKNOWN,true,"""[X]Delusional misidentification syndrome""	""other psychosis""	""914471000006113""	""62405""	""YES""	""YES""",
"""Eu221-1""",UNKNOWN,true,"""[X]Capgras syndrome""	""other psychosis""	""914461000006118""	""55221""	""YES""	""YES""",
"""Eu223""",UNKNOWN,true,"""[X]Paranoid state in remission""	""other psychosis""	""1667581000000114""	""101720""	""YES""	""YES""",
"""Eu22y""",UNKNOWN,true,"""[X]Other persistent delusional disorders""	""other psychosis""	""401857019""	""66077""	""YES""	""YES""",
"""Eu22y-1""",UNKNOWN,true,"""[X]Delusional dysmorphophobia""	""other psychosis""	""376501000006110""	""40981""	""YES""	""YES""",
"""Eu22y-2""",UNKNOWN,true,"""[X]Involutional paranoid state""	""other psychosis""	""394461000006110""	""50248""	""YES""	""YES""",
"""Eu22y-3""",UNKNOWN,true,"""[X]Paranoia querulans""	""other psychosis""	""418181000006110""	""55236""	""YES""	""YES""",
"""Eu22z""",UNKNOWN,true,"""\""[X]Persistent delusional disorder, unspecified\""""	""other psychosis""	""296066015""	""49223""	""YES""	""YES""",
"""Eu23""",UNKNOWN,true,"""[X]Acute and transient psychotic disorders""	""other psychosis""	""362271000006110""	""25019""	""YES""	""YES""",
"""Eu230""",UNKNOWN,true,"""[X]Acute polymorphic psychot disord without symp of schizoph""	""other psychosis""	""362391000006117""	""36720""	""YES""	""YES""",
"""Eu230-1""",UNKNOWN,true,"""[X]Bouffee delirante""	""other psychosis""	""367961000006110""	""50023""	""YES""	""YES""",
"""Eu230-2""",UNKNOWN,true,"""[X]Cycloid psychosis""	""other psychosis""	""376271000006119""	""21455""	""YES""	""YES""",
"""Eu231""",UNKNOWN,true,"""[X]Acute polymorphic psychot disord with symp of schizophren""	""other psychosis""	""362381000006115""	""21595""	""YES""	""YES""",
"""Eu231-1""",UNKNOWN,true,"""[X]Bouffee delirante with symptoms of schizophrenia""	""other psychosis""	""367971000006115""	""115050""	""YES""	""YES""",
"""Eu231-2""",UNKNOWN,true,"""[X]Cycloid psychosis with symptoms of schizophrenia""	""other psychosis""	""376281000006116""	""26143""	""YES""	""YES""",
"""Eu232""",UNKNOWN,true,"""[X]Acute schizophrenia-like psychotic disorder""	""other psychosis""	""362421000006113""	""11778""	""YES""	""YES""",
"""Eu232-1""",UNKNOWN,true,"""[X]Brief schizophreniform disorder""	""other psychosis""	""368001000006112""	""59096""	""YES""	""YES""",
"""Eu232-2""",UNKNOWN,true,"""[X]Brief schizophrenifrm psych""	""other psychosis""	""368011000006110""	""70884""	""YES""	""YES""",
"""Eu232-3""",UNKNOWN,true,"""[X]Oneirophrenia""	""other psychosis""	""403611000006116""	""0""	""YES""	""YES""",
"""Eu232-4""",UNKNOWN,true,"""[X]Schizophrenic reaction""	""other psychosis""	""425671000006115""	""94604""	""YES""	""YES""",
"""Eu233""",UNKNOWN,true,"""[X]Other acute predominantly delusional psychotic disorders""	""other psychosis""	""401859016""	""44307""	""YES""	""YES""",
"""Eu233-2""",UNKNOWN,true,"""[X]Psychogenic paranoid psychosis""	""other psychosis""	""424071000006112""	""27770""	""YES""	""YES""",
"""Eu23y""",UNKNOWN,true,"""[X]Other acute and transient psychotic disorders""	""other psychosis""	""296083012""	""44503""	""YES""	""YES""",
"""Eu23z""",UNKNOWN,true,"""\""[X]Acute and transient psychotic disorder, unspecified\""""	""other psychosis""	""401860014""	""34168""	""YES""	""YES""",
"""Eu23z-1""",UNKNOWN,true,"""\""[X]Acute and transient psychotic disorder, unspecified\""""	""other psychosis""	""367991000006119""	""31707""	""YES""	""YES""",
"""Eu23z-2""",UNKNOWN,true,"""[X]Reactive psychosis""	""other psychosis""	""424511000006112""	""29651""	""YES""	""YES""",
"""Eu24""",UNKNOWN,true,"""[X]Induced delusional disorder""	""other psychosis""	""389641000006110""	""51302""	""YES""	""YES""",
"""Eu24-1""",UNKNOWN,true,"""[X]Folie a deux""	""other psychosis""	""387071000006117""	""105606""	""YES""	""YES""",
"""Eu24-2""",UNKNOWN,true,"""[X]Induced paranoid disorder""	""other psychosis""	""389651000006112""	""47230""	""YES""	""YES""",
"""Eu24-3""",UNKNOWN,true,"""[X]Induced psychotic disorder""	""other psychosis""	""389661000006114""	""11973""	""YES""	""YES""",
"""Eu25""",UNKNOWN,true,"""[X]Schizoaffective disorders""	""other psychosis""	""425541000006110""	""9422""	""YES""	""YES""",
"""Eu250""",UNKNOWN,true,"""\""[X]Schizoaffective disorder, manic type\""""	""other psychosis""	""425511000006111""	""33847""	""YES""	""YES""",
"""Eu250-1""",UNKNOWN,true,"""\""[X]Schizoaffective psychosis, manic type\""""	""other psychosis""	""425571000006119""	""16905""	""YES""	""YES""",
"""Eu250-2""",UNKNOWN,true,"""\""[X]Schizophreniform psychosis, manic type\""""	""other psychosis""	""425701000006119""	""51903""	""YES""	""YES""",
"""Eu251""",UNKNOWN,true,"""\""[X]Schizoaffective disorder, depressive type\""""	""other psychosis""	""425501000006113""	""11055""	""YES""	""YES""",
"""Eu251-1""",UNKNOWN,true,"""\""[X]Schizoaffective psychosis, depressive type\""""	""other psychosis""	""425561000006114""	""35274""	""YES""	""YES""",
"""Eu251-2""",UNKNOWN,true,"""\""[X]Schizophreniform psychosis, depressive type\""""	""other psychosis""	""425691000006119""	""41022""	""YES""	""YES""",
"""Eu252""",UNKNOWN,true,"""\""[X]Schizoaffective disorder, mixed type\""""	""other psychosis""	""425521000006115""	""33693""	""YES""	""YES""",
"""Eu252-1""",UNKNOWN,true,"""[X]Cyclic schizophrenia""	""other psychosis""	""376251000006112""	""104763""	""YES""	""YES""",
"""Eu252-2""",UNKNOWN,true,"""[X]Mixed schizophrenic and affective psychosis""	""other psychosis""	""398631000006113""	""37580""	""YES""	""YES""",
"""Eu25y""",UNKNOWN,true,"""[X]Other schizoaffective disorders""	""other psychosis""	""296095012""	""58532""	""YES""	""YES""",
"""Eu25z""",UNKNOWN,true,"""\""[X]Schizoaffective disorder, unspecified\""""	""other psychosis""	""296096013""	""37681""	""YES""	""YES""",
"""Eu25z-1""",UNKNOWN,true,"""[X]Schizoaffective psychosis NOS""	""other psychosis""	""425551000006112""	""33410""	""YES""	""YES""",
"""Eu26""",UNKNOWN,true,"""[X]Nonorganic psychosis in remission""	""other psychosis""	""1667591000000111""	""101987""	""YES""	""YES""",
"""Eu2y""",UNKNOWN,true,"""[X]Other nonorganic psychotic disorders""	""other psychosis""	""412201000006113""	""30985""	""YES""	""YES""",
"""Eu2y-1""",UNKNOWN,true,"""[X]Chronic hallucinatory psychosis""	""other psychosis""	""370981000006112""	""31738""	""YES""	""YES""",
"""Eu2z""",UNKNOWN,true,"""[X]Unspecified nonorganic psychosis""	""other psychosis""	""401862018""	""11244""	""YES""	""YES""",
"""Eu2z-1""",UNKNOWN,true,"""[X]Psychosis NOS""	""other psychosis""	""424231000006116""	""694""	""YES""	""YES""",
"""Eu30""",UNKNOWN,true,"""[X]Manic episode""	""bipolar""	""396741000006113""	""12173""	""YES""	""YES""",
"""Eu300""",UNKNOWN,true,"""[X]Hypomania""	""bipolar""	""389401000006111""	""2741""	""YES""	""YES""",
"""Eu301""",UNKNOWN,true,"""[X]Mania without psychotic symptoms""	""bipolar""	""296110017""	""13024""	""YES""	""YES""",
"""Eu30-1""",UNKNOWN,true,"""\""[X]Bipolar disorder, single manic episode\""""	""bipolar""	""367151000006111""	""9521""	""NO""	""YES""",
"""Eu302""",UNKNOWN,true,"""[X]Mania with psychotic symptoms""	""bipolar""	""401863011""	""21065""	""YES""	""YES""",
"""Eu302-1""",UNKNOWN,true,"""[X]Mania with mood-congruent psychotic symptoms""	""bipolar""	""396701000006111""	""37102""	""YES""	""YES""",
"""Eu302-2""",UNKNOWN,true,"""[X]Mania with mood-incongruent psychotic symptoms""	""bipolar""	""396711000006114""	""48632""	""YES""	""YES""",
"""Eu302-3""",UNKNOWN,true,"""[X]Manic stupor""	""bipolar""	""396761000006112""	""0""	""YES""	""YES""",
"""Eu30y""",UNKNOWN,true,"""[X]Other manic episodes""	""bipolar""	""296118012""	""32088""	""YES""	""YES""",
"""Eu30z""",UNKNOWN,true,"""\""[X]Manic episode, unspecified\""""	""bipolar""	""401864017""	""44513""	""YES""	""YES""",
"""Eu30z-1""",UNKNOWN,true,"""[X]Mania NOS""	""bipolar""	""396691000006111""	""4678""	""YES""	""YES""",
"""Eu31""",UNKNOWN,true,"""[X]Bipolar affective disorder""	""bipolar""	""367101000006112""	""6874""	""YES""	""YES""",
"""Eu310""",UNKNOWN,true,"""\""[X]Bipolar affective disorder, current episode hypomanic\""""	""bipolar""	""367111000006110""	""16808""	""YES""	""YES""",
"""Eu311""",UNKNOWN,true,"""[X]Bipolar affect disorder cur epi manic wout psychotic symp""	""bipolar""	""367081000006116""	""26299""	""YES""	""YES""",
"""Eu31-1""",UNKNOWN,true,"""[X]Manic-depressive illness""	""bipolar""	""396791000006116""	""1531""	""YES""	""YES""",
"""Eu312""",UNKNOWN,true,"""[X]Bipolar affect disorder cur epi manic with psychotic symp""	""bipolar""	""367071000006119""	""28277""	""YES""	""YES""",
"""Eu31-2""",UNKNOWN,true,"""[X]Manic-depressive psychosis""	""bipolar""	""396801000006115""	""6710""	""YES""	""YES""",
"""Eu313""",UNKNOWN,true,"""[X]Bipolar affect disorder cur epi mild or moderate depressn""	""bipolar""	""367091000006118""	""16562""	""YES""	""YES""",
"""Eu31-3""",UNKNOWN,true,"""[X]Manic-depressive reaction""	""bipolar""	""396071000006119""	""66153""	""YES""	""YES""",
"""Eu314""",UNKNOWN,true,"""\""[X]Bipol aff disord, curr epis sev depress, no psychot symp\""""	""bipolar""	""367051000006112""	""23713""	""YES""	""YES""",
"""Eu315""",UNKNOWN,true,"""[X]Bipolar affect dis cur epi severe depres with psyc symp""	""bipolar""	""367061000006114""	""4732""	""YES""	""YES""",
"""Eu316""",UNKNOWN,true,"""\""[X]Bipolar affective disorder, current episode mixed\""""	""bipolar""	""367121000006119""	""44693""	""YES""	""YES""",
"""Eu317""",UNKNOWN,true,"""\""[X]Bipolar affective disorder, currently in remission\""""	""bipolar""	""296130018""	""27584""	""YES""	""YES""",
"""Eu318""",UNKNOWN,true,"""[X]Bipolar affective disorder type I""	""bipolar""	""1785851000006110""	""104065""	""YES""	""YES""",
"""Eu319""",UNKNOWN,true,"""[X]Bipolar affective disorder type II""	""bipolar""	""1785861000006112""	""103915""	""YES""	""YES""",
"""Eu319-1""",UNKNOWN,true,"""[X]Bipolar II disorder""	""bipolar""	""1785871000006117""	""104051""	""YES""	""YES""",
"""Eu31y""",UNKNOWN,true,"""SMI""	""bipolar""	""401865016""	""53840""	""YES""	""YES""",
"""Eu31y-1""",UNKNOWN,true,"""[X]Bipolar II disorder""	""bipolar""	""367161000006113""	""73924""	""YES""	""YES""",
"""Eu31y-2""",UNKNOWN,true,"""[X]Recurrent manic episodes""	""bipolar""	""424661000006111""	""51032""	""YES""	""YES""",
"""Eu31z""",UNKNOWN,true,"""\""[X]Bipolar affective disorder, unspecified\""""	""bipolar""	""296135011""	""33751""	""YES""	""YES""",
"""Eu332-3""",UNKNOWN,true,"""\""[X]Manic-depress psychosis,depressd,no psychotic symptoms\""""	""bipolar""	""396771000006117""	""29451""	""NO""	""YES""",
"""Eu333-2""",UNKNOWN,true,"""\""[X]Manic-depress psychosis,depressed type+psychotic symptoms\""""	""bipolar""	""396781000006119""	""28677""	""YES""	""YES""",
"""Eu3y0-1""",UNKNOWN,true,"""[X]Mixed affective episode""	""bipolar""	""398541000006116""	""30688""	""NO""	""YES""",
"""Eu528""",UNKNOWN,true,"""[X]Erotomania""	""other psychosis""	""2532965018""	""50326""	""NO""	""YES""",
"""ZRby100""",UNKNOWN,true,"""\""Profile of mood states, bipolar\""""	""bipolar""	NA	""30282""	""NO""	""NO""",
"""225E""",UNKNOWN,true,"""O/E - paranoid delusions""	""other psychosis""	""2549129012""	""12472""	""NO""	""NO""",
"""6657-1""",UNKNOWN,true,"""Lithium monitoring""	""bipolar""	""411890010""	""16889""	""NO""	""NO""",
"""1BH-1""",UNKNOWN,true,"""Delusion""	""other psychosis""	""4569010""	""17982""	""NO""	""NO""",
"""1BH""",UNKNOWN,true,"""Delusions""	""other psychosis""	""480834016""	""1915""	""NO""	""NO""",
"""1BH1""",UNKNOWN,true,"""Grandiose delusions""	""other psychosis""	""369805011""	""32875""	""NO""	""NO""",
"""1BH2""",UNKNOWN,true,"""Ideas of reference""	""other psychosis""	""492910018""	""55479""	""NO""	""NO""",
"""1BH3""",UNKNOWN,true,"""Paranoid ideation""	""other psychosis""	""2548181016""	""22643""	""NO""	""NO""",
"""1BH0""",UNKNOWN,true,"""Delusion of persecution""	""other psychosis""	""1452014""	""43462""	""NO""	""NO""",
"""212T""",UNKNOWN,true,"""\""Psychosis, schizophrenia + bipolar affective disord resolved\""""	""other psychosis""	""996171000006114""	""19345""	""NO""	""NO""",
"""212V""",UNKNOWN,true,"""Bipolar affective disorder resolved""	""bipolar""	""492761000000114""	""85102""	""NO""	""NO""",
"""212W""",UNKNOWN,true,"""Schizophrenia resolved""	""schizophrenia""	""492821000000113""	""88275""	""NO""	""NO""",
"""212X""",UNKNOWN,true,"""Psychosis resolved""	""other psychosis""	""492881000000114""	""85972""	""NO""	""NO""",
"""6657""",UNKNOWN,true,"""On lithium""	""bipolar""	""401522012""	""22564""	""NO""	""NO""",
"""6657-2""",UNKNOWN,true,"""Started lithium""	""bipolar""	""401523019""	""34795""	""NO""	""NO""",
"""285-1""",UNKNOWN,true,"""\""Psychotic condition, insight present\""""	""other psychosis""	""402504012""	""4390""	""NO""	""NO""",
"""225F""",UNKNOWN,true,"""O/E - delusion of persecution""	""other psychosis""	""2549426013""	""52523""	""NO""	""NO""",
"""665B""",UNKNOWN,true,"""Lithium stopped""	""bipolar""	""264612016""	""19350""	""NO""	""NO""",
"""44W81""",UNKNOWN,true,"""Lithium level high - toxic""	""bipolar""	""259418011""	""16641""	""NO""	""NO""",
"""K0C6""",UNKNOWN,true,"""Chronic lithium nephrotoxicity""	""bipolar""	""1230030015""	""105680""	""NO""	""NO""",
"""9Ol7""",UNKNOWN,true,"""Lithium monitoring third letter""	""bipolar""	""1141991000000116""	""100862""	""NO""	""NO""",
"""44vE""",UNKNOWN,true,"""Lithium level therapeutic""	""bipolar""	""259417018""	""26146""	""NO""	""NO""",
"""8CE90""",UNKNOWN,true,"""Lithium patient information booklet given""	""bipolar""	""1648881000000118""	""101020""	""NO""	""NO""",
"""9Ol5""",UNKNOWN,true,"""Lithium monitoring first letter""	""bipolar""	""1141911000000113""	""99853""	""NO""	""NO""",
"""8BM00""",UNKNOWN,true,"""Lithium annual review""	""bipolar""	""1658491000000117""	""101085""	""NO""	""NO""",
"""8Cd5""",UNKNOWN,true,"""Advice given about lithium side-effects and toxicity""	""bipolar""	""1648961000000116""	""101021""	""NO""	""NO""",
"""44W8""",UNKNOWN,true,"""Serum lithium level""	""bipolar""	""404498017""	""13772""	""NO""	""NO""",
"""9Ol6""",UNKNOWN,true,"""Lithium monitoring second letter""	""bipolar""	""1141951000000112""	""100440""	""NO""	""NO""",
"""R1053""",UNKNOWN,true,"""\""[D]Lithium, blood level abnormal\""""	""bipolar""	""317648012""	""10338""	""NO""	""NO""",
"""44W80""",UNKNOWN,true,"""Lithium level therapeutic""	""bipolar""	""741241000006115""	""12292""	""NO""	""NO""",
"""44W8-1""",UNKNOWN,true,"""Lithium: blood level""	""bipolar""	""373672018""	""13771""	""NO""	""NO""",
"""665J""",UNKNOWN,true,"""Lithium level checked at 3 monthly intervals""	""bipolar""	""1662121000000117""	""101694""	""NO""	""NO""",
"""665K""",UNKNOWN,true,"""Lithium therapy record book completed""	""bipolar""	""1667141000000114""	""101675""	""NO""	""NO""",
"""46P3""",UNKNOWN,true,"""Urine lithium""	""bipolar""	""68641000006116""	""33321""	""NO""	""NO""",
"""44W82""",UNKNOWN,true,"""Lithium level low""	""bipolar""	""259419015""	""23111""	""NO""	""NO""",
"""46P30""",UNKNOWN,true,"""Urine lithium concentration""	""bipolar""	""2322241000000116""	NA	""NO""	""NO""",
