code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""EmisCodeCategoryId""",
"""494053016""",UNKNOWN,true,"27313	""1V26""	""1V26.00""	""misused drugs in past""	""44870007""	""494053016""	27",
"""498672014""",UNKNOWN,true,"336	""SL502""	""SL50200""	""methadone poisoning""	""60199004""	""498672014""	32",
"""500344018""",UNKNOWN,true,"29937	""E25""	""E25..00""	""nondependent abuse of drugs""	""66214007""	""500344018""	17",
"""1216143019""",UNKNOWN,true,"13203	""1V""	""1V...00""	""drug misuse behaviour""	""228366006""	""1216143019""	27",
"""1232234014""",UNKNOWN,true,"2040	""Q485""	""Q485.00""	""newborn drug withdrawal syndrome""	""414819007""	""2965731013""	32",
"""1780455014""",UNKNOWN,true,"18850	""8H7x""	""8H7x.00""	""referral to drug abuse counsellor""	""401266006""	""1780455014""	40",
"""2474645012""",UNKNOWN,true,"15340	""13c2""	""13c2.00""	""never injecting drug user""	""413096007""	""2474645012""	17",
"""2474734017""",UNKNOWN,true,"15324	""ZV115""	""ZV11500""	""history of drug abuse""	""371435006""	""1210093012""	32",
"""2476701016""",UNKNOWN,true,"53779	""146F""	""146F.00""	""h/o: drug abuse""	""371435006""	""2476701016""	32",
"""2533634017""",UNKNOWN,true,"207086	""9HC""	""9HC..00""	""substance misuse monitoring""	""415662004""	""2533634017""	37",
"""2533642016""",UNKNOWN,true,"44312	""9HC0""	""9HC0.00""	""initial substance misuse assessment""	""414501008""	""2533642016""	37",
"""2533651012""",UNKNOWN,true,"36709	""9HC1""	""9HC1.00""	""follow up substance misuse assessment""	""414283008""	""2533651012""	37",
"""2533721013""",UNKNOWN,true,"1285	""8BAW""	""8BAW.00""	""drug dependence self detoxification""	""414056002""	""2533721013""	32",
"""2533722018""",UNKNOWN,true,"1632	""8BAX""	""8BAX.00""	""drug dependence home detoxification""	""414054004""	""2533722018""	32",
"""2533726015""",UNKNOWN,true,"30656	""9HC2""	""9HC2.00""	""substance misuse clinical management plan agreed""	""415659002""	""2533726015""	37",
"""2533731018""",UNKNOWN,true,"1305	""13c6""	""13c6.00""	""substance misuse decreased""	""415660007""	""2533731018""	17",
"""2533732013""",UNKNOWN,true,"899	""13c5""	""13c5.00""	""substance misuse increased""	""415661006""	""2533732013""	17",
"""2533733015""",UNKNOWN,true,"16	""8I2N""	""8I2N.00""	""drug dependence home detoxification contraindicated""	""414055003""	""2533733015""	32",
"""2534187010""",UNKNOWN,true,"1790	""G801E""	""G801E00""	""deep vein thrombosis of leg related to intravenous drug use""	""413956008""	""2534187010""	5",
"""2535919011""",UNKNOWN,true,"170	""13c4""	""13c4.00""	""intranasal drug user""	""228381000""	""2535919011""	17",
"""2535920017""",UNKNOWN,true,"92	""13c3""	""13c3.00""	""intramuscular drug user""	""228387001""	""2535920017""	17",
"""2537051014""",UNKNOWN,true,"39580	""9N4i""	""9N4i.00""	""dna - did not attend substance misuse clinic""	""413989008""	""2537051014""	37",
"""2548235012""",UNKNOWN,true,"22943	""13c7""	""13c7.00""	""current drug user""	""417284009""	""2548235012""	17",
"""2548434014""",UNKNOWN,true,"5865	""13cH""	""13cH.00""	""persistent substance misuse""	""417471002""	""2548434014""	17",
"""2548616017""",UNKNOWN,true,"10644	""222N""	""222N.00""	""o/e - signs of drug withdrawal""	""416119007""	""2548616017""	27",
"""2548750019""",UNKNOWN,true,"4528	""13cE""	""13cE.00""	""prolonged high dose use of cannabis""	""416246006""	""2548750019""	17",
"""2548756013""",UNKNOWN,true,"30	""13r2""	""13r2.00""	""abstinent from drug misuse in protected environment""	""712544000""	""3082891011""	17",
"""2548888013""",UNKNOWN,true,"49	""13r4""	""13r4.00""	""abstinent from drug misuse when receiving blocking therapy""	""712546003""	""3082849014""	17",
"""2548950012""",UNKNOWN,true,"74	""13cF""	""13cF.00""	""preoccupied with substance misuse""	""416437003""	""2548950012""	17",
"""2548992019""",UNKNOWN,true,"32101	""13cJ""	""13cJ.00""	""previously injecting drug user""	""416479009""	""2548992019""	17",
"""2549001012""",UNKNOWN,true,"250	""13r1""	""13r1.00""	""abstinent from drug misuse in normal environment""	""712543006""	""3082957013""	17",
"""2549225010""",UNKNOWN,true,"3444	""13r0""	""13r0.00""	""abstinent from drug misuse""	""712542001""	""3082889015""	17",
"""2549278014""",UNKNOWN,true,"605	""13c8""	""13c8.00""	""reduced drugs misuse""	""416751004""	""2549278014""	17",
"""2549886016""",UNKNOWN,true,"1377	""13r3""	""13r3.00""	""abstinent from drug misuse on maintenance replacement""	""712545004""	""3082905013""	17",
"""2551020015""",UNKNOWN,true,"17	""13c9""	""13c9.00""	""subcutaneous drug user""	""228386005""	""2551020015""	17",
"""2670794016""",UNKNOWN,true,"36555	""E020""	""E020.00""	""drug withdrawal syndrome""	""363101005""	""2670794016""	32",
"""3559668010""",UNKNOWN,true,"2095	""^ESCT1168473""	NA	""under care of drug misuse service""	""744857009""	""3559668010""	31",
"""44291000006113""",UNKNOWN,true,"1076835	""E240""	""E240.00""	""opioid dependence""	""75544000""	""125472011""	32",
"""75271000006112""",UNKNOWN,true,"10214	""46QG""	""46QG.00""	""urine cannabinoids screening""	""1030711000000109""	""2601151000000119""	34",
"""189631000000117""",UNKNOWN,true,"10983	""8HHL""	""8HHL.00""	""referral to community drug dependency team""	""112891000000107""	""189631000000117""	40",
"""235741000000110""",UNKNOWN,true,"34249	""9k5""	""9k5..00""	""drug misuse enhanced services administration""	""176811000000105""	""1153381000000116""	37",
"""237641000000113""",UNKNOWN,true,"10014	""9k50""	""9k50.00""	""drug misuse enhanced service completed""	""176831000000102""	""1154721000000118""	37",
"""297031000000117""",UNKNOWN,true,"4345	""1V00""	""1V00.00""	""occasional drug user""	""197541000000101""	""297031000000117""	27",
"""300081000000111""",UNKNOWN,true,"27389	""9HC3""	""9HC3.00""	""substance misuse clinical management plan reviewed""	""198861000000103""	""300081000000111""	37",
"""302981000000113""",UNKNOWN,true,"42879	""8B2N""	""8B2N.00""	""drug addiction detoxification therapy - methadone""	""200021000000100""	""302981000000113""	32",
"""305121000000119""",UNKNOWN,true,"737	""8BAc""	""8BAc.00""	""substance misuse management stopped - self withdrawal""	""200861000000101""	""305121000000119""	32",
"""305701000000112""",UNKNOWN,true,"5762	""9HC4""	""9HC4.00""	""substance misuse treatment withdrawn""	""201091000000109""	""305701000000112""	37",
"""305731000000118""",UNKNOWN,true,"6151	""9HC5""	""9HC5.00""	""substance misuse treatment programme completed""	""201101000000101""	""305731000000118""	37",
"""309021000000115""",UNKNOWN,true,"11594	""9HCC""	""9HCC.00""	""on substance misuse programme""	""202561000000103""	""309021000000115""	37",
"""309861000000116""",UNKNOWN,true,"3868	""1V66""	""1V66.00""	""ecstasy misuse""	""202961000000106""	""309861000000116""	27",
"""309921000000119""",UNKNOWN,true,"37323	""1V65""	""1V65.00""	""heroin misuse""	""202991000000100""	""309921000000119""	27",
"""316931000000112""",UNKNOWN,true,"9057	""8B2R""	""8B2R.00""	""drug addiction detoxification therapy - buprenorphine""	""206131000000102""	""316931000000112""	32",
"""379251000006119""",UNKNOWN,true,"11537	""Eu122-1""	""Eu12211""	""[x]drug addiction - cannabis""	""85005007""	""140938016""	32",
"""397131000006118""",UNKNOWN,true,"12	""Eu124""	""Eu12400""	""[x]mental and behavioural disorders due to use of cannabinoids: withdrawal state with delirium""	""703848005""	""3009238011""	32",
"""397141000006111""",UNKNOWN,true,"79	""Eu147""	""Eu14700""	""[x]men & beh dis due cocaine: resid & late-onset psychot dis""	""91388009""	""151411015""	32",
"""397151000006113""",UNKNOWN,true,"1	""Eu164""	""Eu16400""	""[x]mental and behavioural disorders due to use of hallucinogens: withdrawal state with delirium""	""91388009""	""151411015""	32",
"""397161000006110""",UNKNOWN,true,"13	""Eu117""	""Eu11700""	""[x]men & beh dis due opioids: resid & late-onset psychot dis""	""943071000000104""	""2412771000000116""	32",
"""397191000006119""",UNKNOWN,true,"9	""Eu184""	""Eu18400""	""[x]men & beh dis vol solvents: withdrawal state wth delirium""	""74934004""	""3533677015""	32",
"""397221000006114""",UNKNOWN,true,"6	""Eu144""	""Eu14400""	""[x]men & behav dis due cocaine: withdrawl state wth delirium""	""91388009""	""151411015""	32",
"""397231000006112""",UNKNOWN,true,"40	""Eu114""	""Eu11400""	""[x]men & behav dis due opioid: withdrawl state with delirium""	""91388009""	""151411015""	32",
"""397251000006117""",UNKNOWN,true,"241	""Eu14y""	""Eu14y00""	""[x]men & behav dis due to use cocaine: oth men & behav dis""	""46975003""	""78284013""	32",
"""397261000006115""",UNKNOWN,true,"532	""Eu11y""	""Eu11y00""	""[x]men & behav dis due to use opioids: oth men & behav dis""	""14784000""	""25116012""	32",
"""397321000006119""",UNKNOWN,true,"327	""Eu12y""	""Eu12y00""	""[x]men/behav dis due to use cannabinoids: oth men/behav disd""	""37344009""	""62301010""	32",
"""397331000006116""",UNKNOWN,true,"4	""Eu16y""	""Eu16y00""	""[x]men/behav dis due to use hallucinogens: oth men/behav dis""	""91388009""	""151411015""	32",
"""397341000006114""",UNKNOWN,true,"2	""Eu13y""	""Eu13y00""	""[x]men/behav dis due to use seds/hypntcs: oth men/behav disd""	""91388009""	""151411015""	32",
"""397351000006111""",UNKNOWN,true,"6	""Eu18y""	""Eu18y00""	""[x]men/behav dis due to use vol solvents: oth men/behav disd""	""91388009""	""151411015""	32",
"""397441000006118""",UNKNOWN,true,"106	""Eu14z""	""Eu14z00""	""[x]ment & behav dis due use cocaine: unsp ment & behav dis""	""91388009""	""151411015""	32",
"""397451000006116""",UNKNOWN,true,"420	""Eu11z""	""Eu11z00""	""[x]ment & behav dis due use opioids: unsp ment & behav dis""	""91388009""	""151411015""	32",
"""397501000006119""",UNKNOWN,true,"279	""Eu12z""	""Eu12z00""	""[x]ment/behav dis due use cannabinoids: unsp ment/behav disd""	""77355000""	""128387018""	32",
"""397511000006116""",UNKNOWN,true,"12	""Eu16z""	""Eu16z00""	""[x]ment/behav dis due use hallucinogens: unsp ment/behav dis""	""91388009""	""151411015""	32",
"""397521000006112""",UNKNOWN,true,"26	""Eu13z""	""Eu13z00""	""[x]ment/behav dis due use seds/hypntcs: unsp ment/behav disd""	""91388009""	""151411015""	32",
"""397531000006110""",UNKNOWN,true,"21	""Eu18z""	""Eu18z00""	""[x]ment/behav dis due use vol solvents: unsp ment/behav dis""	""91388009""	""151411015""	32",
"""397551000006115""",UNKNOWN,true,"1318	""Eu120""	""Eu12000""	""cannabis intoxication""	""23527004""	""39507019""	32",
"""397561000006118""",UNKNOWN,true,"37	""Eu160""	""Eu16000""	""[x]mental & behav dis due hallucinogens: acute intoxicatn""	""91388009""	""151411015""	32",
"""397571000006113""",UNKNOWN,true,"69	""Eu130""	""Eu13000""	""[x]mental & behav dis due seds/hypntcs: acute intoxication""	""91388009""	""151411015""	32",
"""397581000006111""",UNKNOWN,true,"3208	""Eu125""	""Eu12500""	""cannabis-induced psychosis""	""943081000000102""	""2412791000000117""	32",
