code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Antipsychotic""",
"""61075""",UNKNOWN,true,"679	""Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)""	""Aripiprazole""	""400mg""	""Powder and solvent for prolonged-release suspension for inj""	""Intramuscular""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""89350""",UNKNOWN,true,"0	""Quetiapine 200mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Quetiapine""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""88936""",UNKNOWN,true,"1	""Atrolak XL 150mg tablets (Accord-UK Ltd)""	""Quetiapine""	""150mg""	""Modified-release tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""38089""",UNKNOWN,true,"1456	""Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)""	""Promazine""	""10mg/1ml""	""Oral solution""	""Oral""	""First-Generation Antipsychotic Drugs""	""Promazine""",
"""7382""",UNKNOWN,true,"24441	""Risperidone 500microgram orodispersible tablets sugar free""	""Risperidone""	""500microgram""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""16434""",UNKNOWN,true,"7370	""Risperidone 25mg powder and solvent for prolonged-release suspension for injection vials""	""Risperidone""	""25mg""	""Powder and solvent for prolonged-release suspension for inj""	""Intramuscular""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""21709""",UNKNOWN,true,"3502	""Seroquel 300mg tablets (Luye Pharma Ltd)""	""Quetiapine""	""300mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""9794""",UNKNOWN,true,"593031	""Quetiapine 200mg tablets""	""Quetiapine""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""55871""",UNKNOWN,true,"2	""Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)""	""Haloperidol""	""2mg/ml""	""Liquid""	NA	""Antipsychotic Products/-""	""Haloperidol""",
"""23340""",UNKNOWN,true,"7	""MODECATE CONC""	""Fluphenazine""	NA	NA	NA	""Unknown""	""Fluphenazine""",
"""4442""",UNKNOWN,true,"15642	""Nozinan 25mg/1ml solution for injection ampoules (Neuraxpharm UK Ltd)""	""Levomepromazine""	""25mg/1ml""	""Solution for injection""	""Intravenous/Subcutaneous/Intramuscular""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""3953""",UNKNOWN,true,"123200	""Fluanxol 500microgram tablets (Lundbeck Ltd)""	""Flupentixol""	""500microgram""	""Oral tablet""	""Oral""	""Other Antidepressants""	""Flupentixol""",
"""19033""",UNKNOWN,true,"48	""CHLORPROMAZINE HCl 50 MG INJ""	""Chlorpromazine""	NA	""Solution for injection""	""Intramuscular""	""Unknown""	""Chlorpromazine""",
"""89644""",UNKNOWN,true,"32	""Sulpiride 200mg tablets (DE Pharmaceuticals)""	""Sulpiride""	""200mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Sulpiride""",
"""65321""",UNKNOWN,true,"2	""Risperidone 500microgram tablets (Teva UK Ltd)""	""Risperidone""	""500microgram""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""56072""",UNKNOWN,true,"10893	""Olanzapine 20mg orodispersible tablets""	""Olanzapine""	""20mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""",
"""4820""",UNKNOWN,true,"44083	""Risperdal 1mg tablets (Janssen-Cilag Ltd)""	""Risperidone""	""1mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""65843""",UNKNOWN,true,"15	""Levomepromazine 6mg/5ml oral suspension""	""Levomepromazine""	""1.2mg/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""54429""",UNKNOWN,true,"2055	""Stemetil 5mg tablets (Waymade Healthcare Plc)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""9975""",UNKNOWN,true,"12793	""Haloperidol 1mg/ml sugar free Oral solution""	""Haloperidol""	""1mg/ml""	""Oral Solution""	""Oral""	""Antipsychotic Products/-""	""Haloperidol""",
"""38540""",UNKNOWN,true,"194	""Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)""	""Haloperidol""	""5mg/1ml""	""Solution for injection""	""Intravenous/Intramuscular""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""71201""",UNKNOWN,true,"56	""Levomepromazine 62.5mg/5ml oral suspension""	""Levomepromazine""	""12.5mg/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""6443""",UNKNOWN,true,"196233	""Promazine 25mg/5ml oral solution""	""Promazine""	""5mg/1ml""	""Oral solution""	""Oral""	""First-Generation Antipsychotic Drugs""	""Promazine""",
"""74088""",UNKNOWN,true,"1	""Chlorpromazine 25mg suppositories""	""Chlorpromazine""	""25mg""	""Suppository""	""Rectal""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""19752""",UNKNOWN,true,"580	""DEPIXOL (10ML VIAL)""	""Flupentixol""	NA	""Solution for injection""	""Intramuscular""	""Unknown""	""Flupentixol""",
"""25909""",UNKNOWN,true,"10	""Perphenazine 4mg/5ml Oral solution sugar free""	""Perphenazine""	""4mg/5ml""	""Syrup Sugar-Free""	""Oral""	""Antipsychotic Products/-""	""Perphenazine""",
"""13484""",UNKNOWN,true,"1291	""Serenace 10mg tablets (Teva UK Ltd)""	""Haloperidol""	""10mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""55848""",UNKNOWN,true,"6	""Haloperidol 5mg/1ml solution for injection ampoules (Advanz Pharma)""	""Haloperidol""	""5mg/1ml""	""Solution for injection""	""Intravenous/Intramuscular""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""89961""",UNKNOWN,true,"14	""Amisulpride 200mg tablets (Accord-UK Ltd)""	""Amisulpride""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""87034""",UNKNOWN,true,"32	""Aripiprazole 15mg tablets (Milpharm Ltd)""	""Aripiprazole""	""15mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""74797""",UNKNOWN,true,"547	""Buccastem 3mg tablets (DE Pharmaceuticals)""	""Prochlorperazine""	""3mg""	""Buccal tablet""	""Buccal""	""Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""35391""",UNKNOWN,true,"905	""Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules""	""Fluphenazine""	""100mg/1ml""	""Solution for injection""	""Intramuscular""	""Antipsychotic Depot Injections""	""Fluphenazine""",
"""9340""",UNKNOWN,true,"10571	""Risperdal 3mg tablets (Janssen-Cilag Ltd)""	""Risperidone""	""3mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""13607""",UNKNOWN,true,"14638	""Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""21675""",UNKNOWN,true,"14	""THIOPROPERAZINE MESYLATE 25 MG TAB""	""Thioproperazine""	NA	""Tablet""	""Oral""	""Unknown""	""Thioproperazine""",
"""87757""",UNKNOWN,true,"2	""Zaponex 200mg orodispersible tablets (Leyden Delta B.V.)""	""Clozapine""	""200mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Clozapine""",
"""85386""",UNKNOWN,true,"7	""Chlorpromazine 100mg tablets (Thornton & Ross Ltd)""	""Chlorpromazine""	""100mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""7985""",UNKNOWN,true,"68	""STEMETIL 2.5 MG SUP""	""Prochlorperazine""	NA	""Suppository""	""Rectal""	""Unknown""	""Prochlorperazine""",
"""22049""",UNKNOWN,true,"16657	""Clopixol 200mg/1ml solution for injection ampoules (Lundbeck Ltd)""	""Zuclopenthixol""	""200mg/1ml""	""Solution for injection""	""Intramuscular""	""First-Generation Antipsychotic Drugs""	""Zuclopenthixol""",
"""85686""",UNKNOWN,true,"34	""Quetiapine 200mg tablets (Teva UK Ltd)""	""Quetiapine""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""17504""",UNKNOWN,true,"808	""Zotepine 25mg tablets""	""Zotepine""	""25mg""	""Oral tablet""	""Oral""	""Antipsychotic Products""	""Zotepine""",
"""52076""",UNKNOWN,true,"32	""Amisulpride 12.5mg/5ml oral solution""	""Amisulpride""	""2.5mg/1ml""	""Oral solution""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""77885""",UNKNOWN,true,"8	""Olanzapine 7.5mg orodispersible tablets sugar free""	""Olanzapine""	""7.5mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""",
"""80863""",UNKNOWN,true,"1	""Quetiapine 150mg/5ml oral solution""	""Quetiapine""	""30mg/1ml""	""Oral solution""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""9590""",UNKNOWN,true,"9961	""Prochlorperazine 5mg effervescent granules sachets sugar free""	""Prochlorperazine""	""5mg""	""Effervescent granules""	""Oral""	""Unknown""	""Prochlorperazine""",
"""34630""",UNKNOWN,true,"19	""Chlorpromazine 50mg tablets (Thornton & Ross Ltd)""	""Chlorpromazine""	""50mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""47013""",UNKNOWN,true,"336	""Haloperidol 1mg/5ml oral suspension""	""Haloperidol""	""200microgram/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""37705""",UNKNOWN,true,"949	""Chlorpromazine 100mg/5ml suspension""	""Chlorpromazine""	""100mg/5ml""	""Suspension""	""Oral""	""Antipsychotic Products/-""	""Chlorpromazine""",
"""5014""",UNKNOWN,true,"69790	""Levomepromazine 25mg tablets""	""Levomepromazine""	""25mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""46960""",UNKNOWN,true,"32	""Chlorpromazine 100mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Chlorpromazine""	""100mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""59548""",UNKNOWN,true,"1	""Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Risperidone""	""2mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""37501""",UNKNOWN,true,"1033	""Paliperidone 9mg modified-release tablets""	""Paliperidone""	""9mg""	""Modified-release tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Paliperidone""",
"""87450""",UNKNOWN,true,"9	""Risperidone 250microgram tablets (A A H Pharmaceuticals Ltd)""	""Risperidone""	""250microgram""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""65472""",UNKNOWN,true,"3	""Risperidone 3mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)""	""Risperidone""	""3mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""38262""",UNKNOWN,true,"35381	""Haloperidol 5mg/1ml solution for injection ampoules""	""Haloperidol""	""5mg/1ml""	""Solution for injection""	""Intravenous/Intramuscular""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""11799""",UNKNOWN,true,"1681	""Risperdal 6mg tablets (Janssen-Cilag Ltd)""	""Risperidone""	""6mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""90309""",UNKNOWN,true,"304	""Quetiapine 400mg tablets""	""Quetiapine""	""400mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""45810""",UNKNOWN,true,"4159	""Haloperidol 10mg/5ml oral solution sugar free""	""Haloperidol""	""2mg/1ml""	""Oral solution""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""43020""",UNKNOWN,true,"3	""Haloperidol Oral solution""	""Haloperidol""	NA	""Oral Solution""	""Oral""	""Antipsychotic Products/-""	""Haloperidol""",
"""2621""",UNKNOWN,true,"234413	""Haloperidol 5mg tablets""	""Haloperidol""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""67364""",UNKNOWN,true,"0	""Haloperidol 5mg tablets (Crescent Pharma Ltd)""	""Haloperidol""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""31171""",UNKNOWN,true,"37	""Chlorpromazine 50mg tablets (A A H Pharmaceuticals Ltd)""	""Chlorpromazine""	""50mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""72822""",UNKNOWN,true,"0	""Abilify 5mg tablets (Waymade Healthcare Plc)""	""Aripiprazole""	""5mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""3955""",UNKNOWN,true,"2402	""Tranylcypromine with trifluoperazine Tablet""	""Trifluoperazine""	NA	""Tablet""	""Oral""	""Antipsychotic Products/Monoamine-Oxidase Inhibitors (MAOI)""	""Trifluoperazine""",
"""12616""",UNKNOWN,true,"3844	""Loxapine 10mg capsules""	""Loxapine""	""10mg""	""Oral capsule""	""Oral""	""Unknown""	""Loxapine""",
"""72543""",UNKNOWN,true,"0	""Risperidone 2mg tablets (Accord-UK Ltd)""	""Risperidone""	""2mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""46945""",UNKNOWN,true,"31	""Promazine 25mg Tablet (Biorex Laboratories Ltd)""	""Promazine""	""25mg""	""Oral tablet""	""Oral""	""Antipsychotic Products""	""Promazine""",
"""83575""",UNKNOWN,true,"4	""Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd)""	""Quetiapine""	""100mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""31747""",UNKNOWN,true,"3	""CHLORPROMAZINE HYDROCHLORIDE""	""Chlorpromazine""	NA	NA	NA	""Unknown""	""Chlorpromazine""",
"""60842""",UNKNOWN,true,"0	""Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Quetiapine""	""100mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""60908""",UNKNOWN,true,"3167	""Chlorpromazine 10mg capsules""	""Chlorpromazine""	""10mg""	""Oral capsule""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Chlorpromazine""",
"""47167""",UNKNOWN,true,"354	""Asenapine 10mg sublingual tablets sugar free""	""Asenapine""	""10mg""	""Sublingual tablet""	""Sublingual""	""Products Used For Mania And Hypomania""	""Asenapine""",
"""71594""",UNKNOWN,true,"1	""Aripiprazole 7.5mg/ml oral solution""	""Aripiprazole""	""7.5mg/1ml""	""Oral solution""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""73148""",UNKNOWN,true,"0	""Prochlorperazine 5mg tablets (Bristol Laboratories Ltd)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""86490""",UNKNOWN,true,"1	""Chlorprothixene 15mg tablets""	""Chlorprothixene""	""15mg""	""Oral tablet""	""Oral""	""Antipsychotic Products""	""Chlorprothixene""",
"""8044""",UNKNOWN,true,"1569	""Redeptin 2mg/ml Injection (Janssen-Cilag Ltd)""	""Fluspirilene""	""2mg/ml""	""Injection""	""Intramuscular""	""Antipsychotic Depot Injections""	""Fluspirilene""",
"""63833""",UNKNOWN,true,"31	""Olanzapine 2.5mg tablets (Zentiva Pharma UK Ltd)""	""Olanzapine""	""2.5mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""",
"""30487""",UNKNOWN,true,"277	""Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd)""	""Clozapine""	""25mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Clozapine""",
"""2094""",UNKNOWN,true,"6419	""Haldol Decanoate 50mg/1ml solution for injection ampoules (Essential Pharma Ltd)""	""Haloperidol""	""50mg/1ml""	""Solution for injection""	""Intramuscular""	""First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections""	""Haloperidol""",
"""70312""",UNKNOWN,true,"1	""Quetiapine 200mg tablets (A A H Pharmaceuticals Ltd)""	""Quetiapine""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""79430""",UNKNOWN,true,"0	""Risperidone 500microgram orodispersible tablets sugar free (Krka UK Ltd)""	""Risperidone""	""500microgram""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""6109""",UNKNOWN,true,"273	""Solian 400 tablets (Sanofi)""	""Amisulpride""	""400mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""87431""",UNKNOWN,true,"1	""Aripiprazole 10mg tablets (Milpharm Ltd)""	""Aripiprazole""	""10mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""85703""",UNKNOWN,true,"0	""Amisulpride 100mg/ml oral solution sugar free (Advanz Pharma)""	""Amisulpride""	""100mg/1ml""	""Oral solution""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""85""",UNKNOWN,true,"4430733	""Prochlorperazine 5mg tablets""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""56143""",UNKNOWN,true,"6331	""Olanzapine 15mg orodispersible tablets""	""Olanzapine""	""15mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""",
"""57114""",UNKNOWN,true,"1	""Abilify 5mg tablets (Mawdsley-Brooks & Company Ltd)""	""Aripiprazole""	""5mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""25835""",UNKNOWN,true,"39	""Moditen enanthate 25mg/ml Injection (Sanofi-Synthelabo Ltd)""	""Fluphenazine""	""25mg/ml""	""Injection""	""Intramuscular""	""Antipsychotic Depot Injections""	""Fluphenazine""",
"""35141""",UNKNOWN,true,"4072	""Risperidone 3mg orodispersible tablets sugar free""	""Risperidone""	""3mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""76560""",UNKNOWN,true,"1	""Risperdal 2mg tablets (Lexon (UK) Ltd)""	""Risperidone""	""2mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""6524""",UNKNOWN,true,"165810	""Amisulpride 100mg tablets""	""Amisulpride""	""100mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""46351""",UNKNOWN,true,"7264	""Paliperidone 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes""	""Paliperidone""	""100mg/1ml""	""Prolonged-release suspension for injection""	""Intramuscular""	""Antipsychotic Depot Injections""	""Paliperidone""",
"""77489""",UNKNOWN,true,"11	""Promazine 50mg/5ml Liquid (Genus Pharmaceuticals Ltd)""	""Promazine""	""50mg/5ml""	""Liquid""	NA	""Antipsychotic Products""	""Promazine""",
"""25015""",UNKNOWN,true,"27	""DEPIXOL-CONC (1ML AMP)""	""Flupentixol""	NA	""Solution for injection""	""Intramuscular""	""Unknown""	""Flupentixol""",
"""5283""",UNKNOWN,true,"2593613	""Quetiapine 25mg tablets""	""Quetiapine""	""25mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""89493""",UNKNOWN,true,"111	""Risperdal 1mg tablets (Dowelhurst Ltd)""	""Risperidone""	""1mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""1318""",UNKNOWN,true,"123786	""Stelazine 1mg tablets (Mercury Pharma Group Ltd)""	""Trifluoperazine""	""1mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Trifluoperazine""",
"""10675""",UNKNOWN,true,"2067	""Thioridazine 100mg/5ml oral suspension""	""Thioridazine""	""20mg/1ml""	""Oral suspension""	""Oral""	""Unknown""	""Thioridazine""",
"""63511""",UNKNOWN,true,"0	""Risperidone 1mg tablets (Actavis UK Ltd)""	""Risperidone""	""1mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""89709""",UNKNOWN,true,"43	""Aripiprazole 15mg tablets (Kent Pharma (UK) Ltd)""	""Aripiprazole""	""15mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""",
"""80350""",UNKNOWN,true,"124	""Cariprazine 3mg capsules""	""Cariprazine""	""3mg""	""Oral capsule""	""Oral""	""Antipsychotic Products""	""Cariprazine""",
"""6373""",UNKNOWN,true,"15740	""Risperidone 1mg orodispersible tablets sugar free""	""Risperidone""	""1mg""	""Orodispersible tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Risperidone""",
"""70112""",UNKNOWN,true,"418	""Haloperidol 200micrograms/ml oral solution sugar free""	""Haloperidol""	""200microgram/1ml""	""Oral solution""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
"""70515""",UNKNOWN,true,"28	""Levomepromazine maleate 6mg/5ml oral solution""	""Levomepromazine""	""1.2mg/1ml""	""Oral solution""	""Oral""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""67799""",UNKNOWN,true,"523	""Promazine 50mg/5ml oral suspension""	""Promazine""	""10mg/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Promazine""",
"""51551""",UNKNOWN,true,"2	""Stemetil 5mg tablets (Mawdsley-Brooks & Company Ltd)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""80862""",UNKNOWN,true,"2	""Quetiapine 75mg/5ml oral suspension""	""Quetiapine""	""15mg/1ml""	""Oral suspension""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""89959""",UNKNOWN,true,"18	""Chlorpromazine 50mg tablets (Kent Pharma (UK) Ltd)""	""Chlorpromazine""	""50mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""5192""",UNKNOWN,true,"12359	""Haloperidol 1mg/5ml sugar free Oral solution""	""Haloperidol""	""1mg/5ml""	""Oral Solution""	""Oral""	""Antipsychotic Products/-""	""Haloperidol""",
"""25063""",UNKNOWN,true,"4	""HALOPERIDOL 100mg/ml""	""Haloperidol""	NA	NA	NA	""Unknown""	""Haloperidol""",
"""21199""",UNKNOWN,true,"1008	""Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd)""	""Clozapine""	""100mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Clozapine""",
"""69637""",UNKNOWN,true,"214	""Mintreleq XL 200mg tablets (Aristo Pharma Ltd)""	""Quetiapine""	""200mg""	""Modified-release tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""32772""",UNKNOWN,true,"320	""Prochlorperazine 5mg tablets (Viatris UK Healthcare Ltd)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""2154""",UNKNOWN,true,"361284	""Chlorpromazine 100mg tablets""	""Chlorpromazine""	""100mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""",
"""59215""",UNKNOWN,true,"0	""Quetiapine 150mg tablets (Sun Pharma UK Ltd)""	""Quetiapine""	""150mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""47881""",UNKNOWN,true,"1	""Thioridazine 25mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)""	""Thioridazine""	""5mg/1ml""	""Oral solution""	""Oral""	""Antipsychotic Products""	""Thioridazine""",
"""74591""",UNKNOWN,true,"105	""Atrolak XL 300mg tablets (Accord-UK Ltd)""	""Quetiapine""	""300mg""	""Modified-release tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""",
"""67777""",UNKNOWN,true,"0	""Pericyazine 2.5mg tablets (Zentiva Pharma UK Ltd)""	""Pericyazine""	""2.5mg""	""Oral tablet""	""Oral""	""First-Generation Antipsychotic Drugs""	""Pericyazine""",
"""14717""",UNKNOWN,true,"3342	""Zyprexa 5mg Velotabs (Neon Healthcare Ltd)""	""Olanzapine""	""5mg""	""Oral lyophilisate""	""Oral""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""",
"""15157""",UNKNOWN,true,"1137	""Melleril 100mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)""	""Thioridazine""	""20mg/1ml""	""Oral suspension""	""Oral""	""Unknown""	""Thioridazine""",
"""72003""",UNKNOWN,true,"1	""Levomepromazine 5mg/5ml oral suspension""	""Levomepromazine""	""1mg/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""",
"""1434""",UNKNOWN,true,"12519	""Prochlorperazine 5mg suppositories""	""Prochlorperazine""	""5mg""	""Suppository""	""Rectal""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""",
"""512""",UNKNOWN,true,"786350	""Stemetil 5mg Tablet (Castlemead Healthcare Ltd)""	""Prochlorperazine""	""5mg""	""Oral tablet""	""Oral""	""Antipsychotic Products/-""	""Prochlorperazine""",
"""75605""",UNKNOWN,true,"0	""Amisulpride 200mg tablets (Teva UK Ltd)""	""Amisulpride""	""200mg""	""Oral tablet""	""Oral""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""",
"""52050""",UNKNOWN,true,"0	""Haloperidol 1.5mg/5ml oral suspension""	""Haloperidol""	""300microgram/1ml""	""Oral suspension""	""Oral""	""First-Generation Antipsychotic Drugs""	""Haloperidol""",
