code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Antihypertensives""",
"""65513""",UNKNOWN,true,"4192	""Invicorp 25micrograms/2mg/0.35ml solution for injection ampoules (Evolan Pharma AB)""	""Phentolamine""	""71.43microgram/1ml + 5.71mg/1ml""	""Solution for injection""	""Intracavernous""	""Drugs For Erectile Dysfunction""	""Phentolamine""",
"""48870""",UNKNOWN,true,"153	""Adizem-SR 90mg capsules (DE Pharmaceuticals)""	""Diltiazem""	""90mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""18834""",UNKNOWN,true,"698	""Disogram SR 60mg capsules (Sun Pharma UK Ltd)""	""Diltiazem""	""60mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""63385""",UNKNOWN,true,"5	""Sabervel 75mg tablets (Aspire Pharma Ltd)""	""Irbesartan""	""75mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Irbesartan""",
"""61067""",UNKNOWN,true,"10	""Ramipril 5mg capsules (Almus Pharmaceuticals Ltd)""	""Ramipril""	""5mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""54467""",UNKNOWN,true,"49	""Clonidine 300micrograms/24hours transdermal patches""	""Clonidine""	""300microgram/24hour""	""Transdermal patch""	""Transdermal""	""Centrally Acting Antihypertensive Products""	""Clonidine""",
"""4802""",UNKNOWN,true,"82615	""Cardura 2mg tablets (Viatris UK Healthcare Ltd)""	""Doxazosin""	""2mg""	""Oral tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Doxazosin""",
"""48398""",UNKNOWN,true,"0	""Losartan 25mg tablets (Dexcel-Pharma Ltd)""	""Losartan""	""25mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Losartan""",
"""62415""",UNKNOWN,true,"0	""Irbesartan 300mg tablets (A A H Pharmaceuticals Ltd)""	""Irbesartan""	""300mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Irbesartan""",
"""72924""",UNKNOWN,true,"0	""Candesartan 4mg tablets (Phoenix Healthcare Distribution Ltd)""	""Candesartan""	""4mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Candesartan""",
"""11304""",UNKNOWN,true,"675	""Regaine extra strength 50mg/ml Cutaneous solution (Pharmacia Ltd)""	""Minoxidil""	""50mg/1ml""	""Cutaneous solution""	""Cutaneous""	""Androgenetic Alopecia""	""Minoxidil""",
"""65504""",UNKNOWN,true,"0	""Adizem-SR 180mg capsules (Lexon (UK) Ltd)""	""Diltiazem""	""180mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""75847""",UNKNOWN,true,"43	""Perindopril erbumine 8mg/5ml oral solution""	""Perindopril""	""1.6mg/1ml""	""Oral solution""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""74285""",UNKNOWN,true,"4	""Spironolactone 25mg/5ml oral suspension (Special Order)""	""Spironolactone""	""5mg/1ml""	""Oral suspension""	""Oral""	""Potassium-Sparing Diuretics And Aldosterone Antagonists""	""Spironolactone""",
"""30242""",UNKNOWN,true,"18020	""Diltiazem 180mg modified-release capsules""	""Diltiazem""	""180mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""87812""",UNKNOWN,true,"16	""Perindopril erbumine 4mg tablets (Tillomed Laboratories Ltd)""	""Perindopril""	""4mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""34471""",UNKNOWN,true,"26	""Lisinopril 5mg tablets (Viatris UK Healthcare Ltd)""	""Lisinopril""	""5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Lisinopril""",
"""4818""",UNKNOWN,true,"3343016	""Candesartan 8mg tablets""	""Candesartan""	""8mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Candesartan""",
"""4227""",UNKNOWN,true,"794859	""Adalat la 60mg Tablet (Bayer Plc)""	""Nifedipine""	""60mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Nifedipine""",
"""64719""",UNKNOWN,true,"0	""Felodipine 2.5mg modified-release tablets (Sigma Pharmaceuticals Plc)""	""Felodipine""	""2.5mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Felodipine""",
"""62516""",UNKNOWN,true,"386	""Hydrochlorothiazide 12.5mg tablets""	""Hydrochlorothiazide""	""12.5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics""	""Hydrochlorothiazide""",
"""15108""",UNKNOWN,true,"13023	""Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets""	""Hydrochlorothiazide/Quinapril""	""12.5mg + 10mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Hydrochlorothiazide/Quinapril""",
"""26219""",UNKNOWN,true,"1001	""Zida-co 5mg+50mg Tablet (Opus Pharmaceuticals Ltd)""	""Hydrochlorothiazide/Amiloride""	""50mg + 5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics""	""Hydrochlorothiazide/Amiloride""",
"""4215""",UNKNOWN,true,"16276	""Catapres 100microgram tablets (Glenwood GmbH)""	""Clonidine""	""100microgram""	""Oral tablet""	""Oral""	""Centrally Acting Antihypertensive Products""	""Clonidine""",
"""35731""",UNKNOWN,true,"2355	""Perindopril erbumine 8mg tablets (A A H Pharmaceuticals Ltd)""	""Perindopril""	""8mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""26256""",UNKNOWN,true,"145	""Opumide 2.5mg Tablet (Opus Pharmaceuticals Ltd)""	""Indapamide""	""2.5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics""	""Indapamide""",
"""58451""",UNKNOWN,true,"1	""Lisinopril 2.5mg tablets (Almus Pharmaceuticals Ltd)""	""Lisinopril""	""2.5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Lisinopril""",
"""6243""",UNKNOWN,true,"183334	""Telmisartan 20mg tablets""	""Telmisartan""	""20mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Telmisartan""",
"""73646""",UNKNOWN,true,"0	""Nicardipine 20mg capsules (Tillomed Laboratories Ltd)""	""Nicardipine""	""20mg""	""Oral capsule""	""Oral""	""Calcium-Channel Blockers""	""Nicardipine""",
"""26275""",UNKNOWN,true,"1240	""Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd)""	""Indapamide""	""2.5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics""	""Indapamide""",
"""24195""",UNKNOWN,true,"7874	""Antipressan 100mg tablets (Teva UK Ltd)""	""Atenolol""	""100mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""72819""",UNKNOWN,true,"0	""Methyldopa 250mg tablets (Phoenix Healthcare Distribution Ltd)""	""Methyldopa""	""250mg""	""Oral tablet""	""Oral""	""Centrally Acting Antihypertensive Products""	""Methyldopa""",
"""67675""",UNKNOWN,true,"7060	""Guanfacine 4mg modified-release tablets""	""Guanfacine""	""4mg""	""Modified-release tablet""	""Oral""	""Centrally Acting Antihypertensive Products""	""Guanfacine""",
"""45265""",UNKNOWN,true,"6	""Doxazosin sr 4mg Tablet (Generics (UK) Ltd)""	""Doxazosin""	""4mg""	""Modified-release tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Doxazosin""",
"""49953""",UNKNOWN,true,"10	""Atenolol 25mg tablets (Bristol Laboratories Ltd)""	""Atenolol""	""25mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""53253""",UNKNOWN,true,"3	""Spironolactone 50mg/5ml oral suspension (Special Order)""	""Spironolactone""	""10mg/1ml""	""Oral suspension""	""Oral""	""Potassium-Sparing Diuretics And Aldosterone Antagonists""	""Spironolactone""",
"""38433""",UNKNOWN,true,"6	""Propranolol 50mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)""	""Propranolol""	""50mg/5ml""	""Oral Solution""	""Oral""	""Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers""	""Propranolol""",
"""12639""",UNKNOWN,true,"194	""Diltiazem HCl 90mg Modified-release tablet (Actavis UK Ltd)""	""Diltiazem""	""90mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""55297""",UNKNOWN,true,"0	""Timolol 0.25% eye drops (Phoenix Healthcare Distribution Ltd)""	""Timolol""	""2.5mg/1ml""	""Eye drops""	""Ocular""	""Beta-Blockers (In Glaucoma)""	""Timolol""",
"""55050""",UNKNOWN,true,"3	""CHLOROTHIAZIDE/SPIRONOLACTONE/LACT SACH 50 MG""	""Chlorothiazide/Spironolactone""	NA	NA	NA	""Unknown""	""Chlorothiazide/Spironolactone""",
"""54345""",UNKNOWN,true,"0	""Trandolapril 4mg capsules (Arrow Generics Ltd)""	""Trandolapril""	""4mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Trandolapril""",
"""25055""",UNKNOWN,true,"0	""NIFEDIPINE""	""Nifedipine""	NA	NA	NA	""Unknown""	""Nifedipine""",
"""60149""",UNKNOWN,true,"94	""Amiloride 5mg/5ml oral suspension""	""Amiloride""	""1mg/1ml""	""Oral suspension""	""Oral""	""Potassium-Sparing Diuretics And Aldosterone Antagonists""	""Amiloride""",
"""38889""",UNKNOWN,true,"890	""MicardisPlus 80mg/25mg tablets (Boehringer Ingelheim Ltd)""	""Hydrochlorothiazide/Telmisartan""	""25mg + 80mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists With Diuretic""	""Hydrochlorothiazide/Telmisartan""",
"""55824""",UNKNOWN,true,"156	""Nifedipine 20mg Modified-release tablet (Berk Pharmaceuticals Ltd)""	""Nifedipine""	""20mg""	""Modified-Release Tablet""	""Oral""	""Calcium-Channel Blockers""	""Nifedipine""",
"""44657""",UNKNOWN,true,"9	""Ednyt 2.5mg Tablet (Dominion Pharma)""	""Enalapril""	""2.5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Enalapril""",
"""8884""",UNKNOWN,true,"13918	""Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Verapamil""	""40mg""	""Oral tablet""	""Oral""	""Calcium-Channel Blockers""	""Verapamil""",
"""54733""",UNKNOWN,true,"0	""Perindopril erbumine 8mg tablets (Krka UK Ltd)""	""Perindopril""	""8mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""27964""",UNKNOWN,true,"1	""Apsolol 40mg Tablet (Approved Prescription Services Ltd)""	""Propranolol""	""40mg""	""Oral tablet""	""Oral""	""Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers""	""Propranolol""",
"""40384""",UNKNOWN,true,"98	""Ramipril 10mg tablets (A A H Pharmaceuticals Ltd)""	""Ramipril""	""10mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""81936""",UNKNOWN,true,"1	""Enalapril 20mg/5ml oral suspension""	""Enalapril""	""4mg/1ml""	""Oral suspension""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Enalapril""",
"""2590""",UNKNOWN,true,"85896	""Tenormin 25mg tablets (AstraZeneca UK Ltd)""	""Atenolol""	""25mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""15117""",UNKNOWN,true,"10699	""Nifedipine with atenolol 20mg + 50mg Capsule""	""Nifedipine/Atenolol""	""20mg + 50mg""	""Capsule""	""Oral""	""Beta-Adrenoceptor Blockers/Calcium-Channel Blockers""	""Nifedipine/Atenolol""",
"""43547""",UNKNOWN,true,"2	""Prazosin 500microgram tablets (IVAX Pharmaceuticals UK Ltd)""	""Prazosin""	""500microgram""	""Oral tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Prazosin""",
"""78906""",UNKNOWN,true,"0	""Atenolol 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)""	""Atenolol""	""5mg/1ml""	""Oral solution""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""34124""",UNKNOWN,true,"342	""Bendroflumethiazide 5mg tablets (Accord-UK Ltd)""	""Bendroflumethiazide""	""5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics""	""Bendroflumethiazide""",
"""38107""",UNKNOWN,true,"76	""Nifedipine sr 30mg Tablet (Hillcross Pharmaceuticals Ltd)""	""Nifedipine""	""30mg""	""Tablet""	""Oral""	""Calcium-Channel Blockers""	""Nifedipine""",
"""82499""",UNKNOWN,true,"125	""Innovace 5mg tablets (Dowelhurst Ltd)""	""Enalapril""	""5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Enalapril""",
"""64760""",UNKNOWN,true,"0	""Felodipine 10mg modified-release tablets (Phoenix Healthcare Distribution Ltd)""	""Felodipine""	""10mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Felodipine""",
"""91605""",UNKNOWN,true,"73	""Losartan 50mg tablets (Genesis Pharmaceuticals Ltd)""	""Losartan""	""50mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Losartan""",
"""55358""",UNKNOWN,true,"23	""Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet""	""Amlodipine/Hydrochlorothiazide/Olmesartan""	""40mg + 10mg + 25mg""	""Tablet""	""Oral""	""Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists""	""Amlodipine/Hydrochlorothiazide/Olmesartan""",
"""62039""",UNKNOWN,true,"0	""Ramipril 1.25mg tablets (Zentiva Pharma UK Ltd)""	""Ramipril""	""1.25mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""66114""",UNKNOWN,true,"0	""Losartan 12.5mg tablets (Mawdsley-Brooks & Company Ltd)""	""Losartan""	""12.5mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Losartan""",
"""52609""",UNKNOWN,true,"2258	""Inderal LA 160mg capsules (Sigma Pharmaceuticals Plc)""	""Propranolol""	""160mg""	""Modified-release capsule""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products""	""Propranolol""",
"""75259""",UNKNOWN,true,"1	""Hydralazine 1mg/5ml oral suspension""	""Hydralazine""	""200microgram/1ml""	""Oral suspension""	""Oral""	""Vasodilator Antihypertensive Products""	""Hydralazine""",
"""16285""",UNKNOWN,true,"1876	""Teveten 400mg tablets (Abbott Healthcare Products Ltd)""	""Eprosartan""	""400mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Eprosartan""",
"""79798""",UNKNOWN,true,"7	""Chlorothiazide 500mg tablets""	""Chlorothiazide""	""500mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics""	""Chlorothiazide""",
"""77413""",UNKNOWN,true,"1317	""Inderal LA 160mg capsules (Waymade Healthcare Plc)""	""Propranolol""	""160mg""	""Modified-release capsule""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products""	""Propranolol""",
"""81049""",UNKNOWN,true,"3	""Perindopril erbumine 2mg/5ml oral suspension""	""Perindopril""	""400microgram/1ml""	""Oral suspension""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""56704""",UNKNOWN,true,"0	""Ramipril 1.25mg capsules (Alliance Healthcare (Distribution) Ltd)""	""Ramipril""	""1.25mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""22208""",UNKNOWN,true,"33	""Half propanix la 80mg Modified-release capsule (Ashbourne Pharmaceuticals Ltd)""	""Propranolol""	""80mg""	""Modified-release capsule""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine""	""Propranolol""",
"""1747""",UNKNOWN,true,"202526	""Verapamil 120mg tablets""	""Verapamil""	""120mg""	""Oral tablet""	""Oral""	""Calcium-Channel Blockers""	""Verapamil""",
"""6288""",UNKNOWN,true,"387846	""Ramipril 5mg tablets""	""Ramipril""	""5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""34432""",UNKNOWN,true,"31	""Ramipril 2.5mg capsules (Genus Pharmaceuticals Ltd)""	""Ramipril""	""2.5mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""78262""",UNKNOWN,true,"0	""Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc)""	""Hydrochlorothiazide/Lisinopril""	""10mg + 12.5mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Hydrochlorothiazide/Lisinopril""",
"""40405""",UNKNOWN,true,"609	""Verapamil 120mg tablets (Teva UK Ltd)""	""Verapamil""	""120mg""	""Oral tablet""	""Oral""	""Calcium-Channel Blockers""	""Verapamil""",
"""75024""",UNKNOWN,true,"19	""Perindopril erbumine 4mg tablets (Phoenix Healthcare Distribution Ltd)""	""Perindopril""	""4mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Perindopril""",
"""5736""",UNKNOWN,true,"330571	""Xalacom eye drops (Viatris UK Healthcare Ltd)""	""Timolol""	""5mg/1ml + 50microgram/1ml""	""Eye drops""	""Ocular""	""Beta-Blockers (In Glaucoma)/Prostaglandin Analogues (In Glaucoma)""	""Timolol""",
"""62918""",UNKNOWN,true,"115	""Ramipril 2.5mg/5ml oral solution""	""Ramipril""	""500microgram/1ml""	""Oral solution""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""80566""",UNKNOWN,true,"1	""Phenoxybenzamine 25mg/5ml oral solution""	""Phenoxybenzamine""	""5mg/1ml""	""Oral solution""	""Oral""	""Alpha-Adrenoceptor Blockers""	""Phenoxybenzamine""",
"""3342""",UNKNOWN,true,"498675	""Securon SR 240mg tablets (Viatris UK Healthcare Ltd)""	""Verapamil""	""240mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Verapamil""",
"""66772""",UNKNOWN,true,"0	""Lisinopril 2.5mg tablets (Waymade Healthcare Plc)""	""Lisinopril""	""2.5mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Lisinopril""",
"""2528""",UNKNOWN,true,"135258	""Slozem 120mg capsules (Zentiva Pharma UK Ltd)""	""Diltiazem""	""120mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""3344""",UNKNOWN,true,"34175	""Betaloc 100mg tablets (AstraZeneca UK Ltd)""	""Metoprolol""	""100mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine""	""Metoprolol""",
"""41892""",UNKNOWN,true,"0	""METOPROLOL 100MG/HYDROCHLOROTHIAZ.12.5MG""	""Metoprolol""	NA	NA	NA	""Unknown""	""Metoprolol""",
"""59448""",UNKNOWN,true,"0	""Valsartan 80mg capsules (A A H Pharmaceuticals Ltd)""	""Valsartan""	""80mg""	""Oral capsule""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Valsartan""",
"""69319""",UNKNOWN,true,"6	""Doxazosin 2mg tablets (DE Pharmaceuticals)""	""Doxazosin""	""2mg""	""Oral tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Doxazosin""",
"""82584""",UNKNOWN,true,"62	""Tildiem Retard 90mg tablets (Waymade Healthcare Plc)""	""Diltiazem""	""90mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""70306""",UNKNOWN,true,"0	""Diltiazem 180mg modified-release capsules (Mawdsley-Brooks & Company Ltd)""	""Diltiazem""	""180mg""	""Modified-release capsule""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""57378""",UNKNOWN,true,"13	""Enalapril 2mg/5ml oral suspension""	""Enalapril""	""400microgram/1ml""	""Oral suspension""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Enalapril""",
"""34430""",UNKNOWN,true,"1251	""Metoprolol 50mg tablets (Actavis UK Ltd)""	""Metoprolol""	""50mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine""	""Metoprolol""",
"""74618""",UNKNOWN,true,"308	""Ramipril 2.5mg capsules (Mawdsley-Brooks & Company Ltd)""	""Ramipril""	""2.5mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""42285""",UNKNOWN,true,"0	""Quinil 40mg tablets (Tillomed Laboratories Ltd)""	""Quinapril""	""40mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Quinapril""",
"""34567""",UNKNOWN,true,"4	""Ramipril 2.5mg capsules (Viatris UK Healthcare Ltd)""	""Ramipril""	""2.5mg""	""Oral capsule""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Ramipril""",
"""49390""",UNKNOWN,true,"674	""Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)""	""Diltiazem""	""90mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""5806""",UNKNOWN,true,"29641	""Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd)""	""Nifedipine""	""20mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Nifedipine""",
"""36261""",UNKNOWN,true,"15	""Atenolol 50mg tablets (Tillomed Laboratories Ltd)""	""Atenolol""	""50mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""35196""",UNKNOWN,true,"5076	""CoAprovel 300mg/25mg tablets (Sanofi)""	""Hydrochlorothiazide/Irbesartan""	""300mg + 25mg""	""Oral tablet""	""Oral""	""Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists With Diuretic""	""Hydrochlorothiazide/Irbesartan""",
"""71019""",UNKNOWN,true,"0	""Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Irbesartan""	""75mg""	""Oral tablet""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Irbesartan""",
"""57074""",UNKNOWN,true,"4	""Doxazosin 2mg tablets (Sigma Pharmaceuticals Plc)""	""Doxazosin""	""2mg""	""Oral tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Doxazosin""",
"""18263""",UNKNOWN,true,"9205	""Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)""	""Captopril/Hydrochlorothiazide""	""25mg + 50mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Captopril/Hydrochlorothiazide""",
"""58757""",UNKNOWN,true,"17	""Spironolactone 20mg/5ml oral suspension""	""Spironolactone""	""4mg/1ml""	""Oral suspension""	""Oral""	""Potassium-Sparing Diuretics And Aldosterone Antagonists""	""Spironolactone""",
"""78797""",UNKNOWN,true,"270	""Nadolol 30mg/5ml oral solution""	""Nadolol""	""6mg/1ml""	""Oral solution""	""Oral""	""Beta-Adrenoceptor Blockers""	""Nadolol""",
"""57594""",UNKNOWN,true,"4	""Tildiem 60mg modified-release tablets (Waymade Healthcare Plc)""	""Diltiazem""	""60mg""	""Modified-release tablet""	""Oral""	""Calcium-Channel Blockers""	""Diltiazem""",
"""80522""",UNKNOWN,true,"0	""Lisinopril 5mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)""	""Lisinopril""	""1mg/1ml""	""Oral solution""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Lisinopril""",
"""31776""",UNKNOWN,true,"65	""Propranolol 40mg tablets (Viatris UK Healthcare Ltd)""	""Propranolol""	""40mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products""	""Propranolol""",
"""58225""",UNKNOWN,true,"12	""Spironolactone 2.5mg/5ml oral suspension""	""Spironolactone""	""500microgram/1ml""	""Oral suspension""	""Oral""	""Potassium-Sparing Diuretics And Aldosterone Antagonists""	""Spironolactone""",
"""30365""",UNKNOWN,true,"55	""CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW""	""Chlorothiazide/Spironolactone""	NA	NA	NA	""Unknown""	""Chlorothiazide/Spironolactone""",
"""1292""",UNKNOWN,true,"40568	""Hypovase 1mg tablets (Pfizer Ltd)""	""Prazosin""	""1mg""	""Oral tablet""	""Oral""	""Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)""	""Prazosin""",
"""75312""",UNKNOWN,true,"15	""Bedranol 80mg tablets (Ennogen Pharma Ltd)""	""Propranolol""	""80mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products""	""Propranolol""",
"""6066""",UNKNOWN,true,"111048	""Atenolol 25mg/5ml oral solution sugar free""	""Atenolol""	""5mg/1ml""	""Oral solution""	""Oral""	""Beta-Adrenoceptor Blockers""	""Atenolol""",
"""1299""",UNKNOWN,true,"2689668	""Enalapril 10mg tablets""	""Enalapril""	""10mg""	""Oral tablet""	""Oral""	""Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)""	""Enalapril""",
"""43184""",UNKNOWN,true,"7	""Mapemid XL 1.5mg tablets (Teva UK Ltd)""	""Indapamide""	""1.5mg""	""Modified-release tablet""	""Oral""	""Thiazides And Related Diuretics""	""Indapamide""",
"""53833""",UNKNOWN,true,"10	""Valsartan 160mg capsules (Viatris UK Healthcare Ltd)""	""Valsartan""	""160mg""	""Oral capsule""	""Oral""	""Angiotensin-II Receptor Antagonists""	""Valsartan""",
"""88605""",UNKNOWN,true,"0	""Propranolol 40mg tablets (Genesis Pharmaceuticals Ltd)""	""Propranolol""	""40mg""	""Oral tablet""	""Oral""	""Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products""	""Propranolol""",
