code,code_system,include,term,notes
2158541000033117,UNKNOWN,true,Insuman Comb 15 100units/ml suspension for injection 3ml cartridges,
2158641000033116,UNKNOWN,true,Insuman Comb 50 100units/ml suspension for injection 5ml vials,
2158741000033113,UNKNOWN,true,Insuman Comb 50 100units/ml suspension for injection 3ml cartridges,
2182141000033117,UNKNOWN,true,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens,
2182241000033112,UNKNOWN,true,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices,
2182341000033119,UNKNOWN,true,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens,
2182441000033113,UNKNOWN,true,Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens,
2190741000033115,UNKNOWN,true,Pioglitazone 15mg tablets,
2190841000033113,UNKNOWN,true,Pioglitazone 30mg tablets,
2190941000033117,UNKNOWN,true,Actos 15mg tablets,
2191041000033110,UNKNOWN,true,Actos 30mg tablets,
2194041000033112,UNKNOWN,true,Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units,
2266841000033110,UNKNOWN,true,Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens,
2266941000033119,UNKNOWN,true,Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens,
2267041000033118,UNKNOWN,true,Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens,
2267141000033119,UNKNOWN,true,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens,
2267241000033114,UNKNOWN,true,Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens,
2284041000033113,UNKNOWN,true,Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units,
2284141000033112,UNKNOWN,true,Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units,
2288241000033112,UNKNOWN,true,Nateglinide 60mg tablets,
2288341000033119,UNKNOWN,true,Nateglinide 120mg tablets,
2288441000033113,UNKNOWN,true,Nateglinide 180mg tablets,
2288541000033114,UNKNOWN,true,Starlix 60mg tablets,
2288641000033110,UNKNOWN,true,Starlix 120mg tablets,
2288741000033118,UNKNOWN,true,Starlix 180mg tablets,
2289441000033115,UNKNOWN,true,Gliclazide 30mg modified-release tablets,
2289941000033113,UNKNOWN,true,Diamicron 30mg MR tablets,
2527841000033114,UNKNOWN,true,"Penfine  Needles for insulin pens  31g, 6 mm",
2527941000033118,UNKNOWN,true,"Penfine  Needles for insulin pens  31g, 8 mm",
2528041000033115,UNKNOWN,true,"Penfine  Needles for insulin pens  29g, 10 mm",
2528141000033116,UNKNOWN,true,"Penfine  Needles for insulin pens  29g, 12 mm",
2620241000033119,UNKNOWN,true,Metformin 500mg/5ml oral suspension,
2625441000033112,UNKNOWN,true,Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units,
2625541000033113,UNKNOWN,true,Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units,
2644641000033113,UNKNOWN,true,Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens,
2644741000033116,UNKNOWN,true,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens,
2655041000033116,UNKNOWN,true,Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units,
2655141000033117,UNKNOWN,true,Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units,
2719341000033116,UNKNOWN,true,Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge,
2724741000033111,UNKNOWN,true,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges,
2724841000033118,UNKNOWN,true,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens,
2742941000033119,UNKNOWN,true,Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units,
2743041000033112,UNKNOWN,true,Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units,
2780741000033111,UNKNOWN,true,Lantus 100units/ml solution for injection 10ml vials,
2780841000033118,UNKNOWN,true,Lantus 100units/ml solution for injection 3ml cartridges,
2780941000033114,UNKNOWN,true,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens,
2796641000033115,UNKNOWN,true,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens,
2796741000033112,UNKNOWN,true,Insulatard FlexPen 100units/ml suspension for injection,
2798841000033115,UNKNOWN,true,Insulin glargine 100units/ml solution for injection 10ml vials,
2798941000033111,UNKNOWN,true,Insulin glargine 100units/ml solution for injection 3ml cartridges,
2799041000033119,UNKNOWN,true,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices,
