code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""clinicalevents""	""immunisationevents""	""referralevents""	""testevents""	""term""	""databaserelease""",
"""655""",UNKNOWN,true,"""E200300""	1224236	0	31428	5	""anxiety with depression""	""February 2009""",
"""23731""",UNKNOWN,true,"""Eu33311""	671	0	32	0	""[x]endogenous depression with psychotic symptoms""	""February 2009""",
"""101153""",UNKNOWN,true,"""Eu32A00""	433	0	1	0	""[x]recurr major depr ep, severe with psych, psych in remiss""	""December 2010""",
"""30583""",UNKNOWN,true,"""9k4..00""	54162	0	83	0	""depression - enhanced services administration""	""February 2009""",
"""12099""",UNKNOWN,true,"""Eu32300""	6688	0	86	0	""[x]severe depressive episode with psychotic symptoms""	""February 2009""",
"""29921""",UNKNOWN,true,"""Eu3y100""	74	0	3	0	""[x]other recurrent mood affective disorders""	""February 2009""",
"""4323""",UNKNOWN,true,"""E2B1.00""	72332	0	2059	2	""chronic depression""	""February 2009""",
"""37090""",UNKNOWN,true,"""Eu3z.00""	700	0	5	0	""[x]unspecified mood affective disorder""	""February 2009""",
"""43324""",UNKNOWN,true,"""E112500""	326	0	5	0	""single major depressive episode, partial or unspec remission""	""February 2009""",
"""35671""",UNKNOWN,true,"""E113000""	757	0	12	0	""recurrent major depressive episodes, unspecified""	""February 2009""",
"""10610""",UNKNOWN,true,"""E112.00""	58599	0	1092	0	""single major depressive episode""	""February 2009""",
"""25563""",UNKNOWN,true,"""E113z00""	2175	0	11	0	""recurrent major depressive episode nos""	""February 2009""",
"""101054""",UNKNOWN,true,"""Eu32900""	1038	0	0	0	""[x]single major depr ep, severe with psych, psych in remiss""	""December 2010""",
"""28863""",UNKNOWN,true,"""Eu32314""	242	0	4	0	""[x]single episode of reactive depressive psychosis""	""February 2009""",
"""29784""",UNKNOWN,true,"""Eu33000""	3182	0	17	0	""[x]recurrent depressive disorder, current episode mild""	""February 2009""",
"""10015""",UNKNOWN,true,"""1BT..00""	650297	0	18703	0	""depressed mood""	""February 2009""",
