code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""term""	""group""",
"""1974351000006118""",UNKNOWN,true,"""Paranoid schizophrenia, continuous""	""schizophrenia""",
"""1974391000006112""",UNKNOWN,true,"""Paranoid schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1974431000006118""",UNKNOWN,true,"""Paranoid schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1974451000006113""",UNKNOWN,true,"""Paranoid schizophrenia, episodic remittent""	""schizophrenia""",
"""1974481000006117""",UNKNOWN,true,"""Paranoid schizophrenia, incomplete remission""	""schizophrenia""",
"""1974511000006113""",UNKNOWN,true,"""Paranoid schizophrenia, complete remission""	""schizophrenia""",
"""1974541000006112""",UNKNOWN,true,"""Paranoid schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1974601000006111""",UNKNOWN,true,"""Hebephrenic schizophrenia, continuous""	""schizophrenia""",
"""1974611000006114""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1974621000006118""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1974641000006113""",UNKNOWN,true,"""Hebephrenic schizophrenia, episodic remittent""	""schizophrenia""",
"""1974671000006117""",UNKNOWN,true,"""Hebephrenic schizophrenia, incomplete remission""	""schizophrenia""",
"""1974691000006116""",UNKNOWN,true,"""Hebephrenic schizophrenia, complete remission""	""schizophrenia""",
"""1974721000006114""",UNKNOWN,true,"""Hebephrenic schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1974751000006117""",UNKNOWN,true,"""Catatonic schizophrenia, continuous""	""schizophrenia""",
"""1974781000006113""",UNKNOWN,true,"""Catatonic schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1974801000006112""",UNKNOWN,true,"""Catatonic schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1974831000006116""",UNKNOWN,true,"""Catatonic schizophrenia, episodic remittent""	""schizophrenia""",
"""1974861000006113""",UNKNOWN,true,"""Catatonic schizophrenia, incomplete remission""	""schizophrenia""",
"""1974891000006117""",UNKNOWN,true,"""Catatonic schizophrenia, complete remission""	""schizophrenia""",
"""1974921000006111""",UNKNOWN,true,"""Catatonic schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1974951000006119""",UNKNOWN,true,"""Undifferentiated schizophrenia, continuous""	""schizophrenia""",
"""1975051000006119""",UNKNOWN,true,"""Undifferentiated schizophrenia, incomplete remission""	""schizophrenia""",
"""1975191000006114""",UNKNOWN,true,"""Post-schizophrenic depression, continuous""	""other psychosis""",
"""1975211000006110""",UNKNOWN,true,"""Post-schizophrenic depression, episodic with progressive deficit""	""schizophrenia""",
"""1975231000006116""",UNKNOWN,true,"""Post-schizophrenic depression, episodic with stable deficit""	""other psychosis""",
"""1975261000006113""",UNKNOWN,true,"""Post-schizophrenic depression, episodic remittent""	""other psychosis""",
"""1975281000006115""",UNKNOWN,true,"""Post-schizophrenic depression, incomplete remission""	""other psychosis""",
"""1975301000006116""",UNKNOWN,true,"""Post-schizophrenic depression, complete remission""	""other psychosis""",
"""1975321000006114""",UNKNOWN,true,"""Post-schizophrenic depression, course uncertain, period of observation too short""	""other psychosis""",
"""1975351000006117""",UNKNOWN,true,"""Residual schizophrenia, continuous""	""schizophrenia""",
"""1975381000006113""",UNKNOWN,true,"""Residual schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1975401000006113""",UNKNOWN,true,"""Residual schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1975431000006117""",UNKNOWN,true,"""Residual schizophrenia, episodic remittent""	""schizophrenia""",
"""1975441000006110""",UNKNOWN,true,"""Residual schizophrenia, incomplete remission""	""schizophrenia""",
"""1975471000006119""",UNKNOWN,true,"""Residual schizophrenia, complete remission""	""schizophrenia""",
"""1975481000006116""",UNKNOWN,true,"""Residual schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1975491000006118""",UNKNOWN,true,"""Simple schizophrenia, continuous""	""schizophrenia""",
"""1975501000006114""",UNKNOWN,true,"""Simple schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1975521000006116""",UNKNOWN,true,"""Simple schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1975551000006113""",UNKNOWN,true,"""Simple schizophrenia, episodic remittent""	""schizophrenia""",
"""1975571000006115""",UNKNOWN,true,"""Simple schizophrenia, incomplete remission""	""schizophrenia""",
"""1975601000006110""",UNKNOWN,true,"""Simple schizophrenia, complete remission""	""schizophrenia""",
"""1975621000006117""",UNKNOWN,true,"""Acute polymorphic psychot disord without symp of schizoph, without associated acute stress""	""other psychosis""",
"""1975641000006112""",UNKNOWN,true,"""Simple schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1975671000006116""",UNKNOWN,true,"""Acute polymorphic psychot disord without symp of schizoph, with associated acute stress""	""other psychosis""",
"""1975681000006118""",UNKNOWN,true,"""Acute polymorphic psychot disord with symp of schizophren, without associated acute stress""	""other psychosis""",
"""1975691000006115""",UNKNOWN,true,"""Acute polymorphic psychot disord with symp of schizophren, with associated acute stress""	""other psychosis""",
"""1975711000006117""",UNKNOWN,true,"""Acute schizophrenia-like psychotic disorder, without associated acute stress""	""other psychosis""",
"""1975731000006111""",UNKNOWN,true,"""Acute schizophrenia-like psychotic disorder, with associated acute stress""	""other psychosis""",
"""1975751000006116""",UNKNOWN,true,"""Other schizophrenia, continuous""	""schizophrenia""",
"""1975761000006119""",UNKNOWN,true,"""Other acute predominantly delusional psychotic disorders, without associated acute stress""	""other psychosis""",
"""1975771000006114""",UNKNOWN,true,"""Other schizophrenia, episodic with progressive deficit""	""schizophrenia""",
"""1975781000006112""",UNKNOWN,true,"""Other acute predominantly delusional psychotic disorders, with associated acute stress""	""other psychosis""",
"""1975801000006111""",UNKNOWN,true,"""Other schizophrenia, episodic with stable deficit""	""schizophrenia""",
"""1975821000006118""",UNKNOWN,true,"""Other acute and transient psychotic disorders, without associated acute stress""	""other psychosis""",
"""1975831000006115""",UNKNOWN,true,"""Other schizophrenia, episodic remittent""	""schizophrenia""",
"""1975841000006113""",UNKNOWN,true,"""Other schizophrenia, incomplete remission""	""schizophrenia""",
"""1975851000006110""",UNKNOWN,true,"""Other acute and transient psychotic disorders, with associated acute stress""	""other psychosis""",
"""1975871000006117""",UNKNOWN,true,"""Acute and transient psychotic disorder, unspecified, without associated acute stress""	""other psychosis""",
"""1975881000006119""",UNKNOWN,true,"""Other schizophrenia, complete remission""	""schizophrenia""",
"""1975901000006117""",UNKNOWN,true,"""Acute and transient psychotic disorder, unspecified, with associated acute stress""	""other psychosis""",
"""1975911000006119""",UNKNOWN,true,"""Other schizophrenia, course uncertain, period of observation too short""	""schizophrenia""",
"""1975931000006113""",UNKNOWN,true,"""Bipolar affect disorder cur epi mild or moderate depressn, without somatic syndrome""	""bipolar""",
"""1975941000006115""",UNKNOWN,true,"""Bipolar affect disorder cur epi mild or moderate depressn, with somatic syndrome""	""bipolar""",
"""1976001000006113""",UNKNOWN,true,"""Schizophrenia, unspecified, continuous""	""schizophrenia""",
"""1976061000006114""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic with progressive deficit""	""schizophrenia""",
"""1976101000006112""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic with stable deficit""	""schizophrenia""",
"""1976121000006119""",UNKNOWN,true,"""Schizophrenia, unspecified, episodic remittent""	""schizophrenia""",
"""1976141000006114""",UNKNOWN,true,"""Schizophrenia, unspecified, incomplete remission""	""schizophrenia""",
"""1976151000006111""",UNKNOWN,true,"""Schizophrenia, unspecified, complete remission""	""schizophrenia""",
"""1976171000006118""",UNKNOWN,true,"""Schizophrenia, unspecified, course uncertain, period of observation too short""	""schizophrenia""",
"""1976371000006116""",UNKNOWN,true,"""Other single mood affective disorders, mixed affective episode""	""other psychosis""",
"""1976881000006112""",UNKNOWN,true,"""Paranoid schizophrenia, other""	""schizophrenia""",
"""1976891000006110""",UNKNOWN,true,"""Hebephrenic schizophrenia, other""	""schizophrenia""",
"""1976901000006114""",UNKNOWN,true,"""Catatonic schizophrenia, other""	""schizophrenia""",
"""1976911000006112""",UNKNOWN,true,"""Undifferentiated schizophrenia, other""	""schizophrenia""",
"""1976921000006116""",UNKNOWN,true,"""Post-schizophrenic depression, other""	""other psychosis""",
"""1976931000006118""",UNKNOWN,true,"""Residual schizophrenia, other""	""schizophrenia""",
"""1976941000006111""",UNKNOWN,true,"""Simple schizophrenia, other""	""schizophrenia""",
"""1976951000006113""",UNKNOWN,true,"""Other schizophrenia, other""	""schizophrenia""",
"""1976961000006110""",UNKNOWN,true,"""Schizophrenia, unspecified, other""	""schizophrenia""",
"""2501991000006111""",UNKNOWN,true,"""Paranoid reaction""	""other psychosis""",
"""2502001000006113""",UNKNOWN,true,"""Persecutory delusion""	""other psychosis""",
"""2531671000006114""",UNKNOWN,true,"""Delusional thoughts""	""other psychosis""",
"""2531681000006112""",UNKNOWN,true,"""Delusional ideas""	""other psychosis""",
"""2586801000006115""",UNKNOWN,true,"""Brief psychotic disorder""	""other psychosis""",
"""2632941000006110""",UNKNOWN,true,"""Delusion of infidelity""	""other psychosis""",
"""2632951000006112""",UNKNOWN,true,"""Delusional jealousy""	""other psychosis""",
"""2717981000006118""",UNKNOWN,true,"""MDI - Manic-depressive illness""	""bipolar""",
"""2729641000006117""",UNKNOWN,true,"""Severe bipolar I disorder, single manic episode without psychotic features""	""bipolar""",
"""2730051000000114""",UNKNOWN,true,"""Mania with mood-congruent psychotic features""	""bipolar""",
"""2730071000000117""",UNKNOWN,true,"""Mania with mood-incongruent psychotic features""	""bipolar""",
"""2730091000000118""",UNKNOWN,true,"""Mania with psychotic features""	""bipolar""",
"""2730111000000111""",UNKNOWN,true,"""Acute predominantly delusional psychotic disorder""	""other psychosis""",
"""2782051000006112""",UNKNOWN,true,"""Bipolar I disorder, most recent episode manic with catatonic features""	""bipolar""",
"""2924901000006115""",UNKNOWN,true,"""Severe bipolar disorder with psychotic features, mood-incongruent""	""bipolar""",
"""2960491000006119""",UNKNOWN,true,"""Severe manic bipolar I disorder with psychotic features""	""bipolar""",
"""2960501000006110""",UNKNOWN,true,"""Severe bipolar I disorder, most recent episode manic, with psychotic features""	""bipolar""",
"""2976051000006113""",UNKNOWN,true,"""Chronic undifferentiated schizophrenia""	""schizophrenia""",
"""3000261000006112""",UNKNOWN,true,"""Schizoptypal disorder""	""other psychosis""",
"""3005591000006114""",UNKNOWN,true,"""Disorganised schizophrenia in remission""	""schizophrenia""",
"""3006671000006118""",UNKNOWN,true,"""Bipolar I disorder, most recent episode hypomanic""	""bipolar""",
"""3036131000006117""",UNKNOWN,true,"""Somatic delusion disorder""	""other psychosis""",
"""3036141000006110""",UNKNOWN,true,"""Somatic delusion""	""other psychosis""",
"""3068121000006112""",UNKNOWN,true,"""Disorganised schizophrenia""	""schizophrenia""",
"""3116711000006110""",UNKNOWN,true,"""Involutional paraphrenia""	""other psychosis""",
"""3118041000006112""",UNKNOWN,true,"""Schizoaffective disorder, bipolar type""	""other psychosis""",
"""3137261000006111""",UNKNOWN,true,"""Undifferentiated schizophrenia in remission""	""schizophrenia""",
"""3169541000006113""",UNKNOWN,true,"""Mild bipolar I disorder, single manic episode""	""bipolar""",
"""3174001000006110""",UNKNOWN,true,"""Severe bipolar I disorder, single manic episode with psychotic features""	""bipolar""",
"""3175731000006118""",UNKNOWN,true,"""Amok""	""other psychosis""",
"""3224371000006115""",UNKNOWN,true,"""Capgras' syndrome""	""other psychosis""",
"""3224381000006117""",UNKNOWN,true,"""Delusional misidentification syndrome""	""other psychosis""",
"""3224391000006119""",UNKNOWN,true,"""Capgras syndrome""	""other psychosis""",
"""3245481000006112""",UNKNOWN,true,"""Catatonic stupor""	""other psychosis""",
"""3267191000006117""",UNKNOWN,true,"""Grandiose delusion disorder""	""other psychosis""",
"""3318441000006110""",UNKNOWN,true,"""Thought insertion""	""other psychosis""",
"""3328681000006114""",UNKNOWN,true,"""Residual schizophrenia in remission""	""schizophrenia""",
"""3361131000006115""",UNKNOWN,true,"""Delusion of guilt""	""other psychosis""",
"""3369281000006111""",UNKNOWN,true,"""Depressed bipolar I disorder in remission""	""bipolar""",
"""3468391000006115""",UNKNOWN,true,"""Severe bipolar I disorder, most recent episode depressed with psychotic features""	""bipolar""",
"""3504721000006117""",UNKNOWN,true,"""Induced psychotic disorder""	""other psychosis""",
"""3504731000006119""",UNKNOWN,true,"""Folie à deux""	""other psychosis""",
"""3504751000006114""",UNKNOWN,true,"""Induced psychosis""	""other psychosis""",
"""3504791000006115""",UNKNOWN,true,"""Induced paranoid disorder""	""other psychosis""",
"""3527411000006119""",UNKNOWN,true,"""Paranoid schizophrenia, in remission""	""schizophrenia""",
"""3527771000006116""",UNKNOWN,true,"""Bouffée délirante""	""other psychosis""",
"""3549101000006116""",UNKNOWN,true,"""Delusional perception""	""other psychosis""",
"""3555731000006114""",UNKNOWN,true,"""Paraphrenic schizophrenia""	""schizophrenia""",
"""3595611000006115""",UNKNOWN,true,"""Delusional conclusion""	""other psychosis""",
"""3615761000006116""",UNKNOWN,true,"""Manic bipolar I disorder""	""bipolar""",
"""3627341000006115""",UNKNOWN,true,"""Psychosis""	""other psychosis""",
"""3656651000006111""",UNKNOWN,true,"""Chronic residual schizophrenia""	""schizophrenia""",
"""3760411000006111""",UNKNOWN,true,"""Jealous delusion disorder""	""other psychosis""",
"""3788101000006118""",UNKNOWN,true,"""Chronic undifferentiated schizophrenia with acute exacerbations""	""schizophrenia""",
"""3846961000006111""",UNKNOWN,true,"""Bizarre delusion""	""other psychosis""",
"""3854401000006113""",UNKNOWN,true,"""Bipolar 2 disorder""	""bipolar""",
"""3862661000006112""",UNKNOWN,true,"""Chronic schizophrenia""	""schizophrenia""",
"""3886291000006119""",UNKNOWN,true,"""Bipolar disorder, in remission""	""bipolar""",
"""3895621000006112""",UNKNOWN,true,"""Subchronic undifferentiated schizophrenia""	""schizophrenia""",
"""3946141000006118""",UNKNOWN,true,"""Schizophreniform disorder""	""other psychosis""",
"""3956691000006118""",UNKNOWN,true,"""Persecutory delusion disorder""	""other psychosis""",
"""3959871000006110""",UNKNOWN,true,"""Delusion of parasitosis""	""other psychosis""",
"""4082931000006110""",UNKNOWN,true,"""Schizophrenic reaction""	""other psychosis""",
"""4196201000006119""",UNKNOWN,true,"""Mixed bipolar I disorder in full remission""	""bipolar""",
"""4539931000006112""",UNKNOWN,true,"""History of schizophrenia""	""schizophrenia""",
"""4763641000006116""",UNKNOWN,true,"""Acute exacerbation of chronic disorganised schizophrenia""	""schizophrenia""",
"""4763791000006118""",UNKNOWN,true,"""Chronic paranoid schizophrenia with acute exacerbation""	""schizophrenia""",
"""4763891000006112""",UNKNOWN,true,"""Subchronic schizoaffective schizophrenia""	""other psychosis""",
"""4763911000006114""",UNKNOWN,true,"""Acute exacerbation of subchronic schizoaffective schizophrenia""	""other psychosis""",
"""4763921000006118""",UNKNOWN,true,"""Acute exacerbation of chronic schizoaffective schizophrenia""	""other psychosis""",
"""4764391000006115""",UNKNOWN,true,"""Paranoia""	""other psychosis""",
"""4767311000006117""",UNKNOWN,true,"""Bipolar affective disorder, current episode mixed""	""bipolar""",
"""4941461000006118""",UNKNOWN,true,"""Paranoid delusion""	""other psychosis""",
"""5023391000006116""",UNKNOWN,true,"""Reactive psychosis""	""other psychosis""",
"""5023901000006110""",UNKNOWN,true,"""Post-schizophrenic depression""	""schizophrenia""",
"""5023961000006111""",UNKNOWN,true,"""Manic""	""bipolar""",
"""5128631000006110""",UNKNOWN,true,"""Cutaneous monosymptomatic delusional psychosis""	""other psychosis""",
"""5128641000006117""",UNKNOWN,true,"""Delusions of parasitosis""	""other psychosis""",
"""5128651000006115""",UNKNOWN,true,"""Delusions of infestation""	""other psychosis""",
"""5128661000006118""",UNKNOWN,true,"""Delusion of foul odour""	""other psychosis""",
"""5128691000006114""",UNKNOWN,true,"""Delusional hyperhidrosis""	""other psychosis""",
"""5247171000006117""",UNKNOWN,true,"""Delusion of grandiose ability""	""other psychosis""",
"""5247181000006119""",UNKNOWN,true,"""Delusion of grandiose identity""	""other psychosis""",
"""5247201000006118""",UNKNOWN,true,"""Religious delusion""	""other psychosis""",
"""5247211000006115""",UNKNOWN,true,"""Delusional mood""	""other psychosis""",
"""5247231000006114""",UNKNOWN,true,"""Delusion associated with smell""	""other psychosis""",
"""5247261000006117""",UNKNOWN,true,"""Delusion of depersonalisation""	""other psychosis""",
"""5247281000006110""",UNKNOWN,true,"""Nihilistic delusion""	""other psychosis""",
"""5247401000006117""",UNKNOWN,true,"""Hypochondriacal delusion""	""other psychosis""",
"""5247421000006110""",UNKNOWN,true,"""Delusion of replacement of will by external force""	""other psychosis""",
"""5248961000006113""",UNKNOWN,true,"""Schizophrenic prodrome""	""other psychosis""",
"""5435901000006117""",UNKNOWN,true,"""Bipolar""	""bipolar""",
"""5517971000006118""",UNKNOWN,true,"""Mixed schizophrenic and affective psychosis""	""other psychosis""",
"""5568191000006118""",UNKNOWN,true,"""Acute polymorphic psychotic disorder""	""other psychosis""",
"""5582571000006113""",UNKNOWN,true,"""Primary delusions""	""other psychosis""",
"""5582581000006111""",UNKNOWN,true,"""Delusional memories""	""other psychosis""",
"""5614121000006115""",UNKNOWN,true,"""Involutional paranoid state""	""other psychosis""",
"""5614141000006110""",UNKNOWN,true,"""Delusional dysmorphophobia""	""other psychosis""",
"""5624451000006114""",UNKNOWN,true,"""Psychotic symptom finding""	""other psychosis""",
"""5645621000006116""",UNKNOWN,true,"""De Clerambault's syndrome""	""other psychosis""",
"""5649431000006118""",UNKNOWN,true,"""Hypomanic mood""	""bipolar""",
"""5688901000006116""",UNKNOWN,true,"""Hypomanic behaviour""	""bipolar""",
"""5688911000006118""",UNKNOWN,true,"""Hypomanic behavior""	""bipolar""",
"""5688921000006114""",UNKNOWN,true,"""Manic behaviour""	""bipolar""",
"""5688931000006112""",UNKNOWN,true,"""Manic behavior""	""bipolar""",
"""5699381000006117""",UNKNOWN,true,"""Delusion of unworthiness""	""other psychosis""",
"""5718641000006117""",UNKNOWN,true,"""Level of psychoticism""	""other psychosis""",
"""5933701000006116""",UNKNOWN,true,"""Profile of mood states, bipolar""	""bipolar""",
"""5934531000006116""",UNKNOWN,true,"""Delusional transference""	""other psychosis""",
"""6357571000006119""",UNKNOWN,true,"""Bipolar 1 disorder""	""bipolar""",
"""6890801000006117""",UNKNOWN,true,"""Late onset schizophrenia""	""schizophrenia""",
"""7018741000006112""",UNKNOWN,true,"""Delusion of pregnancy""	""other psychosis""",
"""7515091000006113""",UNKNOWN,true,"""Delusional disorder in remission""	""other psychosis""",
"""7696261000006113""",UNKNOWN,true,"""Acute polymorphic psychotic disorder with symptoms of schizophrenia""	""other psychosis""",
"""7849081000006116""",UNKNOWN,true,"""Bipolar type I disorder currently in full remission""	""bipolar""",
"""7860771000006118""",UNKNOWN,true,"""Positive symptoms with primary psychotic disorder""	""other psychosis""",
"""7860791000006117""",UNKNOWN,true,"""Negative symptoms with primary psychotic disorder""	""other psychosis""",
"""7860831000006112""",UNKNOWN,true,"""Manic symptoms with primary psychotic disorder""	""other psychosis""",
"""8041781000006111""",UNKNOWN,true,"""Rapid cycling bipolar I disorder""	""bipolar""",
"""8110251000006118""",UNKNOWN,true,"""Interpretation of delusions""	""other psychosis""",
"""8232521000006119""",UNKNOWN,true,"""Paranoid state in remission""	""other psychosis""",
"""8232541000006114""",UNKNOWN,true,"""Non-organic psychosis in remission""	""other psychosis""",
"""8235161000006110""",UNKNOWN,true,"""Mixed bipolar affective disorder, in partial remission""	""bipolar""",
"""8237821000006118""",UNKNOWN,true,"""Recurrent manic episodes, in remission""	""bipolar""",
"""8237871000006117""",UNKNOWN,true,"""Single manic episode in remission""	""bipolar""",
"""9326201000006116""",UNKNOWN,true,"""Psychosis in pregnancy""	""other psychosis""",
"""12059201000006117""",UNKNOWN,true,"""Bipolar disorder, most recent episode depression""	""bipolar""",
"""12059211000006119""",UNKNOWN,true,"""Bipolar disorder, most recent episode manic""	""bipolar""",
"""12059221000006110""",UNKNOWN,true,"""Bipolar affective disorder, most recent episode mixed""	""bipolar""",
"""12059241000006115""",UNKNOWN,true,"""Bipolar I disorder, most recent episode manic""	""bipolar""",
"""12480451000006112""",UNKNOWN,true,"""[X]Schizophrenia, schizotypal and delusional disorders""	""other psychosis""",
"""12736721000006110""",UNKNOWN,true,"""FEP - first episode psychosis""	""other psychosis""",
"""13911951000006118""",UNKNOWN,true,"""Rapid cycling bipolar II disorder""	""bipolar""",
"""14472391000006111""",UNKNOWN,true,"""Acute psychosis""	""other psychosis""",
"""14745451000006113""",UNKNOWN,true,"""Early onset schizophrenia""	""schizophrenia""",
"""14767591000006117""",UNKNOWN,true,"""Delusion of emitting foul body odour""	""other psychosis""",
"""14795681000006111""",UNKNOWN,true,"""Psychotic disorder with insight present""	""other psychosis""",
"""138421012""",UNKNOWN,true,"""agitated depression""	""depression""",
"""251629019""",UNKNOWN,true,"""h/o: depression""	""depression""",
"""253619019""",UNKNOWN,true,"""o/e - depressed""	""depression""",
"""294824018""",UNKNOWN,true,"""single major depressive episode, unspecified""	""depression""",
"""294826016""",UNKNOWN,true,"""moderate major depression, single episode""	""depression""",
"""294828015""",UNKNOWN,true,"""single major depressive episode, severe, with psychosis""	""depression""",
"""294831019""",UNKNOWN,true,"""single episode of major depression in full remission""	""depression""",
"""294832014""",UNKNOWN,true,"""single major depressive episode nos""	""depression""",
"""294836012""",UNKNOWN,true,"""recurrent major depressive episodes, unspecified""	""depression""",
"""294837015""",UNKNOWN,true,"""recurrent major depressive episodes, mild""	""depression""",
"""294838013""",UNKNOWN,true,"""recurrent major depressive episodes, moderate""	""depression""",
"""294840015""",UNKNOWN,true,"""recurrent major depressive episodes, severe, with psychosis""	""depression""",
"""294843018""",UNKNOWN,true,"""recurrent major depression in full remission""	""depression""",
"""294844012""",UNKNOWN,true,"""recurrent depression""	""depression""",
"""294845013""",UNKNOWN,true,"""recurrent major depressive episode nos""	""depression""",
"""294894013""",UNKNOWN,true,"""atypical depressive disorder""	""depression""",
"""294917018""",UNKNOWN,true,"""reactive depressive psychosis""	""depression""",
"""294918011""",UNKNOWN,true,"""psychotic reactive depression""	""depression""",
"""295494011""",UNKNOWN,true,"""brief depressive reaction nos""	""depression""",
"""295535012""",UNKNOWN,true,"""depressive disorder""	""depression""",
"""295537016""",UNKNOWN,true,"""chronic depression""	""depression""",
"""296138013""",UNKNOWN,true,"""[x]moderate depressive episode""	""depression""",
"""296180012""",UNKNOWN,true,"""[x]recurrent depressive disorder, current episode mild""	""depression""",
"""296181011""",UNKNOWN,true,"""[x]recurrent depressive disorder, current episode moderate""	""depression""",
"""296198011""",UNKNOWN,true,"""[x]recurrent depressive disorder, currently in remission""	""depression""",
"""296199015""",UNKNOWN,true,"""[x]other recurrent depressive disorders""	""depression""",
"""296207019""",UNKNOWN,true,"""[x]other persistent mood affective disorders""	""depression""",
"""296208012""",UNKNOWN,true,"""[x]persistent mood affective disorder, unspecified""	""depression""",
"""296209016""",UNKNOWN,true,"""[x]other mood affective disorders""	""depression""",
"""296218019""",UNKNOWN,true,"""[x]other specified mood affective disorders""	""depression""",
"""346972018""",UNKNOWN,true,"""endogenous depression first episode""	""depression""",
"""346973011""",UNKNOWN,true,"""masked depression""	""depression""",
"""401766011""",UNKNOWN,true,"""major depression, single episode""	""depression""",
"""401866015""",UNKNOWN,true,"""[x]severe depressive episode without psychotic symptoms""	""depression""",
"""401869010""",UNKNOWN,true,"""[x]severe depressive episode with psychotic symptoms""	""depression""",
"""401871010""",UNKNOWN,true,"""[x]other depressive episodes""	""depression""",
"""401872015""",UNKNOWN,true,"""[x]depressive episode, unspecified""	""depression""",
"""401873013""",UNKNOWN,true,"""[x]recurrent depressive disorder""	""depression""",
"""401876017""",UNKNOWN,true,"""[x]recurrent depressive disorder, unspecified""	""depression""",
"""401877014""",UNKNOWN,true,"""[x]other single mood affective disorders""	""depression""",
"""401878016""",UNKNOWN,true,"""[x]other recurrent mood affective disorders""	""depression""",
"""401879012""",UNKNOWN,true,"""[x]unspecified mood affective disorder""	""depression""",
"""407062014""",UNKNOWN,true,"""c/o - feeling depressed""	""depression""",
"""410861011""",UNKNOWN,true,"""endogenous depression - recurrent""	""depression""",
"""441826016""",UNKNOWN,true,"""endogenous depression""	""depression""",
"""460274011""",UNKNOWN,true,"""history of affective disorder""	""depression""",
"""1488626018""",UNKNOWN,true,"""symptoms of depression""	""depression""",
"""1494612017""",UNKNOWN,true,"""depressive symptoms""	""depression""",
"""1773563015""",UNKNOWN,true,"""depression management programme""	""depression""",
"""2164005017""",UNKNOWN,true,"""depressed mood""	""depression""",
"""2164006016""",UNKNOWN,true,"""depressed""	""depression""",
"""2474715017""",UNKNOWN,true,"""on depression register""	""depression""",
"""2533375017""",UNKNOWN,true,"""patient given advice about management of depression""	""depression""",
"""2534091015""",UNKNOWN,true,"""depression interim review""	""depression""",
"""2534092010""",UNKNOWN,true,"""depression medication review""	""depression""",
"""2534096013""",UNKNOWN,true,"""depression annual review""	""depression""",
"""142521000006110""",UNKNOWN,true,"""major depression single episode, in partial remission""	""depression""",
"""142541000006115""",UNKNOWN,true,"""severe major depression, single episode""	""depression""",
"""182721000006111""",UNKNOWN,true,"""recurrent major depressive episodes""	""depression""",
"""182771000006112""",UNKNOWN,true,"""recurrent major depressive episodes, severe""	""depression""",
"""182801000006114""",UNKNOWN,true,"""recurrent major depressive episodes,partial/unspec remission""	""depression""",
"""202561000006114""",UNKNOWN,true,"""prolonged depressive adjustment reaction""	""depression""",
"""223741000000112""",UNKNOWN,true,"""severe depression""	""depression""",
"""226411000000110""",UNKNOWN,true,"""depression enhanced services administration""	""depression""",
"""226581000000119""",UNKNOWN,true,"""depression enhanced service completed""	""depression""",
"""294081000000110""",UNKNOWN,true,"""exception reporting - depression quality indicators""	""depression""",
"""294621000000118""",UNKNOWN,true,"""depression resolved""	""depression""",
"""300711000000119""",UNKNOWN,true,"""referral for guided self-help for depression""	""depression""",
"""359121000006116""",UNKNOWN,true,"""reactive depression""	""depression""",
"""366561000006119""",UNKNOWN,true,"""[x]atypical depression""	""depression""",
"""376691000006116""",UNKNOWN,true,"""depression""	""depression""",
"""376711000006118""",UNKNOWN,true,"""[x]depressive disorder nos""	""depression""",
"""376721000006114""",UNKNOWN,true,"""depressive episode""	""depression""",
"""376741000006119""",UNKNOWN,true,"""[x]depressive neurosis""	""depression""",
"""379771000006116""",UNKNOWN,true,"""[x]endogenous depression with psychotic symptoms""	""depression""",
"""379781000006118""",UNKNOWN,true,"""[x]endogenous depression without psychotic symptoms""	""depression""",
"""396081000006116""",UNKNOWN,true,"""[x]major depression, recurrent without psychotic symptoms""	""depression""",
"""398561000006117""",UNKNOWN,true,"""[x]mixed anxiety and depressive disorder""	""depression""",
"""398841000006119""",UNKNOWN,true,"""[x]monopolar depression nos""	""depression""",
"""398851000006117""",UNKNOWN,true,"""affective disorder""	""depression""",
"""399961000006118""",UNKNOWN,true,"""depressive neurosis""	""depression""",
"""406881000000111""",UNKNOWN,true,"""depression monitoring administration""	""depression""",
"""408521000000112""",UNKNOWN,true,"""depression monitoring first letter""	""depression""",
"""408561000000116""",UNKNOWN,true,"""depression monitoring third letter""	""depression""",
"""408581000000113""",UNKNOWN,true,"""depression monitoring verbal invitation""	""depression""",
"""408601000000116""",UNKNOWN,true,"""depression monitoring telephone invitation""	""depression""",
"""419841000006116""",UNKNOWN,true,"""[x]persistant anxiety depression""	""depression""",
"""423611000006111""",UNKNOWN,true,"""[x]prolonged single episode of reactive depression""	""depression""",
