code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""group""",
"""19439""",UNKNOWN,true,"""depression resolved""	""depression""",
"""12122""",UNKNOWN,true,"""depression medication review""	""depression""",
"""56273""",UNKNOWN,true,"""recurrent major depressive episodes,partial/unspec remission""	""depression""",
"""9796""",UNKNOWN,true,"""symptoms of depression""	""depression""",
"""15155""",UNKNOWN,true,"""single major depressive episode, moderate""	""depression""",
"""16632""",UNKNOWN,true,"""prolonged depressive reaction""	""depression""",
"""6932""",UNKNOWN,true,"""endogenous depression - recurrent""	""depression""",
"""47731""",UNKNOWN,true,"""[x]other recurrent depressive disorders""	""depression""",
"""71009""",UNKNOWN,true,"""depression monitoring first letter""	""depression""",
"""32941""",UNKNOWN,true,"""[x]recurr severe episodes/major depression+psychotic symptom""	""depression""",
"""37764""",UNKNOWN,true,"""[x]recurrent severe episodes/reactive depressive psychosis""	""depression""",
"""16861""",UNKNOWN,true,"""[x]recurrent severe episodes of psychotic depression""	""depression""",
"""31757""",UNKNOWN,true,"""[x]recurr severe episodes/psychogenic depressive psychosis""	""depression""",
"""4824""",UNKNOWN,true,"""c/o - feeling depressed""	""depression""",
"""65435""",UNKNOWN,true,"""depression - enhanced service completed""	""depression""",
"""29579""",UNKNOWN,true,"""[x]other specified mood affective disorders""	""depression""",
"""88644""",UNKNOWN,true,"""depression monitoring verbal invite""	""depression""",
"""39767""",UNKNOWN,true,"""[x]persistent mood affective disorder, unspecified""	""depression""",
"""43239""",UNKNOWN,true,"""excepted from depression quality indicators: informed dissen""	""depression""",
"""14709""",UNKNOWN,true,"""recurrent major depressive episodes, moderate""	""depression""",
"""9183""",UNKNOWN,true,"""masked depression""	""depression""",
"""24117""",UNKNOWN,true,"""[x]single episode of major depression and psychotic symptoms""	""depression""",
"""52678""",UNKNOWN,true,"""[x]single episode of psychogenic depressive psychosis""	""depression""",
"""6950""",UNKNOWN,true,"""endogenous depression first episode""	""depression""",
"""6546""",UNKNOWN,true,"""endogenous depression first episode""	""depression""",
"""5879""",UNKNOWN,true,"""agitated depression""	""depression""",
"""595""",UNKNOWN,true,"""endogenous depression""	""depression""",
"""10438""",UNKNOWN,true,"""depressive symptoms""	""depression""",
"""5726""",UNKNOWN,true,"""[x]mood - affective disorders""	""depression""",
"""12399""",UNKNOWN,true,"""depression annual review""	""depression""",
"""1055""",UNKNOWN,true,"""agitated depression""	""depression""",
"""15099""",UNKNOWN,true,"""recurrent major depressive episode""	""depression""",
"""36616""",UNKNOWN,true,"""[x]monopolar depression nos""	""depression""",
"""3291""",UNKNOWN,true,"""[x]depressive disorder nos""	""depression""",
"""15117""",UNKNOWN,true,"""[v]personal history of affective disorder""	""depression""",
"""36246""",UNKNOWN,true,"""brief depressive reaction nos""	""depression""",
"""4639""",UNKNOWN,true,"""[x]depressive episode""	""depression""",
"""42857""",UNKNOWN,true,"""[x]persistent mood affective disorders""	""depression""",
"""8478""",UNKNOWN,true,"""reactive depressive psychosis""	""depression""",
"""50998""",UNKNOWN,true,"""[x]other single mood affective disorders""	""depression""",
"""25697""",UNKNOWN,true,"""recurrent major depressive episodes, severe, no psychosis""	""depression""",
"""19696""",UNKNOWN,true,"""[x]recurrent episodes of psychogenic depression""	""depression""",
"""8902""",UNKNOWN,true,"""[x]recurrent episodes of reactive depression""	""depression""",
"""8851""",UNKNOWN,true,"""[x]recurrent episodes of depressive reaction""	""depression""",
"""32159""",UNKNOWN,true,"""single major depressive episode, severe, with psychosis""	""depression""",
"""655""",UNKNOWN,true,"""anxiety with depression""	""depression""",
"""23731""",UNKNOWN,true,"""[x]endogenous depression with psychotic symptoms""	""depression""",
"""101153""",UNKNOWN,true,"""[x]recurr major depr ep, severe with psych, psych in remiss""	""depression""",
"""30583""",UNKNOWN,true,"""depression - enhanced services administration""	""depression""",
"""12099""",UNKNOWN,true,"""[x]severe depressive episode with psychotic symptoms""	""depression""",
"""29921""",UNKNOWN,true,"""[x]other recurrent mood affective disorders""	""depression""",
"""4323""",UNKNOWN,true,"""chronic depression""	""depression""",
"""37090""",UNKNOWN,true,"""[x]unspecified mood affective disorder""	""depression""",
"""43324""",UNKNOWN,true,"""single major depressive episode, partial or unspec remission""	""depression""",
"""35671""",UNKNOWN,true,"""recurrent major depressive episodes, unspecified""	""depression""",
"""10610""",UNKNOWN,true,"""single major depressive episode""	""depression""",
"""25563""",UNKNOWN,true,"""recurrent major depressive episode nos""	""depression""",
"""101054""",UNKNOWN,true,"""[x]single major depr ep, severe with psych, psych in remiss""	""depression""",
"""28863""",UNKNOWN,true,"""[x]single episode of reactive depressive psychosis""	""depression""",
"""29784""",UNKNOWN,true,"""[x]recurrent depressive disorder, current episode mild""	""depression""",
"""10015""",UNKNOWN,true,"""depressed mood""	""depression""",
"""9055""",UNKNOWN,true,"""[x]single episode of depressive reaction""	""depression""",
"""7604""",UNKNOWN,true,"""[x]single episode of reactive depression""	""depression""",
"""18510""",UNKNOWN,true,"""[x]single episode of psychogenic depression""	""depression""",
"""17770""",UNKNOWN,true,"""psychotic reactive depression""	""depression""",
"""56609""",UNKNOWN,true,"""[x]single episode of masked depression nos""	""depression""",
"""10720""",UNKNOWN,true,"""[x]atypical depression""	""depression""",
"""5987""",UNKNOWN,true,"""[x] reactive depression nos""	""depression""",
"""28248""",UNKNOWN,true,"""[x]prolonged single episode of reactive depression""	""depression""",
"""48970""",UNKNOWN,true,"""exception reporting: depression quality indicators""	""depression""",
"""3292""",UNKNOWN,true,"""[x]recurrent depressive disorder""	""depression""",
"""2970""",UNKNOWN,true,"""[x]depressive episode, unspecified""	""depression""",
"""85852""",UNKNOWN,true,"""depression monitoring telephone invite""	""depression""",
"""9667""",UNKNOWN,true,"""[x]severe depressive episode without psychotic symptoms""	""depression""",
"""91105""",UNKNOWN,true,"""depression monitoring third letter""	""depression""",
"""6482""",UNKNOWN,true,"""recurrent depression""	""depression""",
"""55384""",UNKNOWN,true,"""recurrent major depressive episodes, in full remission""	""depression""",
"""19054""",UNKNOWN,true,"""[x]recurrent brief depressive episodes""	""depression""",
"""22806""",UNKNOWN,true,"""[x]single episode major depression w'out psychotic symptoms""	""depression""",
"""73991""",UNKNOWN,true,"""[x]vital depression, recurrent without psychotic symptoms""	""depression""",
"""11252""",UNKNOWN,true,"""[x]major depression, recurrent without psychotic symptoms""	""depression""",
"""1908""",UNKNOWN,true,"""o/e - depressed""	""depression""",
"""29520""",UNKNOWN,true,"""[x]recurrent depressive disorder, current episode moderate""	""depression""",
"""44848""",UNKNOWN,true,"""depression management programme""	""depression""",
"""57409""",UNKNOWN,true,"""single major depressive episode, in full remission""	""depression""",
"""29342""",UNKNOWN,true,"""recurrent major depressive episodes, mild""	""depression""",
"""98417""",UNKNOWN,true,"""[x]major depression, severe with psychotic symptoms""	""depression""",
"""6854""",UNKNOWN,true,"""[x]other depressive episodes""	""depression""",
"""9211""",UNKNOWN,true,"""[x]moderate depressive episode""	""depression""",
"""50243""",UNKNOWN,true,"""[x]other persistent mood affective disorders""	""depression""",
"""24112""",UNKNOWN,true,"""[x]single episode of psychotic depression""	""depression""",
"""1533""",UNKNOWN,true,"""brief depressive reaction""	""depression""",
"""11329""",UNKNOWN,true,"""[x]endogenous depression without psychotic symptoms""	""depression""",
"""41989""",UNKNOWN,true,"""[x]single episode agitated depressn w'out psychotic symptoms""	""depression""",
"""59386""",UNKNOWN,true,"""[x]single episode vital depression w'out psychotic symptoms""	""depression""",
"""11913""",UNKNOWN,true,"""[x]mixed anxiety and depressive disorder""	""depression""",
"""28970""",UNKNOWN,true,"""excepted from depression quality indicators: patient unsuita""	""depression""",
