code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""anticoagulants""",
"""14891""",UNKNOWN,true,"26753	""Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""85637""",UNKNOWN,true,"0	""Heparin sodium 10,000units/10ml solution for injection ampoules (A A H Pharmaceuticals Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""34691""",UNKNOWN,true,"12	""Warfarin 5mg Tablet (Regent Laboratories Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""53752""",UNKNOWN,true,"2	""Warfarin 1mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""16061""",UNKNOWN,true,"812	""Innohep 3,500units/0.35ml solution for injection pre-filled syringes (LEO Pharma)""	""Tinzaparin""	""10000unit/1ml""	""Solution for injection""	""Intravenous/Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""52004""",UNKNOWN,true,"5	""Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Waymade Healthcare Plc)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""58787""",UNKNOWN,true,"1	""Warfarin 5mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""55490""",UNKNOWN,true,"8	""Heparin sodium 10,000 iu/ml Injection""	""Heparin""	""10,000 iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""63146""",UNKNOWN,true,"44	""Heparin sodium 20,000units/20ml solution for injection ampoules""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""73726""",UNKNOWN,true,"1	""Warfarin 3mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""7199""",UNKNOWN,true,"49895	""Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""34526""",UNKNOWN,true,"70	""Warfarin 3mg tablets (Viatris UK Healthcare Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""13503""",UNKNOWN,true,"7889	""Phenindione 50mg tablets""	""Phenindione""	""50mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Phenindione""",
"""15006""",UNKNOWN,true,"820	""Sinthrome 4mg Tablet (Alliance Pharmaceuticals Ltd)""	""Acenocoumarol""	""4mg""	""Tablet""	""Oral""	""Oral Anticoagulants""	""Acenocoumarol""",
"""12681""",UNKNOWN,true,"186	""Heparin calcium 25,000iu/ml Injection""	""Heparin""	""25,000iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""84695""",UNKNOWN,true,"13	""Heparin sodium 20,000units/20ml solution for injection ampoules (LEO Pharma)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""64559""",UNKNOWN,true,"0	""Heparin sodium 1,000units/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""82342""",UNKNOWN,true,"0	""Warfarin 3mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""86921""",UNKNOWN,true,"0	""Heparin sodium 25,000units/5ml solution for injection vials (LEO Pharma)""	""Heparin""	""5000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""64969""",UNKNOWN,true,"0	""Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sigma Pharmaceuticals Plc)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""6478""",UNKNOWN,true,"9510	""Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""9610""",UNKNOWN,true,"2197	""Tinzaparin 20000 iu/ml Injection""	""Tinzaparin""	""20000 iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""14110""",UNKNOWN,true,"13283	""Tinzaparin sodium 10,000units/0.5ml solution for injection pre-filled syringes""	""Tinzaparin""	""20000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""17664""",UNKNOWN,true,"12594	""Clexane 60mg/0.6ml solution for injection pre-filled syringes (Sanofi)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""73853""",UNKNOWN,true,"173	""Arovi 60mg/0.6ml solution for injection pre-filled syringes (ROVI Biotech Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""14138""",UNKNOWN,true,"11260	""Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""77268""",UNKNOWN,true,"28	""Warfarin 5mg Tablet (C P Pharmaceuticals Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""44491""",UNKNOWN,true,"0	""Heparin sodium 125,000units/5ml solution for injection vials""	""Heparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Unknown""	""Heparin""",
"""81754""",UNKNOWN,true,"0	""Warfarin 1mg Tablet (Forley Generics Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""13716""",UNKNOWN,true,"56	""Heparin sodium 25,000iu/ml Injection""	""Heparin""	""25,000iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""39503""",UNKNOWN,true,"3362	""Dabigatran etexilate 75mg capsules""	""Dabigatran etexilate""	""75mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""62902""",UNKNOWN,true,"3170	""Tinzaparin sodium 16,000units/0.8ml solution for injection pre-filled syringes""	""Tinzaparin""	""20000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""53745""",UNKNOWN,true,"88	""Warfarin 3mg tablets (Bristol Laboratories Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""18732""",UNKNOWN,true,"77	""Innohep 3500 iu/0.3ml Sterile solution (LEO Pharma)""	""Tinzaparin""	""3500 iu/0.3ml""	""Sterile Solution""	NA	""Parenteral Anticoagulants""	""Tinzaparin""",
