code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""bnftext""	""Psychotropic""	""group""",
"""13601""",UNKNOWN,true,"""Lithium citrate 564mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium""	""564mg""	""Unknown""	""Lithium""	""Mood Stabilisers""",
"""88759""",UNKNOWN,true,"""Mirtazapine 15mg tablets (Medihealth (Northern) Ltd)""	""Oral tablet""	""Oral""	""Mirtazapine""	""15mg""	""Other Antidepressants""	""Mirtazapine""	""Antidepressants""",
"""81784""",UNKNOWN,true,"""Haloperidol 500microgram tablets (Crescent Pharma Ltd)""	""Oral tablet""	""Oral""	""Haloperidol""	""500microgram""	""First-Generation Antipsychotic Drugs""	""Haloperidol""	""Antipsychotics""",
"""40764""",UNKNOWN,true,"""ViePax 37.5mg tablets (Dexcel-Pharma Ltd)""	""Oral tablet""	""Oral""	""Venlafaxine""	""37.5mg""	""Other Antidepressants""	""Venlafaxine""	""Antidepressants""",
"""44326""",UNKNOWN,true,"""Seroquel XL 150mg tablets (Luye Pharma Ltd)""	""Modified-release tablet""	""Oral""	""Quetiapine""	""150mg""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""10780""",UNKNOWN,true,"""Promazine 50mg/5ml oral solution""	""Suspension""	""Oral""	""Promazine""	""50mg/5ml""	""Antipsychotic Products""	""Promazine""	""Antipsychotics""",
"""24134""",UNKNOWN,true,"""Amitriptyline 25mg tablets (Kent Pharma (UK) Ltd)""	""Oral tablet""	""Oral""	""Amitriptyline""	""25mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""7920""",UNKNOWN,true,"""DOTHIEPIN HCl 75 MG MIX""	NA	NA	""Dosulepin""	NA	""Unknown""	""Dosulepin""	""Antidepressants""",
"""43235""",UNKNOWN,true,"""Mirtazapine 45mg orodispersible tablets (A A H Pharmaceuticals Ltd)""	""Orodispersible tablet""	""Oral""	""Mirtazapine""	""45mg""	""Other Antidepressants""	""Mirtazapine""	""Antidepressants""",
"""11531""",UNKNOWN,true,"""Trifluoperazine 5mg/5ml oral solution sugar free""	""Oral solution""	""Oral""	""Trifluoperazine""	""1mg/1ml""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Trifluoperazine""	""Antipsychotics""",
"""84344""",UNKNOWN,true,"""Amitriptyline 10mg tablets (Bristol Laboratories Ltd)""	""Oral tablet""	""Oral""	""Amitriptyline""	""10mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""38912""",UNKNOWN,true,"""Quetiapine 200mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Quetiapine""	""200mg""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""14356""",UNKNOWN,true,"""Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi)""	""Solution for injection""	""Intramuscular""	""Prochlorperazine""	""12.5mg/1ml""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Prochlorperazine""	""Antipsychotics""",
"""46435""",UNKNOWN,true,"""Xeplion 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)""	""Prolonged-release suspension for injection""	""Intramuscular""	""Paliperidone""	""100mg/1ml""	""Antipsychotic Depot Injections""	""Paliperidone""	""Antipsychotics""",
"""40932""",UNKNOWN,true,"""Quetiapine 100mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Quetiapine""	""20mg/1ml""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""53161""",UNKNOWN,true,"""Clomipramine 50mg/5ml oral solution""	""Oral solution""	""Oral""	""Clomipramine""	""10mg/1ml""	""Tricyclic And Related Antidepressants""	""Clomipramine""	""Antidepressants""",
"""7443""",UNKNOWN,true,"""DOTHIEPIN 25 MG SYR""	""Solution for injection""	""Intramuscular""	""Dosulepin""	NA	""Unknown""	""Dosulepin""	""Antidepressants""",
"""60568""",UNKNOWN,true,"""Citalopram 20mg tablets (Waymade Healthcare Plc)""	""Oral tablet""	""Oral""	""Citalopram""	""20mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Citalopram""	""Antidepressants""",
"""80573""",UNKNOWN,true,"""Lamotrigine 100mg dispersible tablets sugar free (Viatris UK Healthcare Ltd)""	""Dispersible tablet""	""Oral""	""Lamotrigine""	""100mg""	""Products Used In Psychoses And Related Disorders/Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""85975""",UNKNOWN,true,"""Venlafaxine 150mg modified-release tablets (Dexcel-Pharma Ltd)""	""Modified-release tablet""	""Oral""	""Venlafaxine""	""150mg""	""Other Antidepressants""	""Venlafaxine""	""Antidepressants""",
"""75360""",UNKNOWN,true,"""Lithium chloride 1.5mmol/10ml solution for injection ampoules""	""Solution for injection""	""Intravenous""	""Lithium""	"".15mmol/1ml""	""Cardiac Stress Test""	""Lithium""	""Mood Stabilisers""",
"""84145""",UNKNOWN,true,"""Sodium valproate 500mg/5ml oral solution""	""Oral solution""	""Oral""	""Valproate""	""100mg/1ml""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""67633""",UNKNOWN,true,"""Lamotrigine 25mg dispersible tablets sugar free (PLIVA Pharma Ltd)""	""Dispersible tablet""	""Oral""	""Lamotrigine""	""25mg""	""Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""53501""",UNKNOWN,true,"""Epilim Chrono 500 tablets (Lexon (UK) Ltd)""	""Modified-release tablet""	""Oral""	""Valproate""	""500mg""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""59193""",UNKNOWN,true,"""Citalopram 10mg tablets (Sun Pharma UK Ltd)""	""Oral tablet""	""Oral""	""Citalopram""	""10mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Citalopram""	""Antidepressants""",
"""81095""",UNKNOWN,true,"""Vamin 9 glucose Solution for injection (Fresenius Kabi Ltd)""	""Solution For Injection""	""Intramuscular""	""Tryptophan""	NA	""Intravenous Nutrition""	""Tryptophan""	""Antidepressants""",
"""71059""",UNKNOWN,true,"""Dosulepin 75mg tablets (Sovereign Medical Ltd)""	""Oral tablet""	""Oral""	""Dosulepin""	""75mg""	""Tricyclic And Related Antidepressants""	""Dosulepin""	""Antidepressants""",
"""76477""",UNKNOWN,true,"""Depakote 125mg sprinkle gastro-resistant capsules (Imported (United States))""	""Gastro-resistant capsule""	""Oral""	""Valproate""	""125mg""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""53195""",UNKNOWN,true,"""Epilim Chrono 200 tablets (DE Pharmaceuticals)""	""Modified-release tablet""	""Oral""	""Valproate""	""200mg""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""11445""",UNKNOWN,true,"""Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd)""	""Dispersible tablet""	""Oral""	""Lamotrigine""	""25mg""	""Products Used In Psychoses And Related Disorders/Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""15632""",UNKNOWN,true,"""Dothapax 75 tablets (Ashbourne Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Dosulepin""	""75mg""	""Tricyclic And Related Antidepressants""	""Dosulepin""	""Antidepressants""",
"""40586""",UNKNOWN,true,"""Clozapine 50mg tablets""	""Oral tablet""	""Oral""	""Clozapine""	""50mg""	""Second-Generation Antipsychotic Drugs""	""Clozapine""	""Antipsychotics""",
"""83079""",UNKNOWN,true,"""Amitriptyline 10mg tablets (Medihealth (Northern) Ltd)""	""Oral tablet""	""Oral""	""Amitriptyline""	""10mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""63255""",UNKNOWN,true,"""Risperidone 1mg tablets (Accord-UK Ltd)""	""Oral tablet""	""Oral""	""Risperidone""	""1mg""	""Second-Generation Antipsychotic Drugs""	""Risperidone""	""Antipsychotics""",
"""5611""",UNKNOWN,true,"""Optimax 500mg tablets (Esteve Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Tryptophan""	""500mg""	""Other Antidepressants""	""Tryptophan""	""Antidepressants""",
"""55537""",UNKNOWN,true,"""Seroxat 30mg tablets (Lexon (UK) Ltd)""	""Oral tablet""	""Oral""	""Paroxetine""	""30mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Paroxetine""	""Antidepressants""",
"""41714""",UNKNOWN,true,"""Amisulpride 50mg tablets (Zentiva Pharma UK Ltd)""	""Oral tablet""	""Oral""	""Amisulpride""	""50mg""	""Second-Generation Antipsychotic Drugs""	""Amisulpride""	""Antipsychotics""",
"""27221""",UNKNOWN,true,"""LAMICTAL NON-VALPROATE ADD-ON START PACK TAB 25 mg""	""Tablet""	""Oral""	""Valproate/Lamotrigine""	NA	""Unknown""	""Valproate/Lamotrigine""	""Mood Stabilisers""",
"""29948""",UNKNOWN,true,"""Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd)""	""Oral solution""	""Oral""	""Trifluoperazine""	""1mg/1ml""	""First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products""	""Trifluoperazine""	""Antipsychotics""",
"""89257""",UNKNOWN,true,"""Citalopram 20mg tablets (Crescent Pharma Ltd)""	""Oral tablet""	""Oral""	""Citalopram""	""20mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Citalopram""	""Antidepressants""",
"""7479""",UNKNOWN,true,"""Stelazine 1mg/ml Injection (Goldshield Pharmaceuticals Ltd)""	""Injection""	""Intramuscular""	""Trifluoperazine""	""1mg/ml""	""Antipsychotic Products/-""	""Trifluoperazine""	""Antipsychotics""",
"""9558""",UNKNOWN,true,"""Xepin 5% Cream (Bioglan Laboratories Ltd)""	""Cutaneous cream""	""Cutaneous""	""Doxepin""	""50mg/1gram""	""Topical Local Anaesthetics And Antipruritics""	""Doxepin""	""Antidepressants""",
"""59035""",UNKNOWN,true,"""Venlablue XL 37.5mg capsules (Zentiva Pharma UK Ltd)""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""37.5mg""	""Other Antidepressants""	""Venlafaxine""	""Antidepressants""",
"""18175""",UNKNOWN,true,"""Flupentixol 100mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Flupentixol""	""100mg/1ml""	""Antipsychotic Depot Injections""	""Flupentixol""	""Antipsychotics""",
"""87875""",UNKNOWN,true,"""Sertraline 150mg tablets""	""Oral tablet""	""Oral""	""Sertraline""	""150mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""2093""",UNKNOWN,true,"""Gamanil 70mg tablets (Merck Serono Ltd)""	""Oral tablet""	""Oral""	""Lofepramine""	""70mg""	""Tricyclic And Related Antidepressants""	""Lofepramine""	""Antidepressants""",
"""46705""",UNKNOWN,true,"""Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)""	""Solution for injection""	""Intramuscular""	""Aripiprazole""	""7.5mg/1ml""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""	""Antipsychotics""",
"""59694""",UNKNOWN,true,"""Mirtazapine 30mg orodispersible tablets (Phoenix Healthcare Distribution Ltd)""	""Orodispersible tablet""	""Oral""	""Mirtazapine""	""30mg""	""Other Antidepressants""	""Mirtazapine""	""Antidepressants""",
"""88559""",UNKNOWN,true,"""Venlafaxine 75mg modified-release capsules (Krka UK Ltd)""	""Modified-release capsule""	""Oral""	""Venlafaxine""	""75mg""	""Other Antidepressants""	""Venlafaxine""	""Antidepressants""",
"""47365""",UNKNOWN,true,"""Anquil 250microgram tablets (Neon Healthcare Ltd)""	""Oral tablet""	""Oral""	""Benperidol""	""250microgram""	""First-Generation Antipsychotic Drugs""	""Benperidol""	""Antipsychotics""",
"""61083""",UNKNOWN,true,"""Levomepromazine 25mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)""	""Solution for injection""	""Intravenous/Subcutaneous/Intramuscular""	""Levomepromazine""	""25mg/1ml""	""First-Generation Antipsychotic Drugs""	""Levomepromazine""	""Antipsychotics""",
"""57863""",UNKNOWN,true,"""Lamotrigine 50mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Oral tablet""	""Oral""	""Lamotrigine""	""50mg""	""Products Used In Psychoses And Related Disorders/Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""87786""",UNKNOWN,true,"""Aripiprazole 30mg tablets (Milpharm Ltd)""	""Oral tablet""	""Oral""	""Aripiprazole""	""30mg""	""Second-Generation Antipsychotic Drugs""	""Aripiprazole""	""Antipsychotics""",
"""2617""",UNKNOWN,true,"""Venlafaxine 50mg tablets""	""Oral tablet""	""Oral""	""Venlafaxine""	""50mg""	""Unknown""	""Venlafaxine""	""Antidepressants""",
"""89620""",UNKNOWN,true,"""Quetiapine 100mg tablets (Accord-UK Ltd)""	""Oral tablet""	""Oral""	""Quetiapine""	""100mg""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""55622""",UNKNOWN,true,"""Olanzapine 10mg orodispersible tablets""	""Orodispersible tablet""	""Oral""	""Olanzapine""	""10mg""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""	""Antipsychotics""",
"""34603""",UNKNOWN,true,"""Citalopram 40mg tablets (Viatris UK Healthcare Ltd)""	""Oral tablet""	""Oral""	""Citalopram""	""40mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Citalopram""	""Antidepressants""",
"""37306""",UNKNOWN,true,"""Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines)""	""Oral solution""	""Oral""	""Valproate""	""40mg/1ml""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""41732""",UNKNOWN,true,"""Promazine 50mg tablets (Teva UK Ltd)""	""Oral tablet""	""Oral""	""Promazine""	""50mg""	""First-Generation Antipsychotic Drugs""	""Promazine""	""Antipsychotics""",
"""77229""",UNKNOWN,true,"""Amitriptyline 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)""	""Oral solution""	""Oral""	""Amitriptyline""	""2mg/1ml""	""Unknown""	""Amitriptyline""	""Antidepressants""",
"""85369""",UNKNOWN,true,"""Sertraline 5mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Sertraline""	""1mg/1ml""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""89831""",UNKNOWN,true,"""Contulen 50mg tablets (HFA Healthcare Ltd)""	""Oral tablet""	""Oral""	""Sertraline""	""50mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""32848""",UNKNOWN,true,"""Citalopram 10mg tablets (Actavis UK Ltd)""	""Oral tablet""	""Oral""	""Citalopram""	""10mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Citalopram""	""Antidepressants""",
"""60804""",UNKNOWN,true,"""Lamotrigine 50mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Lamotrigine""	""10mg/1ml""	""Products Used In Psychoses And Related Disorders/Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""36893""",UNKNOWN,true,"""Fluoxetine 20mg/5ml oral solution sugar free""	""Oral solution""	""Oral""	""Fluoxetine""	""4mg/1ml""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Fluoxetine""	""Antidepressants""",
"""7918""",UNKNOWN,true,"""Moditen 2.5mg tablets (Sanofi)""	""Oral tablet""	""Oral""	""Fluphenazine""	""2.5mg""	""Unknown""	""Fluphenazine""	""Antipsychotics""",
"""86466""",UNKNOWN,true,"""Sertraline 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Oral tablet""	""Oral""	""Sertraline""	""100mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""12356""",UNKNOWN,true,"""LARGACTIL 50 MG INJ""	""Solution for injection""	""Intramuscular""	""Chlorpromazine""	NA	""Unknown""	""Chlorpromazine""	""Antipsychotics""",
"""18024""",UNKNOWN,true,"""Zyprexa 5mg tablets (Neon Healthcare Ltd)""	""Oral tablet""	""Oral""	""Olanzapine""	""5mg""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""	""Antipsychotics""",
"""51178""",UNKNOWN,true,"""Quetiapine 50mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Quetiapine""	""10mg/1ml""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""14576""",UNKNOWN,true,"""Zuclopenthixol acetate 50mg/ml oily injection""	""Oily Injection""	""Intramuscular""	""Zuclopenthixol""	""50mg/ml""	""Antipsychotic Products""	""Zuclopenthixol""	""Antipsychotics""",
"""76775""",UNKNOWN,true,"""Olanzapine 2.5mg orodispersible tablets sugar free""	""Orodispersible tablet""	""Oral""	""Olanzapine""	""2.5mg""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""	""Antipsychotics""",
"""77098""",UNKNOWN,true,"""Risperidone 2mg tablets (Dexcel-Pharma Ltd)""	""Oral tablet""	""Oral""	""Risperidone""	""2mg""	""Second-Generation Antipsychotic Drugs""	""Risperidone""	""Antipsychotics""",
"""24152""",UNKNOWN,true,"""Amitriptyline 10mg tablets (Teva UK Ltd)""	""Oral tablet""	""Oral""	""Amitriptyline""	""10mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""51699""",UNKNOWN,true,"""Venlafaxine 37.5mg/5ml oral solution""	""Oral solution""	""Oral""	""Venlafaxine""	""7.5mg/1ml""	""Other Antidepressants""	""Venlafaxine""	""Antidepressants""",
"""73439""",UNKNOWN,true,"""Quetiapine 150mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Quetiapine""	""30mg/1ml""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""12340""",UNKNOWN,true,"""Piportil 50mg/ml Depot injection (JHC Healthcare Ltd)""	""Depot Injection""	""Intramuscular Deep Injection Gluteal Muscle""	""Pipotiazine""	""50mg/ml""	""Antipsychotic Depot Injections""	""Pipotiazine""	""Antipsychotics""",
"""69712""",UNKNOWN,true,"""Amitriptyline 50mg tablets (Sigma Pharmaceuticals Plc)""	""Oral tablet""	""Oral""	""Amitriptyline""	""50mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""5039""",UNKNOWN,true,"""Quetiapine 100mg tablets""	""Oral tablet""	""Oral""	""Quetiapine""	""100mg""	""Second-Generation Antipsychotic Drugs""	""Quetiapine""	""Antipsychotics""",
"""2079""",UNKNOWN,true,"""Lamotrigine 25mg tablets""	""Oral tablet""	""Oral""	""Lamotrigine""	""25mg""	""Products Used In Psychoses And Related Disorders/Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""4195""",UNKNOWN,true,"""Epilim 100mg crushable tablets (Sanofi)""	""Oral tablet""	""Oral""	""Valproate""	""100mg""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""89424""",UNKNOWN,true,"""Amitriptyline 50mg tablets (Waymade Healthcare Plc)""	""Oral tablet""	""Oral""	""Amitriptyline""	""50mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine""	""Amitriptyline""	""Antidepressants""",
"""74819""",UNKNOWN,true,"""Tegretol Prolonged Release 400mg tablets (Lexon (UK) Ltd)""	""Modified-release tablet""	""Oral""	""Carbamazepine""	""400mg""	""Control Of Epilepsy""	""Carbamazepine""	""Mood Stabilisers""",
"""72018""",UNKNOWN,true,"""Carbamazepine 100mg/5ml oral suspension sugar free (Accord-UK Ltd)""	""Oral suspension""	""Oral""	""Carbamazepine""	""20mg/1ml""	""Control Of Epilepsy""	""Carbamazepine""	""Mood Stabilisers""",
"""68544""",UNKNOWN,true,"""Mirtazapine 2mg capsules""	""Oral capsule""	""Oral""	""Mirtazapine""	""2mg""	""Other Antidepressants""	""Mirtazapine""	""Antidepressants""",
"""73668""",UNKNOWN,true,"""Paroxetine 20mg tablets (Almus Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Paroxetine""	""20mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Paroxetine""	""Antidepressants""",
"""20152""",UNKNOWN,true,"""Escitalopram 10mg/ml oral drops sugar free""	""Oral drops""	""Oral""	""Escitalopram""	""10mg/1ml""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Escitalopram""	""Antidepressants""",
"""7833""",UNKNOWN,true,"""Neulactil 2.5mg Tablet (JHC Healthcare Ltd)""	""Oral tablet""	""Oral""	""Pericyazine""	""2.5mg""	""Antipsychotic Products""	""Pericyazine""	""Antipsychotics""",
"""20026""",UNKNOWN,true,"""Domical 25mg Tablet (Berk Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Amitriptyline""	""25mg""	""Tricyclic And Related Antidepressants/Neuropathic Pain""	""Amitriptyline""	""Antidepressants""",
"""12387""",UNKNOWN,true,"""Haloperidol 20mg tablets""	""Oral tablet""	""Oral""	""Haloperidol""	""20mg""	""First-Generation Antipsychotic Drugs""	""Haloperidol""	""Antipsychotics""",
"""9534""",UNKNOWN,true,"""Nefazodone Starter pack""	""Starter Pack""	""Oral""	""Nefazodone""	NA	""Other Antidepressants""	""Nefazodone""	""Antidepressants""",
"""69941""",UNKNOWN,true,"""Fluoxetine 10mg capsules (A A H Pharmaceuticals Ltd)""	""Oral capsule""	""Oral""	""Fluoxetine""	""10mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Fluoxetine""	""Antidepressants""",
"""82346""",UNKNOWN,true,"""Escitalopram 10mg tablets (Sigma Pharmaceuticals Plc)""	""Oral tablet""	""Oral""	""Escitalopram""	""10mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Escitalopram""	""Antidepressants""",
"""3605""",UNKNOWN,true,"""Thioridazine 25mg/5ml oral solution""	""Oral solution""	""Oral""	""Thioridazine""	""5mg/1ml""	""Antipsychotic Products""	""Thioridazine""	""Antipsychotics""",
"""74864""",UNKNOWN,true,"""Olanzapine 15mg orodispersible tablets (Teva UK Ltd)""	""Orodispersible tablet""	""Oral""	""Olanzapine""	""15mg""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""	""Antipsychotics""",
"""75247""",UNKNOWN,true,"""Fluoxetine 60mg capsules (Advanz Pharma)""	""Oral capsule""	""Oral""	""Fluoxetine""	""60mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Fluoxetine""	""Antidepressants""",
"""63403""",UNKNOWN,true,"""Mirtazapine 30mg tablets (Teva UK Ltd)""	""Oral tablet""	""Oral""	""Mirtazapine""	""30mg""	""Other Antidepressants""	""Mirtazapine""	""Antidepressants""",
"""27616""",UNKNOWN,true,"""PROTHIADEN""	NA	NA	""Dosulepin""	NA	""Unknown""	""Dosulepin""	""Antidepressants""",
"""26822""",UNKNOWN,true,"""PROTHIADEN""	NA	NA	""Dosulepin""	NA	""Unknown""	""Dosulepin""	""Antidepressants""",
"""74190""",UNKNOWN,true,"""Duciltia 60mg gastro-resistant capsules (Pharmathen S.A.)""	""Gastro-resistant capsule""	""Oral""	""Duloxetine""	""60mg""	""Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy""	""Duloxetine""	""Antidepressants""",
"""7677""",UNKNOWN,true,"""Allegron 10mg tablets (King Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Nortriptyline""	""10mg""	""Tricyclic And Related Antidepressants""	""Nortriptyline""	""Antidepressants""",
"""1159""",UNKNOWN,true,"""Trifluoperazine 2mg modified-release capsules""	""Modified-release capsule""	""Oral""	""Trifluoperazine""	""2mg""	""Unknown""	""Trifluoperazine""	""Antipsychotics""",
"""58664""",UNKNOWN,true,"""Sertraline 50mg tablets (Viatris UK Healthcare Ltd)""	""Oral tablet""	""Oral""	""Sertraline""	""50mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""89354""",UNKNOWN,true,"""Fluoxetine 10mg capsules (Teva UK Ltd)""	""Oral capsule""	""Oral""	""Fluoxetine""	""10mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Fluoxetine""	""Antidepressants""",
"""47361""",UNKNOWN,true,"""Thioridazine 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)""	""Oral Solution""	""Oral""	""Thioridazine""	""10mg/5ml""	""Antipsychotic Products""	""Thioridazine""	""Antipsychotics""",
"""84475""",UNKNOWN,true,"""Chlorpromazine 25mg tablets (DE Pharmaceuticals)""	""Oral tablet""	""Oral""	""Chlorpromazine""	""25mg""	""First-Generation Antipsychotic Drugs""	""Chlorpromazine""	""Antipsychotics""",
"""79163""",UNKNOWN,true,"""Sertraline 50mg tablets (Kent Pharma (UK) Ltd)""	""Oral tablet""	""Oral""	""Sertraline""	""50mg""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Sertraline""	""Antidepressants""",
"""74855""",UNKNOWN,true,"""Olanzapine 20mg orodispersible tablets (Teva UK Ltd)""	""Orodispersible tablet""	""Oral""	""Olanzapine""	""20mg""	""Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania""	""Olanzapine""	""Antipsychotics""",
"""4234""",UNKNOWN,true,"""Haloperidol 5mg/ml Injection""	""Injection""	""Subcutaneous Infusion""	""Haloperidol""	""5mg/ml""	""Antipsychotic Products/-""	""Haloperidol""	""Antipsychotics""",
"""182""",UNKNOWN,true,"""Tryptizol 10mg/ml Injection (Merck Sharp & Dohme Ltd)""	""Injection""	""Intramuscular""	""Amitriptyline""	""10mg/ml""	""Tricyclic And Related Antidepressants""	""Amitriptyline""	""Antidepressants""",
"""89680""",UNKNOWN,true,"""Risperdal 1mg/ml oral solution (DE Pharmaceuticals)""	""Oral solution""	""Oral""	""Risperidone""	""1mg/1ml""	""Second-Generation Antipsychotic Drugs""	""Risperidone""	""Antipsychotics""",
"""89407""",UNKNOWN,true,"""Trazodone 50mg capsules (IVAX Pharmaceuticals UK Ltd)""	""Oral capsule""	""Oral""	""Trazodone""	""50mg""	""Tricyclic And Related Antidepressants""	""Trazodone""	""Antidepressants""",
"""7910""",UNKNOWN,true,"""Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Oral tablet""	""Oral""	""Imipramine""	""25mg""	""Tricyclic And Related Antidepressants""	""Imipramine""	""Antidepressants""",
"""67631""",UNKNOWN,true,"""Lamotrigine 5mg dispersible tablets sugar free (PLIVA Pharma Ltd)""	""Dispersible tablet""	""Oral""	""Lamotrigine""	""5mg""	""Control Of Epilepsy""	""Lamotrigine""	""Mood Stabilisers""",
"""68457""",UNKNOWN,true,"""Sodium valproate 300mg suppositories""	""Suppository""	""Rectal""	""Valproate""	""300mg""	""Control Of Epilepsy""	""Valproate""	""Mood Stabilisers""",
"""87073""",UNKNOWN,true,"""Seroxat 20mg/10ml liquid (Lexon (UK) Ltd)""	""Oral suspension""	""Oral""	""Paroxetine""	""2mg/1ml""	""Selective Serotonin Re-Uptake Inhibitors (SSRI)""	""Paroxetine""	""Antidepressants""",
