code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Metformin""",
"""80647""",UNKNOWN,true,"1	""Metuxtan SR 500mg tablets (Accord-UK Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""77753""",UNKNOWN,true,"29	""Meijumet 1000mg modified-release tablets (Medreich Plc)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""38551""",UNKNOWN,true,"5369	""Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Metformin""	""50mg + 1gram""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""70463""",UNKNOWN,true,"29	""Synjardy 12.5mg/850mg tablets (Boehringer Ingelheim Ltd)""	""Metformin""	""850mg + 12.5mg""	""Oral tablet""	""Oral""	""Gliflozins Plus Metformin""	""Metformin""",
"""54891""",UNKNOWN,true,"4301	""Saxagliptin 2.5mg / Metformin 1g tablets""	""Metformin""	""1gram + 2.5mg""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""65066""",UNKNOWN,true,"6345	""Empagliflozin 12.5mg / Metformin 1g tablets""	""Metformin""	""12.5mg + 1gram""	""Oral tablet""	""Oral""	""Gliflozins Plus Metformin""	""Metformin""",
"""93""",UNKNOWN,true,"3957552	""Metformin 850mg tablets""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""37902""",UNKNOWN,true,"40193	""Vildagliptin 50mg / Metformin 1g tablets""	""Metformin""	""50mg + 1gram""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""79017""",UNKNOWN,true,"44	""Metformin 850mg tablets (Viatris UK Healthcare Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""14164""",UNKNOWN,true,"55810	""Avandamet 2mg/1000mg tablets (GlaxoSmithKline UK Ltd)""	""Metformin""	""2mg + 1gram""	""Oral tablet""	""Oral""	""Unknown""	""Metformin""",
"""65344""",UNKNOWN,true,"1091	""Empagliflozin 5mg / Metformin 850mg tablets""	""Metformin""	""5mg + 850mg""	""Oral tablet""	""Oral""	""Gliflozins Plus Metformin""	""Metformin""",
"""34742""",UNKNOWN,true,"2266	""Metformin 850mg tablets (Teva UK Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""70477""",UNKNOWN,true,"2	""Glucient SR 750mg tablets (Consilient Health Ltd)""	""Metformin""	""750mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""34020""",UNKNOWN,true,"472	""Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""6855""",UNKNOWN,true,"35282	""Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd)""	""Metformin""	""2mg + 500mg""	""Oral tablet""	""Oral""	""Unknown""	""Metformin""",
"""66008""",UNKNOWN,true,"2352	""Synjardy 12.5mg/1000mg tablets (Boehringer Ingelheim Ltd)""	""Metformin""	""12.5mg + 1gram""	""Oral tablet""	""Oral""	""Gliflozins Plus Metformin""	""Metformin""",
"""84958""",UNKNOWN,true,"12	""Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd)""	""Metformin""	""850mg + 15mg""	""Oral tablet""	""Oral""	""Glitazones Plus Metformin""	""Metformin""",
"""61559""",UNKNOWN,true,"229410	""Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""73252""",UNKNOWN,true,"16686	""Yaltormin SR 500mg tablets (Wockhardt UK Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""54898""",UNKNOWN,true,"0	""Metformin 850mg tablets (Almus Pharmaceuticals Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""31146""",UNKNOWN,true,"217	""Metsol 500mg/5ml oral solution (Kappin Ltd)""	""Metformin""	""100mg/1ml""	""Oral solution""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""60968""",UNKNOWN,true,"4	""Metformin 500mg modified-release tablets (Actavis UK Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""17580""",UNKNOWN,true,"5284	""Avandamet 1mg/500mg tablets (GlaxoSmithKline UK Ltd)""	""Metformin""	""1mg + 500mg""	""Oral tablet""	""Oral""	""Unknown""	""Metformin""",
"""47939""",UNKNOWN,true,"159	""Glucient SR 500mg tablets (Consilient Health Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""86710""",UNKNOWN,true,"0	""Metformin 750mg modified-release tablets (DE Pharmaceuticals)""	""Metformin""	""750mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""45581""",UNKNOWN,true,"2800	""Metabet SR 500mg tablets (Morningside Healthcare Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""7375""",UNKNOWN,true,"60522	""Rosiglitazone 4mg / Metformin 1g tablets""	""Metformin""	""1gram + 4mg""	""Oral tablet""	""Oral""	""Glitazones Plus Metformin""	""Metformin""",
"""82085""",UNKNOWN,true,"8	""Metformin 500mg tablets (RX Farma)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""71198""",UNKNOWN,true,"0	""Metformin 500mg tablets (Zanza Specials International Ltd)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""49502""",UNKNOWN,true,"0	""Glucophage SR 500mg tablets (Mawdsley-Brooks & Company Ltd)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""65694""",UNKNOWN,true,"1	""Metformin 500mg modified-release tablets (Waymade Healthcare Plc)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""50821""",UNKNOWN,true,"0	""Metformin 850mg tablets (Pfizer Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""33087""",UNKNOWN,true,"7749	""Metformin 500mg tablets (Accord-UK Ltd)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""53867""",UNKNOWN,true,"23	""Metformin 500mg tablets (Zentiva Pharma UK Ltd)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""2928""",UNKNOWN,true,"942	""METFORMIN HCl 850 MG TAB""	""Metformin""	NA	""Tablet""	""Oral""	""Unknown""	""Metformin""",
"""39203""",UNKNOWN,true,"4255	""Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd)""	""Metformin""	""850mg + 50mg""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""72046""",UNKNOWN,true,"0	""Metformin 500mg tablets (DE Pharmaceuticals)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""83841""",UNKNOWN,true,"0	""Metformin 500mg tablets (Sigma Pharmaceuticals Plc)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""73511""",UNKNOWN,true,"2189	""Yaltormin SR 750mg tablets (Wockhardt UK Ltd)""	""Metformin""	""750mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""68589""",UNKNOWN,true,"4553	""Metformin 1g/5ml oral solution sugar free""	""Metformin""	""200mg/1ml""	""Oral solution""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""87808""",UNKNOWN,true,"0	""Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""65923""",UNKNOWN,true,"0	""Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""55711""",UNKNOWN,true,"43	""Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""51527""",UNKNOWN,true,"0	""Metformin 500mg tablets (Boston Healthcare Ltd)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""61043""",UNKNOWN,true,"171113	""Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""82372""",UNKNOWN,true,"0	""Competact 15mg/850mg tablets (DE Pharmaceuticals)""	""Metformin""	""850mg + 15mg""	""Oral tablet""	""Oral""	""Glitazones Plus Metformin""	""Metformin""",
"""62144""",UNKNOWN,true,"0	""Metformin 500mg modified-release tablets (DE Pharmaceuticals)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""54150""",UNKNOWN,true,"136	""Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd)""	""Metformin""	""850mg + 2.5mg""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""83988""",UNKNOWN,true,"0	""Metformin 1g modified-release tablets (Morningside Healthcare Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""58051""",UNKNOWN,true,"93	""Metformin 500mg/5ml oral solution""	""Metformin""	""100mg/1ml""	""Oral solution""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""90226""",UNKNOWN,true,"1	""Jesacrin 1000mg modified-release tablets (Key Pharmaceuticals Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""39729""",UNKNOWN,true,"306983	""Glucophage SR 1000mg tablets (Merck Serono Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""59620""",UNKNOWN,true,"1	""Glucophage SR 500mg tablets (Waymade Healthcare Plc)""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""82349""",UNKNOWN,true,"0	""Metformin 850mg tablets (Phoenix Healthcare Distribution Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""68636""",UNKNOWN,true,"758	""Metformin 850mg/5ml oral solution sugar free""	""Metformin""	""170mg/1ml""	""Oral solution""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""26258""",UNKNOWN,true,"832	""Glucamet 850mg Tablet (Opus Pharmaceuticals Ltd)""	""Metformin""	""850mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""7048""",UNKNOWN,true,"3567816	""Metformin 500mg modified-release tablets""	""Metformin""	""500mg""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""50682""",UNKNOWN,true,"1035	""Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd)""	""Metformin""	""1000mg + 2.5mg""	""Oral tablet""	""Oral""	""Gliptins Plus Metformin""	""Metformin""",
"""73673""",UNKNOWN,true,"0	""Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)""	""Metformin""	""100mg/1ml""	""Oral solution""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""63929""",UNKNOWN,true,"1697	""Canagliflozin 50mg / Metformin 1g tablets""	""Metformin""	""1gram + 50mg""	""Oral tablet""	""Oral""	""Gliflozins Plus Metformin""	""Metformin""",
"""72052""",UNKNOWN,true,"80	""Metformin 500mg Tablet (Lagap)""	""Metformin""	""500mg""	""Oral tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
"""51080""",UNKNOWN,true,"49	""Metabet SR 1000mg tablets (Actavis UK Ltd)""	""Metformin""	""1gram""	""Modified-release tablet""	""Oral""	""Biguanides (Metformin)""	""Metformin""",
