code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""EmisCodeCategoryId""",
"""3825731000006114""",UNKNOWN,true,"1	""^ESCTDI382573""	NA	""diabetes mellitus type 2 in obese""	""81531005""	""200951011""	31",
"""4758011000006112""",UNKNOWN,true,"7	""^ESCTTY475801""	NA	""type 2 diabetes mellitus with hyperosmolar coma""	""190331003""	""2967818010""	32",
"""5109461000006115""",UNKNOWN,true,"6	""^ESCTDI510946""	NA	""diabetes type 2 on insulin""	""237599002""	""3037103012""	32",
"""5505651000006113""",UNKNOWN,true,"79	""^ESCTDI550565""	NA	""diabetes mellitus uncontrolled""	""268519009""	""2920470017""	27",
"""6204751000006114""",UNKNOWN,true,"1	""^ESCTDI620475""	NA	""diabetes mellitus type 2 in nonobese""	""359642000""	""474213016""	31",
"""6969931000006116""",UNKNOWN,true,"6	""^ESCTDI696993""	NA	""diabetes type 2 with neurological disorder""	""421326000""	""3035455016""	32",
"""6977431000006113""",UNKNOWN,true,"1	""^ESCTDI697743""	NA	""diabetes type 2 with ketoacidosis""	""421750000""	""3035594017""	32",
"""7281511000006118""",UNKNOWN,true,"35	""^ESCTTY728151""	NA	""type 2 diabetes mellitus uncontrolled""	""443694000""	""3321322011""	32",
"""7288191000006110""",UNKNOWN,true,"5	""^ESCTTY728819""	NA	""type 2 diabetes mellitus well controlled""	""444110003""	""2967750014""	31",
"""7306751000006110""",UNKNOWN,true,"12	""^ESCTBR730675""	NA	""brittle type 2 diabetes mellitus""	""445353002""	""2967761018""	27",
"""7306781000006119""",UNKNOWN,true,"1	""^ESCTUN730678""	NA	""unstable type ii diabetes mellitus""	""445353002""	""2870782011""	27",
"""8012061000006117""",UNKNOWN,true,"696	""^ESCTTY801206""	NA	""type 2 diabetic on insulin""	""24471000000103""	""2201341000000118""	31",
"""8012071000006112""",UNKNOWN,true,"1	""^ESCTTY801207""	NA	""type ii diabetes on insulin""	""24471000000103""	""1667901000000114""	31",
"""8064411000006119""",UNKNOWN,true,"8036	""^ESCTDI806441""	NA	""diabetic with adequate control""	""204061000000100""	""1749211000000110""	31",
"""14757381000006119""",UNKNOWN,true,"15	""^ESCT1475738""	NA	""ketosis-resistant diabetes mellitus""	""1217044000""	""5034533016""	32",
"""15498541000006112""",UNKNOWN,true,"7601	""^ESCT1549854""	NA	""uncontrolled type 2 diabetes mellitus""	""443694000""	""5298761018""	32",
