code,code_system,include,term,notes
74824,UNKNOWN,true,Actrapid 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc),
65083,UNKNOWN,true,Synjardy 5mg/1000mg tablets (Boehringer Ingelheim Ltd),
26098,UNKNOWN,true,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd),
83875,UNKNOWN,true,Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices,
27969,UNKNOWN,true,Glymese 250mg Tablet (DDSA Pharmaceuticals Ltd),
72163,UNKNOWN,true,Pioglitazone 45mg tablets (Alliance Healthcare (Distribution) Ltd),
5022,UNKNOWN,true,NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge (Novo Nordisk Ltd),
15484,UNKNOWN,true,Insulin isophane bovine 100units/ml suspension for injection 1.5ml cartridges,
87325,UNKNOWN,true,Glucophage SR 1000mg tablets (Pilsco Ltd),
64258,UNKNOWN,true,JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units Blue (Sanofi),
57387,UNKNOWN,true,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd),
65587,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge,
18590,UNKNOWN,true,Insulin isophane bovine 100units/ml suspension for injection 10ml vials,
38400,UNKNOWN,true,Glucophage SR 750mg tablets (Merck Serono Ltd),
74021,UNKNOWN,true,Metformin 250mg/5ml oral solution,
12818,UNKNOWN,true,Human Mixtard 50 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),
58817,UNKNOWN,true,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd),
17698,UNKNOWN,true,Minodiab 5mg tablets (Pfizer Ltd),
48120,UNKNOWN,true,Avandia 2mg Tablet (GlaxoSmithKline UK Ltd),
74734,UNKNOWN,true,Metformin 850mg capsules,
73303,UNKNOWN,true,Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd),
35701,UNKNOWN,true,Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices,
10001,UNKNOWN,true,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
49451,UNKNOWN,true,Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Ypsomed Ltd),
7284,UNKNOWN,true,Amaryl 2mg tablets (Zentiva Pharma UK Ltd),
21422,UNKNOWN,true,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges,
69221,UNKNOWN,true,Metformin 1g oral powder sachets sugar free (J M McGill Ltd),
90065,UNKNOWN,true,Metformin 850mg/5ml oral solution sugar free (Medihealth (Northern) Ltd),
35253,UNKNOWN,true,Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi),
7350,UNKNOWN,true,Insulin isophane porcine 100units/ml suspension for injection 10ml vials,
57451,UNKNOWN,true,Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Cambridge Sensors Ltd),
79955,UNKNOWN,true,IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Arctic Medical Ltd),
91306,UNKNOWN,true,Sitagliptin 100mg tablets (Amarox Ltd),
34706,UNKNOWN,true,Glibenclamide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd),
31465,UNKNOWN,true,Exubera 1mg inhalation powder blisters (Pfizer Ltd),
45821,UNKNOWN,true,Onglyza 2.5mg tablets (AstraZeneca UK Ltd),
73068,UNKNOWN,true,GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd),
66399,UNKNOWN,true,Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd),
73676,UNKNOWN,true,GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Neon Diagnostics Ltd),
7062,UNKNOWN,true,Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.4mm/27gauge (Terumo UK Ltd),
5850,UNKNOWN,true,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd),
28442,UNKNOWN,true,Insulin glulisine 100unit/ml Solution for injection,
55521,UNKNOWN,true,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd),
16209,UNKNOWN,true,INSULIN HYPURIN SOLUBLE 100 I/U INJ,
26498,UNKNOWN,true,Insulin zinc suspension mixed bovine and porcine 100unit/ml Injection,
25479,UNKNOWN,true,Insulin soluble porcine 100units/ml solution for injection 3ml cartridges,
59533,UNKNOWN,true,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc),
42954,UNKNOWN,true,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials,
67267,UNKNOWN,true,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc),
68896,UNKNOWN,true,Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge (Terumo UK Ltd),
11245,UNKNOWN,true,"B-d u-100 0.3ml Insulin syringe (Becton, Dickinson UK Ltd)",
41559,UNKNOWN,true,Glibenclamide 5mg tablets (A A H Pharmaceuticals Ltd),
62605,UNKNOWN,true,Metformin 850mg tablets (Kent Pharma (UK) Ltd),
52442,UNKNOWN,true,Metformin 500mg tablets (Pfizer Ltd),
86727,UNKNOWN,true,Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Mediq Healthcare UK Ltd),
10259,UNKNOWN,true,Insulin glargine 100units/ml solution for injection 10ml vials,
41898,UNKNOWN,true,GLIBENCLAMIDE,
21110,UNKNOWN,true,Insulin biphasic isophane human prb 50:50; 100 units/ml Injection,
7267,UNKNOWN,true,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),
39086,UNKNOWN,true,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
86376,UNKNOWN,true,NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd),
57830,UNKNOWN,true,Gliclazide 30mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),
57243,UNKNOWN,true,Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge (B.Braun Medical Ltd),
78392,UNKNOWN,true,Metformin 850mg tablets (Zentiva Pharma UK Ltd),
22161,UNKNOWN,true,INSULIN HUMULIN M1 VIAL,
75651,UNKNOWN,true,4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Nipro Diagnostics (UK) Ltd),
74479,UNKNOWN,true,Insulin lispro 100units/ml solution for injection 3ml pre-filled pen (Sanofi),
86016,UNKNOWN,true,HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (HTL-STREFA S.A.),
62899,UNKNOWN,true,Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),
63421,UNKNOWN,true,Pioglitazone 30mg tablets (Teva UK Ltd),
8376,UNKNOWN,true,INSULIN ISOPHANE 100 I/U,
82890,UNKNOWN,true,Metformin 850mg tablets (Milpharm Ltd),
69715,UNKNOWN,true,Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd),
71487,UNKNOWN,true,"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Becton, Dickinson UK Ltd)",
77291,UNKNOWN,true,Gliclazide 80mg tablets (Kent Pharma (UK) Ltd),
13819,UNKNOWN,true,Hypurin Porcine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd),
18931,UNKNOWN,true,Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials,
63107,UNKNOWN,true,Pioglitazone 45mg tablets (Waymade Healthcare Plc),
18208,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge,
86083,UNKNOWN,true,Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd),
11321,UNKNOWN,true,NovoNorm 1mg tablets (Novo Nordisk Ltd),
71430,UNKNOWN,true,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc),
60750,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge,
68289,UNKNOWN,true,Glimepiride 4mg tablets (Waymade Healthcare Plc),
76533,UNKNOWN,true,Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi),
71020,UNKNOWN,true,Acarbose 50mg tablets (Actavis UK Ltd),
35081,UNKNOWN,true,OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Grey (Sanofi),
63307,UNKNOWN,true,Metformin 1g/5ml oral solution,
8118,UNKNOWN,true,Humaject i 100iu/ml Pen (Eli Lilly and Company Ltd),
54885,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge,
73285,UNKNOWN,true,Metformin 500mg tablets (Waymade Healthcare Plc),
54265,UNKNOWN,true,Dapagliflozin 5mg tablets,
50970,UNKNOWN,true,Metformin 500mg tablets (Bristol Laboratories Ltd),
51107,UNKNOWN,true,Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units,
43953,UNKNOWN,true,Insulin lispro biphasic 25/75 100units/ml suspension for injection 10ml vials,
18461,UNKNOWN,true,Insulin zinc mixed human 100units/ml suspension for injection 10ml vials,
322,UNKNOWN,true,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd),
14362,UNKNOWN,true,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices,
1842,UNKNOWN,true,Pork velosulin 100unit/ml Injection (Novo Nordisk Ltd),
13277,UNKNOWN,true,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),
25636,UNKNOWN,true,Libanil 2.5mg Tablet (Approved Prescription Services Ltd),
40555,UNKNOWN,true,HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Eli Lilly and Company Ltd),
59133,UNKNOWN,true,"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)",
7393,UNKNOWN,true,Insulin glargine 100units/ml solution for injection 3ml cartridges,
5873,UNKNOWN,true,"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)",
75823,UNKNOWN,true,Gliclazide 40mg tablets (Waymade Healthcare Plc),
27501,UNKNOWN,true,Orabet 500mg Tablet (Lagap),
31474,UNKNOWN,true,Libanil 5mg Tablet (Approved Prescription Services Ltd),
21892,UNKNOWN,true,Diaglyk 80mg tablets (Ashbourne Pharmaceuticals Ltd),
51743,UNKNOWN,true,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc),
87852,UNKNOWN,true,Glyxambi 25mg/5mg tablets (Boehringer Ingelheim Ltd),
5164,UNKNOWN,true,NovoPen 3 Demi hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units (Novo Nordisk Ltd),
59620,UNKNOWN,true,Glucophage SR 500mg tablets (Waymade Healthcare Plc),
7537,UNKNOWN,true,Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),
44738,UNKNOWN,true,Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd),
5989,UNKNOWN,true,Nateglinide 180mg tablets,
40425,UNKNOWN,true,Nazdol MR 30mg tablets (Teva UK Ltd),
50124,UNKNOWN,true,Januvia 25mg tablets (Merck Sharp & Dohme (UK) Ltd),
74392,UNKNOWN,true,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Lexon (UK) Ltd),
11408,UNKNOWN,true,Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units (Owen Mumford Ltd),
58798,UNKNOWN,true,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd),
82985,UNKNOWN,true,Sitagliptin 50mg/5ml oral suspension,
14270,UNKNOWN,true,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
25735,UNKNOWN,true,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml cartridges,
19658,UNKNOWN,true,Glurenorm 30mg tablets (Sanofi),
26784,UNKNOWN,true,INSULIN ZINC SEMILENTE SUSP BP 100 I/U INJ,
72695,UNKNOWN,true,Metformin 500mg Tablet (Celltech Pharma Europe Ltd),
54442,UNKNOWN,true,Metformin (roi) 1000mg Tablet,
82172,UNKNOWN,true,Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
60643,UNKNOWN,true,Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd),
12654,UNKNOWN,true,Insulin soluble human prb 100unit/ml Injection,
47856,UNKNOWN,true,Neuphane 100unit/ml Injection (Wellcome Medical Division),
55729,UNKNOWN,true,Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi),
6447,UNKNOWN,true,Insulin aspart human pyr 100 iu/ml Injection,
5557,UNKNOWN,true,NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units Blue (Novo Nordisk Ltd),
9503,UNKNOWN,true,Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),
30686,UNKNOWN,true,Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges,
30918,UNKNOWN,true,ABCare hypodermic U100 insulin syringe glass reusable 0.5ml (Rand Rocket Ltd),
87341,UNKNOWN,true,Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd),
88993,UNKNOWN,true,Sitagliptin 25mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),
60328,UNKNOWN,true,Alogliptin 12.5mg tablets,
35143,UNKNOWN,true,NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd),
24866,UNKNOWN,true,INSULIN INSULATARD (LEO RETARD) 40 I/U INJ,
21590,UNKNOWN,true,Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices,
79372,UNKNOWN,true,Glibenclamide 5mg Tablet (Celltech Pharma Europe Ltd),
15624,UNKNOWN,true,INSULIN ISOPHANE (HIGHLY PURIFIED) 100 I/U INJ,
10243,UNKNOWN,true,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),
10175,UNKNOWN,true,Insulin isophane human 100units/ml suspension for injection 1.5ml cartridges,
24800,UNKNOWN,true,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd),
83483,UNKNOWN,true,Glipizide 5mg tablets (Almus Pharmaceuticals Ltd),
61845,UNKNOWN,true,NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd),
11345,UNKNOWN,true,"Bd Ultra Pen 3ml Insulin pen (Becton, Dickinson UK Ltd)",
66136,UNKNOWN,true,Glucophage SR 1000mg tablets (Waymade Healthcare Plc),
81111,UNKNOWN,true,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd),
5501,UNKNOWN,true,Insuman basal 100iu/ml Injection (Aventis Pharma),
11366,UNKNOWN,true,NovoNorm 2mg tablets (Novo Nordisk Ltd),
34504,UNKNOWN,true,Metformin 500mg tablets (Wockhardt UK Ltd),
56639,UNKNOWN,true,HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Eli Lilly and Company Ltd),
67414,UNKNOWN,true,Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd),
60497,UNKNOWN,true,Alogliptin 12.5mg / Metformin 1g tablets,
48771,UNKNOWN,true,Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd),
79694,UNKNOWN,true,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd),
88758,UNKNOWN,true,Metformin 500mg tablets (Ipca Laboratories UK Ltd),
8203,UNKNOWN,true,Penmix 50/50 100iu/ml Penfill (Novo Nordisk Ltd),
89656,UNKNOWN,true,Metformin 500mg modified-release tablets (Brown & Burk UK Ltd),
63336,UNKNOWN,true,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd),
46666,UNKNOWN,true,NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),
76942,UNKNOWN,true,Needle free Insulin delivery system,
19878,UNKNOWN,true,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices,
91914,UNKNOWN,true,Sitagliptin 25mg/ml oral solution sugar free (Zentiva Pharma UK Ltd),
7332,UNKNOWN,true,Amaryl 1mg tablets (Zentiva Pharma UK Ltd),
79127,UNKNOWN,true,4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Nipro Diagnostics (UK) Ltd),
9105,UNKNOWN,true,Glucobay 100mg tablets (Bayer Plc),
58449,UNKNOWN,true,Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd),
3439,UNKNOWN,true,Penmix 10/90 Pen (Novo Nordisk Ltd),
62951,UNKNOWN,true,Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd),
38808,UNKNOWN,true,NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd),
16044,UNKNOWN,true,Glucophage SR 500mg tablets (Merck Serono Ltd),
67313,UNKNOWN,true,NovoRapid 100units/ml solution for injection 10ml vials (Sigma Pharmaceuticals Plc),
63474,UNKNOWN,true,NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Diabetes Care Technology Ltd),
79700,UNKNOWN,true,Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma),
47588,UNKNOWN,true,Insulin 1ml click count,
63152,UNKNOWN,true,TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd),
4784,UNKNOWN,true,Lentard mc 100unit/ml Injection (Novo Nordisk Ltd),
75938,UNKNOWN,true,Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd),
41834,UNKNOWN,true,Insulin zinc suspension lente 100iu/ml Injection (Celltech Pharma Europe Ltd),
1843,UNKNOWN,true,Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),
4129,UNKNOWN,true,Insulin soluble porcine 100units/ml solution for injection 1.5ml cartridges,
1840,UNKNOWN,true,Humulin s 100unit/ml Injection (Eli Lilly and Company Ltd),
81428,UNKNOWN,true,Sukkarto SR 750mg tablets (Morningside Healthcare Ltd),
91812,UNKNOWN,true,t:slim X2 insulin pump system with Control-IQ technology D1019000 (Air Liquide Healthcare Ltd),
29939,UNKNOWN,true,Gliclazide 80mg tablets (Viatris UK Healthcare Ltd),
10244,UNKNOWN,true,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),
1839,UNKNOWN,true,INSULIN HUMULIN I (ISOPHANE) 100 I/U INJ,
7763,UNKNOWN,true,INSULIN NEUPHANE (ISOPHANE)(PURIFIED) 100 I/U INJ,
6981,UNKNOWN,true,Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Yellow (Novo Nordisk Ltd),
8895,UNKNOWN,true,Initard 50/50 100unit/ml Injection (Novo Nordisk Ltd),
78537,UNKNOWN,true,Metformin 850mg/5ml oral suspension,
46458,UNKNOWN,true,Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials,
13969,UNKNOWN,true,U100 Insulin syringe 0.3ml,
18220,UNKNOWN,true,Pioglitazone 15mg / Metformin 850mg tablets,
1643,UNKNOWN,true,INSULIN NOVO MONOTARD MC 100 I/U INJ,
35022,UNKNOWN,true,Sitagliptin 100mg tablets,
51955,UNKNOWN,true,Gliclazide 80mg tablets (Accord-UK Ltd),
13837,UNKNOWN,true,Insulin biphasic isophane human prb 10:90; 100 units/ml Injection,
57388,UNKNOWN,true,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge (Covidien (UK) Commercial Ltd),
74389,UNKNOWN,true,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc),
30460,UNKNOWN,true,Malix 5mg Tablet (Lagap),
91131,UNKNOWN,true,GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd),
33232,UNKNOWN,true,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 5ml vials,
63464,UNKNOWN,true,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
67266,UNKNOWN,true,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc),
65057,UNKNOWN,true,Empagliflozin 5mg / Metformin 1g tablets,
28185,UNKNOWN,true,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges,
55723,UNKNOWN,true,Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices,
14340,UNKNOWN,true,Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),
15199,UNKNOWN,true,Insuman comb 25 100iu/ml Injection (Aventis Pharma),
86484,UNKNOWN,true,Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),
20422,UNKNOWN,true,Insuman comb 15 100iu/ml Injection (Aventis Pharma),
7203,UNKNOWN,true,Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd),
60379,UNKNOWN,true,Invokana 300mg tablets (A. Menarini Farmaceutica Internazionale SRL),
37875,UNKNOWN,true,Vildagliptin 50mg tablets,
69562,UNKNOWN,true,Neon Verifine Safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd),
21374,UNKNOWN,true,Insulin biphasic isophane human prb 40:60; 100 units/ml Injection,
74845,UNKNOWN,true,Humulin I 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc),
67781,UNKNOWN,true,Gliclazide 80mg tablets (Milpharm Ltd),
88597,UNKNOWN,true,Lamzarin 60mg modified-release tablets (Key Pharmaceuticals Ltd),
89056,UNKNOWN,true,Gliclazide 80mg tablets (Zentiva Pharma UK Ltd),
1805,UNKNOWN,true,Mixtard 30/70 100unit/ml Injection (Novo Nordisk Ltd),
90720,UNKNOWN,true,Steglatro 15mg tablets (Merck Sharp & Dohme (UK) Ltd),
22974,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge,
83088,UNKNOWN,true,Glucorex SR 500mg tablets (GlucoRx Ltd),
65432,UNKNOWN,true,Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (A. Menarini Diagnostics Ltd),
7402,UNKNOWN,true,Lantus 100units/ml solution for injection 10ml vials (Sanofi),
88019,UNKNOWN,true,Sitagliptin 100mg/5ml oral solution sugar free,
36146,UNKNOWN,true,Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml cartridges,
3076,UNKNOWN,true,NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge (Novo Nordisk Ltd),
64217,UNKNOWN,true,Jardiance 25mg tablets (Boehringer Ingelheim Ltd),
19877,UNKNOWN,true,Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices,
45158,UNKNOWN,true,Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Sanofi),
64743,UNKNOWN,true,Canagliflozin 50mg / Metformin 850mg tablets,
74388,UNKNOWN,true,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc),
91455,UNKNOWN,true,Rybelsus 7mg tablets (Pharmaram Ltd),
73460,UNKNOWN,true,Metformin 500mg/5ml oral solution sugar free (Accord-UK Ltd),
53437,UNKNOWN,true,Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge,
7300,UNKNOWN,true,Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),
60621,UNKNOWN,true,Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units,
33674,UNKNOWN,true,Metformin 850mg tablets (A A H Pharmaceuticals Ltd),
19472,UNKNOWN,true,Actos 45mg tablets (Neon Healthcare Ltd),
31077,UNKNOWN,true,Competact 15mg/850mg tablets (Neon Healthcare Ltd),
20287,UNKNOWN,true,Actos 15mg tablets (Neon Healthcare Ltd),
12299,UNKNOWN,true,Semitard mc 100unit/ml Injection (Novo Nordisk Ltd),
22946,UNKNOWN,true,Omnican 100 hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd),
13331,UNKNOWN,true,Euglucon 5mg tablets (Sanofi),
57153,UNKNOWN,true,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (Covidien (UK) Commercial Ltd),
18645,UNKNOWN,true,INSULIN NEUTRAL (PURIFIED) 100 I/U INJ,
22806,UNKNOWN,true,INSULIN PORK ACTRAPID,
35078,UNKNOWN,true,Optipen pro 1 blue insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma),
89369,UNKNOWN,true,Wegovy FlexTouch 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd),
5316,UNKNOWN,true,Glimepiride 4mg tablets,
89231,UNKNOWN,true,Tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices,
64939,UNKNOWN,true,Glucient SR 1000mg tablets (Consilient Health Ltd),
68744,UNKNOWN,true,Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd),
75700,UNKNOWN,true,Metformin 500mg/5ml oral solution sugar free (Waymade Healthcare Plc),
5742,UNKNOWN,true,Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Owen Mumford Ltd),
55270,UNKNOWN,true,Duformin 500mg Tablet (Dumex Ltd),
7793,UNKNOWN,true,HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd),
32053,UNKNOWN,true,INSULIN HUMALOG MIX 25,
