code,code_system,include,term,notes
"""prodcodeid""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""BNFChapter""	""Antidiabetic""	""group""",
"""2182241000033112""",UNKNOWN,true,"""Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""	""Insulin""",
"""2182341000033119""",UNKNOWN,true,"""Humalog Pen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2182441000033113""",UNKNOWN,true,"""Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2190741000033115""",UNKNOWN,true,"""Pioglitazone 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""15.000mg""	""06010203""	""Pioglitazone""	""Other""",
"""2190841000033113""",UNKNOWN,true,"""Pioglitazone 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""30.000mg""	""06010203""	""Pioglitazone""	""Other""",
"""2190941000033117""",UNKNOWN,true,"""Actos 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""15.000mg""	NA	""Pioglitazone""	""Other""",
"""2191041000033110""",UNKNOWN,true,"""Actos 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""30.000mg""	NA	""Pioglitazone""	""Other""",
"""2194041000033112""",UNKNOWN,true,"""Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2266841000033110""",UNKNOWN,true,"""Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2266941000033119""",UNKNOWN,true,"""Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2267041000033118""",UNKNOWN,true,"""Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""85.000unit/1.000ml + 85.000unit/1.000ml + 15.000unit/1.000ml + 15.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2267141000033119""",UNKNOWN,true,"""Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2267241000033114""",UNKNOWN,true,"""Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2284041000033113""",UNKNOWN,true,"""Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2284141000033112""",UNKNOWN,true,"""Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2288241000033112""",UNKNOWN,true,"""Nateglinide 60mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""60.000mg""	""06010203""	""Nateglinide""	""Other""",
"""2288341000033119""",UNKNOWN,true,"""Nateglinide 120mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""120.000mg""	""06010203""	""Nateglinide""	""Other""",
"""2288441000033113""",UNKNOWN,true,"""Nateglinide 180mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""180.000mg""	""06010203""	""Nateglinide""	""Other""",
"""2288541000033114""",UNKNOWN,true,"""Starlix 60mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""60.000mg""	NA	""Nateglinide""	""Other""",
"""2288641000033110""",UNKNOWN,true,"""Starlix 120mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""120.000mg""	NA	""Nateglinide""	""Other""",
"""2288741000033118""",UNKNOWN,true,"""Starlix 180mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nateglinide""	""180.000mg""	NA	""Nateglinide""	""Other""",
"""2289441000033115""",UNKNOWN,true,"""Gliclazide 30mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30.000mg""	""06010201""	""Gliclazide""	""Sulfonylureas""",
"""2289941000033113""",UNKNOWN,true,"""Diamicron 30mg MR tablets""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30.000mg""	NA	""Gliclazide""	""Sulfonylureas""",
"""2527841000033114""",UNKNOWN,true,"""Penfine  Needles for insulin pens  31g, 6 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2527941000033118""",UNKNOWN,true,"""Penfine  Needles for insulin pens  31g, 8 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2528041000033115""",UNKNOWN,true,"""Penfine  Needles for insulin pens  29g, 10 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2528141000033116""",UNKNOWN,true,"""Penfine  Needles for insulin pens  29g, 12 mm""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2620241000033119""",UNKNOWN,true,"""Metformin 500mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Metformin""	""100.000mg/1.000ml""	""06010202""	""Metformin""	""Metformin""",
"""2625441000033112""",UNKNOWN,true,"""Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2625541000033113""",UNKNOWN,true,"""Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2644641000033113""",UNKNOWN,true,"""Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2644741000033116""",UNKNOWN,true,"""Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2655041000033116""",UNKNOWN,true,"""Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2655141000033117""",UNKNOWN,true,"""Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2719341000033116""",UNKNOWN,true,"""Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2724741000033111""",UNKNOWN,true,"""NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2724841000033118""",UNKNOWN,true,"""NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2742941000033119""",UNKNOWN,true,"""Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2743041000033112""",UNKNOWN,true,"""Autopen Special Edition hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2780741000033111""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2780841000033118""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2780941000033114""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2796641000033115""",UNKNOWN,true,"""NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2796741000033112""",UNKNOWN,true,"""Insulatard FlexPen 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2798841000033115""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""	""Insulin""",
"""2798941000033111""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""	""Insulin""",
"""2799041000033119""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""	""Insulin""",
"""2868141000033110""",UNKNOWN,true,"""Humulin 80/20  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2868241000033115""",UNKNOWN,true,"""Humulin 70/30  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2868441000033119""",UNKNOWN,true,"""Humulin 50/50  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2874541000033119""",UNKNOWN,true,"""HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2874641000033118""",UNKNOWN,true,"""HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2884141000033118""",UNKNOWN,true,"""Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2884241000033113""",UNKNOWN,true,"""Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2916941000033119""",UNKNOWN,true,"""Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2917041000033118""",UNKNOWN,true,"""Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2917141000033119""",UNKNOWN,true,"""Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2917241000033114""",UNKNOWN,true,"""Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2917341000033116""",UNKNOWN,true,"""Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2952841000033116""",UNKNOWN,true,"""Actrapid 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2952941000033112""",UNKNOWN,true,"""Actrapid NovoLet 100units/ml solution for injection""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953041000033119""",UNKNOWN,true,"""Actrapid Penfill 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953141000033115""",UNKNOWN,true,"""Insulatard NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953241000033110""",UNKNOWN,true,"""Insulatard 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953341000033117""",UNKNOWN,true,"""Insulatard Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953441000033111""",UNKNOWN,true,"""Mixtard 10 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953541000033112""",UNKNOWN,true,"""Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953641000033113""",UNKNOWN,true,"""Mixtard 20 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953741000033116""",UNKNOWN,true,"""Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953841000033114""",UNKNOWN,true,"""Mixtard 30 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2953941000033118""",UNKNOWN,true,"""Mixtard 30 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954041000033116""",UNKNOWN,true,"""Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954141000033117""",UNKNOWN,true,"""Mixtard 40 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954241000033112""",UNKNOWN,true,"""Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954341000033119""",UNKNOWN,true,"""Mixtard 50 NovoLet 100units/ml suspension for injection""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954441000033113""",UNKNOWN,true,"""Mixtard 50  Injection  100 units/ml, 10 ml vial""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""2954541000033114""",UNKNOWN,true,"""Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954641000033110""",UNKNOWN,true,"""Velosulin 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954741000033118""",UNKNOWN,true,"""Monotard 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2954841000033111""",UNKNOWN,true,"""Ultratard 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""2995141000033110""",UNKNOWN,true,"""Avandamet 1mg/500mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""500.000mg + 1.000mg""	NA	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""2995241000033115""",UNKNOWN,true,"""Avandamet 2mg/500mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""500.000mg + 2.000mg""	NA	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""2995941000033112""",UNKNOWN,true,"""Pioglitazone 45mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""45.000mg""	""06010203""	""Pioglitazone""	""Other""",
"""2996041000033119""",UNKNOWN,true,"""Actos 45mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""45.000mg""	NA	""Pioglitazone""	""Other""",
"""3111041000033116""",UNKNOWN,true,"""Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""21010900""	""Insulin""	""Insulin""",
"""3111141000033117""",UNKNOWN,true,"""U100 Insulin Sterile, Single Use  Syringes with 8mm needles  1 ml, 0.33 mm/29g""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3111241000033112""",UNKNOWN,true,"""U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.3 ml, 0.33 mm/29g""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3111341000033119""",UNKNOWN,true,"""U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.5 ml, 0.33 mm/29g""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3136941000033116""",UNKNOWN,true,"""Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""	""Insulin""",
"""3137041000033115""",UNKNOWN,true,"""Insulin detemir 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010102""	""Insulin""	""Insulin""",
"""3137141000033116""",UNKNOWN,true,"""Levemir Penfill 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3137241000033111""",UNKNOWN,true,"""Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3141641000033116""",UNKNOWN,true,"""BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3191341000033115""",UNKNOWN,true,"""Rosiglitazone 1mg / Metformin 500mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""500.000mg + 1.000mg""	""06010203""	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3191441000033114""",UNKNOWN,true,"""Rosiglitazone 2mg / Metformin 500mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""500.000mg + 2.000mg""	""06010203""	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3200541000033116""",UNKNOWN,true,"""Rosiglitazone 2mg / Metformin 1g tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""1.000gram + 2.000mg""	""06010203""	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3200641000033115""",UNKNOWN,true,"""Rosiglitazone 4mg / Metformin 1g tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""1.000gram + 4.000mg""	""06010203""	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3200741000033112""",UNKNOWN,true,"""Avandamet 2mg/1000mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""1.000gram + 2.000mg""	NA	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3200841000033119""",UNKNOWN,true,"""Avandamet 4mg/1000mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Metformin/Rosiglitazone""	""1.000gram + 4.000mg""	NA	""Metformin/Rosiglitazone""	""Metformin, Other""",
"""3228141000033117""",UNKNOWN,true,"""Metformin 500mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	""06010202""	""Metformin""	""Metformin""",
"""3228241000033112""",UNKNOWN,true,"""Glucophage SR 500mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	NA	""Metformin""	""Metformin""",
"""3277741000033118""",UNKNOWN,true,"""Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous/ Intravenous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""	""Insulin""",
"""3333841000033113""",UNKNOWN,true,"""Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3345641000033114""",UNKNOWN,true,"""Insulin glulisine 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""	""Insulin""",
"""3345741000033117""",UNKNOWN,true,"""Insulin glulisine 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""	""Insulin""",
"""3345841000033110""",UNKNOWN,true,"""Apidra 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3345941000033119""",UNKNOWN,true,"""Apidra 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3852741000033110""",UNKNOWN,true,"""Comfort Point  Needles for insulin pens  6 mm/31 gauge""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3852841000033117""",UNKNOWN,true,"""Comfort Point  Needles for insulin pens  8 mm/31 gauge""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3852941000033113""",UNKNOWN,true,"""Comfort Point  Needles for insulin pens  12 mm/29 gauge""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
"""3869341000033114""",UNKNOWN,true,"""Lantus 100units/ml solution for injection 3ml OptiClik cartridges""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	NA	""Insulin""	""Insulin""",
"""3890941000033116""",UNKNOWN,true,"""Metformin Hydrochloride  Sugar free suspension  500 mg/5 ml""	NA	NA	""Metformin""	NA	NA	""Metformin""	""Metformin""",
"""3914241000033112""",UNKNOWN,true,"""Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""06010101""	""Insulin""	""Insulin""",
"""3914341000033119""",UNKNOWN,true,"""Apidra Optiset  Pre-filled Disposable Pen  100 units/ml, 3 ml pen""	NA	NA	""Insulin""	NA	NA	""Insulin""	""Insulin""",
