code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Lipid regulating meds""",
"""6365""",UNKNOWN,true,"13456	""Colestid 5g granules for oral suspension sachets plain (Pfizer Ltd)""	""Colestipol""	""5gram""	""Granules for oral suspension""	""Oral""	""Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestipol""",
"""84780""",UNKNOWN,true,"14101	""Rosuvastatin 5mg capsules""	""Rosuvastatin""	""5mg""	""Oral capsule""	""Oral""	""Statins""	""Rosuvastatin""",
"""64825""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""53460""",UNKNOWN,true,"0	""Crestor 10mg tablets (DE Pharmaceuticals)""	""Rosuvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""53770""",UNKNOWN,true,"0	""Fluvastatin 40mg capsules (A A H Pharmaceuticals Ltd)""	""Fluvastatin""	""40mg""	""Oral capsule""	""Oral""	""Statins""	""Fluvastatin""",
"""78145""",UNKNOWN,true,"0	""Pravastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)""	""Pravastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""49061""",UNKNOWN,true,"0	""Simvastatin 40mg tablets (Bristol Laboratories Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""34201""",UNKNOWN,true,"169	""Colestyramine 4g oral powder sachets sugar free (Actavis UK Ltd)""	""Colestyramine""	""4gram""	""Powder for oral suspension""	""Oral""	""Bile Acid Sequestrants/Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestyramine""",
"""12730""",UNKNOWN,true,"267	""Vitamin c with vitamins, minerals & other ingredients tablets""	""Nicotinic acid""	NA	""Tablets""	""Oral""	""Oral Iron/Multivitamin And Multimineral Preparations""	""Nicotinic acid""",
"""34366""",UNKNOWN,true,"88	""Simvastatin 20mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""63787""",UNKNOWN,true,"0	""Pravastatin 10mg tablets (Tillomed Laboratories Ltd)""	""Pravastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""85713""",UNKNOWN,true,"69	""Inclisiran 284mg/1.5ml solution for injection pre-filled syringes""	""Inclisiran""	""189mg/1ml""	""Solution for injection""	""Subcutaneous""	""Other Lipid-Regulating Products""	""Inclisiran""",
"""10003""",UNKNOWN,true,"47	""Menopace Capsule (Vitabiotics Ltd)""	""Nicotinic acid""	NA	""Capsule""	""Oral""	""-""	""Nicotinic acid""",
"""4067""",UNKNOWN,true,"5967	""Olbetam 250mg capsules (Pfizer Ltd)""	""Acipimox""	""250mg""	""Oral capsule""	""Oral""	""Nicotinic Acid Group""	""Acipimox""",
"""81960""",UNKNOWN,true,"0	""Fenofibrate micronised 200mg capsules (Alliance Healthcare (Distribution) Ltd)""	""Fenofibrate""	""200mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
