code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Lipid regulating meds""",
"""47948""",UNKNOWN,true,"0	""Simvastatin 10mg tablets (Tillomed Laboratories Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""52676""",UNKNOWN,true,"22	""Simvastatin 10mg/5ml oral suspension""	""Simvastatin""	""2mg/1ml""	""Oral suspension""	""Oral""	""Statins""	""Simvastatin""",
"""50790""",UNKNOWN,true,"160	""Atorvastatin 20mg tablets (Dexcel-Pharma Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""66087""",UNKNOWN,true,"189	""Modalim 100mg tablets (Mawdsley-Brooks & Company Ltd)""	""Ciprofibrate""	""100mg""	""Oral tablet""	""Oral""	""Fibrates""	""Ciprofibrate""",
"""47065""",UNKNOWN,true,"867	""Atorvastatin 20mg chewable tablets sugar free""	""Atorvastatin""	""20mg""	""Chewable tablet""	""Oral""	""Unknown""	""Atorvastatin""",
"""41990""",UNKNOWN,true,"357	""Multivitamins with minerals Tablet""	""Nicotinic acid""	NA	""Tablet""	""Oral""	""-""	""Nicotinic acid""",
"""58635""",UNKNOWN,true,"0	""Bezalip Mono 400mg modified-release tablets (DE Pharmaceuticals)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""83020""",UNKNOWN,true,"6474	""Bempedoic acid 180mg tablets""	""Bempedoic acid""	""180mg""	""Oral tablet""	""Oral""	""Other Lipid-Regulating Products""	""Bempedoic acid""",
"""65181""",UNKNOWN,true,"0	""Simvastatin 40mg tablets (DE Pharmaceuticals)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""52812""",UNKNOWN,true,"369	""Simvastatin 20mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""39060""",UNKNOWN,true,"62	""Simvastatin 20mg tablets (Dexcel-Pharma Ltd)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""52821""",UNKNOWN,true,"2	""Atorvastatin 80mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""51715""",UNKNOWN,true,"0	""Simvastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""10183""",UNKNOWN,true,"21777	""Simvastatin 40mg with ezetimibe 10mg tablet""	""Ezetimibe/Simvastatin""	""40mg + 10mg""	""Tablets""	""Oral""	""Ezetimibe/Statins""	""Ezetimibe/Simvastatin""",
"""379""",UNKNOWN,true,"344289	""Fluvastatin 20mg capsules""	""Fluvastatin""	""20mg""	""Oral capsule""	""Oral""	""Statins""	""Fluvastatin""",
"""66564""",UNKNOWN,true,"0	""Bezafibrate 400mg modified-release tablets (Phoenix Healthcare Distribution Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""50272""",UNKNOWN,true,"52	""Atorvastatin 40mg tablets (Upjohn UK Ltd)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""70987""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""53822""",UNKNOWN,true,"0	""Simvastatin 10mg tablets (Bristol Laboratories Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""11815""",UNKNOWN,true,"11040	""Simvastatin 20mg with ezetimibe 10mg tablet""	""Ezetimibe/Simvastatin""	""20mg + 10mg""	""Tablets""	""Oral""	""Ezetimibe/Statins""	""Ezetimibe/Simvastatin""",
"""68023""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Aspire Pharma Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""86784""",UNKNOWN,true,"0	""Atorvastatin 80mg tablets (Medical Valley Invest AB)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""87734""",UNKNOWN,true,"0	""Lipitor 10mg tablets (Lexon (UK) Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""76985""",UNKNOWN,true,"5	""Nicotinic acid 50mg capsules""	""Nicotinic acid""	""50mg""	""Oral capsule""	""Oral""	""Nicotinic Acid Group""	""Nicotinic acid""",
"""79294""",UNKNOWN,true,"65	""Colestyramine 4g oral powder sachets sugar free (Viatris UK Healthcare Ltd)""	""Colestyramine""	""4gram""	""Powder for oral suspension""	""Oral""	""Bile Acid Sequestrants/Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestyramine""",
"""70693""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""7540""",UNKNOWN,true,"24345	""Lipantil Micro 267 capsules (Viatris UK Healthcare Ltd)""	""Fenofibrate""	""267mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""40340""",UNKNOWN,true,"111	""Simvastatin 10mg tablets (Teva UK Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""9316""",UNKNOWN,true,"7272	""Lipobay 200microgram Tablet (Bayer Plc)""	""Cerivastatin""	""200microgram""	""Oral tablet""	""Oral""	""Statins""	""Cerivastatin""",
"""56248""",UNKNOWN,true,"17	""Atorvastatin 20mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""23634""",UNKNOWN,true,"160	""GEMFIBROZIL""	""Gemfibrozil""	NA	NA	NA	""Unknown""	""Gemfibrozil""",
"""1324""",UNKNOWN,true,"40440	""Bezalip 200mg Tablet (Roche Products Ltd)""	""Bezafibrate""	""200mg""	""Oral tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""66780""",UNKNOWN,true,"47	""Fenofibrate 145mg / Simvastatin 20mg tablets""	""Fenofibrate/Simvastatin""	""145mg + 20mg""	""Oral tablet""	""Oral""	""Fibrates/Statins""	""Fenofibrate/Simvastatin""",
"""1215""",UNKNOWN,true,"6507	""Fenofibrate 100mg Capsule""	""Fenofibrate""	""100mg""	""Capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""79517""",UNKNOWN,true,"2	""Rosuvastatin 5mg tablets (Sandoz Ltd)""	""Rosuvastatin""	""5mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""86365""",UNKNOWN,true,"764	""Atorvastatin 20mg/5ml oral suspension sugar free""	""Atorvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""Statins""	""Atorvastatin""",
"""55452""",UNKNOWN,true,"0	""Simvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""59859""",UNKNOWN,true,"42	""Atorvastatin 10mg tablets (Teva UK Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""64984""",UNKNOWN,true,"0	""Fenofibrate micronised 160mg tablets (Phoenix Healthcare Distribution Ltd)""	""Fenofibrate""	""160mg""	""Oral tablet""	""Oral""	""Fibrates""	""Fenofibrate""",
"""50788""",UNKNOWN,true,"154	""Atorvastatin 20mg tablets (Upjohn UK Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""49062""",UNKNOWN,true,"0	""Simvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""644""",UNKNOWN,true,"137357	""Colestyramine 4g oral powder sachets""	""Colestyramine""	""4gram""	""Powder for oral suspension""	""Oral""	""Bile Acid Sequestrants/Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestyramine""",
"""49609""",UNKNOWN,true,"22	""Bezafibrate 400mg Modified-release tablet (Sandoz Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""75391""",UNKNOWN,true,"51	""Atorvastatin 80mg/5ml oral suspension""	""Atorvastatin""	""16mg/1ml""	""Oral suspension""	""Oral""	""Statins""	""Atorvastatin""",
"""76919""",UNKNOWN,true,"0	""Ciprofibrate 100mg tablets (Phoenix Healthcare Distribution Ltd)""	""Ciprofibrate""	""100mg""	""Oral tablet""	""Oral""	""Fibrates""	""Ciprofibrate""",
"""75622""",UNKNOWN,true,"0	""Atorvastatin 60mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin""	""60mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""77472""",UNKNOWN,true,"107	""Lescol 40mg capsules (Lexon (UK) Ltd)""	""Fluvastatin""	""40mg""	""Oral capsule""	""Oral""	""Statins""	""Fluvastatin""",
"""41410""",UNKNOWN,true,"23	""Vitamin a, c & d with 10 other vitamins & zinc (combination 1) drops""	""Nicotinic acid""	NA	""Drops""	""Oral""	""-""	""Nicotinic acid""",
"""52257""",UNKNOWN,true,"2	""Simvastatin 20mg tablets (Accord-UK Ltd)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""51166""",UNKNOWN,true,"0	""Simvastatin 40mg tablets (Medreich Plc)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""53415""",UNKNOWN,true,"0	""Simvastatin 10mg tablets (Milpharm Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""91109""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Milpharm Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""88436""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Medical Valley Invest AB)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""68386""",UNKNOWN,true,"1	""Colestyramine 4g oral powder sachets (J M McGill Ltd)""	""Colestyramine""	""4gram""	""Powder for oral suspension""	""Oral""	""Bile Acid Sequestrants/Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestyramine""",
"""88587""",UNKNOWN,true,"0	""Ciprofibrate 100mg tablets (CST Pharma Ltd)""	""Ciprofibrate""	""100mg""	""Oral tablet""	""Oral""	""Fibrates""	""Ciprofibrate""",
"""68827""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Viatris UK Healthcare Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""8104""",UNKNOWN,true,"12691	""Acipimox 250mg capsules""	""Acipimox""	""250mg""	""Oral capsule""	""Oral""	""Nicotinic Acid Group""	""Acipimox""",
"""73384""",UNKNOWN,true,"0	""Fenofibrate micronised 200mg capsules (DE Pharmaceuticals)""	""Fenofibrate""	""200mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""56607""",UNKNOWN,true,"0	""Pravastatin 20mg tablets (Waymade Healthcare Plc)""	""Pravastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""79426""",UNKNOWN,true,"0	""Atorvastatin 80mg tablets (Bristol Laboratories Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""52755""",UNKNOWN,true,"0	""Pravastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Pravastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""78147""",UNKNOWN,true,"0	""Pravastatin 10mg tablets (PLIVA Pharma Ltd)""	""Pravastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""64810""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""42801""",UNKNOWN,true,"31	""Bezafibrate xl 400mg Modified-release tablet (Generics (UK) Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""75134""",UNKNOWN,true,"144	""Simvastatin 80mg tablets (Viatris UK Healthcare Ltd)""	""Simvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""52814""",UNKNOWN,true,"2	""Bezafibrate 400mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""91685""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Sandoz Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""29213""",UNKNOWN,true,"16	""Bezagen XL 400mg tablets (Viatris UK Healthcare Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""55207""",UNKNOWN,true,"23	""Lipobay 200microgram tablets (Bayer Plc)""	""Cerivastatin""	""200microgram""	""Oral tablet""	""Oral""	""Unknown""	""Cerivastatin""",
"""84907""",UNKNOWN,true,"7894	""Rosuvastatin 10mg capsules""	""Rosuvastatin""	""10mg""	""Oral capsule""	""Oral""	""Statins""	""Rosuvastatin""",
"""57117""",UNKNOWN,true,"0	""Atorvastatin 80mg tablets (Waymade Healthcare Plc)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""52398""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""34535""",UNKNOWN,true,"37	""Simvastatin 10mg tablets (Viatris UK Healthcare Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""1212""",UNKNOWN,true,"18412	""Colestipol 5g granules for oral suspension sachets sugar free""	""Colestipol""	""5gram""	""Granules for oral suspension""	""Oral""	""Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestipol""",
"""6120""",UNKNOWN,true,"130281	""Ezetrol 10mg tablets (Organon Pharma (UK) Ltd)""	""Ezetimibe""	""10mg""	""Oral tablet""	""Oral""	""Ezetimibe""	""Ezetimibe""",
"""87635""",UNKNOWN,true,"0	""Rosuvastatin 5mg capsules (Alliance Healthcare (Distribution) Ltd)""	""Rosuvastatin""	""5mg""	""Oral capsule""	""Oral""	""Statins""	""Rosuvastatin""",
"""69093""",UNKNOWN,true,"14	""Atorvastatin 80mg tablets (Wockhardt UK Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""32909""",UNKNOWN,true,"220	""Simvastatin 80mg tablets (A A H Pharmaceuticals Ltd)""	""Simvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""88557""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Bristol Laboratories Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""46878""",UNKNOWN,true,"158	""Simvastatin 40mg tablets (Almus Pharmaceuticals Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""67829""",UNKNOWN,true,"0	""Pravastatin 20mg tablets (Sandoz Ltd)""	""Pravastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""82516""",UNKNOWN,true,"65	""Lipostat 20mg tablets (Waymade Healthcare Plc)""	""Pravastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""55727""",UNKNOWN,true,"106	""Atorvastatin 10mg tablets (Accord-UK Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""36060""",UNKNOWN,true,"5	""Vitamin a, c & d with 11 other vitamins & 17 minerals (combination no1) tablets""	""Nicotinic acid""	NA	""Tablets""	""Oral""	""-""	""Nicotinic acid""",
"""82406""",UNKNOWN,true,"0	""Fenofibrate micronised 160mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Fenofibrate""	""160mg""	""Oral tablet""	""Oral""	""Fibrates""	""Fenofibrate""",
"""18126""",UNKNOWN,true,"3620	""Nicotinic acid 1g modified-release tablets""	""Nicotinic acid""	""1gram""	""Modified-release tablet""	""Oral""	""Unknown""	""Nicotinic acid""",
"""68048""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""34502""",UNKNOWN,true,"245	""Simvastatin 40mg tablets (A A H Pharmaceuticals Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""62137""",UNKNOWN,true,"0	""Simvastatin 40mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""53340""",UNKNOWN,true,"0	""Zocor 40mg tablets (Lexon (UK) Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""77357""",UNKNOWN,true,"746	""Zocor 20mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""50670""",UNKNOWN,true,"17	""Simvastatin 40mg tablets (Milpharm Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""15209""",UNKNOWN,true,"149	""Crampex tablets (Thornton & Ross Ltd)""	""Nicotinic acid""	""200mg + 20microgram + 20mg""	""Oral tablet""	""Oral""	""Other Muscle Relaxants""	""Nicotinic acid""",
"""77470""",UNKNOWN,true,"97	""Zocor 10mg tablets (Necessity Supplies Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""19938""",UNKNOWN,true,"240	""Colestipol with aspartame granules""	""Colestipol""	NA	""Granules""	""Oral""	""Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestipol""",
"""67745""",UNKNOWN,true,"0	""Simvastatin 10mg tablets (Zentiva Pharma UK Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""54985""",UNKNOWN,true,"60	""Simvastatin 40mg/5ml oral suspension""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""Statins""	""Simvastatin""",
"""15252""",UNKNOWN,true,"18644	""Crestor 20mg tablets (AstraZeneca UK Ltd)""	""Rosuvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""91708""",UNKNOWN,true,"1	""Leqvio 284mg/1.5ml solution for injection pre-filled syringes (Novartis Pharmaceuticals UK Ltd)""	""Inclisiran""	""189mg/1ml""	""Solution for injection""	""Subcutaneous""	""Other Lipid-Regulating Products""	""Inclisiran""",
"""7347""",UNKNOWN,true,"86896	""Crestor 10mg tablets (AstraZeneca UK Ltd)""	""Rosuvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""54240""",UNKNOWN,true,"54	""Simvastatin 40mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""71016""",UNKNOWN,true,"0	""Ciprofibrate 100mg tablets (DE Pharmaceuticals)""	""Ciprofibrate""	""100mg""	""Oral tablet""	""Oral""	""Fibrates""	""Ciprofibrate""",
"""58418""",UNKNOWN,true,"5	""Atorvastatin 80mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""90373""",UNKNOWN,true,"0	""Atorvastatin 80mg tablets (Brown & Burk UK Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""59776""",UNKNOWN,true,"184	""Atorvastatin 80mg tablets (Aspire Pharma Ltd)""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""15940""",UNKNOWN,true,"23	""Folic acid with multivitamins and minerals Capsule""	""Nicotinic acid""	NA	""Capsule""	""Oral""	""-""	""Nicotinic acid""",
"""5251""",UNKNOWN,true,"18408	""Cerivastatin 300microgram tablets""	""Cerivastatin""	""300microgram""	""Oral tablet""	""Oral""	""Unknown""	""Cerivastatin""",
"""29328""",UNKNOWN,true,"23	""Bezafibrate 200mg tablets (A A H Pharmaceuticals Ltd)""	""Bezafibrate""	""200mg""	""Oral tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""37266""",UNKNOWN,true,"68489	""Colesevelam 625mg tablets""	""Colesevelam""	""625mg""	""Oral tablet""	""Oral""	""Bile Acid Sequestrants""	""Colesevelam""",
"""85141""",UNKNOWN,true,"7	""Atorvastatin 10mg tablets (Kent Pharma (UK) Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""80312""",UNKNOWN,true,"0	""Rosuvastatin 10mg tablets (Accord-UK Ltd)""	""Rosuvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""73383""",UNKNOWN,true,"7	""Fluvastatin 40mg capsules (Actavis UK Ltd)""	""Fluvastatin""	""40mg""	""Oral capsule""	""Oral""	""Statins""	""Fluvastatin""",
"""7552""",UNKNOWN,true,"24424	""Simvastatin 20mg / Ezetimibe 10mg tablets""	""Ezetimibe/Simvastatin""	""10mg + 20mg""	""Oral tablet""	""Oral""	""Ezetimibe/Statins""	""Ezetimibe/Simvastatin""",
"""91942""",UNKNOWN,true,"0	""Atorvastatin 20mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)""	""Atorvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""Statins""	""Atorvastatin""",
"""25018""",UNKNOWN,true,"0	""BEZAFIBRATE""	""Bezafibrate""	NA	NA	NA	""Unknown""	""Bezafibrate""",
"""89423""",UNKNOWN,true,"14	""Rosuvastatin 40mg tablets (Aristo Pharma Ltd)""	""Rosuvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""34560""",UNKNOWN,true,"302	""Simvastatin 10mg Tablet (Ratiopharm UK Ltd)""	""Simvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""72092""",UNKNOWN,true,"0	""Fenofibrate micronised 160mg tablets (Waymade Healthcare Plc)""	""Fenofibrate""	""160mg""	""Oral tablet""	""Oral""	""Fibrates""	""Fenofibrate""",
"""82512""",UNKNOWN,true,"48	""Niaspan 750mg modified-release tablets (Mawdsley-Brooks & Company Ltd)""	""Nicotinic acid/Niaspan""	""750mg""	""Modified-release tablet""	""Oral""	""Nicotinic Acid Group""	""Nicotinic acid/Niaspan""",
"""1214""",UNKNOWN,true,"204424	""Bezalip 400mg Tablet (Roche Products Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""46956""",UNKNOWN,true,"12	""Simvastatin 80mg tablets (Arrow Generics Ltd)""	""Simvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""51359""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Arrow Generics Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""43259""",UNKNOWN,true,"1	""Vitamin a, c & d with 11 other vitamins & 1 mineral (combination no1) tabs""	""Nicotinic acid""	NA	""Tablets""	""Oral""	""-""	""Nicotinic acid""",
"""72164""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Bristol Laboratories Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""84669""",UNKNOWN,true,"2	""Nicotinic acid 50mg Tablet (Approved Prescription Services Ltd)""	""Nicotinic acid""	""50mg""	""Oral tablet""	""Oral""	""Nicotinic Acid Group""	""Nicotinic acid""",
"""17614""",UNKNOWN,true,"505	""Zimbacol XL 400mg tablets (Archimedes Pharma UK Ltd)""	""Bezafibrate""	""400mg""	""Modified-release tablet""	""Oral""	""Fibrates""	""Bezafibrate""",
"""18442""",UNKNOWN,true,"1554	""Lipobay 400microgram Tablet (Bayer Plc)""	""Cerivastatin""	""400microgram""	""Oral tablet""	""Oral""	""Statins""	""Cerivastatin""",
"""64868""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""11976""",UNKNOWN,true,"7220	""Niaspan 500mg modified-release tablets (Abbott Laboratories Ltd)""	""Nicotinic acid/Niaspan""	""500mg""	""Modified-release tablet""	""Oral""	""Nicotinic Acid Group""	""Nicotinic acid/Niaspan""",
"""59508""",UNKNOWN,true,"0	""Pravastatin 20mg tablets (Accord-UK Ltd)""	""Pravastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""89079""",UNKNOWN,true,"0	""Rosuvastatin 5mg tablets (Accord-UK Ltd)""	""Rosuvastatin""	""5mg""	""Oral tablet""	""Oral""	""Statins""	""Rosuvastatin""",
"""34545""",UNKNOWN,true,"5560	""Simvastatin 40mg Tablet (Ratiopharm UK Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""59357""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (Sun Pharma UK Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""91045""",UNKNOWN,true,"0	""Atorvastatin 20mg tablets (Sandoz Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""85695""",UNKNOWN,true,"1	""Atorvastatin 20mg tablets (Dowelhurst Ltd)""	""Atorvastatin""	""20mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""78284""",UNKNOWN,true,"90	""Praluent 150mg/1ml solution for injection pre-filled pens (Sanofi)""	""Alirocumab""	""150mg/1ml""	""Solution for injection""	""Subcutaneous""	""Other Lipid-Regulating Products""	""Alirocumab""",
"""48867""",UNKNOWN,true,"0	""Simvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Simvastatin""",
"""57137""",UNKNOWN,true,"0	""Pravastatin 10mg tablets (Almus Pharmaceuticals Ltd)""	""Pravastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
