code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""desc""	""cat""",
"""33343""",UNKNOWN,true,"""C10y.00""	""diabetes mellitus with other specified manifestation""	""Unknown""",
"""33807""",UNKNOWN,true,"""C107200""	""diabetes mellitus, adult with gangrene""	""Type 2""",
"""33969""",UNKNOWN,true,"""C10A100""	""malnutrition-related diabetes mellitus with ketoacidosis""	""Other""",
"""34152""",UNKNOWN,true,"""G73y000""	""diabetic peripheral angiopathy""	""Unknown""",
"""34268""",UNKNOWN,true,"""C10F200""	""type 2 diabetes mellitus with neurological complications""	""Type 2""",
"""34283""",UNKNOWN,true,"""C105z00""	""diabetes mellitus nos with ophthalmic manifestation""	""Unknown""",
"""34450""",UNKNOWN,true,"""C10FK00""	""hyperosmolar non-ketotic state in type 2 diabetes mellitus""	""Type 2""",
"""34528""",UNKNOWN,true,"""3882.00""	""diabetes well being questionnaire""	""Unknown""",
"""34541""",UNKNOWN,true,"""8HVU.00""	""private referral to diabetologist""	""Unknown""",
"""34912""",UNKNOWN,true,"""C109400""	""non-insulin dependent diabetes mellitus with ulcer""	""Type 2""",
"""35105""",UNKNOWN,true,"""C104100""	""diabetes mellitus, adult onset, with renal manifestation""	""Type 2""",
"""35107""",UNKNOWN,true,"""C104z00""	""diabetes mellitus with nephropathy nos""	""Unknown""",
"""35116""",UNKNOWN,true,"""2G5L.00""	""o/e - left diabetic foot - ulcerated""	""Unknown""",
"""35288""",UNKNOWN,true,"""C10E800""	""type 1 diabetes mellitus - poor control""	""Type 1""",
"""35316""",UNKNOWN,true,"""2G5H.00""	""o/e - right diabetic foot - ulcerated""	""Unknown""",
"""35321""",UNKNOWN,true,"""8H3O.00""	""non-urgent diabetic admission""	""Unknown""",
"""35383""",UNKNOWN,true,"""9OLD.00""	""diabetic patient unsuitable for digital retinal photography""	""Unknown""",
"""35385""",UNKNOWN,true,"""C10FH00""	""type 2 diabetes mellitus with neuropathic arthropathy""	""Type 2""",
"""35399""",UNKNOWN,true,"""C107.00""	""diabetes mellitus with peripheral circulatory disorder""	""Unknown""",
"""3550""",UNKNOWN,true,"""66A..00""	""diabetic monitoring""	""Unknown""",
"""35785""",UNKNOWN,true,"""F372100""	""chronic painful diabetic neuropathy""	""Unknown""",
"""36633""",UNKNOWN,true,"""C109K00""	""hyperosmolar non-ketotic state in type 2 diabetes mellitus""	""Type 2""",
"""36695""",UNKNOWN,true,"""C10D.00""	""diabetes mellitus autosomal dominant type 2""	""Other""",
"""37315""",UNKNOWN,true,"""F3y0.00""	""diabetic mononeuropathy""	""Unknown""",
"""37648""",UNKNOWN,true,"""C109J11""	""insulin treated non-insulin dependent diabetes mellitus""	""Type 2""",
"""37806""",UNKNOWN,true,"""C10FF00""	""type 2 diabetes mellitus with peripheral angiopathy""	""Type 2""",
"""38078""",UNKNOWN,true,"""66A9.00""	""understands diet - diabetes""	""Unknown""",
"""38103""",UNKNOWN,true,"""9N0m.00""	""seen in diabetic nurse consultant clinic""	""Unknown""",
"""38129""",UNKNOWN,true,"""9N0o.00""	""seen in community diabetic specialist nurse clinic""	""Unknown""",
"""38130""",UNKNOWN,true,"""ZRB6.00""	""diabetes wellbeing questionnaire""	""Unknown""",
"""38161""",UNKNOWN,true,"""C108711""	""type i diabetes mellitus with retinopathy""	""Type 1""",
"""3837""",UNKNOWN,true,"""F420400""	""diabetic maculopathy""	""Unknown""",
"""38617""",UNKNOWN,true,"""C101y00""	""other specified diabetes mellitus with ketoacidosis""	""Other""",
"""38986""",UNKNOWN,true,"""C100.00""	""diabetes mellitus with no mention of complication""	""Unknown""",
"""39070""",UNKNOWN,true,"""C10EE00""	""type 1 diabetes mellitus with hypoglycaemic coma""	""Type 1""",
"""39317""",UNKNOWN,true,"""C106100""	""diabetes mellitus, adult onset, + neurological manifestation""	""Type 2""",
"""39420""",UNKNOWN,true,"""F381300""	""myasthenic syndrome due to diabetic amyotrophy""	""Unknown""",
"""39809""",UNKNOWN,true,"""C108J00""	""insulin dependent diab mell with neuropathic arthropathy""	""Type 1""",
"""40023""",UNKNOWN,true,"""C102000""	""diabetes mellitus, juvenile type, with hyperosmolar coma""	""Type 1""",
"""40401""",UNKNOWN,true,"""C109500""	""non-insulin dependent diabetes mellitus with gangrene""	""Type 2""",
"""40682""",UNKNOWN,true,"""C10E900""	""type 1 diabetes mellitus maturity onset""	""Other""",
"""40837""",UNKNOWN,true,"""C10EN00""	""type 1 diabetes mellitus with ketoacidotic coma""	""Type 1""",
"""40962""",UNKNOWN,true,"""C109H00""	""non-insulin dependent d m with neuropathic arthropathy""	""Type 2""",
"""41049""",UNKNOWN,true,"""C108712""	""type 1 diabetes mellitus with retinopathy""	""Type 1""",
"""41389""",UNKNOWN,true,"""C105100""	""diabetes mellitus, adult onset, + ophthalmic manifestation""	""Type 2""",
"""41686""",UNKNOWN,true,"""Cyu2000""	""[x]other specified diabetes mellitus""	""Other""",
"""41716""",UNKNOWN,true,"""C108C00""	""insulin dependent diabetes mellitus with polyneuropathy""	""Type 1""",
"""42505""",UNKNOWN,true,"""C101z00""	""diabetes mellitus nos with ketoacidosis""	""Unknown""",
"""42567""",UNKNOWN,true,"""C103000""	""diabetes mellitus, juvenile type, with ketoacidotic coma""	""Type 1""",
"""42729""",UNKNOWN,true,"""C108E11""	""type i diabetes mellitus with hypoglycaemic coma""	""Type 1""",
"""42762""",UNKNOWN,true,"""C109612""	""type 2 diabetes mellitus with retinopathy""	""Type 2""",
"""42831""",UNKNOWN,true,"""C10E200""	""type 1 diabetes mellitus with neurological complications""	""Type 1""",
"""43139""",UNKNOWN,true,"""C102100""	""diabetes mellitus, adult onset, with hyperosmolar coma""	""Type 2""",
"""43227""",UNKNOWN,true,"""C10F311""	""type ii diabetes mellitus with multiple complications""	""Type 2""",
"""43453""",UNKNOWN,true,"""C10C.00""	""diabetes mellitus autosomal dominant""	""Other""",
"""43785""",UNKNOWN,true,"""C109D00""	""non-insulin dependent diabetes mellitus with hypoglyca coma""	""Type 2""",
"""43857""",UNKNOWN,true,"""C10M.00""	""lipoatrophic diabetes mellitus""	""Other""",
"""43921""",UNKNOWN,true,"""C10E400""	""unstable type 1 diabetes mellitus""	""Type 1""",
"""43951""",UNKNOWN,true,"""66AK.00""	""diabetic - cooperative patient""	""Unknown""",
"""44033""",UNKNOWN,true,"""F345000""	""diabetic mononeuritis multiplex""	""Unknown""",
"""44260""",UNKNOWN,true,"""C108F00""	""insulin dependent diabetes mellitus with diabetic cataract""	""Type 1""",
"""44312""",UNKNOWN,true,"""9M10.00""	""informed dissent for diabetes national audit""	""Unknown""",
"""44440""",UNKNOWN,true,"""C108E00""	""insulin dependent diabetes mellitus with hypoglycaemic coma""	""Type 1""",
"""44443""",UNKNOWN,true,"""C108500""	""insulin dependent diabetes mellitus with ulcer""	""Type 1""",
"""44779""",UNKNOWN,true,"""C109E12""	""type 2 diabetes mellitus with diabetic cataract""	""Type 2""",
"""44982""",UNKNOWN,true,"""C10FE00""	""type 2 diabetes mellitus with diabetic cataract""	""Type 2""",
"""4513""",UNKNOWN,true,"""C109.00""	""non-insulin dependent diabetes mellitus""	""Type 2""",
"""45250""",UNKNOWN,true,"""ZL22500""	""under care of diabetic liaison nurse""	""Unknown""",
"""45276""",UNKNOWN,true,"""C10E312""	""insulin dependent diabetes mellitus with multiple complicat""	""Type 1""",
"""45467""",UNKNOWN,true,"""C109B00""	""non-insulin dependent diabetes mellitus with polyneuropathy""	""Type 2""",
"""45491""",UNKNOWN,true,"""C10z.00""	""diabetes mellitus with unspecified complication""	""Unknown""",
"""45913""",UNKNOWN,true,"""C109712""	""type 2 diabetes mellitus - poor control""	""Type 2""",
"""45914""",UNKNOWN,true,"""C108812""	""type 1 diabetes mellitus - poor control""	""Type 1""",
"""45919""",UNKNOWN,true,"""C109212""	""type 2 diabetes mellitus with neurological complications""	""Type 2""",
"""46150""",UNKNOWN,true,"""C109512""	""type 2 diabetes mellitus with gangrene""	""Type 2""",
"""46290""",UNKNOWN,true,"""C108y00""	""other specified diabetes mellitus with multiple comps""	""Other""",
"""46301""",UNKNOWN,true,"""C10EC00""	""type 1 diabetes mellitus with polyneuropathy""	""Type 1""",
"""46521""",UNKNOWN,true,"""9N2d.00""	""seen by diabetologist""	""Unknown""",
"""46533""",UNKNOWN,true,"""13Y1.00""	""diabetic association member""	""Unknown""",
"""46577""",UNKNOWN,true,"""66AX.00""	""diabetes: shared care in pregnancy - diabetol and obstet""	""Poss gestational""",
"""46624""",UNKNOWN,true,"""C10C.11""	""maturity onset diabetes in youth""	""Other""",
"""46850""",UNKNOWN,true,"""C108811""	""type i diabetes mellitus - poor control""	""Type 1""",
"""46917""",UNKNOWN,true,"""C10FD00""	""type 2 diabetes mellitus with hypoglycaemic coma""	""Type 2""",
"""46963""",UNKNOWN,true,"""C108000""	""insulin-dependent diabetes mellitus with renal complications""	""Type 1""",
"""47011""",UNKNOWN,true,"""8Hj0.00""	""referral to diabetes structured education programme""	""Unknown""",
"""47032""",UNKNOWN,true,"""8CS0.00""	""diabetes care plan agreed""	""Unknown""",
"""47058""",UNKNOWN,true,"""8Hg4.00""	""discharged from care of diabetes specialist nurse""	""Unknown""",
"""47144""",UNKNOWN,true,"""2BBM.00""	""o/e - diabetic maculopathy absent both eyes""	""Unknown""",
"""47315""",UNKNOWN,true,"""C10F711""	""type ii diabetes mellitus - poor control""	""Type 2""",
"""47321""",UNKNOWN,true,"""C10F100""	""type 2 diabetes mellitus with ophthalmic complications""	""Type 2""",
"""47328""",UNKNOWN,true,"""2BBk.00""	""o/e - right eye stable treated prolif diabetic retinopathy""	""Unknown""",
"""47341""",UNKNOWN,true,"""8A12.00""	""diabetic crisis monitoring""	""Unknown""",
"""47370""",UNKNOWN,true,"""8HLE.00""	""diabetology d.v. done""	""Unknown""",
"""47377""",UNKNOWN,true,"""C105y00""	""other specified diabetes mellitus with ophthalmic complicatn""	""Other""",
"""47409""",UNKNOWN,true,"""C109B11""	""type ii diabetes mellitus with polyneuropathy""	""Type 2""",
"""47582""",UNKNOWN,true,"""C10E000""	""type 1 diabetes mellitus with renal complications""	""Type 1""",
"""47584""",UNKNOWN,true,"""F420500""	""advanced diabetic retinal disease""	""Unknown""",
"""47649""",UNKNOWN,true,"""C10E100""	""type 1 diabetes mellitus with ophthalmic complications""	""Type 1""",
"""47650""",UNKNOWN,true,"""C10E300""	""type 1 diabetes mellitus with multiple complications""	""Type 1""",
"""47816""",UNKNOWN,true,"""C109H11""	""type ii diabetes mellitus with neuropathic arthropathy""	""Type 2""",
"""47954""",UNKNOWN,true,"""C10F900""	""type 2 diabetes mellitus without complication""	""Type 2""",
"""48078""",UNKNOWN,true,"""F372000""	""acute painful diabetic neuropathy""	""Unknown""",
"""48192""",UNKNOWN,true,"""C109E11""	""type ii diabetes mellitus with diabetic cataract""	""Type 2""",
"""49074""",UNKNOWN,true,"""C10F400""	""type 2 diabetes mellitus with ulcer""	""Type 2""",
"""49146""",UNKNOWN,true,"""C108211""	""type i diabetes mellitus with neurological complications""	""Type 1""",
"""49276""",UNKNOWN,true,"""C108100""	""insulin-dependent diabetes mellitus with ophthalmic comps""	""Type 1""",
"""49554""",UNKNOWN,true,"""C10EF00""	""type 1 diabetes mellitus with diabetic cataract""	""Type 1""",
"""49640""",UNKNOWN,true,"""2G5W.00""	""o/e - left chronic diabetic foot ulcer""	""Unknown""",
"""49655""",UNKNOWN,true,"""C10F611""	""type ii diabetes mellitus with retinopathy""	""Type 2""",
"""49869""",UNKNOWN,true,"""C109G12""	""type 2 diabetes mellitus with arthropathy""	""Type 2""",
"""49884""",UNKNOWN,true,"""6761.00""	""diabetic pre-pregnancy counselling""	""Unknown""",
"""49949""",UNKNOWN,true,"""C10E411""	""unstable type i diabetes mellitus""	""Type 1""",
"""5002""",UNKNOWN,true,"""F372.11""	""diabetic polyneuropathy""	""Unknown""",
"""50175""",UNKNOWN,true,"""66AW.00""	""diabetic foot risk assessment""	""Unknown""",
"""50225""",UNKNOWN,true,"""C109011""	""type ii diabetes mellitus with renal complications""	""Type 2""",
"""50429""",UNKNOWN,true,"""C109100""	""non-insulin-dependent diabetes mellitus with ophthalm comps""	""Type 2""",
"""50527""",UNKNOWN,true,"""C10FB11""	""type ii diabetes mellitus with polyneuropathy""	""Type 2""",
"""506""",UNKNOWN,true,"""C100112""	""non-insulin dependent diabetes mellitus""	""Type 2""",
"""50609""",UNKNOWN,true,"""L180600""	""pre-existing diabetes mellitus, non-insulin-dependent""	""Type 2""",
"""50813""",UNKNOWN,true,"""C109A11""	""type ii diabetes mellitus with mononeuropathy""	""Type 2""",
"""50937""",UNKNOWN,true,"""8HTe.00""	""referral to diabetes preconception counselling clinic""	""Unknown""",
"""50960""",UNKNOWN,true,"""L180500""	""pre-existing diabetes mellitus, insulin-dependent""	""Type 1""",
"""50972""",UNKNOWN,true,"""C100z00""	""diabetes mellitus nos with no mention of complication""	""Unknown""",
"""51261""",UNKNOWN,true,"""C10E.12""	""insulin dependent diabetes mellitus""	""Type 1""",
"""51697""",UNKNOWN,true,"""C10G.00""	""secondary pancreatic diabetes mellitus""	""Other""",
"""51756""",UNKNOWN,true,"""C10FP00""	""type 2 diabetes mellitus with ketoacidotic coma""	""Type 2""",
"""51957""",UNKNOWN,true,"""C108511""	""type i diabetes mellitus with ulcer""	""Type 1""",
"""52041""",UNKNOWN,true,"""2BBl.00""	""o/e - left eye stable treated prolif diabetic retinopathy""	""Unknown""",
"""52104""",UNKNOWN,true,"""C108300""	""insulin dependent diabetes mellitus with multiple complicatn""	""Type 1""",
"""52212""",UNKNOWN,true,"""Cyu2.00""	""[x]diabetes mellitus""	""Unknown""",
"""52236""",UNKNOWN,true,"""C10A.00""	""malnutrition-related diabetes mellitus""	""Other""",
"""52237""",UNKNOWN,true,"""9360.00""	""patient held diabetic record issued""	""Unknown""",
"""52283""",UNKNOWN,true,"""C108200""	""insulin-dependent diabetes mellitus with neurological comps""	""Type 1""",
"""52303""",UNKNOWN,true,"""C109000""	""non-insulin-dependent diabetes mellitus with renal comps""	""Type 2""",
"""52630""",UNKNOWN,true,"""2BBo.00""	""o/e - sight threatening diabetic retinopathy""	""Unknown""",
"""53200""",UNKNOWN,true,"""C101000""	""diabetes mellitus, juvenile type, with ketoacidosis""	""Type 1""",
"""53238""",UNKNOWN,true,"""66AG.00""	""diabetic drug side effects""	""Unknown""",
"""53392""",UNKNOWN,true,"""C10F911""	""type ii diabetes mellitus without complication""	""Type 2""",
"""53634""",UNKNOWN,true,"""R054200""	""[d]gangrene of toe in diabetic""	""Unknown""",
"""54008""",UNKNOWN,true,"""C10EJ00""	""type 1 diabetes mellitus with neuropathic arthropathy""	""Type 1""",
"""54212""",UNKNOWN,true,"""C109F00""	""non-insulin-dependent d m with peripheral angiopath""	""Type 2""",
"""54419""",UNKNOWN,true,"""918T.00""	""diabetes key contact""	""Unknown""",
"""54600""",UNKNOWN,true,"""C10E412""	""unstable insulin dependent diabetes mellitus""	""Type 1""",
"""54601""",UNKNOWN,true,"""9NN8.00""	""under care of diabetologist""	""Unknown""",
"""54856""",UNKNOWN,true,"""C101100""	""diabetes mellitus, adult onset, with ketoacidosis""	""Type 2""",
"""54899""",UNKNOWN,true,"""C109F11""	""type ii diabetes mellitus with peripheral angiopathy""	""Type 2""",
"""55075""",UNKNOWN,true,"""C109411""	""type ii diabetes mellitus with ulcer""	""Type 2""",
"""55123""",UNKNOWN,true,"""66AO.00""	""date diabetic treatment stopp.""	""Unknown""",
"""55239""",UNKNOWN,true,"""C10EQ00""	""type 1 diabetes mellitus with gastroparesis""	""Type 1""",
"""55431""",UNKNOWN,true,"""L180X00""	""pre-existing diabetes mellitus, unspecified""	""Unknown""",
"""55842""",UNKNOWN,true,"""C109200""	""non-insulin-dependent diabetes mellitus with neuro comps""	""Type 2""",
"""56268""",UNKNOWN,true,"""C109D11""	""type ii diabetes mellitus with hypoglycaemic coma""	""Type 2""",
"""56448""",UNKNOWN,true,"""C108A00""	""insulin-dependent diabetes without complication""	""Type 1""",
"""56803""",UNKNOWN,true,"""C107400""	""niddm with peripheral circulatory disorder""	""Type 2""",
"""57278""",UNKNOWN,true,"""C10F011""	""type ii diabetes mellitus with renal complications""	""Type 2""",
"""57333""",UNKNOWN,true,"""N030011""	""diabetic cheiropathy""	""Unknown""",
"""57389""",UNKNOWN,true,"""93C4.00""	""patient consent given for addition to diabetic register""	""Unknown""",
"""57621""",UNKNOWN,true,"""C108D00""	""insulin dependent diabetes mellitus with nephropathy""	""Type 1""",
"""57723""",UNKNOWN,true,"""8HHy.00""	""referral to diabetic register""	""Unknown""",
"""58133""",UNKNOWN,true,"""ZLD7500""	""discharge by diabetic liaison nurse""	""Unknown""",
"""58604""",UNKNOWN,true,"""C109611""	""type ii diabetes mellitus with retinopathy""	""Type 2""",
"""58639""",UNKNOWN,true,"""8I57.00""	""patient held diabetic record declined""	""Unknown""",
"""5884""",UNKNOWN,true,"""C109.11""	""niddm - non-insulin dependent diabetes mellitus""	""Type 2""",
"""59253""",UNKNOWN,true,"""C10FG00""	""type 2 diabetes mellitus with arthropathy""	""Type 2""",
"""59288""",UNKNOWN,true,"""C103y00""	""other specified diabetes mellitus with coma""	""Other""",
"""59365""",UNKNOWN,true,"""C109C00""	""non-insulin dependent diabetes mellitus with nephropathy""	""Type 2""",
"""59725""",UNKNOWN,true,"""C109111""	""type ii diabetes mellitus with ophthalmic complications""	""Type 2""",
"""59903""",UNKNOWN,true,"""C106.11""	""diabetic amyotrophy""	""Unknown""",
"""59991""",UNKNOWN,true,"""C10D.11""	""maturity onset diabetes in youth type 2""	""Other""",
"""60107""",UNKNOWN,true,"""C108411""	""unstable type i diabetes mellitus""	""Type 1""",
"""60208""",UNKNOWN,true,"""C108J11""	""type i diabetes mellitus with neuropathic arthropathy""	""Type 1""",
"""60499""",UNKNOWN,true,"""C108600""	""insulin dependent diabetes mellitus with gangrene""	""Type 1""",
"""60699""",UNKNOWN,true,"""C109F12""	""type 2 diabetes mellitus with peripheral angiopathy""	""Type 2""",
"""60796""",UNKNOWN,true,"""C10FL11""	""type ii diabetes mellitus with persistent proteinuria""	""Type 2""",
"""608""",UNKNOWN,true,"""66A2.00""	""follow-up diabetic assessment""	""Unknown""",
"""61021""",UNKNOWN,true,"""68AB.00""	""diabetic digital retinopathy screening offered""	""Unknown""",
"""61071""",UNKNOWN,true,"""C109D12""	""type 2 diabetes mellitus with hypoglycaemic coma""	""Type 2""",
"""61122""",UNKNOWN,true,"""C10H.00""	""diabetes mellitus induced by non-steroid drugs""	""Other""",
"""61210""",UNKNOWN,true,"""TJ23z00""	""adverse reaction to insulins and antidiabetic agents nos""	""Unknown""",
"""6125""",UNKNOWN,true,"""66AS.00""	""diabetic annual review""	""Unknown""",
"""61344""",UNKNOWN,true,"""C108011""	""type i diabetes mellitus with renal complications""	""Type 1""",
"""61461""",UNKNOWN,true,"""9M00.00""	""informed consent for diabetes national audit""	""Unknown""",
"""61470""",UNKNOWN,true,"""66Al.00""	""diabetic monitoring - higher risk albumin excretion""	""Unknown""",
"""61523""",UNKNOWN,true,"""C106y00""	""other specified diabetes mellitus with neurological comps""	""Other""",
"""61557""",UNKNOWN,true,"""8HKE.00""	""diabetology d.v. requested""	""Unknown""",
"""61829""",UNKNOWN,true,"""C108212""	""type 1 diabetes mellitus with neurological complications""	""Type 1""",
"""62107""",UNKNOWN,true,"""C109511""	""type ii diabetes mellitus with gangrene""	""Type 2""",
"""62146""",UNKNOWN,true,"""C109300""	""non-insulin-dependent diabetes mellitus with multiple comps""	""Type 2""",
"""62209""",UNKNOWN,true,"""C10EM11""	""type i diabetes mellitus with ketoacidosis""	""Type 1""",
"""62352""",UNKNOWN,true,"""C108H11""	""type i diabetes mellitus with arthropathy""	""Type 1""",
"""62384""",UNKNOWN,true,"""2G5V.00""	""o/e - right chronic diabetic foot ulcer""	""Unknown""",
"""62613""",UNKNOWN,true,"""C10EA11""	""type i diabetes mellitus without complication""	""Type 1""",
"""62674""",UNKNOWN,true,"""C10FA00""	""type 2 diabetes mellitus with mononeuropathy""	""Type 2""",
"""63017""",UNKNOWN,true,"""C108911""	""type i diabetes mellitus maturity onset""	""Other""",
"""63357""",UNKNOWN,true,"""C107100""	""diabetes mellitus, adult, + peripheral circulatory disorder""	""Type 2""",
"""63371""",UNKNOWN,true,"""C10y100""	""diabetes mellitus, adult, + other specified manifestation""	""Type 2""",
"""63412""",UNKNOWN,true,"""8CR2.00""	""diabetes clinical management plan""	""Unknown""",
"""63555""",UNKNOWN,true,"""F374z00""	""polyneuropathy in disease nos""	""Unknown""",
"""63690""",UNKNOWN,true,"""C10FR00""	""type 2 diabetes mellitus with gastroparesis""	""Type 2""",
"""63762""",UNKNOWN,true,"""C10z100""	""diabetes mellitus, adult onset, + unspecified complication""	""Type 2""",
"""64142""",UNKNOWN,true,"""8Hl1.00""	""referral for diabetic retinopathy screening""	""Unknown""",
"""64283""",UNKNOWN,true,"""C10zy00""	""other specified diabetes mellitus with unspecified comps""	""Other""",
"""6430""",UNKNOWN,true,"""9NM0.00""	""attending diabetes clinic""	""Unknown""",
"""64357""",UNKNOWN,true,"""C10zz00""	""diabetes mellitus nos with unspecified complication""	""Unknown""",
"""64446""",UNKNOWN,true,"""C108G00""	""insulin dependent diab mell with peripheral angiopathy""	""Type 1""",
"""64449""",UNKNOWN,true,"""C108z00""	""unspecified diabetes mellitus with multiple complications""	""Unknown""",
"""64571""",UNKNOWN,true,"""C109C11""	""type ii diabetes mellitus with nephropathy""	""Type 2""",
"""64668""",UNKNOWN,true,"""C10FJ11""	""insulin treated type ii diabetes mellitus""	""Type 2""",
"""65025""",UNKNOWN,true,"""C107z00""	""diabetes mellitus nos with peripheral circulatory disorder""	""Unknown""",
"""65062""",UNKNOWN,true,"""C103z00""	""diabetes mellitus nos with ketoacidotic coma""	""Unknown""",
"""6509""",UNKNOWN,true,"""C108700""	""insulin dependent diabetes mellitus with retinopathy""	""Type 1""",
"""65267""",UNKNOWN,true,"""C10F300""	""type 2 diabetes mellitus with multiple complications""	""Type 2""",
"""65463""",UNKNOWN,true,"""F420800""	""high risk non proliferative diabetic retinopathy""	""Unknown""",
"""65616""",UNKNOWN,true,"""C108H00""	""insulin dependent diabetes mellitus with arthropathy""	""Type 1""",
"""65684""",UNKNOWN,true,"""U602311""	""[x] adverse reaction to insulins and antidiabetic agents""	""Unknown""",
"""65704""",UNKNOWN,true,"""C109412""	""type 2 diabetes mellitus with ulcer""	""Type 2""",
"""66145""",UNKNOWN,true,"""C10EN11""	""type i diabetes mellitus with ketoacidotic coma""	""Type 1""",
"""66475""",UNKNOWN,true,"""66Ak.00""	""diabetic monitoring - lower risk albumin excretion""	""Unknown""",
"""66675""",UNKNOWN,true,"""C10A000""	""malnutrition-related diabetes mellitus with coma""	""Other""",
"""66872""",UNKNOWN,true,"""C108D11""	""type i diabetes mellitus with nephropathy""	""Type 1""",
"""66965""",UNKNOWN,true,"""C109H12""	""type 2 diabetes mellitus with neuropathic arthropathy""	""Type 2""",
"""67212""",UNKNOWN,true,"""C10H000""	""dm induced by non-steroid drugs without complication""	""Other""",
"""67635""",UNKNOWN,true,"""L180000""	""diabetes mellitus - unspec whether in pregnancy/puerperium""	""Poss gestational""",
"""67853""",UNKNOWN,true,"""C106000""	""diabetes mellitus, juvenile, + neurological manifestation""	""Type 1""",
"""67905""",UNKNOWN,true,"""C109211""	""type ii diabetes mellitus with neurological complications""	""Type 2""",
"""6791""",UNKNOWN,true,"""C108800""	""insulin dependent diabetes mellitus - poor control""	""Type 1""",
"""68105""",UNKNOWN,true,"""C10EB00""	""type 1 diabetes mellitus with mononeuropathy""	""Type 1""",
"""6813""",UNKNOWN,true,"""1434.00""	""h/o: diabetes mellitus""	""Unknown""",
"""68390""",UNKNOWN,true,"""C108512""	""type 1 diabetes mellitus with ulcer""	""Type 1""",
"""68546""",UNKNOWN,true,"""ZRB4.00""	""diabetes clinic satisfaction questionnaire""	""Unknown""",
"""68792""",UNKNOWN,true,"""C10z000""	""diabetes mellitus, juvenile type, + unspecified complication""	""Type 1""",
"""68818""",UNKNOWN,true,"""ZRB5.11""	""dtsq - diabetes treatment satisfaction questionnaire""	""Unknown""",
"""68843""",UNKNOWN,true,"""C103100""	""diabetes mellitus, adult onset, with ketoacidotic coma""	""Type 2""",
"""68928""",UNKNOWN,true,"""TJ23.00""	""adverse reaction to insulins and antidiabetic agents""	""Unknown""",
"""69043""",UNKNOWN,true,"""ZC2C900""	""dietary advice for type i diabetes""	""Type 1""",
"""69124""",UNKNOWN,true,"""C107300""	""iddm with peripheral circulatory disorder""	""Type 1""",
"""69163""",UNKNOWN,true,"""8HTi.00""	""referral to multidisciplinary diabetic clinic""	""Unknown""",
"""69278""",UNKNOWN,true,"""C109E00""	""non-insulin depend diabetes mellitus with diabetic cataract""	""Type 2""",
"""69676""",UNKNOWN,true,"""C10EA00""	""type 1 diabetes mellitus without complication""	""Type 1""",
"""69748""",UNKNOWN,true,"""C105000""	""diabetes mellitus, juvenile type, + ophthalmic manifestation""	""Type 1""",
"""69993""",UNKNOWN,true,"""C10E600""	""type 1 diabetes mellitus with gangrene""	""Type 1""",
"""70316""",UNKNOWN,true,"""C109112""	""type 2 diabetes mellitus with ophthalmic complications""	""Type 2""",
"""70448""",UNKNOWN,true,"""C107000""	""diabetes mellitus, juvenile +peripheral circulatory disorder""	""Type 1""",
"""7045""",UNKNOWN,true,"""14F4.00""	""h/o: admission in last year for diabetes foot problem""	""Unknown""",
"""7059""",UNKNOWN,true,"""8H2J.00""	""admit diabetic emergency""	""Unknown""",
"""7069""",UNKNOWN,true,"""F420000""	""background diabetic retinopathy""	""Unknown""",
"""70766""",UNKNOWN,true,"""C108E12""	""type 1 diabetes mellitus with hypoglycaemic coma""	""Type 1""",
"""70821""",UNKNOWN,true,"""C10yz00""	""diabetes mellitus nos with other specified manifestation""	""Unknown""",
"""711""",UNKNOWN,true,"""C10..00""	""diabetes mellitus""	""Unknown""",
"""72320""",UNKNOWN,true,"""C109A00""	""non-insulin dependent diabetes mellitus with mononeuropathy""	""Type 2""",
"""72333""",UNKNOWN,true,"""8HME.00""	""listed for diabetology admissn""	""Unknown""",
"""72345""",UNKNOWN,true,"""C102z00""	""diabetes mellitus nos with hyperosmolar coma""	""Unknown""",
"""72702""",UNKNOWN,true,"""C10E812""	""insulin dependent diabetes mellitus - poor control""	""Type 1""",
"""7328""",UNKNOWN,true,"""M037200""	""cellulitis in diabetic foot""	""Unknown""",
"""7563""",UNKNOWN,true,"""66A3.00""	""diabetic on diet only""	""Type 2""",
"""758""",UNKNOWN,true,"""C10F.00""	""type 2 diabetes mellitus""	""Type 2""",
"""7795""",UNKNOWN,true,"""C106.12""	""diabetes mellitus with neuropathy""	""Unknown""",
"""82474""",UNKNOWN,true,"""8Hl4.00""	""referral to community diabetes specialist nurse""	""Unknown""",
"""8306""",UNKNOWN,true,"""8H7f.00""	""referral to diabetes nurse""	""Unknown""",
"""83532""",UNKNOWN,true,"""66Ao.00""	""diabetes type 2 review""	""Type 2""",
"""8403""",UNKNOWN,true,"""C109700""	""non-insulin dependent diabetes mellitus - poor control""	""Type 2""",
"""8414""",UNKNOWN,true,"""8CA4100""	""pt advised re diabetic diet""	""Unknown""",
"""85660""",UNKNOWN,true,"""66An.00""	""diabetes type 1 review""	""Type 1""",
"""85991""",UNKNOWN,true,"""C10FM11""	""type ii diabetes mellitus with persistent microalbuminuria""	""Type 2""",
"""8618""",UNKNOWN,true,"""ZLA2500""	""seen by diabetic liaison nurse""	""Unknown""",
"""8836""",UNKNOWN,true,"""66AR.00""	""diabetes management plan given""	""Unknown""",
