code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""dmdcode""	""gemscriptcode""	""productname""	""drugsubstance""	""strength""	""formulation""	""route""	""bnfcode""	""bnfchapter""	""Statin""",
"""48346""",UNKNOWN,true,"20528611000001104	""41848020""	""Atorvastatin 60mg tablets""	""Atorvastatin calcium trihydrate""	""60mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""48431""",UNKNOWN,true,"17429811000001102	""37429020""	""Simvastatin 40mg/5ml oral suspension sugar free""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""48518""",UNKNOWN,true,"14158611000001100	""35411020""	""Atorvastatin 10mg/5ml oral solution""	""Atorvastatin calcium trihydrate""	""2mg/1ml""	""Oral solution""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""48867""",UNKNOWN,true,"4574811000001104	""02512020""	""Simvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""48973""",UNKNOWN,true,"20528511000001104	""41846020""	""Atorvastatin 30mg tablets""	""Atorvastatin calcium trihydrate""	""30mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""49061""",UNKNOWN,true,"16067211000001108	""02518020""	""Simvastatin 40mg tablets (Bristol Laboratories Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""49062""",UNKNOWN,true,"4574611000001103	""02496020""	""Simvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""49558""",UNKNOWN,true,"20491911000001108	""41345020""	""Atorvastatin 20mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""49587""",UNKNOWN,true,"9804011000001104	""71634020""	""Simvastatin 80mg tablets (Almus Pharmaceuticals Ltd)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""49751""",UNKNOWN,true,"20508311000001104	""41330020""	""Atorvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""50236""",UNKNOWN,true,"20576911000001104	""41912020""	""Atorvastatin 10mg tablets (Zentiva)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""50272""",UNKNOWN,true,"20978811000001104	""42161020""	""Atorvastatin 40mg tablets (Pfizer Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""50483""",UNKNOWN,true,"10297511000001106	""02514020""	""Simvastatin 40mg tablets (Relonchem Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50564""",UNKNOWN,true,"10297311000001100	""02501020""	""Simvastatin 20mg tablets (Relonchem Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50670""",UNKNOWN,true,"19197811000001108	""02524020""	""Simvastatin 40mg tablets (Milpharm Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50703""",UNKNOWN,true,"18468511000001108	""02523020""	""Simvastatin 40mg tablets (Accord Healthcare Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50754""",UNKNOWN,true,"19733411000001104	""38510020""	""Simvastatin 20mg tablets (Medreich Plc)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50788""",UNKNOWN,true,"20978111000001108	""42167020""	""Atorvastatin 20mg tablets (Pfizer Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""50790""",UNKNOWN,true,"20448411000001104	""41343020""	""Atorvastatin 20mg tablets (Dexcel-Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""50882""",UNKNOWN,true,"10618911000001100	""02515020""	""Simvastatin 40mg tablets (Somex Pharma)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""50925""",UNKNOWN,true,"15174911000001104	""02542020""	""Pravastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""50963""",UNKNOWN,true,"20494711000001108	""41328020""	""Atorvastatin 40mg tablets (Teva UK Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51085""",UNKNOWN,true,"19733211000001104	""38509020""	""Simvastatin 10mg tablets (Medreich Plc)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""51134""",UNKNOWN,true,"20491711000001104	""41338020""	""Atorvastatin 10mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51166""",UNKNOWN,true,"19733611000001100	""38511020""	""Simvastatin 40mg tablets (Medreich Plc)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""51200""",UNKNOWN,true,"20570211000001108	""41905020""	""Atorvastatin 40mg tablets (Arrow Generics Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51233""",UNKNOWN,true,"4574411000001101	""02479020""	""Simvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""51359""",UNKNOWN,true,"20569511000001104	""41913020""	""Atorvastatin 20mg tablets (Arrow Generics Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51483""",UNKNOWN,true,"19197611000001108	""02511020""	""Simvastatin 20mg tablets (Milpharm Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""51622""",UNKNOWN,true,"20529611000001100	""41349020""	""Atorvastatin 20mg tablets (Consilient Health Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51676""",UNKNOWN,true,"19732111000001104	""38515020""	""Pravastatin 40mg tablets (Medreich Plc)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""51715""",UNKNOWN,true,"15188311000001108	""02489020""	""Simvastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""51876""",UNKNOWN,true,"20529811000001104	""41331020""	""Atorvastatin 40mg tablets (Consilient Health Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""51890""",UNKNOWN,true,"19731911000001104	""38514020""	""Pravastatin 20mg tablets (Medreich Plc)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""52097""",UNKNOWN,true,"20573211000001104	""41906020""	""Atorvastatin 40mg tablets (Wockhardt UK Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52098""",UNKNOWN,true,"4465611000001100	""69807020""	""Simvastatin 40mg tablets (Ranbaxy (UK) Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52168""",UNKNOWN,true,"20496611000001108	""41347020""	""Atorvastatin 20mg tablets (Aspire Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52211""",UNKNOWN,true,"20482911000001104	""41344020""	""Atorvastatin 20mg tablets (Actavis UK Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52257""",UNKNOWN,true,"18468011000001104	""02510020""	""Simvastatin 20mg tablets (Accord Healthcare Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52397""",UNKNOWN,true,"20982611000001104	""43826020""	""Atorvastatin 40mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52398""",UNKNOWN,true,"20492311000001104	""41327020""	""Atorvastatin 40mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52459""",UNKNOWN,true,"20483311000001108	""41288020""	""Atorvastatin 80mg tablets (Actavis UK Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52460""",UNKNOWN,true,"20496911000001104	""41329020""	""Atorvastatin 40mg tablets (Aspire Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52625""",UNKNOWN,true,"4480311000001101	""65902020""	""Simvastatin 10mg tablets (Wockhardt UK Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52676""",UNKNOWN,true,"8722011000001100	""20743020""	""Simvastatin 10mg/5ml oral suspension""	""Simvastatin""	""2mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52755""",UNKNOWN,true,"8027311000001103	""02548020""	""Pravastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""52812""",UNKNOWN,true,"15171911000001108	""02505020""	""Simvastatin 20mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52821""",UNKNOWN,true,"20982911000001100	""43806020""	""Atorvastatin 80mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""52953""",UNKNOWN,true,"16066911000001102	""02506020""	""Simvastatin 20mg tablets (Bristol Laboratories Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""52962""",UNKNOWN,true,"19733811000001104	""38512020""	""Simvastatin 80mg tablets (Medreich Plc)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53087""",UNKNOWN,true,"10618711000001102	""02502020""	""Simvastatin 20mg tablets (Somex Pharma)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53340""",UNKNOWN,true,"16451611000001102	""02519020""	""Zocor 40mg tablets (Lexon (UK) Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53415""",UNKNOWN,true,"19197411000001104	""02495020""	""Simvastatin 10mg tablets (Milpharm Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53460""",UNKNOWN,true,"13857911000001102	""10669020""	""Crestor 10mg tablets (DE Pharmaceuticals)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""53594""",UNKNOWN,true,"16507511000001108	""00042020""	""Lipitor 80mg tablets (Mawdsley-Brooks & Company Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""53676""",UNKNOWN,true,"13763111000001104	""66326020""	""Simvastatin 20mg tablets (Tillomed Laboratories Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53770""",UNKNOWN,true,"14584511000001106	""75882020""	""Fluvastatin 40mg capsules (A A H Pharmaceuticals Ltd)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""53772""",UNKNOWN,true,"20508511000001100	""41292020""	""Atorvastatin 80mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""53813""",UNKNOWN,true,"4535911000001106	""02294020""	""Lipobay 100microgram tablets (Bayer Plc)""	""Cerivastatin sodium""	""100microgram""	""Tablet""	""Oral""	""00000000""	""Unknown""	""Other""",
"""53822""",UNKNOWN,true,"16066711000001104	""02490020""	""Simvastatin 10mg tablets (Bristol Laboratories Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53887""",UNKNOWN,true,"20483111000001104	""41326020""	""Atorvastatin 40mg tablets (Actavis UK Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""53890""",UNKNOWN,true,"20979511000001104	""42148020""	""Atorvastatin 80mg tablets (Pfizer Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""53908""",UNKNOWN,true,"11551311000001100	""66652020""	""Simvastatin 10mg tablets (Dexcel-Pharma Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""53966""",UNKNOWN,true,"17793911000001108	""02521020""	""Simvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54240""",UNKNOWN,true,"15172411000001108	""02517020""	""Simvastatin 40mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54266""",UNKNOWN,true,"8722111000001104	""20745020""	""Simvastatin 20mg/5ml oral suspension""	""Simvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54435""",UNKNOWN,true,"9807511000001104	""70097020""	""Pravastatin 40mg tablets (Almus Pharmaceuticals Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""54493""",UNKNOWN,true,"10296911000001102	""02485020""	""Simvastatin 10mg tablets (Relonchem Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54535""",UNKNOWN,true,"20977811000001100	""42166020""	""Atorvastatin 10mg tablets (Pfizer Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""54606""",UNKNOWN,true,"18757511000001104	""78017020""	""Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)""	""Simvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54607""",UNKNOWN,true,"9806911000001108	""70094020""	""Pravastatin 20mg tablets (Almus Pharmaceuticals Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""54655""",UNKNOWN,true,"18467811000001104	""02494020""	""Simvastatin 10mg tablets (Accord Healthcare Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54819""",UNKNOWN,true,"17305711000001106	""77492020""	""Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54947""",UNKNOWN,true,"9804811000001108	""71626020""	""Simvastatin 20mg tablets (Almus Pharmaceuticals Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54976""",UNKNOWN,true,"10618511000001108	""02486020""	""Simvastatin 10mg tablets (Somex Pharma)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54985""",UNKNOWN,true,"13894411000001106	""35160020""	""Simvastatin 40mg/5ml oral suspension""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""54992""",UNKNOWN,true,"14158711000001108	""35413020""	""Atorvastatin 10mg/5ml oral suspension""	""Atorvastatin calcium trihydrate""	""2mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""55032""",UNKNOWN,true,"20448211000001100	""41336020""	""Atorvastatin 10mg tablets (Dexcel-Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""55034""",UNKNOWN,true,"14158911000001106	""35417020""	""Atorvastatin 40mg/5ml oral suspension""	""Atorvastatin calcium trihydrate""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""55207""",UNKNOWN,true,"4537511000001108	""02387020""	""Lipobay 200microgram tablets (Bayer Plc)""	""Cerivastatin sodium""	""200microgram""	""Tablet""	""Oral""	""00000000""	""Unknown""	""Other""",
"""55444""",UNKNOWN,true,"20577411000001108	""41907020""	""Atorvastatin 40mg tablets (Zentiva)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""55452""",UNKNOWN,true,"17785511000001104	""02508020""	""Simvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""55727""",UNKNOWN,true,"20482711000001104	""41337020""	""Atorvastatin 10mg tablets (Actavis UK Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""55912""",UNKNOWN,true,"8027611000001108	""02557020""	""Pravastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""56016""",UNKNOWN,true,"19719611000001108	""38787020""	""Lipitor 20mg chewable tablets (Pfizer Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Chewable tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56065""",UNKNOWN,true,"21898011000001104	""47853020""	""Simvastatin 20mg/5ml oral suspension sugar free (Waymade Healthcare Plc)""	""Simvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""56097""",UNKNOWN,true,"19722411000001104	""38784020""	""Atorvastatin 10mg chewable tablets sugar free""	""Atorvastatin calcium trihydrate""	""10mg""	""Chewable tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56146""",UNKNOWN,true,"21850611000001104	""47203020""	""Pravastatin 10mg tablets (Waymade Healthcare Plc)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""56165""",UNKNOWN,true,"19722511000001104	""38786020""	""Atorvastatin 20mg chewable tablets sugar free""	""Atorvastatin calcium trihydrate""	""20mg""	""Chewable tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56182""",UNKNOWN,true,"20577611000001104	""41891020""	""Atorvastatin 80mg tablets (Zentiva)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56248""",UNKNOWN,true,"14198211000001106	""02618020""	""Atorvastatin 20mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56481""",UNKNOWN,true,"14732411000001108	""02488020""	""Zocor 10mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""56494""",UNKNOWN,true,"14732811000001106	""02504020""	""Zocor 20mg tablets (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""56564""",UNKNOWN,true,"22047511000001104	""47180020""	""Atorvastatin 20mg tablets (Almus Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56607""",UNKNOWN,true,"21850811000001100	""47204020""	""Pravastatin 20mg tablets (Waymade Healthcare Plc)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""56735""",UNKNOWN,true,"8113111000001105	""68731020""	""Pravastatin 20mg tablets (Mylan)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""56841""",UNKNOWN,true,"20448611000001104	""41325020""	""Atorvastatin 40mg tablets (Dexcel-Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""56893""",UNKNOWN,true,"18465611000001100	""02564020""	""Pravastatin 40mg tablets (Accord Healthcare Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""56916""",UNKNOWN,true,"11410811000001100	""68450020""	""Pravastatin 40mg tablets (PLIVA Pharma Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""57108""",UNKNOWN,true,"21851011000001104	""47205020""	""Pravastatin 40mg tablets (Waymade Healthcare Plc)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""57117""",UNKNOWN,true,"21779811000001108	""47030020""	""Atorvastatin 80mg tablets (Waymade Healthcare Plc)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""57137""",UNKNOWN,true,"9806311000001106	""70090020""	""Pravastatin 10mg tablets (Almus Pharmaceuticals Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""57296""",UNKNOWN,true,"17915711000001104	""02553020""	""Pravastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""57329""",UNKNOWN,true,"16091011000001104	""36882020""	""Simvastatin 25mg/5ml oral suspension""	""Simvastatin""	""5mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""57348""",UNKNOWN,true,"20529411000001104	""41342020""	""Atorvastatin 10mg tablets (Consilient Health Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""57397""",UNKNOWN,true,"18465211000001104	""02544020""	""Pravastatin 10mg tablets (Accord Healthcare Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""57568""",UNKNOWN,true,"16451411000001100	""02491020""	""Zocor 10mg tablets (Lexon (UK) Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""57763""",UNKNOWN,true,"10769311000001104	""10666020""	""Rosuvastatin 10mg tablets (Waymade Healthcare Plc)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""57834""",UNKNOWN,true,"22613211000001108	""16680021""	""Atorvastatin 40mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""57836""",UNKNOWN,true,"20495411000001100	""41290020""	""Atorvastatin 80mg tablets (Teva UK Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""57999""",UNKNOWN,true,"16155011000001104	""10641020""	""Crestor 40mg tablets (Lexon (UK) Ltd)""	""Rosuvastatin calcium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""58041""",UNKNOWN,true,"20494411000001104	""41346020""	""Atorvastatin 20mg tablets (Teva UK Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58110""",UNKNOWN,true,"20577211000001108	""41915020""	""Atorvastatin 20mg tablets (Zentiva)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58315""",UNKNOWN,true,"21899311000001104	""47200020""	""Simvastatin 20mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""58394""",UNKNOWN,true,"20508111000001108	""41348020""	""Atorvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58418""",UNKNOWN,true,"20492611000001108	""41289020""	""Atorvastatin 80mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58480""",UNKNOWN,true,"4566311000001105	""02622020""	""Lipobay 300microgram tablets (Bayer Plc)""	""Cerivastatin sodium""	""300microgram""	""Tablet""	""Oral""	""00000000""	""Unknown""	""Other""",
"""58617""",UNKNOWN,true,"16075311000001100	""36834020""	""Rosuvastatin 20mg/5ml oral suspension""	""Rosuvastatin calcium""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""58742""",UNKNOWN,true,"20570911000001100	""41889020""	""Atorvastatin 80mg tablets (Arrow Generics Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58755""",UNKNOWN,true,"17928611000001108	""02492020""	""Simvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
