code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""dmdcode""	""gemscriptcode""	""productname""	""drugsubstance""	""strength""	""formulation""	""route""	""bnfcode""	""bnfchapter""	""Statin""",
"""58834""",UNKNOWN,true,"13831111000001108	""02603020""	""Atorvastatin 10mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""58868""",UNKNOWN,true,"14197911000001104	""02605020""	""Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59272""",UNKNOWN,true,"21779411000001104	""47179020""	""Atorvastatin 20mg tablets (Waymade Healthcare Plc)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59278""",UNKNOWN,true,"14036511000001108	""75832020""	""Fluvastatin 20mg capsules (Zentiva)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""59331""",UNKNOWN,true,"13922611000001102	""02604020""	""Lipitor 10mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59357""",UNKNOWN,true,"22940511000001104	""17406021""	""Atorvastatin 10mg tablets (Ranbaxy (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59446""",UNKNOWN,true,"22047711000001108	""47193020""	""Atorvastatin 40mg tablets (Almus Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59447""",UNKNOWN,true,"10513311000001102	""10674020""	""Crestor 20mg tablets (Waymade Healthcare Plc)""	""Rosuvastatin calcium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""59452""",UNKNOWN,true,"12561111000001104	""10781020""	""Rosuvastatin 5mg tablets (Waymade Healthcare Plc)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""59508""",UNKNOWN,true,"18465411000001104	""02554020""	""Pravastatin 20mg tablets (Accord Healthcare Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""59776""",UNKNOWN,true,"20497611000001104	""41291020""	""Atorvastatin 80mg tablets (Aspire Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""59859""",UNKNOWN,true,"20492811000001104	""41339020""	""Atorvastatin 10mg tablets (Teva UK Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""60160""",UNKNOWN,true,"18202311000001104	""10787020""	""Rosuvastatin 5mg tablets (Mawdsley-Brooks & Company Ltd)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""60251""",UNKNOWN,true,"7997711000001109	""68335020""	""Pravastatin 10mg tablets (Sandoz Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""60464""",UNKNOWN,true,"14018311000001108	""35365020""	""Atorvastatin 20mg/5ml oral suspension""	""Atorvastatin calcium trihydrate""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""60511""",UNKNOWN,true,"22941211000001100	""17409021""	""Atorvastatin 40mg tablets (Ranbaxy (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""60607""",UNKNOWN,true,"22613511000001108	""16641021""	""Atorvastatin 80mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""60989""",UNKNOWN,true,"22202511000001100	""14765021""	""Atorvastatin 80mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""61134""",UNKNOWN,true,"15175111000001106	""02552020""	""Pravastatin 20mg tablets (Sigma Pharmaceuticals Plc)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""61149""",UNKNOWN,true,"21779211000001108	""47177020""	""Atorvastatin 10mg tablets (Waymade Healthcare Plc)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""61155""",UNKNOWN,true,"18758211000001108	""78014020""	""Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""61321""",UNKNOWN,true,"4579911000001105	""66197020""	""Simvastatin 10mg tablets (Sandoz Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""61360""",UNKNOWN,true,"9805011000001104	""71623020""	""Simvastatin 10mg tablets (Almus Pharmaceuticals Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""61665""",UNKNOWN,true,"21899011000001108	""47199020""	""Simvastatin 10mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""62132""",UNKNOWN,true,"4538111000001103	""02623020""	""Lipobay 400microgram tablets (Bayer Plc)""	""Cerivastatin sodium""	""400microgram""	""Tablet""	""Oral""	""00000000""	""Unknown""	""Other""",
"""62137""",UNKNOWN,true,"21899611000001100	""47201020""	""Simvastatin 40mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""62148""",UNKNOWN,true,"16237911000001102	""77027020""	""Fluvastatin 20mg capsules (Actavis UK Ltd)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""62219""",UNKNOWN,true,"22613011000001104	""16676021""	""Atorvastatin 20mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""62429""",UNKNOWN,true,"13831511000001104	""02616020""	""Atorvastatin 20mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""62476""",UNKNOWN,true,"22047911000001108	""47031020""	""Atorvastatin 80mg tablets (Almus Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""62979""",UNKNOWN,true,"8099711000001100	""02558020""	""Pravastatin 40mg tablets (Kent Pharmaceuticals Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""63074""",UNKNOWN,true,"11410611000001104	""68446020""	""Pravastatin 20mg tablets (PLIVA Pharma Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""63140""",UNKNOWN,true,"20507911000001104	""41341020""	""Atorvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""63249""",UNKNOWN,true,"20513411000001108	""41293020""	""Atorvastatin 80mg tablets (Consilient Health Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""63469""",UNKNOWN,true,"20512911000001108	""41847020""	""Atorvastatin 30mg tablets (Consilient Health Ltd)""	""Atorvastatin calcium trihydrate""	""30mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""63787""",UNKNOWN,true,"13761111000001104	""02539020""	""Pravastatin 10mg tablets (Tillomed Laboratories Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""64067""",UNKNOWN,true,"14018211000001100	""35363020""	""Atorvastatin 20mg/5ml oral solution""	""Atorvastatin calcium trihydrate""	""4mg/1ml""	""Oral solution""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""64104""",UNKNOWN,true,"28988511000001108	""47996021""	""Simvastatin 20mg tablets (Crescent Pharma Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""64180""",UNKNOWN,true,"28918311000001104	""47995021""	""Simvastatin 10mg tablets (Crescent Pharma Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""64307""",UNKNOWN,true,"28918111000001100	""47997021""	""Simvastatin 40mg tablets (Crescent Pharma Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""64702""",UNKNOWN,true,"21099211000001100	""44117020""	""Atorvastatin 30mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""30mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""64810""",UNKNOWN,true,"22202111000001108	""14786021""	""Atorvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""64825""",UNKNOWN,true,"22201511000001108	""14784021""	""Atorvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""64868""",UNKNOWN,true,"29772511000001108	""52201021""	""Atorvastatin 40mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""64968""",UNKNOWN,true,"30097311000001108	""53343021""	""Simvastatin 10mg tablets (DE Pharmaceuticals)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""65181""",UNKNOWN,true,"30097711000001108	""53345021""	""Simvastatin 40mg tablets (DE Pharmaceuticals)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""65193""",UNKNOWN,true,"22940911000001104	""17407021""	""Atorvastatin 20mg tablets (Ranbaxy (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""65679""",UNKNOWN,true,"30097511000001104	""53344021""	""Simvastatin 20mg tablets (DE Pharmaceuticals)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""65901""",UNKNOWN,true,"10733711000001108	""73837020""	""Simvastatin 40mg tablets (Zentiva)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""65925""",UNKNOWN,true,"17841911000001100	""37403020""	""Simvastatin 20mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""66505""",UNKNOWN,true,"32234311000001108	""65936021""	""Fenofibrate 145mg / Simvastatin 40mg tablets""	""Simvastatin/Fenofibrate""	""40mg + 145mg""	""Tablet""	""Oral""	""02120300/02120400""	""Fibrates/Statins""	""Other""",
"""66780""",UNKNOWN,true,"32234211000001100	""65934021""	""Fenofibrate 145mg / Simvastatin 20mg tablets""	""Simvastatin/Fenofibrate""	""20mg + 145mg""	""Tablet""	""Oral""	""02120300/02120400""	""Fibrates/Statins""	""Other""",
"""66963""",UNKNOWN,true,"29772911000001100	""52136021""	""Atorvastatin 80mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""67098""",UNKNOWN,true,"32494611000001108	""66010021""	""Simvastatin 10mg tablets (Brown & Burk UK Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""67328""",UNKNOWN,true,"16499511000001108	""02596020""	""Lescol XL 80mg tablets (Mawdsley-Brooks & Company Ltd)""	""Fluvastatin sodium""	""80mg""	""Modified-release tablet""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""67402""",UNKNOWN,true,"32395011000001108	""62259021""	""Atorvastatin 40mg tablets (Kent Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""67573""",UNKNOWN,true,"22612811000001104	""16674021""	""Atorvastatin 10mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""67660""",UNKNOWN,true,"22941511000001104	""17393021""	""Atorvastatin 80mg tablets (Ranbaxy (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""67745""",UNKNOWN,true,"10733011000001108	""73830020""	""Simvastatin 10mg tablets (Zentiva)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""67773""",UNKNOWN,true,"10733511000001104	""73834020""	""Simvastatin 20mg tablets (Zentiva)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""67829""",UNKNOWN,true,"7998011000001108	""68340020""	""Pravastatin 20mg tablets (Sandoz Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""67846""",UNKNOWN,true,"22047311000001108	""47178020""	""Atorvastatin 10mg tablets (Almus Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""68023""",UNKNOWN,true,"20496111000001100	""41340020""	""Atorvastatin 10mg tablets (Aspire Pharma Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""68048""",UNKNOWN,true,"22201711000001104	""14785021""	""Atorvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""68156""",UNKNOWN,true,"7976411000001108	""68196020""	""Pravastatin 10mg tablets (A A H Pharmaceuticals Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""68467""",UNKNOWN,true,"32394811000001104	""62258021""	""Atorvastatin 20mg tablets (Kent Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""68563""",UNKNOWN,true,"32495011000001104	""66012021""	""Simvastatin 40mg tablets (Brown & Burk UK Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""68686""",UNKNOWN,true,"33555611000001104	""70624021""	""Simvastatin 20mg tablets (Genesis Pharmaceuticals Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""68785""",UNKNOWN,true,"33556411000001104	""70625021""	""Atorvastatin 10mg tablets (Mylan)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""68827""",UNKNOWN,true,"33556611000001108	""70626021""	""Atorvastatin 20mg tablets (Mylan)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""69093""",UNKNOWN,true,"20573911000001108	""41890020""	""Atorvastatin 80mg tablets (Wockhardt UK Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""69413""",UNKNOWN,true,"32494811000001108	""66011021""	""Simvastatin 20mg tablets (Brown & Burk UK Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""69427""",UNKNOWN,true,"33556811000001108	""70627021""	""Atorvastatin 40mg tablets (Mylan)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""69528""",UNKNOWN,true,"32170911000001100	""65935021""	""Cholib 145mg/20mg tablets (Mylan)""	""Simvastatin/Fenofibrate""	""20mg + 145mg""	""Tablet""	""Oral""	""02120300/02120400""	""Fibrates/Statins""	""Other""",
"""70308""",UNKNOWN,true,"14212311000001104	""10678020""	""Crestor 20mg tablets (Sigma Pharmaceuticals Plc)""	""Rosuvastatin calcium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""70486""",UNKNOWN,true,"32169911000001104	""65937021""	""Cholib 145mg/40mg tablets (Mylan)""	""Simvastatin/Fenofibrate""	""40mg + 145mg""	""Tablet""	""Oral""	""02120300/02120400""	""Fibrates/Statins""	""Other""",
"""70693""",UNKNOWN,true,"29771911000001108	""52199021""	""Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""70987""",UNKNOWN,true,"20982011000001104	""43827020""	""Atorvastatin 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""71014""",UNKNOWN,true,"11580111000001100	""10675020""	""Rosuvastatin 20mg tablets (Waymade Healthcare Plc)""	""Rosuvastatin calcium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""71015""",UNKNOWN,true,"19731611000001100	""38513020""	""Pravastatin 10mg tablets (Medreich Plc)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""71017""",UNKNOWN,true,"20982411000001108	""43828020""	""Atorvastatin 20mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""71029""",UNKNOWN,true,"20289511000001104	""40520020""	""Fluvastatin 40mg capsules (Sandoz Ltd)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""71773""",UNKNOWN,true,"32495311000001100	""66013021""	""Simvastatin 80mg tablets (Brown & Burk UK Ltd)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""72048""",UNKNOWN,true,"7959111000001108	""68377020""	""Pravastatin 40mg tablets (Actavis UK Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""72050""",UNKNOWN,true,"33654911000001100	""71081021""	""Simvastatin 10mg tablets (Genesis Pharmaceuticals Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""72149""",UNKNOWN,true,"14957811000001102	""35881020""	""Pravastatin 5mg/5ml oral suspension""	""Pravastatin sodium""	""1mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""72164""",UNKNOWN,true,"34961811000001104	""78966021""	""Atorvastatin 20mg tablets (Bristol Laboratories Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""72213""",UNKNOWN,true,"20572711000001104	""41914020""	""Atorvastatin 20mg tablets (Wockhardt UK Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""72308""",UNKNOWN,true,"14037111000001100	""02573020""	""Fluvastatin 20mg capsules (Alliance Healthcare (Distribution) Ltd)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""72641""",UNKNOWN,true,"14158811000001100	""35415020""	""Atorvastatin 40mg/5ml oral solution""	""Atorvastatin calcium trihydrate""	""8mg/1ml""	""Oral solution""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""73025""",UNKNOWN,true,"35027811000001104	""79185021""	""Rosuvastatin 20mg tablets (Mylan)""	""Rosuvastatin calcium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""73383""",UNKNOWN,true,"16238111000001104	""77029020""	""Fluvastatin 40mg capsules (Actavis UK Ltd)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""73520""",UNKNOWN,true,"13923011000001100	""02617020""	""Lipitor 20mg tablets (DE Pharmaceuticals)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""74085""",UNKNOWN,true,"14765111000001100	""02586020""	""Lescol 40mg capsules (Sigma Pharmaceuticals Plc)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""74518""",UNKNOWN,true,"20572511000001108	""41911020""	""Atorvastatin 10mg tablets (Wockhardt UK Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""74552""",UNKNOWN,true,"35183311000001104	""79836021""	""Rosuvastatin 10mg tablets (Milpharm Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""75134""",UNKNOWN,true,"4464511000001100	""66048020""	""Simvastatin 80mg tablets (Mylan)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""75391""",UNKNOWN,true,"34682311000001100	""78125021""	""Atorvastatin 80mg/5ml oral suspension""	""Atorvastatin calcium trihydrate""	""16mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""75622""",UNKNOWN,true,"NA	""44118020""	""Atorvastatin 60mg tablets (A A H Pharmaceuticals Ltd)""	""Atorvastatin calcium trihydrate""	""60mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""75826""",UNKNOWN,true,"NA	""68374020""	""Pravastatin 20mg tablets (Actavis UK Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""75971""",UNKNOWN,true,"NA	""79180021""	""Rosuvastatin 10mg tablets (Sandoz Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""76120""",UNKNOWN,true,"NA	""79177021""	""Rosuvastatin 10mg tablets (Teva UK Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""76481""",UNKNOWN,true,"NA	""77021020""	""Simvastatin 80mg Tablet (Dexcel-Pharma Ltd)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""76594""",UNKNOWN,true,"NA	""66330020""	""Simvastatin 40mg tablets (Tillomed Laboratories Ltd)""	""Simvastatin""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""77306""",UNKNOWN,true,"NA	""21346021""	""Nandovar XL 80mg tablets (Sandoz Ltd)""	""Fluvastatin sodium""	""80mg""	""Modified-release tablet""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""77344""",UNKNOWN,true,"NA	""70602021""	""Atorvastatin 80mg tablets (Mylan)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""77357""",UNKNOWN,true,"NA	""02498020""	""Zocor 20mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""77358""",UNKNOWN,true,"NA	""02481020""	""Zocor 10mg tablets (Waymade Healthcare Plc)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""77394""",UNKNOWN,true,"NA	""02547020""	""Lipostat 20mg tablets (Dowelhurst Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""77425""",UNKNOWN,true,"NA	""02575020""	""Lescol 20mg capsules (Sigma Pharmaceuticals Plc)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""77427""",UNKNOWN,true,"NA	""02600020""	""Lipitor 10mg tablets (Waymade Healthcare Plc)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""77434""",UNKNOWN,true,"NA	""02613020""	""Lipitor 20mg tablets (Waymade Healthcare Plc)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""77470""",UNKNOWN,true,"NA	""02493020""	""Zocor 10mg tablets (Necessity Supplies Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""77471""",UNKNOWN,true,"NA	""02509020""	""Zocor 20mg tablets (Necessity Supplies Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""77472""",UNKNOWN,true,"NA	""02588020""	""Lescol 40mg capsules (Lexon (UK) Ltd)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""77782""",UNKNOWN,true,"NA	""85107021""	""Atorvastatin 40mg tablets (Bristol Laboratories Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""78145""",UNKNOWN,true,"NA	""02563020""	""Pravastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""78147""",UNKNOWN,true,"NA	""68442020""	""Pravastatin 10mg tablets (PLIVA Pharma Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""78259""",UNKNOWN,true,"NA	""37404020""	""Simvastatin 20mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)""	""Simvastatin""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
