code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""desc""	""SH""	""Group""",
"""68091""",UNKNOWN,true,"""U2A0.00""	""[x]intentional self harm by blunt object occurrence at home""	1	""self harm""",
"""68102""",UNKNOWN,true,"""U208z00""	""[x]intent self poison oth/unsp drug/medic unspecif place""	1	""self harm""",
"""68159""",UNKNOWN,true,"""U409000""	""[x]poison/exposure ?intent, to alcohol at home""	1	""unknown intent""",
"""68788""",UNKNOWN,true,"""U205z00""	""[x]intent self poison narcotic drug unspecif place""	1	""self harm""",
"""68790""",UNKNOWN,true,"""U202z00""	""[x]intent self poison sedative hypnotic unspecif place""	1	""self harm""",
"""68793""",UNKNOWN,true,"""U207.00""	""[x]intent self poison/exposure to oth autonomic drug""	1	""self harm""",
"""68806""",UNKNOWN,true,"""U20C.00""	""[x]intent self poison/exposure to pesticide""	1	""self harm""",
"""68893""",UNKNOWN,true,"""U40y600""	""[x]poison/expos ?intent unspec chemic indust/construct area""	1	""unknown intent""",
"""68963""",UNKNOWN,true,"""TN6..00""	""injury ?accidental, by cutting and stabbing instruments""	1	""unknown intent""",
"""69145""",UNKNOWN,true,"""ZX1K.12""	""setting self alight""	1	""self harm""",
"""69263""",UNKNOWN,true,"""U720.00""	""[x]sequelae of intentional self-harm""	1	""self harm""",
"""69297""",UNKNOWN,true,"""TN6z.00""	""injury ?accidental, by cutting or stabbing instrument nos""	1	""unknown intent""",
"""69342""",UNKNOWN,true,"""U2yz.00""	""[x]intent self harm by oth specif means occ unspecif place""	1	""self harm""",
"""69343""",UNKNOWN,true,"""U202y00""	""[x]int self poison sedative hypnotic other spec place""	1	""self harm""",
"""69396""",UNKNOWN,true,"""U404300""	""[x]pois/exp ?intent psychotropic drug in sport/athletic area""	1	""unknown intent""",
"""69407""",UNKNOWN,true,"""U409200""	""[x]pois/exp ?intent alcohol school/pub admin area""	1	""unknown intent""",
"""69499""",UNKNOWN,true,"""TN7z.00""	""injury ?accidental, fall from high place nos""	1	""unknown intent""",
"""69969""",UNKNOWN,true,"""TK10.00""	""suicide + selfinflicted poisoning by gas via pipeline""	1	""self harm""",
"""70049""",UNKNOWN,true,"""TN08.00""	""injury ?accidental, poisoning by arsenic or its compounds""	1	""unknown intent""",
"""70391""",UNKNOWN,true,"""U205y00""	""[x]int self poison narcotic drug other spec place""	1	""self harm""",
"""70405""",UNKNOWN,true,"""TK1..00""	""suicide + selfinflicted poisoning by gases in domestic use""	1	""self harm""",
"""70410""",UNKNOWN,true,"""TN71.00""	""injury ?accidental, fall from other man-made structure""	1	""unknown intent""",
"""70414""",UNKNOWN,true,"""U20A400""	""[x]int self poison org solvent,halogen hydrocarb,in highway""	1	""self harm""",
"""70946""",UNKNOWN,true,"""TKx0.00""	""suicide + selfinflicted injury-jump/lie before moving object""	1	""self harm""",
"""70994""",UNKNOWN,true,"""TN1z.00""	""injury ?accidental, poisoning by gas in domestic use nos""	1	""unknown intent""",
"""71159""",UNKNOWN,true,"""TKx4.00""	""suicide and selfinflicted injury by electrocution""	1	""self harm""",
"""71375""",UNKNOWN,true,"""TK11.00""	""suicide + selfinflicted poisoning by liquified petrol gas""	1	""self harm""",
"""71454""",UNKNOWN,true,"""TN0z.00""	""injury ?accidental, poisoning by solid or liquid subst nos""	1	""unknown intent""",
"""71492""",UNKNOWN,true,"""TN9..00""	""injury ?accidental, late effects""	1	""unknown intent""",
"""71661""",UNKNOWN,true,"""ZX...11""	""self-damage""	1	""self harm""",
"""71843""",UNKNOWN,true,"""TKxz.00""	""suicide and selfinflicted injury by other means nos""	1	""self harm""",
"""71903""",UNKNOWN,true,"""TN8z.00""	""injury ?accidental, by means nos""	1	""unknown intent""",
"""72559""",UNKNOWN,true,"""ZX19100""	""punching self""	1	""self harm""",
"""72734""",UNKNOWN,true,"""U2B0.00""	""[x]intent self harm by jumping from high place occ at home""	1	""self harm""",
"""72747""",UNKNOWN,true,"""U270.00""	""[x]intention self harm by smoke fire/flames occurrn at home""	1	""self harm""",
"""72792""",UNKNOWN,true,"""U206400""	""[x]intent self pois hallucinogen in street/highway""	1	""self harm""",
"""72957""",UNKNOWN,true,"""TN8y.00""	""injury ?accidental, by other specified means""	1	""unknown intent""",
"""73097""",UNKNOWN,true,"""TN72.00""	""injury ?accidental, fall from natural site""	1	""unknown intent""",
"""73585""",UNKNOWN,true,"""U29y.00""	""[x]intention self harm by sharp object occ oth specif place""	1	""self harm""",
"""73603""",UNKNOWN,true,"""U28z.00""	""[x]intent self harm by steam hot vapour/obj occ unspec place""	1	""self harm""",
"""73628""",UNKNOWN,true,"""TK2z.00""	""suicide + selfinflicted poisoning by gases and vapours nos""	1	""self harm""",
"""73666""",UNKNOWN,true,"""U26..00""	""[x]intentional self harm by explosive material""	1	""self harm""",
"""73776""",UNKNOWN,true,"""U207000""	""[x]int self poison/exposure to oth autonomic drug at home""	1	""self harm""",
"""73825""",UNKNOWN,true,"""U2Cy.00""	""[x]int self harm jump/lying bef mov obje occ oth specif plce""	1	""self harm""",
"""87882""",UNKNOWN,true,"""U2y1.00""	""[x]intent self harm by oth specif means occ resid instit'n""	1	""self harm""",
"""89429""",UNKNOWN,true,"""U20C.11""	""[x]self poisoning with weedkiller""	1	""self harm""",
"""89578""",UNKNOWN,true,"""ZX1H200""	""self-suffocation""	1	""self harm""",
"""90440""",UNKNOWN,true,"""U294.00""	""[x]intention self harm by sharp object occ street/highway""	1	""self harm""",
"""90548""",UNKNOWN,true,"""U4z3.00""	""[x]unspecif event undeterm intent occurrn sport/athlet area""	1	""unknown intent""",
"""90704""",UNKNOWN,true,"""ZX1L300""	""self-mutilation of penis""	1	""self harm""",
"""90857""",UNKNOWN,true,"""U21y.00""	""[x]intent self harm by hangng strangul/suffoct oth spec plce""	1	""self harm""",
"""91475""",UNKNOWN,true,"""U4D7.00""	""[x]crashng of motor vehicle undetermined intent occ on farm""	1	""unknown intent""",
"""92308""",UNKNOWN,true,"""ZX1R.00""	""throwing self in front of vehicle""	1	""self harm""",
"""93039""",UNKNOWN,true,"""TN2..00""	""injury ?accidental, poisoning by other gases""	1	""unknown intent""",
"""93052""",UNKNOWN,true,"""U410.00""	""[x]hanging strangulat+suffocat undet intent occurrn at home""	1	""unknown intent""",
"""93208""",UNKNOWN,true,"""TN80100""	""injury ?accidental, by lying before moving object""	1	""unknown intent""",
"""93837""",UNKNOWN,true,"""U2C1.00""	""[x]int self harm jump/lying befr mov obje occ resid instit'n""	1	""self harm""",
"""94242""",UNKNOWN,true,"""TN11.00""	""injury ?accidental, poisoning by liquid petrol gas""	1	""unknown intent""",
"""94377""",UNKNOWN,true,"""U2Bz.00""	""[x]int self harm by jump from high place occ unspecif place""	1	""self harm""",
"""94412""",UNKNOWN,true,"""TK1z.00""	""suicide + selfinflicted poisoning by domestic gases nos""	1	""self harm""",
"""94442""",UNKNOWN,true,"""TK01400""	""suicide and self inflicted injury by phenobarbitone""	1	""self harm""",
"""94637""",UNKNOWN,true,"""U22y.00""	""[x]intent self harm by drown/submersn occ oth specif place""	1	""self harm""",
"""94644""",UNKNOWN,true,"""U20Cy00""	""[x]int self poison pesticide other spec place""	1	""self harm""",
"""94662""",UNKNOWN,true,"""U206.00""	""[x]intent self poison/exposure to hallucinogen""	1	""self harm""",
"""94725""",UNKNOWN,true,"""U202.18""	""[x]overdose - amobarbital""	1	""unknown intent""",
"""95790""",UNKNOWN,true,"""U2B6.00""	""[x]int self harm by jump from high place indust/constr area""	1	""self harm""",
"""95794""",UNKNOWN,true,"""U250.00""	""[x]intent self harm oth/unspecif firearm disch occ at home""	1	""self harm""",
"""95812""",UNKNOWN,true,"""ZX1L700""	""self-inducing a prolapse""	1	""self harm""",
"""96219""",UNKNOWN,true,"""U409400""	""[x]pois/expos ?intent alcohol in street/highway""	1	""unknown intent""",
"""96224""",UNKNOWN,true,"""U2zy.00""	""[x]intent self harm by unspecif means occ oth specif place""	1	""self harm""",
"""96430""",UNKNOWN,true,"""TKx7.00""	""suicide and selfinflicted injury caustic subst, excl poison""	1	""self harm""",
"""96534""",UNKNOWN,true,"""TN30.00""	""injury ?accidental, hanging""	1	""unknown intent""",
"""96651""",UNKNOWN,true,"""U200y00""	""[x]int self poison nonopioid analgesic other spec place""	1	""self harm""",
"""96687""",UNKNOWN,true,"""U204y00""	""[x]int self poison psychotropic drug other spec place""	1	""self harm""",
"""96706""",UNKNOWN,true,"""U408000""	""[x]poison/exposure ?intent, to oth/unsp drug/medicam home""	1	""unknown intent""",
"""96714""",UNKNOWN,true,"""U202400""	""[x]intent self pois sedative hypnotic in street/highway""	1	""self harm""",
"""96728""",UNKNOWN,true,"""U200500""	""[x]intent self pois nonopioid analgesic trade/service area""	1	""self harm""",
"""96729""",UNKNOWN,true,"""U208400""	""[x]intent self pois oth/unsp drug/medic in street/highway""	1	""self harm""",
"""96730""",UNKNOWN,true,"""U200100""	""[x]intent self poison nonopioid analgesic at res institut""	1	""self harm""",
"""96740""",UNKNOWN,true,"""U20C000""	""[x]int self poison/exposure to pesticide at home""	1	""self harm""",
"""96746""",UNKNOWN,true,"""U402z00""	""[x]pois/expos ?intent to sedative hypnotic unspecif place""	1	""unknown intent""",
"""96753""",UNKNOWN,true,"""U208y00""	""[x]int self poison oth/unsp drug/medic other spec place""	1	""self harm""",
"""97085""",UNKNOWN,true,"""U209y00""	""[x]int self poison alcohol other spec place""	1	""self harm""",
"""97334""",UNKNOWN,true,"""U2z2.00""	""[x]intent self harm by unspec mean occ sch/ins/pub adm area""	1	""self harm""",
"""97430""",UNKNOWN,true,"""TN80000""	""injury ?accidental, by jumping before moving object""	1	""unknown intent""",
"""97788""",UNKNOWN,true,"""U404.00""	""[x]poisoning/exposure, ? intent, to psychotropic drug""	1	""unknown intent""",
"""97794""",UNKNOWN,true,"""U22z.00""	""[x]intent self harm by drown/submersn occ unspecified place""	1	""self harm""",
"""97891""",UNKNOWN,true,"""TN52.00""	""injury ?accidental, by hunting rifle""	1	""unknown intent""",
"""97943""",UNKNOWN,true,"""U20Az00""	""[x]int self pois org solv,halogen hydrocarb, unspec place""	1	""self harm""",
"""98594""",UNKNOWN,true,"""TKx3.00""	""suicide and selfinflicted injury by extremes of cold""	1	""self harm""",
"""98865""",UNKNOWN,true,"""U40yz00""	""[x]pois/expos ?intent to unspecif chemical unspecif place""	1	""unknown intent""",
"""99011""",UNKNOWN,true,"""U204100""	""[x]intent self poison psychotropic drug at res institut""	1	""self harm""",
"""99427""",UNKNOWN,true,"""ZX1Q.00""	""throwing self in front of train""	1	""self harm""",
"""99566""",UNKNOWN,true,"""TK01100""	""suicide and self inflicted injury by barbitone""	1	""self harm""",
"""99775""",UNKNOWN,true,"""14K1.00""	""intentional overdose of prescription only medication""	1	""self harm""",
"""99792""",UNKNOWN,true,"""U212.00""	""[x]inten slf harm hang strang/suffc sch oth ins/pub adm area""	1	""self harm""",
"""100341""",UNKNOWN,true,"""U4zy.00""	""[x]unspecif event undeterm intent occurrn oth specif place""	1	""unknown intent""",
"""100372""",UNKNOWN,true,"""U4Bz.00""	""[x]fall jump/push frm high plce undt intnt occ unspecif plce""	1	""self harm""",
"""100635""",UNKNOWN,true,"""U2By.00""	""[x]int self harm by jump from high place occ oth specif plce""	1	""self harm""",
"""101056""",UNKNOWN,true,"""TK5z.00""	""suicide and selfinflicted injury by firearms/explosives nos""	1	""self harm""",
"""101481""",UNKNOWN,true,"""U200400""	""[x]intent self pois nonopioid analgesic in street/highway""	1	""self harm""",
"""101906""",UNKNOWN,true,"""TKx6.00""	""suicide and selfinflicted injury by crashing of aircraft""	1	""self harm""",
"""101971""",UNKNOWN,true,"""U2D6.00""	""[x]intent self harm crash motor vehic occ indust/constr area""	1	""self harm""",
"""102025""",UNKNOWN,true,"""U4Az.00""	""[x]contact with blunt obj undeterm intent occ unspecif place""	1	""unknown intent""",
"""102063""",UNKNOWN,true,"""U40C000""	""[x]poison/exposure ?intent, to pesticide at home""	1	""unknown intent""",
"""102454""",UNKNOWN,true,"""U4B6.00""	""[x]fall jump/push frm high plce undt intn indust/constr area""	1	""self harm""",
"""102479""",UNKNOWN,true,"""U206000""	""[x]int self poison/exposure to hallucinogen at home""	1	""self harm""",
"""102731""",UNKNOWN,true,"""U40y000""	""[x]poison/exposure ?intent, to unspecif chemical at home""	1	""unknown intent""",
"""102790""",UNKNOWN,true,"""U220.00""	""[x]intent self harm by drowning/submersion occurrn at home""	1	""self harm""",
"""102975""",UNKNOWN,true,"""U40yy00""	""[x]pois/exp ?intent to unspecif chemical other spec place""	1	""unknown intent""",
"""103565""",UNKNOWN,true,"""U4z6.00""	""[x]unspecif event undeterm intent occurrn indust/constr area""	1	""unknown intent""",
"""103643""",UNKNOWN,true,"""1JP..00""	""suspected drug overdose""	1	""unknown intent""",
"""104233""",UNKNOWN,true,"""U216.00""	""[x]intent self harm by hang strangl/suffc indust/constr area""	1	""self harm""",
"""104754""",UNKNOWN,true,"""TN02.00""	""injury ?accidental, poisoning by other sedative/hypnotic""	1	""unknown intent""",
"""104834""",UNKNOWN,true,"""TK2y.00""	""suicide + selfinflicted poisoning by other gases and vapours""	1	""self harm""",
"""105003""",UNKNOWN,true,"""U4z..00""	""[x]unspecified event, undetermined intent""	1	""unknown intent""",
"""105468""",UNKNOWN,true,"""U4A6.00""	""[x]contct wth blunt obj undet intent occ industr/constr area""	1	""unknown intent""",
"""105584""",UNKNOWN,true,"""U2y6.00""	""[x]intent self harm oth specif means occ indust/constr area""	1	""self harm""",
"""106028""",UNKNOWN,true,"""U200600""	""[x]int self pois nonopioid analgesic indust/construct area""	1	""self harm""",
"""106139""",UNKNOWN,true,"""TN01300""	""injury ?accidental poisoning by pentobarbitone""	1	""unknown intent""",
"""106178""",UNKNOWN,true,"""TK01z00""	""suicide and self inflicted injury by barbiturates""	1	""self harm""",
"""106180""",UNKNOWN,true,"""TKx0z00""	""suicide + selfinflicted inj-jump/lie before moving obj nos""	1	""self harm""",
"""106714""",UNKNOWN,true,"""U2Dz.00""	""[x]intent self harm by crash motor vehic occ unspecif place""	1	""self harm""",
"""106964""",UNKNOWN,true,"""U40By00""	""[x]pois/exp ?intent to other gas/vapour other spec place""	1	""unknown intent""",
"""107121""",UNKNOWN,true,"""U2yy.00""	""[x]intent self harm oth specif means occ oth specif place""	1	""self harm""",
"""108187""",UNKNOWN,true,"""TK53.00""	""suicide and selfinflicted injury by military firearms""	1	""self harm""",
"""108499""",UNKNOWN,true,"""U2Az.00""	""[x]intentional self harm by blunt object occ unspecif place""	1	""self harm""",
"""108654""",UNKNOWN,true,"""TN3y.00""	""injury ?accidental, other means of hang/strangle/suffocate""	1	""unknown intent""",
"""109625""",UNKNOWN,true,"""U296.00""	""[x]intent self harm by sharp object occ indust/constr area""	1	""self harm""",
"""110088""",UNKNOWN,true,"""U408400""	""[x]pois/expos ?intent oth/unsp drug/medic in street/highway""	1	""unknown intent""",
"""110204""",UNKNOWN,true,"""TN3z.00""	""injury ?accidental, hanging/strangulation/suffocation nos""	1	""unknown intent""",
"""110578""",UNKNOWN,true,"""U27y.00""	""[x]intent self harm by smoke fire/flame occ oth specif plce""	1	""self harm""",
"""110865""",UNKNOWN,true,"""U206z00""	""[x]intent self poison hallucinogen unspecif place""	1	""self harm""",
"""110872""",UNKNOWN,true,"""U4D1.00""	""[x]crashng of motor vehicle undeterm intent resident instit""	1	""unknown intent""",
"""110884""",UNKNOWN,true,"""U295.00""	""[x]intent self harm by sharp object occ trade/service area""	1	""self harm""",
"""110900""",UNKNOWN,true,"""U292.00""	""[x]intent self harm sharp obj occ sch oth ins/pub adm area""	1	""self harm""",
"""110923""",UNKNOWN,true,"""TN10.00""	""injury ?accidental, poisoning by gas distributed by pipeline""	1	""unknown intent""",
"""111004""",UNKNOWN,true,"""U213.00""	""[x]intent self harm by hang strangl/suffc sport/athlet area""	1	""self harm""",
"""111044""",UNKNOWN,true,"""U46..00""	""[x]contact with explosive material, undetermined intent""	1	""unknown intent""",
"""111117""",UNKNOWN,true,"""U2z1.00""	""[x]intent self harm by unspecif means occurrn resid instit'n""	1	""self harm""",
"""111291""",UNKNOWN,true,"""U2B1.00""	""[x]intent self harm by jump from high place occ resid instit""	1	""self harm""",
"""111381""",UNKNOWN,true,"""U282.00""	""[x]int self harm by steam hot vapor/obj sch/ins/pub adm area""	1	""self harm""",
"""111417""",UNKNOWN,true,"""U466.00""	""[x]contct wth explosiv materl undet intnt indust/constr area""	1	""unknown intent""",
"""111420""",UNKNOWN,true,"""U202.14""	""[x]overdose - flurazepam""	1	""unknown intent""",
"""111639""",UNKNOWN,true,"""U4Ay.00""	""[x]contact with blunt obj undeter intent occ oth specif plce""	1	""unknown intent""",
"""111721""",UNKNOWN,true,"""U2A2.00""	""[x]intent self harm blunt obj occ sch oth ins/pub adm area""	1	""self harm""",
"""111829""",UNKNOWN,true,"""U40Bz00""	""[x]pois/expos ?intent to other gas/vapour unspecif place""	1	""unknown intent""",
"""112448""",UNKNOWN,true,"""U409100""	""[x]pois/expos ?intent to alcohol at res institut""	1	""unknown intent""",
"""112603""",UNKNOWN,true,"""U4B0.00""	""[x]fallng jumpng/push frm high place undet intent occ home""	1	""unknown intent""",
"""112645""",UNKNOWN,true,"""U209400""	""[x]intent self pois alcohol in street/highway""	1	""self harm""",
"""112646""",UNKNOWN,true,"""U20Ay00""	""[x]int self pois org solv,halogen hydrocarb,oth spec place""	1	""self harm""",
"""112771""",UNKNOWN,true,"""U406.00""	""[x]poisoning/exposure, ? intent, to hallucinogen""	1	""unknown intent""",
"""112802""",UNKNOWN,true,"""U41z.00""	""[x]hangng strangult+suffoct undet intent occ unspecif place""	1	""unknown intent""",
"""112846""",UNKNOWN,true,"""TN1y.00""	""injury ?accidental, poisoning by other utility gas""	1	""unknown intent""",
"""112901""",UNKNOWN,true,"""U43..00""	""[x]handgun discharge, undetermined intent""	1	""unknown intent""",
"""112963""",UNKNOWN,true,"""U4z0.00""	""[x]unspecified event undetermined intent occurrence at home""	1	""unknown intent""",
"""113082""",UNKNOWN,true,"""U437.00""	""[x]handgun discharge undetermined intent occurrence on farm""	1	""unknown intent""",
"""113252""",UNKNOWN,true,"""TN53.00""	""injury ?accidental, by military firearms""	1	""unknown intent""",
"""113271""",UNKNOWN,true,"""U222.00""	""[x]intent self harm drown/submers occ sch/ins/pub adm area""	1	""self harm""",
"""113355""",UNKNOWN,true,"""TN03.00""	""injury ?accidental, poisoning by tranquilliser/psychotropic""	1	""unknown intent""",
"""113361""",UNKNOWN,true,"""U215.00""	""[x]intent self harm by hang strangl/suffc trade/service area""	1	""self harm""",
"""113514""",UNKNOWN,true,"""U209300""	""[x]int self poison alcohol in sport/athletic area""	1	""self harm""",
"""113518""",UNKNOWN,true,"""U209200""	""[x]int self poison alcohol school/pub admin area""	1	""self harm""",
"""113598""",UNKNOWN,true,"""U45y.00""	""[x]oth+unsp firarm disch undeterm intent occ oth specif plce""	1	""unknown intent""",
"""113643""",UNKNOWN,true,"""U2D2.00""	""[x]int self harm crash motor vehicl occ sch/ins/pub adm area""	1	""self harm""",
"""113648""",UNKNOWN,true,"""U217.00""	""[x]intent self harm by hanging strangulat/suffocat occ farm""	1	""self harm""",
"""114001""",UNKNOWN,true,"""U4D4.00""	""[x]crashng of motor vehicle undeterm intent street/highway""	1	""unknown intent""",
"""114045""",UNKNOWN,true,"""U2B2.00""	""[x]int self harm jump fr high place sch oth ins/pub adm area""	1	""self harm""",
"""114245""",UNKNOWN,true,"""U484.00""	""[x]contact with steam hot vap+obj undet intent street/h'way""	1	""unknown intent""",
"""114254""",UNKNOWN,true,"""U206y00""	""[x]int self poison hallucinogen other spec place""	1	""self harm""",
"""114310""",UNKNOWN,true,"""U209600""	""[x]int self pois alcohol indust/construct area""	1	""self harm""",
"""114320""",UNKNOWN,true,"""TK50.00""	""suicide and selfinflicted injury by handgun""	1	""self harm""",
"""114479""",UNKNOWN,true,"""U4D5.00""	""[x]crash of motor vehicle undeterm intent trade/servce area""	1	""unknown intent""",
"""114500""",UNKNOWN,true,"""U23..00""	""[x]intentional self harm by handgun discharge""	1	""self harm""",
"""114628""",UNKNOWN,true,"""TK01300""	""suicide and self inflicted injury by pentabarbitone""	1	""self harm""",
"""114712""",UNKNOWN,true,"""U4By.00""	""[x]fall jump/push frm high plce undt intnt occ oth spec plce""	1	""self harm""",
"""114743""",UNKNOWN,true,"""U200200""	""[x]int self poison nonopioid analges school/pub admin area""	1	""self harm""",
"""114799""",UNKNOWN,true,"""TN01.00""	""injury ?accidental, poisoning by barbiturate""	1	""unknown intent""",
"""115102""",UNKNOWN,true,"""U401000""	""[x]poison/exposure ?intent, to antiepileptic at home""	1	""unknown intent""",
"""115671""",UNKNOWN,true,"""U20C200""	""[x]int self poison pesticide school/pub admin area""	1	""self harm""",
"""115682""",UNKNOWN,true,"""U41y.00""	""[x]hangng strangult+suffoct undet intent occ oth specif plce""	1	""unknown intent""",
"""115827""",UNKNOWN,true,"""U2Dy.00""	""[x]intent self harm by crash motor vehic occ oth specif plce""	1	""self harm""",
"""115952""",UNKNOWN,true,"""U206300""	""[x]int self poison hallucinogenin sport/athletic area""	1	""self harm""",
"""116003""",UNKNOWN,true,"""U2Ay.00""	""[x]intention self harm by blunt object occ oth specif place""	1	""self harm""",
"""116127""",UNKNOWN,true,"""U273.00""	""[x]intent self harm by smok fire/flam occ sport/athlet area""	1	""self harm""",
"""116142""",UNKNOWN,true,"""U2y4.00""	""[x]intent self harm by oth specif means occ street/highway""	1	""self harm""",
