code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""clinicalevents""	""immunisationevents""	""referralevents""	""testevents""	""term""	""databaserelease""	""period""",
"""61200""",UNKNOWN,true,"""L356000""	23	0	0	0	""obstetric damage to pelvic joints and ligaments unspecified""	""February 2009""	""unspecified""",
"""37699""",UNKNOWN,true,"""L396z00""	1091	0	1	0	""vacuum extractor delivery nos""	""February 2009""	""postnatal""",
"""70096""",UNKNOWN,true,"""L224200""	4	0	0	0	""transverse lie with antenatal problem""	""February 2009""	""early pregnancy""",
"""20793""",UNKNOWN,true,"""7N61300""	312	0	6	0	""[so]placenta""	""February 2009""	""late pregnancy""",
"""13431""",UNKNOWN,true,"""63D2.00""	25552	0	0	0	""placenta normal o/e""	""February 2009""	""late pregnancy""",
"""72014""",UNKNOWN,true,"""L212z00""	1	0	0	0	""quadruplet pregnancy nos""	""February 2009""	""unspecified""",
"""28225""",UNKNOWN,true,"""L240.11""	385	0	29	0	""bicornuate uterus in pregnancy, childbirth and puerperium""	""February 2009""	""postnatal""",
"""72021""",UNKNOWN,true,"""L343100""	21	0	0	0	""fourth degree perineal tear during delivery - delivered""	""February 2009""	""postnatal""",
"""46784""",UNKNOWN,true,"""Q023200""	4	0	0	0	""fetus/neonate affected by materno-fetal transplacental trans""	""February 2009""	""late pregnancy""",
"""11690""",UNKNOWN,true,"""L40..11""	401	0	7	1	""sepsis - puerperal""	""February 2009""	""postnatal""",
"""103144""",UNKNOWN,true,"""L416300""	6	0	0	0	""haemorrhoids in pregnancy and puerperium with a/n comp""	""October 2011""	""postnatal""",
"""70912""",UNKNOWN,true,"""L110z00""	23	0	0	0	""placenta praevia without haemorrhage nos""	""February 2009""	""late pregnancy""",
"""46756""",UNKNOWN,true,"""L184.00""	37	0	1	0	""mental disorders in pregnancy, childbirth and the puerperium""	""February 2009""	""postnatal""",
"""39036""",UNKNOWN,true,"""7F...00""	417	0	11	0	""obstetric operations""	""February 2009""	""unspecified""",
"""12521""",UNKNOWN,true,"""L161.11""	260	0	8	0	""excessive weight gain in pregnancy""	""February 2009""	""unspecified""",
"""29565""",UNKNOWN,true,"""L161.13""	2452	0	0	0	""gestational oedema""	""February 2009""	""unspecified""",
"""114115""",UNKNOWN,true,"""L295100""	1	0	0	0	""elderly primigravida - delivered""	""August 2019""	""unspecified""",
"""32243""",UNKNOWN,true,"""K5D..00""	29	0	5	0	""habitual aborter - non pregnant state""	""February 2009""	""early pregnancy""",
"""107136""",UNKNOWN,true,"""Q031.11""	7	0	0	0	""fetus affected by malpresentation during delivery""	""October 2013""	""postnatal""",
"""41959""",UNKNOWN,true,"""L171300""	4	0	0	0	""maternal gonorrhoea in pregnancy - baby not yet delivered""	""February 2009""	""unspecified""",
"""50281""",UNKNOWN,true,"""Q213z00""	23	0	0	0	""liveborn with labour fetal distress nos""	""February 2009""	""postnatal""",
"""26023""",UNKNOWN,true,"""L411300""	3	0	1	0	""vv's of perineum/vulva in pregnancy/puerperium + a/n comp""	""February 2009""	""postnatal""",
"""64206""",UNKNOWN,true,"""L313z00""	7	0	0	0	""precipitate labour nos""	""February 2009""	""postnatal""",
"""116013""",UNKNOWN,true,"""Q03y.00""	2	0	0	0	""fetus/neonate affected by other labour and delivery problems""	""March 2022""	""postnatal""",
"""72458""",UNKNOWN,true,"""L393000""	5	0	0	0	""post-delivery acute renal failure unspecified""	""February 2009""	""postnatal""",
"""17684""",UNKNOWN,true,"""L395.11""	2462	0	4	0	""keilland's forceps delivery""	""February 2009""	""postnatal""",
"""20425""",UNKNOWN,true,"""L395.12""	4332	0	9	0	""neville - barnes forceps delivery""	""February 2009""	""postnatal""",
"""58140""",UNKNOWN,true,"""L173000""	2	0	0	0	""maternal tuberculosis,unspec whether in pregnancy/puerperium""	""February 2009""	""postnatal""",
"""49519""",UNKNOWN,true,"""Z229.00""	11978	0	3	0	""observation of position of pregnancy""	""February 2009""	""unspecified""",
"""107713""",UNKNOWN,true,"""L21y200""	1	0	0	0	""other multiple pregnancy with antenatal problem""	""February 2014""	""early pregnancy""",
"""4780""",UNKNOWN,true,"""L20..00""	302381	0	295	1	""normal delivery in a completely normal case""	""February 2009""	""postnatal""",
"""64035""",UNKNOWN,true,"""L44y100""	4	0	1	0	""other complications of the puerperium - delivered + p/n comp""	""February 2009""	""postnatal""",
"""93958""",UNKNOWN,true,"""L131200""	14	0	0	0	""hyperemesis gravidarum with metabolic disturbance - not del""	""February 2009""	""early pregnancy""",
"""5868""",UNKNOWN,true,"""Ly0..00""	139171	0	154	0	""spontaneous vertex delivery""	""February 2009""	""postnatal""",
"""109569""",UNKNOWN,true,"""L313000""	1	0	0	0	""precipitate labour unspecified""	""April 2015""	""postnatal""",
"""110431""",UNKNOWN,true,"""L26y.00""	1	0	0	0	""other feto-placental problems""	""January 2016""	""late pregnancy""",
"""23483""",UNKNOWN,true,"""Q023.00""	183	0	3	0	""fetus or neonate affected by placental transfusion syndrome""	""February 2009""	""late pregnancy""",
"""59059""",UNKNOWN,true,"""L433.12""	9	0	1	0	""septic obstetric embolism""	""February 2009""	""unspecified""",
"""112114""",UNKNOWN,true,"""L096300""	1	0	0	0	""fat embolism following abortive pregnancy""	""September 2017""	""unspecified""",
"""112978""",UNKNOWN,true,"""Z264511""	1	0	0	0	""deficient amniotic fluid""	""October 2018""	""late pregnancy""",
"""36235""",UNKNOWN,true,"""67A4.00""	1044	0	4	0	""pregnancy exercise advice""	""February 2009""	""unspecified""",
"""105511""",UNKNOWN,true,"""L21z.00""	4	0	0	0	""multiple pregnancy nos""	""January 2013""	""unspecified""",
"""106113""",UNKNOWN,true,"""Lyu5800""	1	0	0	0	""[x]multiple delivery, unspecified""	""May 2013""	""postnatal""",
"""104359""",UNKNOWN,true,"""ZVu2600""	2	0	0	0	""[x]other antenatal screening based on amniocentesis""	""June 2012""	""early pregnancy""",
"""67410""",UNKNOWN,true,"""Lyu6100""	2	0	0	0	""[x]other genitourinary tract infections following delivery""	""February 2009""	""postnatal""",
"""25428""",UNKNOWN,true,"""Z246211""	67	0	2	0	""start of labour""	""February 2009""	""postnatal""",
"""97703""",UNKNOWN,true,"""Lyu7400""	2	0	0	0	""[x]oth spcf dis+conditns complicat preg,childbirth+puerperum""	""October 2009""	""postnatal""",
"""23674""",UNKNOWN,true,"""L291.11""	83	0	0	0	""failed medical induction of labour""	""February 2009""	""postnatal""",
"""100418""",UNKNOWN,true,"""62R..11""	618	0	0	0	""postnatal visit""	""August 2010""	""postnatal""",
"""73089""",UNKNOWN,true,"""L460000""	27	0	0	0	""retracted nipple in pregnancy/puerperium/lactation unspec""	""February 2009""	""postnatal""",
"""112131""",UNKNOWN,true,"""L172300""	1	0	0	0	""other maternal venereal dis. in pregnancy-baby not delivered""	""September 2017""	""unspecified""",
"""113856""",UNKNOWN,true,"""L45y400""	1	0	0	0	""other obstetric breast infection with postnatal complication""	""May 2019""	""postnatal""",
"""67006""",UNKNOWN,true,"""L096400""	9	0	0	0	""pulmonary embolism following abortive pregnancy""	""February 2009""	""unspecified""",
"""105387""",UNKNOWN,true,"""L26z.00""	3	0	0	0	""feto-placental problems nos""	""December 2012""	""late pregnancy""",
"""63006""",UNKNOWN,true,"""L370000""	17	0	0	0	""retained placenta with no haemorrhage unspecified""	""February 2009""	""late pregnancy""",
"""94735""",UNKNOWN,true,"""L415600""	3	0	0	0	""other phlebitis in the puerperium""	""February 2009""	""postnatal""",
"""65783""",UNKNOWN,true,"""L030000""	55	0	0	0	""delivery of viable fetus in abdominal pregnancy""	""February 2009""	""postnatal""",
"""14970""",UNKNOWN,true,"""7F23100""	248	0	25	0	""immed repair obstetric laceration perineum & anal sphincter""	""February 2009""	""unspecified""",
"""95051""",UNKNOWN,true,"""L41z600""	8	0	0	0	""venous complication in the puerperium, unspecified""	""February 2009""	""postnatal""",
"""87342""",UNKNOWN,true,"""Z244100""	234	0	0	0	""observation of duration of labour""	""February 2009""	""postnatal""",
"""106267""",UNKNOWN,true,"""L03y300""	10	0	0	0	""combined or heterotopic pregnancy""	""June 2013""	""unspecified""",
"""71610""",UNKNOWN,true,"""L450000""	19	0	0	0	""obstetric nipple infection unspecified""	""February 2009""	""unspecified""",
"""2278""",UNKNOWN,true,"""8M6..00""	65854	0	23049	1	""requests pregnancy termination""	""February 2009""	""unspecified""",
"""72164""",UNKNOWN,true,"""4H43.00""	0	0	0	4	""amniotic fluid l/s ratio""	""February 2009""	""late pregnancy""",
"""66834""",UNKNOWN,true,"""L300100""	5	0	0	0	""obstructed labour due to fetal malposition - delivered""	""February 2009""	""postnatal""",
"""68438""",UNKNOWN,true,"""L43..11""	32	0	0	0	""obstetric pulmonary embolus""	""February 2009""	""unspecified""",
"""50876""",UNKNOWN,true,"""H472.00""	7	0	0	0	""asp pneumonitis due to anaesthesia during labour and deliv""	""February 2009""	""postnatal""",
"""294""",UNKNOWN,true,"""62...11""	1191736	0	84918	700	""antenatal care""	""February 2009""	""early pregnancy""",
"""102056""",UNKNOWN,true,"""L26yz00""	2	0	0	0	""other feto-placental problems nos""	""April 2011""	""late pregnancy""",
"""92434""",UNKNOWN,true,"""4H3..00""	0	0	0	2	""amniotic fluid microscopy""	""February 2009""	""late pregnancy""",
"""65085""",UNKNOWN,true,"""L092000""	7	0	0	0	""bladder damage following abortive pregnancy""	""February 2009""	""unspecified""",
"""24521""",UNKNOWN,true,"""L1A..00""	3562	0	479	0	""sublux of symphysis pubis in preg childbirth and puerp""	""February 2009""	""postnatal""",
"""47607""",UNKNOWN,true,"""L440.11""	119	0	0	0	""cva - cerebrovascular accident in the puerperium""	""February 2009""	""postnatal""",
"""110448""",UNKNOWN,true,"""Lyu0.00""	6	0	0	0	""[x]pregnancy with abortive outcome""	""January 2016""	""unspecified""",
"""61540""",UNKNOWN,true,"""Z212100""	153	0	0	0	""delivery place planned""	""February 2009""	""postnatal""",
"""55359""",UNKNOWN,true,"""Q017100""	19	0	1	0	""fetus/neonate affected by breech presentation before labour""	""February 2009""	""postnatal""",
"""47148""",UNKNOWN,true,"""L28..00""	55	0	1	0	""other problems of amniotic cavity and membranes""	""February 2009""	""late pregnancy""",
"""104178""",UNKNOWN,true,"""Lyu2600""	1	0	0	0	""[x]other abnormal findings on antenatal screening of mother""	""June 2012""	""early pregnancy""",
"""93982""",UNKNOWN,true,"""L356.11""	5	0	0	0	""obstetric pelvic joint damage""	""February 2009""	""unspecified""",
"""48442""",UNKNOWN,true,"""L356.12""	15	0	2	0	""obstetric pelvic ligament damage""	""February 2009""	""unspecified""",
"""106618""",UNKNOWN,true,"""9kv..00""	2706	0	0	0	""pertussis vaccinatn progrme pregnant women enhan srvce admin""	""August 2013""	""early pregnancy""",
"""69599""",UNKNOWN,true,"""L21y.00""	3	0	0	0	""other multiple pregnancy""	""February 2009""	""unspecified""",
"""99006""",UNKNOWN,true,"""Q014100""	4	0	0	0	""fetus or neonate affected by abdominal ectopic pregnancy""	""April 2010""	""unspecified""",
"""102435""",UNKNOWN,true,"""8CE0000""	222	0	1	0	""gestational diabetes information leaflet given""	""June 2011""	""unspecified""",
"""23840""",UNKNOWN,true,"""L090z00""	120	0	0	0	""septicaemia nos following abortive pregnancy""	""February 2009""	""unspecified""",
"""112105""",UNKNOWN,true,"""L092z00""	1	0	0	0	""pelvic organ or tissue damage nos follow abortive pregnancy""	""September 2017""	""unspecified""",
"""61455""",UNKNOWN,true,"""ZV28100""	11	0	1	0	""[v]amniotic fluid to screen for alphafetoprotein levels""	""February 2009""	""late pregnancy""",
"""40357""",UNKNOWN,true,"""L2D..00""	41	0	1	0	""retained intrauterine contraceptive device in pregnancy""	""February 2009""	""unspecified""",
"""115691""",UNKNOWN,true,"""L248212""	1	0	0	0	""rigid perineum - baby delivered with postpartum complication""	""July 2021""	""postnatal""",
"""114129""",UNKNOWN,true,"""L211200""	1	0	0	0	""triplet pregnancy with antenatal problem""	""August 2019""	""early pregnancy""",
"""54293""",UNKNOWN,true,"""Q015.00""	2	0	0	0	""fetus or neonate affected by multiple pregnancy""	""February 2009""	""unspecified""",
"""52950""",UNKNOWN,true,"""Q013.00""	50	0	0	0	""fetus or neonate affected by maternal polyhydramnios""	""February 2009""	""late pregnancy""",
"""31313""",UNKNOWN,true,"""L430.00""	9	0	1	0	""obstetric air pulmonary embolism""	""February 2009""	""unspecified""",
"""22557""",UNKNOWN,true,"""Z22B100""	473	0	1	0	""single pregnancy""	""February 2009""	""unspecified""",
"""15338""",UNKNOWN,true,"""621A.00""	1306	0	294	0	""pregnancy unplanned ? wanted""	""February 2009""	""unspecified""",
"""47157""",UNKNOWN,true,"""L34zz00""	74	0	0	0	""vulval/perineal trauma during delivery nos""	""February 2009""	""postnatal""",
"""58176""",UNKNOWN,true,"""62C2.00""	27	0	0	0	""full stay delivery booking""	""February 2009""	""postnatal""",
"""93735""",UNKNOWN,true,"""Z246A00""	29	0	0	0	""total duration of labour""	""February 2009""	""postnatal""",
"""6649""",UNKNOWN,true,"""L166800""	3982	0	44	5	""urinary tract infection complicating pregnancy""	""February 2009""	""unspecified""",
"""115692""",UNKNOWN,true,"""L143200""	1	0	0	0	""premature labour with term delivery""	""July 2021""	""postnatal""",
"""27056""",UNKNOWN,true,"""62GD.00""	4	0	6	1484	""antenatal ultrasound scan at 17-22 weeks""	""February 2009""	""22""",
"""71189""",UNKNOWN,true,"""Z244400""	3	0	0	0	""late onset of labour""	""February 2009""	""postnatal""",
"""98481""",UNKNOWN,true,"""68b4.00""	27	0	0	0	""repeat antenatal screening required""	""February 2010""	""early pregnancy""",
"""51359""",UNKNOWN,true,"""L090200""	11	0	1	0	""pelvic peritonitis following abortive pregnancy""	""February 2009""	""unspecified""",
"""23341""",UNKNOWN,true,"""Q122.00""	107	0	33	0	""postmature infant - greater than 42 weeks gestation, unspec""	""February 2009""	""42""",
"""24951""",UNKNOWN,true,"""L18C.00""	6	0	0	0	""endocrine nutrition+metab dis complic pregn,childbirth+puerp""	""February 2009""	""postnatal""",
"""62949""",UNKNOWN,true,"""L401z00""	3	0	0	0	""puerperal salpingitis nos""	""February 2009""	""postnatal""",
"""69453""",UNKNOWN,true,"""7E0B200""	26	0	0	0	""extraamniotic injection of prostaglandin""	""February 2009""	""late pregnancy""",
"""49855""",UNKNOWN,true,"""Q015100""	73	0	0	0	""fetus or neonate affected by twin pregnancy""	""February 2009""	""unspecified""",
"""32283""",UNKNOWN,true,"""Z212200""	93	0	0	0	""home delivery planned""	""February 2009""	""postnatal""",
"""40825""",UNKNOWN,true,"""Z22B800""	3	0	0	0	""undiagnosed multiple pregnancy""	""February 2009""	""unspecified""",
"""106808""",UNKNOWN,true,"""L34z200""	3	0	0	0	""vulval/perineal trauma during delivery nos with p/n problem""	""August 2013""	""postnatal""",
"""106983""",UNKNOWN,true,"""9Nj8.00""	31264	0	0	0	""failed encounter - sms text message delivery failure""	""September 2013""	""postnatal""",
"""20197""",UNKNOWN,true,"""L211.00""	562	0	15	0	""triplet pregnancy""	""February 2009""	""unspecified""",
"""740""",UNKNOWN,true,"""7F12.00""	127583	0	628	0	""elective caesarean delivery""	""February 2009""	""postnatal""",
"""106537""",UNKNOWN,true,"""L411613""	1	0	0	0	""vulval varices in the puerperium""	""August 2013""	""postnatal""",
"""22115""",UNKNOWN,true,"""7F10.00""	1044	0	92	0	""surgical induction of labour""	""February 2009""	""postnatal""",
"""111579""",UNKNOWN,true,"""Z263300""	2	0	0	0	""condition of membranes at delivery""	""December 2016""	""postnatal""",
"""89151""",UNKNOWN,true,"""L394.00""	5	0	0	0	""other complications of obstetric procedures""	""February 2009""	""unspecified""",
"""46270""",UNKNOWN,true,"""ZV22z00""	2786	0	1	0	""[v]unspecified pregnant state""	""February 2009""	""early pregnancy""",
"""14084""",UNKNOWN,true,"""62GC.00""	65	0	21	3349	""antenatal ultrasound scan at 9-16 weeks""	""February 2009""	""16""",
"""67098""",UNKNOWN,true,"""L183300""	16	0	0	0	""drug dependence during pregnancy - baby not yet delivered""	""February 2009""	""unspecified""",
"""99036""",UNKNOWN,true,"""ZV24z00""	149	0	0	0	""[v]unspecified postpartum care and examination""	""April 2010""	""postnatal""",
"""66619""",UNKNOWN,true,"""Q023011""	4	0	0	0	""fetus/neonate affected by feto-fetal transplacental transfus""	""February 2009""	""late pregnancy""",
"""68557""",UNKNOWN,true,"""L353000""	5	0	0	0	""obstetric laceration of cervix unspecified""	""February 2009""	""unspecified""",
"""106097""",UNKNOWN,true,"""L09y.00""	8	0	0	0	""other specified complication following abortive pregnancy""	""May 2013""	""unspecified""",
"""12604""",UNKNOWN,true,"""L120.00""	849	0	3	0	""benign essential hypertension in pregnancy/childbirth/puerp""	""February 2009""	""postnatal""",
"""34102""",UNKNOWN,true,"""Z262700""	41	0	0	0	""incomplete placenta at delivery""	""February 2009""	""late pregnancy""",
"""23373""",UNKNOWN,true,"""L150.00""	49	0	18	0	""post-term pregnancy""	""February 2009""	""late pregnancy""",
"""28732""",UNKNOWN,true,"""62c..00""	728	0	24	73277	""antenatal screening""	""February 2009""	""early pregnancy""",
"""6095""",UNKNOWN,true,"""9N1N.00""	763599	0	3726	13	""seen in antenatal clinic""	""February 2009""	""early pregnancy""",
"""6031""",UNKNOWN,true,"""L394500""	6887	0	50	0	""infection of obstetric surgical wound""	""February 2009""	""unspecified""",
"""1357""",UNKNOWN,true,"""L210100""	7801	0	263	0	""twin pregnancy - delivered""	""February 2009""	""unspecified""",
"""112119""",UNKNOWN,true,"""L09y100""	1	0	0	0	""cardiac arrest following abortive pregnancy""	""September 2017""	""unspecified""",
"""34484""",UNKNOWN,true,"""62X1.00""	210	0	1	0	""gestation = 24 weeks""	""February 2009""	""24""",
"""45729""",UNKNOWN,true,"""Z22D.00""	209	0	1	0	""observation of viability of pregnancy""	""February 2009""	""unspecified""",
"""65410""",UNKNOWN,true,"""Z262.00""	10	0	0	0	""placental observation""	""February 2009""	""late pregnancy""",
"""65749""",UNKNOWN,true,"""Z264.00""	5	0	0	0	""condition of amniotic fluid""	""February 2009""	""late pregnancy""",
"""44733""",UNKNOWN,true,"""L0z..00""	189	0	2	0	""pregnancy with abortive outcome nos""	""February 2009""	""unspecified""",
"""99849""",UNKNOWN,true,"""68bA.00""	7	0	0	0	""antenatal screening, at risk couple identified""	""June 2010""	""early pregnancy""",
"""59789""",UNKNOWN,true,"""L14z.00""	124	0	1	0	""early or threatened labour nos""	""February 2009""	""postnatal""",
"""54167""",UNKNOWN,true,"""6322.00""	814	0	0	0	""2nd stage of labour length""	""February 2009""	""postnatal""",
"""37435""",UNKNOWN,true,"""L450.11""	47	0	0	0	""abscess of nipple - obstetric""	""February 2009""	""unspecified""",
"""21554""",UNKNOWN,true,"""7F16900""	1405	0	19	0	""kielland forceps cephalic delivery with rotation""	""February 2009""	""postnatal""",
"""103683""",UNKNOWN,true,"""8Hki.00""	6	0	4	0	""referral to teenage pregnancy and parenting support service""	""February 2012""	""unspecified""",
"""19737""",UNKNOWN,true,"""L450.12""	652	0	18	0	""nipple infection - obstetric""	""February 2009""	""unspecified""",
"""115993""",UNKNOWN,true,"""L38y000""	1	0	0	0	""other complications of obstetric anaesthesia unspecified""	""March 2022""	""unspecified""",
"""21957""",UNKNOWN,true,"""62I..11""	2416	0	152	2609	""afp test - antenatal""	""February 2009""	""early pregnancy""",
"""44337""",UNKNOWN,true,"""L307.00""	17	0	0	0	""failed trial of labour unspecified""	""February 2009""	""postnatal""",
"""103056""",UNKNOWN,true,"""Z244.00""	1	0	0	0	""observation of pattern of labour""	""October 2011""	""postnatal""",
"""32555""",UNKNOWN,true,"""L351000""	11	0	0	0	""rupture of uterus during and after labour unspecified""	""February 2009""	""postnatal""",
"""11760""",UNKNOWN,true,"""L13z.00""	4015	0	162	0	""unspecified pregnancy vomiting""	""February 2009""	""unspecified""",
"""18500""",UNKNOWN,true,"""Z22D100""	8394	0	11	0	""viable pregnancy""	""February 2009""	""unspecified""",
"""96739""",UNKNOWN,true,"""Z262I00""	10	0	0	0	""placenta infarcted""	""April 2009""	""late pregnancy""",
"""62406""",UNKNOWN,true,"""L323000""	24	0	0	0	""delayed delivery second twin unspecified""	""February 2009""	""postnatal""",
"""31254""",UNKNOWN,true,"""L340100""	101	0	0	0	""first degree perineal tear during delivery - delivered""	""February 2009""	""postnatal""",
"""23394""",UNKNOWN,true,"""7F16300""	1622	0	39	0	""mid forceps cephalic delivery nec""	""February 2009""	""postnatal""",
"""40870""",UNKNOWN,true,"""Q020.00""	135	0	2	0	""fetus or neonate affected by placenta previa""	""February 2009""	""late pregnancy""",
"""54591""",UNKNOWN,true,"""7F14z00""	73	0	0	0	""breech extraction delivery nos""	""February 2009""	""postnatal""",
"""3085""",UNKNOWN,true,"""7F12z00""	10487	0	283	0	""elective caesarean delivery nos""	""February 2009""	""postnatal""",
"""42091""",UNKNOWN,true,"""L411z00""	16	0	0	0	""varicose veins of perineum/vulva in pregnancy/puerperium nos""	""February 2009""	""postnatal""",
"""103173""",UNKNOWN,true,"""L169100""	1	0	0	0	""herpes gestationis - delivered""	""October 2011""	""unspecified""",
"""107369""",UNKNOWN,true,"""8IEw.00""	20	0	0	0	""postnatal examination declined""	""December 2013""	""postnatal""",
"""73765""",UNKNOWN,true,"""L311200""	1	0	0	0	""secondary uterine inertia with antenatal problem""	""February 2009""	""early pregnancy""",
"""22491""",UNKNOWN,true,"""Ly1..00""	567	0	3	0	""spontaneous breech delivery""	""February 2009""	""postnatal""",
"""113149""",UNKNOWN,true,"""68bB.00""	2	0	0	0	""partner declined antenatal screening""	""December 2018""	""early pregnancy""",
"""69344""",UNKNOWN,true,"""L11z200""	36	0	0	0	""antepartum haemorrhage nos - not deliv""	""February 2009""	""late pregnancy""",
"""73797""",UNKNOWN,true,"""L353z00""	9	0	0	0	""obstetric laceration of cervix nos""	""February 2009""	""unspecified""",
"""35509""",UNKNOWN,true,"""624..00""	254	0	1	0	""a/n care: precious pregnancy""	""February 2009""	""unspecified""",
"""109526""",UNKNOWN,true,"""L402100""	61	0	0	0	""puerperal peritonitis - delivered with postnatal comp""	""April 2015""	""postnatal""",
"""102246""",UNKNOWN,true,"""L265200""	7	0	0	0	""small-for-dates with antenatal problem""	""May 2011""	""early pregnancy""",
"""19609""",UNKNOWN,true,"""L340600""	1528	0	65	0	""vaginal tear during delivery""	""February 2009""	""postnatal""",
"""3004""",UNKNOWN,true,"""L14..11""	5472	0	846	1	""premature labour""	""February 2009""	""postnatal""",
"""69686""",UNKNOWN,true,"""L417000""	10	0	0	0	""cerebral venous thrombosis in pregnancy""	""February 2009""	""unspecified""",
"""70487""",UNKNOWN,true,"""L126200""	19	0	0	0	""eclampsia - delivered with postnatal complication""	""February 2009""	""postnatal""",
"""56279""",UNKNOWN,true,"""L440.12""	16	0	0	0	""stroke in the puerperium""	""February 2009""	""postnatal""",
"""53661""",UNKNOWN,true,"""L13z200""	10	0	0	0	""unspecified pregnancy vomiting - not delivered""	""February 2009""	""unspecified""",
"""96437""",UNKNOWN,true,"""L170000""	6	0	0	0	""maternal syphilis, unspec whether in pregnancy or puerperium""	""April 2009""	""postnatal""",
"""94431""",UNKNOWN,true,"""7L1ez00""	2	0	0	0	""delivery of oral chemotherapy for neoplasm nos""	""February 2009""	""postnatal""",
"""54480""",UNKNOWN,true,"""L412600""	49	0	0	0	""superficial thrombophlebitis in the puerperium""	""February 2009""	""postnatal""",
"""116677""",UNKNOWN,true,"""L221200""	3	0	0	0	""cephalic version nos with antenatal problem""	""January 2025""	""early pregnancy""",
"""39168""",UNKNOWN,true,"""L342100""	164	0	0	0	""third degree perineal tear during delivery - delivered""	""February 2009""	""postnatal""",
"""2514""",UNKNOWN,true,"""L360.11""	3760	0	167	0	""retained placenta nos""	""February 2009""	""late pregnancy""",
"""39136""",UNKNOWN,true,"""7245700""	182	0	0	0	""amniotic membrane graft to cornea""	""February 2009""	""late pregnancy""",
"""30782""",UNKNOWN,true,"""632Z.00""	252	0	0	0	""length of labour nos""	""February 2009""	""postnatal""",
"""65867""",UNKNOWN,true,"""7M35011""	62	0	1	0	""entonox analgesia in labour""	""February 2009""	""postnatal""",
"""49663""",UNKNOWN,true,"""Z261100""	81	0	0	0	""gestational sac present""	""February 2009""	""unspecified""",
"""61626""",UNKNOWN,true,"""L247012""	1	0	0	0	""stenosis of vagina affecting obstetric care""	""February 2009""	""unspecified""",
"""104588""",UNKNOWN,true,"""66Ay.00""	1038	0	1	0	""gestational diabetes mellitus annual review""	""July 2012""	""unspecified""",
"""60820""",UNKNOWN,true,"""L452200""	10	0	0	0	""obstetric nonpurulent mastitis - deliv with p/n complication""	""February 2009""	""unspecified""",
"""4367""",UNKNOWN,true,"""L362.00""	1472	0	251	0	""secondary and delayed postpartum haemorrhage""	""February 2009""	""postnatal""",
"""101752""",UNKNOWN,true,"""L391000""	1	0	0	0	""obstetric shock unspecified""	""February 2011""	""unspecified""",
"""50236""",UNKNOWN,true,"""7F1y.00""	28	0	0	0	""other specified induction or delivery operations""	""February 2009""	""postnatal""",
"""73191""",UNKNOWN,true,"""L226200""	1	0	0	0	""brow presentation with antenatal problem""	""February 2009""	""early pregnancy""",
"""47546""",UNKNOWN,true,"""7F12y00""	282	0	0	0	""other specified elective caesarean delivery""	""February 2009""	""postnatal""",
"""61422""",UNKNOWN,true,"""L267800""	8	0	0	0	""placenta gritty""	""February 2009""	""late pregnancy""",
"""66843""",UNKNOWN,true,"""L344200""	5	0	0	0	""unspecified perineal laceration during delivery + p/n prob""	""February 2009""	""postnatal""",
"""20850""",UNKNOWN,true,"""L244.11""	95	0	3	0	""cystocele in pregnancy, childbirth and the puerperium""	""February 2009""	""postnatal""",
"""35903""",UNKNOWN,true,"""L244.12""	26	0	10	0	""pendulous abdomen in pregnancy,childbirth and the puerperium""	""February 2009""	""postnatal""",
"""39492""",UNKNOWN,true,"""L244.13""	60	0	4	0	""rectocele in pregnancy, childbirth and the puerperium""	""February 2009""	""postnatal""",
"""71943""",UNKNOWN,true,"""L411000""	5	0	0	0	""vv's of perineum/vulva in pregnancy/puerperium unspecified""	""February 2009""	""postnatal""",
"""69254""",UNKNOWN,true,"""L264200""	20	0	0	0	""intrauterine death with antenatal problem""	""February 2009""	""early pregnancy""",
"""85244""",UNKNOWN,true,"""7F2B.00""	487	0	1	29	""obstetric ultrasound monitoring""	""February 2009""	""unspecified""",
"""106378""",UNKNOWN,true,"""9mK..00""	4340	0	267	0	""pertussis vaccination in pregnancy invitation""	""June 2013""	""unspecified""",
"""12230""",UNKNOWN,true,"""L263900""	76	0	5	0	""maternal care for fetal tachycardia during pregnancy""	""February 2009""	""unspecified""",
"""101963""",UNKNOWN,true,"""4H2..00""	0	0	0	2	""amniotic fluid appearance""	""March 2011""	""late pregnancy""",
"""44235""",UNKNOWN,true,"""L296.00""	91	0	1	0	""vaginal delivery following previous caesarean section""	""February 2009""	""postnatal""",
"""7515""",UNKNOWN,true,"""L169.00""	403	0	15	0	""herpes gestationis""	""February 2009""	""unspecified""",
"""40706""",UNKNOWN,true,"""L344z00""	116	0	0	0	""unspecified perineal laceration during delivery nos""	""February 2009""	""postnatal""",
"""93583""",UNKNOWN,true,"""L096.00""	4	0	0	0	""embolism following abortive pregnancy""	""February 2009""	""unspecified""",
"""23549""",UNKNOWN,true,"""L31z.00""	60	0	0	0	""abnormality of forces of labour nos""	""February 2009""	""postnatal""",
"""116229""",UNKNOWN,true,"""L30y100""	1	0	0	0	""other causes of obstructed labour - delivered""	""February 2023""	""postnatal""",
"""22193""",UNKNOWN,true,"""Z229100""	5355	0	6	0	""intrauterine pregnancy""	""February 2009""	""unspecified""",
"""116358""",UNKNOWN,true,"""L143300""	1	0	0	0	""premature delivery without labour""	""July 2023""	""postnatal""",
