code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""Antidiabetic""	""group""	""database""",
"""4597141000033116""",UNKNOWN,true,"""NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""4608541000033115""",UNKNOWN,true,"""Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""4608641000033119""",UNKNOWN,true,"""Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""4608741000033111""",UNKNOWN,true,"""Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""4825441000033110""",UNKNOWN,true,"""TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""4941241000033119""",UNKNOWN,true,"""Nazdol MR 30mg tablets""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30.000mg""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""4945241000033117""",UNKNOWN,true,"""Metformin 1g modified-release tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""1.000gram""	""Metformin""	""Metformin""	""Aurum""",
"""4945341000033110""",UNKNOWN,true,"""Glucophage SR 1000mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""1.000gram""	""Metformin""	""Metformin""	""Aurum""",
"""4957741000033118""",UNKNOWN,true,"""Bolamyn SR 500mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""5007641000033119""",UNKNOWN,true,"""Metformin 500mg oral powder sachets sugar free""	""Powder for oral solution/ Powder""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""5007741000033111""",UNKNOWN,true,"""Metformin 1g oral powder sachets sugar free""	""Powder for oral solution/ Powder""	""Oral""	""Metformin""	""1.000gram""	""Metformin""	""Metformin""	""Aurum""",
"""5007841000033118""",UNKNOWN,true,"""Glucophage 500mg oral powder sachets""	""Powder for oral solution/ Powder""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""5007941000033114""",UNKNOWN,true,"""Glucophage 1000mg oral powder sachets""	""Powder for oral solution/ Powder""	""Oral""	""Metformin""	""1.000gram""	""Metformin""	""Metformin""	""Aurum""",
"""5079841000033118""",UNKNOWN,true,"""HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5131241000033110""",UNKNOWN,true,"""Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Liraglutide""	""6.000mg/1.000ml""	""Liraglutide""	""GLP-1RAs""	""Aurum""",
"""5131341000033117""",UNKNOWN,true,"""Victoza 6mg/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous""	""Liraglutide""	""6.000mg/1.000ml""	""Liraglutide""	""GLP-1RAs""	""Aurum""",
"""5132241000033116""",UNKNOWN,true,"""Janumet 50mg/1000mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin/Metformin""	""1.000gram + 50.000mg""	""Sitagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""5316641000033118""",UNKNOWN,true,"""Saxagliptin 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin""	""5.000mg""	""Saxagliptin""	""DPP-4is""	""Aurum""",
"""5316741000033110""",UNKNOWN,true,"""Onglyza 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin""	""5.000mg""	""Saxagliptin""	""DPP-4is""	""Aurum""",
"""5378141000033117""",UNKNOWN,true,"""Dacadis MR 30mg tablets""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30.000mg""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""5403541000033118""",UNKNOWN,true,"""Humalog Mix25 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""5440141000033112""",UNKNOWN,true,"""HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5440641000033119""",UNKNOWN,true,"""HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5576041000033115""",UNKNOWN,true,"""Metformin 1g / Sitagliptin 50mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin/Metformin""	""1.000gram + 50.000mg""	""Sitagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""5697241000033112""",UNKNOWN,true,"""Bd-Microfine +  Needles for insulin pens  4 mm/32 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709141000033115""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709241000033110""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709341000033117""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709441000033111""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709541000033112""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709641000033113""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5709741000033116""",UNKNOWN,true,"""Gliclazide 40mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Gliclazide""	""40.000mg""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""5709841000033114""",UNKNOWN,true,"""Zicron 40mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Gliclazide""	""40.000mg""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""5709941000033118""",UNKNOWN,true,"""Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5710041000033114""",UNKNOWN,true,"""Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5732041000033119""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5732141000033115""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5732441000033111""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5733041000033111""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5733341000033113""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5733441000033119""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5733541000033118""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5733741000033114""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5734041000033114""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5734141000033113""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5734241000033118""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5734341000033111""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5815341000033115""",UNKNOWN,true,"""Edicil MR 30mg tablets""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30.000mg""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""5819941000033118""",UNKNOWN,true,"""ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5820041000033115""",UNKNOWN,true,"""ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5869241000033114""",UNKNOWN,true,"""Gliclazide 40mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Gliclazide""	""8.000mg/1.000ml""	""Gliclazide""	""Sulfonylureas""	""Aurum""",
"""5905141000033111""",UNKNOWN,true,"""IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5905241000033116""",UNKNOWN,true,"""IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5909641000033116""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""5910741000033117""",UNKNOWN,true,"""Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""5911541000033119""",UNKNOWN,true,"""Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens""	""Suspension for injection""	""Subcutaneous/ Intramuscular""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""5968741000033115""",UNKNOWN,true,"""Glibenclamide 5mg/5ml oral solution""	""Oral solution""	""Oral""	""Glibenclamide""	""1.000mg/1.000ml""	""Glibenclamide""	""Sulfonylureas""	""Aurum""",
"""5968841000033113""",UNKNOWN,true,"""Glibenclamide 5mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Glibenclamide""	""1.000mg/1.000ml""	""Glibenclamide""	""Sulfonylureas""	""Aurum""",
"""5997041000033115""",UNKNOWN,true,"""Metformin 500mg/5ml oral solution""	""Oral solution""	""Oral""	""Metformin""	""100.000mg/1.000ml""	""Metformin""	""Metformin""	""Aurum""",
"""6006341000033111""",UNKNOWN,true,"""NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6011841000033112""",UNKNOWN,true,"""Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""6029841000033115""",UNKNOWN,true,"""Metabet SR 500mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""6123241000033112""",UNKNOWN,true,"""Saxagliptin 2.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin""	""2.500mg""	""Saxagliptin""	""DPP-4is""	""Aurum""",
"""6123341000033119""",UNKNOWN,true,"""Onglyza 2.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin""	""2.500mg""	""Saxagliptin""	""DPP-4is""	""Aurum""",
"""6279741000033117""",UNKNOWN,true,"""Metabet SR 1000mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""1.000gram""	""Metformin""	""Metformin""	""Aurum""",
"""6364241000033114""",UNKNOWN,true,"""BD AutoShield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6388241000033117""",UNKNOWN,true,"""Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials""	""Powder and solvent for prolonged-release suspension for inj""	""Subcutaneous""	""Exenatide""	""2.000mg""	""Exenatide""	""GLP-1RAs""	""Aurum""",
"""6388341000033110""",UNKNOWN,true,"""Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials""	""Powder and solvent for prolonged-release suspension for inj""	""Subcutaneous""	""Exenatide""	""2.000mg""	""Exenatide""	""GLP-1RAs""	""Aurum""",
"""6389641000033111""",UNKNOWN,true,"""Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""6391041000033117""",UNKNOWN,true,"""Glucient SR 500mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""6391141000033118""",UNKNOWN,true,"""Enyglid 0.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Repaglinide""	""500.000microgram""	""Repaglinide""	""Other""	""Aurum""",
"""6391341000033115""",UNKNOWN,true,"""Enyglid 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Repaglinide""	""2.000mg""	""Repaglinide""	""Other""	""Aurum""",
"""6444041000033117""",UNKNOWN,true,"""Linagliptin 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin""	""5.000mg""	""Linagliptin""	""DPP-4is""	""Aurum""",
"""6444141000033118""",UNKNOWN,true,"""Trajenta 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin""	""5.000mg""	""Linagliptin""	""DPP-4is""	""Aurum""",
"""6448141000033113""",UNKNOWN,true,"""Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6456441000033119""",UNKNOWN,true,"""NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100.000unit/1.000ml + 100.000unit/1.000ml""	""Insulin""	""Insulin""	""Aurum""",
"""6463141000033112""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6490641000033114""",UNKNOWN,true,"""Comfort Point  Needles for insulin pens  4 mm/31 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6490741000033117""",UNKNOWN,true,"""Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6490841000033110""",UNKNOWN,true,"""Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6490941000033119""",UNKNOWN,true,"""Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6491041000033112""",UNKNOWN,true,"""Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6518241000033118""",UNKNOWN,true,"""BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6519641000033112""",UNKNOWN,true,"""NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6519741000033115""",UNKNOWN,true,"""NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6526041000033117""",UNKNOWN,true,"""Glizofar 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pioglitazone""	""30.000mg""	""Pioglitazone""	""Other""	""Aurum""",
"""6535141000033111""",UNKNOWN,true,"""Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6535241000033116""",UNKNOWN,true,"""Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6535341000033114""",UNKNOWN,true,"""Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6535541000033119""",UNKNOWN,true,"""Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""6535641000033118""",UNKNOWN,true,"""Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""7684841000033117""",UNKNOWN,true,"""Clickfine  Needles for insulin pens  6 mm/31 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""7684941000033113""",UNKNOWN,true,"""Clickfine  Needles for insulin pens  8 mm/31 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""7685041000033113""",UNKNOWN,true,"""Clickfine  Needles for insulin pens  10 mm/29 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""7685141000033112""",UNKNOWN,true,"""Clickfine  Needles for insulin pens  12 mm/29 gauge""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""7687241000033110""",UNKNOWN,true,"""Sitagliptin 50mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin""	""50.000mg""	""Sitagliptin""	""DPP-4is""	""Aurum""",
"""7687341000033117""",UNKNOWN,true,"""Januvia 50mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin""	""50.000mg""	""Sitagliptin""	""DPP-4is""	""Aurum""",
"""7687441000033111""",UNKNOWN,true,"""Sitagliptin 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin""	""25.000mg""	""Sitagliptin""	""DPP-4is""	""Aurum""",
"""7687541000033112""",UNKNOWN,true,"""Januvia 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sitagliptin""	""25.000mg""	""Sitagliptin""	""DPP-4is""	""Aurum""",
"""7874941000033110""",UNKNOWN,true,"""Diagemet XL 500mg tablets""	""Modified-release tablet""	""Oral""	""Metformin""	""500.000mg""	""Metformin""	""Metformin""	""Aurum""",
"""8052741000033110""",UNKNOWN,true,"""Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8056341000033110""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8056441000033116""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8056541000033115""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8056641000033119""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8115741000033119""",UNKNOWN,true,"""Linagliptin 2.5mg / Metformin 1g tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin/Metformin""	""2.500mg + 1000.000mg""	""Linagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8115841000033112""",UNKNOWN,true,"""Linagliptin 2.5mg / Metformin 850mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin/Metformin""	""2.500mg + 850.000mg""	""Linagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8115941000033116""",UNKNOWN,true,"""Jentadueto 2.5mg/1000mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin/Metformin""	""2.500mg + 1000.000mg""	""Linagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8116041000033114""",UNKNOWN,true,"""Jentadueto 2.5mg/850mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Linagliptin/Metformin""	""2.500mg + 850.000mg""	""Linagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8125241000033119""",UNKNOWN,true,"""Glimepiride 6mg/5ml oral suspension""	""Oral suspension""	""Oral""	""Glimepiride""	""1.200mg/1.000ml""	""Glimepiride""	""Sulfonylureas""	""Aurum""",
"""8199341000033118""",UNKNOWN,true,"""Dapagliflozin 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dapagliflozin""	""5.000mg""	""Dapagliflozin""	""SGLT-2is""	""Aurum""",
"""8199441000033112""",UNKNOWN,true,"""Dapagliflozin 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dapagliflozin""	""10.000mg""	""Dapagliflozin""	""SGLT-2is""	""Aurum""",
"""8199541000033113""",UNKNOWN,true,"""Forxiga 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dapagliflozin""	""5.000mg""	""Dapagliflozin""	""SGLT-2is""	""Aurum""",
"""8199641000033114""",UNKNOWN,true,"""Forxiga 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dapagliflozin""	""10.000mg""	""Dapagliflozin""	""SGLT-2is""	""Aurum""",
"""8241541000033119""",UNKNOWN,true,"""Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8241641000033118""",UNKNOWN,true,"""Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Aurum""",
"""8242541000033112""",UNKNOWN,true,"""Saxagliptin 2.5mg / Metformin 850mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin/Metformin""	""850.000mg + 2.500mg""	""Saxagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8242641000033113""",UNKNOWN,true,"""Saxagliptin 2.5mg / Metformin 1g tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin/Metformin""	""1.000gram + 2.500mg""	""Saxagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8242741000033116""",UNKNOWN,true,"""Komboglyze 2.5mg/850mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin/Metformin""	""850.000mg + 2.500mg""	""Saxagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
"""8242841000033114""",UNKNOWN,true,"""Komboglyze 2.5mg/1000mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Saxagliptin/Metformin""	""1.000gram + 2.500mg""	""Saxagliptin/Metformin""	""DPP-4is, Metformin""	""Aurum""",
