code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""Read.code""	""Term""	""Group""",
"""4732""",UNKNOWN,true,"""Eu315""	""[X]Bipolar affect dis cur epi severe depres with psyc symp""	""bipolar""",
"""44693""",UNKNOWN,true,"""Eu316""	""\\""[X]Bipolar affective disorder, current episode mixed\\""""	""bipolar""",
"""27584""",UNKNOWN,true,"""Eu317""	""\\""[X]Bipolar affective disorder, currently in remission\\""""	""bipolar""",
"""104065""",UNKNOWN,true,"""Eu318""	""[X]Bipolar affective disorder type I""	""bipolar""",
"""103915""",UNKNOWN,true,"""Eu319""	""[X]Bipolar affective disorder type II""	""bipolar""",
"""104051""",UNKNOWN,true,"""Eu319-1""	""[X]Bipolar II disorder""	""bipolar""",
"""53840""",UNKNOWN,true,"""Eu31y""	""SMI""	""bipolar""",
"""73924""",UNKNOWN,true,"""Eu31y-1""	""[X]Bipolar II disorder""	""bipolar""",
"""51032""",UNKNOWN,true,"""Eu31y-2""	""[X]Recurrent manic episodes""	""bipolar""",
"""33751""",UNKNOWN,true,"""Eu31z""	""\\""[X]Bipolar affective disorder, unspecified\\""""	""bipolar""",
"""29451""",UNKNOWN,true,"""Eu332-3""	""\\""[X]Manic-depress psychosis,depressd,no psychotic symptoms\\""""	""bipolar""",
"""28677""",UNKNOWN,true,"""Eu333-2""	""\\""[X]Manic-depress psychosis,depressed type+psychotic symptoms\\""""	""bipolar""",
"""30688""",UNKNOWN,true,"""Eu3y0-1""	""[X]Mixed affective episode""	""bipolar""",
"""50326""",UNKNOWN,true,"""Eu528""	""[X]Erotomania""	""other psychosis""",
"""30282""",UNKNOWN,true,"""ZRby100""	""\\""Profile of mood states, bipolar\\""""	""bipolar""",
"""12472""",UNKNOWN,true,"""225E""	""O/E - paranoid delusions""	""other psychosis""",
"""16889""",UNKNOWN,true,"""6657-1""	""Lithium monitoring""	""bipolar""",
"""17982""",UNKNOWN,true,"""1BH-1""	""Delusion""	""other psychosis""",
"""1915""",UNKNOWN,true,"""1BH""	""Delusions""	""other psychosis""",
"""32875""",UNKNOWN,true,"""1BH1""	""Grandiose delusions""	""other psychosis""",
"""55479""",UNKNOWN,true,"""1BH2""	""Ideas of reference""	""other psychosis""",
"""22643""",UNKNOWN,true,"""1BH3""	""Paranoid ideation""	""other psychosis""",
"""43462""",UNKNOWN,true,"""1BH0""	""Delusion of persecution""	""other psychosis""",
"""19345""",UNKNOWN,true,"""212T""	""\\""Psychosis, schizophrenia + bipolar affective disord resolved\\""""	""other psychosis""",
"""85102""",UNKNOWN,true,"""212V""	""Bipolar affective disorder resolved""	""bipolar""",
"""88275""",UNKNOWN,true,"""212W""	""Schizophrenia resolved""	""schizophrenia""",
"""85972""",UNKNOWN,true,"""212X""	""Psychosis resolved""	""other psychosis""",
"""22564""",UNKNOWN,true,"""6657""	""On lithium""	""bipolar""",
"""34795""",UNKNOWN,true,"""6657-2""	""Started lithium""	""bipolar""",
"""4390""",UNKNOWN,true,"""285-1""	""\\""Psychotic condition, insight present\\""""	""other psychosis""",
"""52523""",UNKNOWN,true,"""225F""	""O/E - delusion of persecution""	""other psychosis""",
"""19350""",UNKNOWN,true,"""665B""	""Lithium stopped""	""bipolar""",
"""16641""",UNKNOWN,true,"""44W81""	""Lithium level high - toxic""	""bipolar""",
"""105680""",UNKNOWN,true,"""K0C6""	""Chronic lithium nephrotoxicity""	""bipolar""",
"""100862""",UNKNOWN,true,"""9Ol7""	""Lithium monitoring third letter""	""bipolar""",
"""26146""",UNKNOWN,true,"""44vE""	""Lithium level therapeutic""	""bipolar""",
"""101020""",UNKNOWN,true,"""8CE90""	""Lithium patient information booklet given""	""bipolar""",
"""99853""",UNKNOWN,true,"""9Ol5""	""Lithium monitoring first letter""	""bipolar""",
"""101085""",UNKNOWN,true,"""8BM00""	""Lithium annual review""	""bipolar""",
"""101021""",UNKNOWN,true,"""8Cd5""	""Advice given about lithium side-effects and toxicity""	""bipolar""",
"""13772""",UNKNOWN,true,"""44W8""	""Serum lithium level""	""bipolar""",
"""100440""",UNKNOWN,true,"""9Ol6""	""Lithium monitoring second letter""	""bipolar""",
"""10338""",UNKNOWN,true,"""R1053""	""\\""[D]Lithium, blood level abnormal\\""""	""bipolar""",
"""12292""",UNKNOWN,true,"""44W80""	""Lithium level therapeutic""	""bipolar""",
"""13771""",UNKNOWN,true,"""44W8-1""	""Lithium: blood level""	""bipolar""",
"""101694""",UNKNOWN,true,"""665J""	""Lithium level checked at 3 monthly intervals""	""bipolar""",
"""101675""",UNKNOWN,true,"""665K""	""Lithium therapy record book completed""	""bipolar""",
"""33321""",UNKNOWN,true,"""46P3""	""Urine lithium""	""bipolar""",
"""23111""",UNKNOWN,true,"""44W82""	""Lithium level low""	""bipolar""",
