code,code_system,include,term,notes
"""chapter""",UNKNOWN,true,"""code""	""title""	""primary_only""	""type""",
"""05""",UNKNOWN,true,"""F25.0""	""Schizoaffective disorder, manic type""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F25.1""	""Schizoaffective disorder, depressive type""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F25.2""	""Schizoaffective disorder, mixed type""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F25.8""	""Other schizoaffective disorders""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F25.9""	""Schizoaffective disorder, unspecified""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F28""	""Other nonorganic psychotic disorders""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F29""	""Unspecified nonorganic psychosis""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F30.-""	""Manic episode""	TRUE	""group_heading""",
"""05""",UNKNOWN,true,"""F30.0""	""Hypomania""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F30.1""	""Mania without psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F30.2""	""Mania with psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F30.8""	""Other manic episodes""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F30.9""	""Manic episode, unspecified""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.-""	""Bipolar affective disorder""	TRUE	""group_heading""",
"""05""",UNKNOWN,true,"""F31.0""	""Bipolar affective disorder, current episode hypomanic""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.1""	""Bipolar affective disorder, current episode manic without psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.2""	""Bipolar affective disorder, current episode manic with psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.3""	""Bipolar affective disorder, current episode mild or moderate depression""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.4""	""Bipolar affective disorder, current episode severe depression without psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.5""	""Bipolar affective disorder, current episode severe depression with psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.6""	""Bipolar affective disorder, current episode mixed""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.7""	""Bipolar affective disorder, currently in remission""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.8""	""Other bipolar affective disorders""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F31.9""	""Bipolar affective disorder, unspecified""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.-""	""Depressive episode""	TRUE	""group_heading""",
"""05""",UNKNOWN,true,"""F32.0""	""Mild depressive episode""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.1""	""Moderate depressive episode""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.2""	""Severe depressive episode without psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.3""	""Severe depressive episode with psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.8""	""Other depressive episodes""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F32.9""	""Depressive episode, unspecified""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.-""	""Recurrent depressive disorder""	TRUE	""group_heading""",
"""05""",UNKNOWN,true,"""F33.0""	""Recurrent depressive disorder, current episode mild""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.1""	""Recurrent depressive disorder, current episode moderate""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.2""	""Recurrent depressive disorder, current episode severe without psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.3""	""Recurrent depressive disorder, current episode severe with psychotic symptoms""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.4""	""Recurrent depressive disorder, currently in remission""	TRUE	""psych_primary""",
"""05""",UNKNOWN,true,"""F33.8""	""Other recurrent depressive disorders""	TRUE	""psych_primary""",
