code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Antiplatelets""",
"""62855""",UNKNOWN,true,"3	""Clopidogrel 75mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""30695""",UNKNOWN,true,"1	""ASPIRIN 120 MG SUP""	""Aspirin""	NA	""Suppository""	""Rectal""	""Unknown""	""Aspirin""",
"""74096""",UNKNOWN,true,"3	""Aspirin 50mg/5ml oral suspension""	""Aspirin""	""10mg/1ml""	""Oral suspension""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs""	""Aspirin""",
"""67362""",UNKNOWN,true,"0	""Aspirin 300mg suppositories (Alliance Healthcare (Distribution) Ltd)""	""Aspirin""	""300mg""	""Suppository""	""Rectal""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""62430""",UNKNOWN,true,"0	""Aspirin 300mg suppositories (A A H Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Suppository""	""Rectal""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""39738""",UNKNOWN,true,"834	""Aspirin 162.5mg modified-release capsules""	""Aspirin""	""162.5mg""	""Modified Release Capsules""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""55579""",UNKNOWN,true,"0	""Aspirin 300mg tablets (Almus Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Unknown""	""Aspirin""",
"""17926""",UNKNOWN,true,"767	""Aspirin 400mg with Codeine 8mg tablets""	""Aspirin""	""400mg + 8mg""	""Tablets""	""Oral""	""Non-Opioid And Compound Analgesics/Opioid Analgesics""	""Aspirin""",
"""22618""",UNKNOWN,true,"213	""Solprin 75mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""80662""",UNKNOWN,true,"4	""Aspirin 75mg tablets (Medreich Plc)""	""Aspirin""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""54430""",UNKNOWN,true,"1	""Aspirin 75mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Aspirin""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""85694""",UNKNOWN,true,"3	""Boots Aspirin 300mg dispersible tablets (The Boots Company Plc)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""67567""",UNKNOWN,true,"5	""Dipyridamole 100mg/5ml oral solution""	""Dipyridamole""	""20mg/1ml""	""Oral solution""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""2924""",UNKNOWN,true,"12119	""ASPIRIN 150 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""20206""",UNKNOWN,true,"3	""ASPIRIN 50 MG SUP""	""Aspirin""	NA	""Suppository""	""Rectal""	""Unknown""	""Aspirin""",
"""24622""",UNKNOWN,true,"90	""Aspirin 325mg / Caffeine 22mg tablets""	""Aspirin""	""325mg + 22mg""	""Oral tablet""	""Oral""	""Unknown""	""Aspirin""",
"""714""",UNKNOWN,true,"2037398	""Dipyridamole 200mg modified-release capsules""	""Dipyridamole""	""200mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""84784""",UNKNOWN,true,"7	""Aspirin 300mg dispersible tablets (Mawdsley-Brooks & Company Ltd)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""12047""",UNKNOWN,true,"7172	""Aspellin Ointment (Rpr / Fisons)""	""Aspirin""	NA	""Ointment""	""Topical""	""Topical Nsaids And Counter Irritants""	""Aspirin""",
"""75916""",UNKNOWN,true,"2	""Aspirin 100mg/5ml oral suspension""	""Aspirin""	""20mg/1ml""	""Oral suspension""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs""	""Aspirin""",
"""19189""",UNKNOWN,true,"111	""Micropirin 75mg Gastro-resistant tablet (Ratiopharm UK Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""76174""",UNKNOWN,true,"3	""Dipyridamole 50mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)""	""Dipyridamole""	""10mg/1ml""	""Oral suspension""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""85696""",UNKNOWN,true,"8	""Clopidogrel 75mg tablets (Waymade Healthcare Plc)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""62334""",UNKNOWN,true,"2	""Aspirin 300mg caplets (Wockhardt UK Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""66546""",UNKNOWN,true,"0	""Aspirin 75mg dispersible tablets (Numark Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""80777""",UNKNOWN,true,"13	""Brilique 90mg orodispersible tablets (AstraZeneca UK Ltd)""	""Ticagrelor""	""90mg""	""Orodispersible tablet""	""Oral""	""Antiplatelet Products""	""Ticagrelor""",
"""54700""",UNKNOWN,true,"51	""Clopidogrel 75mg tablets (A A H Pharmaceuticals Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""34233""",UNKNOWN,true,"3	""Aspirin with aloxiprin and caffeine capsules""	""Aspirin""	NA	""Capsules""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""74210""",UNKNOWN,true,"0	""Dristan Tablet (Wyeth Consumer Healthcare)""	""Aspirin""	NA	""Tablet""	""Oral""	""Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""2986""",UNKNOWN,true,"25149	""Co-codaprin 8mg/400mg dispersible tablets""	""Aspirin""	""8mg + 400mg""	""Dispersible tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""83401""",UNKNOWN,true,"0	""Aspirin 300mg tablets (Numark Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""19674""",UNKNOWN,true,"20	""ASPIRIN DISPERSIBLE""	""Aspirin""	NA	NA	NA	""Unknown""	""Aspirin""",
"""19813""",UNKNOWN,true,"3	""ASPIRIN SOLUBLE""	""Aspirin""	NA	NA	NA	""Unknown""	""Aspirin""",
"""92280""",UNKNOWN,true,"1	""Dipyridamole 200mg modified-release capsules (Dr Reddy's Laboratories (UK) Ltd)""	""Dipyridamole""	""200mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""43709""",UNKNOWN,true,"37	""Aspirin 75mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""51358""",UNKNOWN,true,"4	""Dipyridamole 100mg tablets (Viatris UK Healthcare Ltd)""	""Dipyridamole""	""100mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""74786""",UNKNOWN,true,"2907	""Aspirin 75mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""6007""",UNKNOWN,true,"50909	""Nu-Seals 300 gastro-resistant tablets (Alliance Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""54565""",UNKNOWN,true,"12	""Aspirin 75mg dispersible tablets (Lloyds Pharmacy Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""36521""",UNKNOWN,true,"11	""Aspirin 500mg modified-release tablets""	""Aspirin""	""500mg""	""Modified Release Tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""24828""",UNKNOWN,true,"2	""Hypon Tablet (Wellcome Medical Division)""	""Aspirin""	NA	""Tablet""	""Oral""	""Non-Opioid And Compound Analgesics/Opioid Analgesics""	""Aspirin""",
"""80766""",UNKNOWN,true,"2	""Aspirin 75mg dispersible tablets (M & A Pharmachem Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""49220""",UNKNOWN,true,"0	""Aspirin 300mg tablets (Kent Pharma (UK) Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""34666""",UNKNOWN,true,"325	""Aspirin ec 300mg Gastro-resistant tablet (A A H Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""43060""",UNKNOWN,true,"236	""Aspirin 300mg Soluble tablet (Celltech Pharma Europe Ltd)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""57585""",UNKNOWN,true,"123	""Asasantin Retard capsules (Dowelhurst Ltd)""	""Aspirin/Dipyridamole""	""200mg + 25mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Aspirin/Dipyridamole""",
"""25335""",UNKNOWN,true,"15566	""PostMI 75 EC tablets (Ashbourne Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""16597""",UNKNOWN,true,"19	""Dipyridamole 10mg/2ml solution for injection ampoules""	""Dipyridamole""	""5mg/1ml""	""Solution for injection""	""Intravenous""	""Unknown""	""Dipyridamole""",
"""56996""",UNKNOWN,true,"6	""Aspirin 75mg dispersible tablets (Waymade Healthcare Plc)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""7518""",UNKNOWN,true,"889	""Aspirin 400mg with Codeine 8mg dispersible tablets""	""Aspirin""	""400mg + 8mg""	""Dispersible Tablet""	""Oral""	""Non-Opioid And Compound Analgesics/Opioid Analgesics""	""Aspirin""",
"""7769""",UNKNOWN,true,"133	""ASPIRIN/PARACETAMOL TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""1486""",UNKNOWN,true,"4789	""ASPIRIN 75 MG SUP""	""Aspirin""	NA	""Suppository""	""Rectal""	""Unknown""	""Aspirin""",
"""9301""",UNKNOWN,true,"6454	""Aspirin 100mg modified-release tablets""	""Aspirin""	""100mg""	""Modified Release Tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""6006""",UNKNOWN,true,"80085	""Nu-Seals 75 gastro-resistant tablets (Alliance Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""33662""",UNKNOWN,true,"3	""Aspirin 300mg Dispersible tablet (A A H Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""71676""",UNKNOWN,true,"0	""Aspirin 75mg dispersible tablets (Mawdsley-Brooks & Company Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""29848""",UNKNOWN,true,"4	""Aspirin 300mg with Glycine 150mg chewable tablets""	""Aspirin""	""300mg + 150mg""	""Chewable Tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""7520""",UNKNOWN,true,"18	""Anadin Extra soluble tablets (Haleon UK Trading Ltd)""	""Aspirin""	""45mg + 300mg + 200mg""	""Soluble tablet""	""Oral""	""Other Non Opioid Analgesics""	""Aspirin""",
"""52280""",UNKNOWN,true,"0	""Aspirin 300mg Tablet (Wockhardt UK Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""3832""",UNKNOWN,true,"324828	""Persantin Retard 200mg capsules (Boehringer Ingelheim Ltd)""	""Dipyridamole""	""200mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""43679""",UNKNOWN,true,"1	""Flamasacard 162.5mg Modified-release capsule (Abbey Pharmaceuticals Ltd)""	""Aspirin""	""162.5mg""	""Modified-Release Capsule""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""44311""",UNKNOWN,true,"25	""DEXTROPROPOXYPHENE NAPSYLATE/ASPIRIN 100 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""40381""",UNKNOWN,true,"97	""Aspirin 75mg Soluble tablet (C P Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""8186""",UNKNOWN,true,"1156	""Aspirin 300mg modified-release tablets""	""Aspirin""	""300mg""	""Modified-release tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""41766""",UNKNOWN,true,"11	""Maximum Strength Aspro Clear 500mg effervescent tablets (Bayer Plc)""	""Aspirin""	""500mg""	""Effervescent tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""48974""",UNKNOWN,true,"2033	""Aspirin 75mg tablets (Phoenix Healthcare Distribution Ltd)""	""Aspirin""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""22232""",UNKNOWN,true,"80	""Disprin Direct 300mg orodispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)""	""Aspirin""	""300mg""	""Orodispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""31870""",UNKNOWN,true,"18	""Aspirin 320mg tablets""	""Aspirin""	""320mg""	""Tablets""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""38998""",UNKNOWN,true,"17	""Plavix 300mg tablets (Sanofi)""	""Clopidogrel""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""58331""",UNKNOWN,true,"1147	""Aspirin 300mg gastro-resistant tablets (Viatris UK Healthcare Ltd)""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""70841""",UNKNOWN,true,"24	""Aspirin 300mg Dispersible tablet (Family Health)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""63603""",UNKNOWN,true,"99	""Laboprin Tablet (Laboratories For Applied Biology Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""73478""",UNKNOWN,true,"2	""Lloydspharmacy Extra Power Pain Reliever tablets (Lloyds Pharmacy Ltd)""	""Aspirin""	""45mg + 200mg + 300mg""	""Oral tablet""	""Oral""	""Other Non Opioid Analgesics""	""Aspirin""",
"""35967""",UNKNOWN,true,"2	""Paramed Extra Power Pain Control tablets (Galpharm International Ltd)""	""Aspirin""	""45mg + 200mg + 300mg""	""Oral tablet""	""Oral""	""Other Non Opioid Analgesics""	""Aspirin""",
"""77477""",UNKNOWN,true,"175	""Plavix 75mg tablets (Waymade Healthcare Plc)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""15352""",UNKNOWN,true,"8	""ASPIRIN & PARACETAMOL TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""8920""",UNKNOWN,true,"392	""ASPIRIN SOLUBLE 500 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""395""",UNKNOWN,true,"3814	""Aspirin mixture""	""Aspirin""	NA	""Mixture""	""Oromucosal""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""75212""",UNKNOWN,true,"2	""Dipyridamole 100mg Tablet (Berk Pharmaceuticals Ltd)""	""Dipyridamole""	""100mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""11941""",UNKNOWN,true,"44	""ASPIRIN SACHETS 30 MG""	""Aspirin""	NA	""Granules""	""Oral""	""Unknown""	""Aspirin""",
"""23878""",UNKNOWN,true,"1227	""Nu-seals cardio ec 75mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""21921""",UNKNOWN,true,"314	""Postmi ec 300mg Gastro-resistant tablet (Ashbourne Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""17130""",UNKNOWN,true,"2	""Persantin 10mg/2ml solution for injection ampoules (Boehringer Ingelheim Ltd)""	""Dipyridamole""	""5mg/1ml""	""Solution for injection""	""Intravenous""	""Cardiac Stress Test""	""Dipyridamole""",
"""25284""",UNKNOWN,true,"136	""Cerebrovase 25mg Tablet (Ashbourne Pharmaceuticals Ltd)""	""Dipyridamole""	""25mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""17456""",UNKNOWN,true,"56	""Metoclopramide with lysine acetylsalicylate 10mg + 900mg Oral solution""	""Aspirin""	""10mg + 900mg""	""Oral Solution""	""Oral""	""Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine""	""Aspirin""",
"""10305""",UNKNOWN,true,"356	""Aspirin 162.5mg capsules""	""Aspirin""	""162.5mg""	""Capsules""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""22824""",UNKNOWN,true,"39	""ASPIRIN disp 600 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""48021""",UNKNOWN,true,"0	""Aspirin 75mg Tablet (Hillcross Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""434""",UNKNOWN,true,"1226998	""Aspirin 300mg gastro-resistant tablets""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""56503""",UNKNOWN,true,"208	""Asasantin Retard capsules (Mawdsley-Brooks & Company Ltd)""	""Aspirin/Dipyridamole""	""200mg + 25mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Aspirin/Dipyridamole""",
"""31956""",UNKNOWN,true,"96	""Aspirin 75mg gastro-resistant tablets (Kent Pharma (UK) Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""59791""",UNKNOWN,true,"4	""Aspirin 75mg dispersible tablets (Aspar Pharmaceuticals Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""15364""",UNKNOWN,true,"2435	""Aspirin 150mg suppositories""	""Aspirin""	""150mg""	""Suppository""	""Rectal""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""47937""",UNKNOWN,true,"0	""Aspirin 75mg dispersible tablets (Wockhardt UK Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Unknown""	""Aspirin""",
"""46925""",UNKNOWN,true,"28	""Co-codaprin 8mg/400mg dispersible tablets (Actavis UK Ltd)""	""Aspirin""	""8mg + 400mg""	""Dispersible tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""51561""",UNKNOWN,true,"0	""Aspirin 75mg gastro-resistant tablets (Zanza Specials International Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""57057""",UNKNOWN,true,"1	""Aspirin 75mg dispersible tablets (Wockhardt UK Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""76456""",UNKNOWN,true,"2	""Antoin Tablet (Manufacturer unknown)""	""Aspirin""	""8mg + 400mg""	""Dispersible tablet""	""Oral""	""Non-Opioid And Compound Analgesics/Opioid Analgesics""	""Aspirin""",
"""30022""",UNKNOWN,true,"3	""Fynnon calcium aspirin 500mg Soluble tablet (SSL International Plc)""	""Aspirin""	""500mg""	""Soluble Tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""15397""",UNKNOWN,true,"125	""ASPIRIN SOLUBLE 50 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""32728""",UNKNOWN,true,"2	""Askit oral powder sachets (Bayer Plc)""	""Aspirin""	""530mg + 140mg + 110mg""	""Oral powder""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""60321""",UNKNOWN,true,"0	""Dipyridamole 25mg tablets (Phoenix Healthcare Distribution Ltd)""	""Dipyridamole""	""25mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""34796""",UNKNOWN,true,"12	""Aspirin 75mg Gastro-resistant tablet (Galen Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""55161""",UNKNOWN,true,"2	""Clopidogrel 75mg tablets (Wockhardt UK Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""430""",UNKNOWN,true,"290	""Aspirin 500mg / Caffeine 32mg capsules""	""Aspirin""	""500mg + 32mg""	""Capsules""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""36543""",UNKNOWN,true,"389	""Aspirin 100mg effervescent tablets""	""Aspirin""	""100mg""	""Tablets""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""489""",UNKNOWN,true,"13364617	""Clopidogrel 75mg tablets""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""68710""",UNKNOWN,true,"27	""Brilique 60mg tablets (AstraZeneca UK Ltd)""	""Ticagrelor""	""60mg""	""Oral tablet""	""Gastroenteral/Oral""	""Antiplatelet Products""	""Ticagrelor""",
"""24309""",UNKNOWN,true,"2	""Paracetamol 120mg with aspirin 165.3mg & caffeine 60mg powder""	""Aspirin""	""120mg + 165.3mg + 60mg""	""Powders""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""27435""",UNKNOWN,true,"1	""Paracetamol 200mg with aspirin 300mg & caffeine 45mg soluble tablet""	""Aspirin""	""200mg + 300mg +45mg""	""Soluble Tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""59244""",UNKNOWN,true,"33	""Aspirin 100mg capsules""	""Aspirin""	""100mg""	""Oral capsule""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""52905""",UNKNOWN,true,"0	""Aspirin 300mg tablets (Lloyds Pharmacy Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""17180""",UNKNOWN,true,"1076	""Metoclopramide with aspirin 5mg + 450mg Effervescent tablet""	""Aspirin""	""5mg + 450mg""	""Effervescent Tablet""	""Oral""	""Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine""	""Aspirin""",
"""72650""",UNKNOWN,true,"6	""Dipyridamole oral liquid""	""Dipyridamole""	NA	""Oral solution""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""66171""",UNKNOWN,true,"5	""Aspirin 150mg Suppository (Distriphar (UK))""	""Aspirin""	""150mg""	""Suppository""	""Rectal""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""40591""",UNKNOWN,true,"102	""Efient 5mg tablets (Vygoris Ltd)""	""Prasugrel""	""5mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Prasugrel""",
"""20127""",UNKNOWN,true,"117	""Codeine phosphate 8mg with aspirin 400mg with caffeine dispersible tablets""	""Aspirin""	""8mg+400mg""	""Dispersible Tablet""	""Oral""	""Non-Opioid And Compound Analgesics/Opioid Analgesics""	""Aspirin""",
"""14517""",UNKNOWN,true,"72	""Robaxisal forte Tablet (Shire Pharmaceuticals Ltd)""	""Aspirin""	NA	""Tablet""	""Oral""	""Non-Opioid And Compound Analgesics/Skeletal Muscle Relaxants""	""Aspirin""",
"""34434""",UNKNOWN,true,"1091	""Aspirin 75mg dispersible tablets (Thornton & Ross Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""79364""",UNKNOWN,true,"8	""Dipyridamole 25mg Tablet (Approved Prescription Services Ltd)""	""Dipyridamole""	""25mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""13882""",UNKNOWN,true,"8577	""Imazin XL tablets (Napp Pharmaceuticals Ltd)""	""Aspirin""	""75mg + 60mg""	""Modified-release tablet""	""Oral""	""Unknown""	""Aspirin""",
"""70549""",UNKNOWN,true,"10	""Danamep 75mg dispersible tablets (Ecogen Europe Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""30920""",UNKNOWN,true,"14	""Aspirin 300mg Dispersible tablet (M & A Pharmachem Ltd)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""77428""",UNKNOWN,true,"595	""Persantin Retard 200mg capsules (Dowelhurst Ltd)""	""Dipyridamole""	""200mg""	""Modified-release capsule""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""31894""",UNKNOWN,true,"1	""Safapryn -Co Tablet (Pfizer Ltd)""	""Aspirin""	NA	""Tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""24427""",UNKNOWN,true,"10	""ANHYDROUS CITRIC ACID /ASPIRIN /CALCIUM 8 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""58112""",UNKNOWN,true,"2	""Alka-Seltzer effervescent tablets original (Bayer Plc)""	""Aspirin""	""965mg + 324mg + 1.625gram""	""Effervescent tablet""	""Oral""	""Other Non Opioid Analgesics""	""Aspirin""",
"""7944""",UNKNOWN,true,"94	""ASPIRIN SOLUBLE 40 MG CAP""	""Aspirin""	NA	NA	NA	""Unknown""	""Aspirin""",
"""15044""",UNKNOWN,true,"120	""ASPIRIN disp 500 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
