code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""960581000006117""",UNKNOWN,true,"""hyperglycaemia""	""Aurum""",
"""977341000006114""",UNKNOWN,true,"""glucose level""	""Aurum""",
"""987441000006113""",UNKNOWN,true,"""six month diabetic review""	""Aurum""",
"""1123651000000116""",UNKNOWN,true,"""estimated average glucose level""	""Aurum""",
"""1660271000006119""",UNKNOWN,true,"""[d]stress induced hyperglycaemia""	""Aurum""",
"""1665741000000117""",UNKNOWN,true,"""180 minute plasma glucose level""	""Aurum""",
"""1675511000006113""",UNKNOWN,true,"""diabetes mellitus screening risk score""	""Aurum""",
"""1714631000000113""",UNKNOWN,true,"""frequency of blood glucose self-monitoring""	""Aurum""",
"""1729771000000114""",UNKNOWN,true,"""blood glucose range before breakfast""	""Aurum""",
"""1729791000000113""",UNKNOWN,true,"""blood glucose range after lunch""	""Aurum""",
"""1729811000000114""",UNKNOWN,true,"""blood glucose range before evening meal""	""Aurum""",
"""1729831000000118""",UNKNOWN,true,"""blood glucose range after breakfast""	""Aurum""",
"""1729851000000113""",UNKNOWN,true,"""blood glucose range after evening meal""	""Aurum""",
"""1731081000000110""",UNKNOWN,true,"""blood glucose range before lunch""	""Aurum""",
"""1739411000000110""",UNKNOWN,true,"""blood glucose range at bedtime""	""Aurum""",
"""1739991000000114""",UNKNOWN,true,"""blood glucose range overnight""	""Aurum""",
"""1780371000006119""",UNKNOWN,true,"""breakfast time blood sugar""	""Aurum""",
"""1807281000006112""",UNKNOWN,true,"""capillary blood glucose measurement""	""Aurum""",
"""1807291000006110""",UNKNOWN,true,"""capillary random blood glucose level""	""Aurum""",
"""1807301000006111""",UNKNOWN,true,"""capillary fasting blood glucose level""	""Aurum""",
"""1824941000006112""",UNKNOWN,true,"""glucose monitoring at home""	""Aurum""",
"""1884591000006118""",UNKNOWN,true,"""further diabetic monitoring""	""Aurum""",
"""1955171000006110""",UNKNOWN,true,"""keele enhance trial - diabetic review""	""Aurum""",
"""2365491000000112""",UNKNOWN,true,"""blood glucose self-monitoring record checked""	""Aurum""",
"""2378701000000111""",UNKNOWN,true,"""baseline blood glucose level""	""Aurum""",
"""2389131000000119""",UNKNOWN,true,"""blood glucose level after evening meal""	""Aurum""",
"""2389171000000117""",UNKNOWN,true,"""blood glucose level during night""	""Aurum""",
"""2634891000000112""",UNKNOWN,true,"""210 minute plasma glucose concentration""	""Aurum""",
"""2729491000000116""",UNKNOWN,true,"""random blood glucose level""	""Aurum""",
