code,code_system,include,term,notes
"""prodcodeid""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""BNFChapter""	""Psychotropic""	""group""",
"""923041000033117""",UNKNOWN,true,"""Molipaxin 50mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Trazodone""	""50.000mg""	NA	""Trazodone""	""Antidepressants""",
"""923241000033113""",UNKNOWN,true,"""Molipaxin 100mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Trazodone""	""100.000mg""	NA	""Trazodone""	""Antidepressants""",
"""924241000033110""",UNKNOWN,true,"""Modecate 25mg/1ml solution for injection pre-filled syringes""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""924341000033117""",UNKNOWN,true,"""Modecate 50mg/2ml solution for injection pre-filled syringes""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""925341000033116""",UNKNOWN,true,"""Modecate 50mg/2ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""925841000033113""",UNKNOWN,true,"""Modecate 12.5mg/0.5ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""925941000033117""",UNKNOWN,true,"""Modecate Concentrate 100mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""100.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""926041000033110""",UNKNOWN,true,"""Moditen Enanthate  Injection  25 mg/ml""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	NA	NA	""Fluphenazine""	""Antipsychotics""",
"""927741000033110""",UNKNOWN,true,"""Modecate 250mg/10ml solution for injection vials""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""927841000033117""",UNKNOWN,true,"""Modecate Concentrate 50mg/0.5ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""100.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""929541000033113""",UNKNOWN,true,"""Molipaxin 50mg/5ml oral liquid""	""Oral solution""	""Oral""	""Trazodone""	""10.000mg/1.000ml""	NA	""Trazodone""	""Antidepressants""",
"""929841000033110""",UNKNOWN,true,"""Molipaxin CR 150mg tablets""	""Modified-release tablet""	""Oral""	""Trazodone""	""150.000mg""	NA	""Trazodone""	""Antidepressants""",
"""934841000033111""",UNKNOWN,true,"""Modecate 25mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Fluphenazine""	""25.000mg/1.000ml""	NA	""Fluphenazine""	""Antipsychotics""",
"""935041000033115""",UNKNOWN,true,"""Moditen 1mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine""	""1.000mg""	NA	""Fluphenazine""	""Antipsychotics""",
"""935141000033116""",UNKNOWN,true,"""Moditen 2.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine""	""2.500mg""	NA	""Fluphenazine""	""Antipsychotics""",
"""935241000033111""",UNKNOWN,true,"""Moditen 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine""	""5.000mg""	NA	""Fluphenazine""	""Antipsychotics""",
"""937241000033118""",UNKNOWN,true,"""Moclobemide 150mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Moclobemide""	""150.000mg""	""04030200""	""Moclobemide""	""Antidepressants""",
"""937841000033119""",UNKNOWN,true,"""Moclobemide 300mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Moclobemide""	""300.000mg""	""04030200""	""Moclobemide""	""Antidepressants""",
"""938741000033111""",UNKNOWN,true,"""Molipaxin 150mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Trazodone""	""150.000mg""	NA	""Trazodone""	""Antidepressants""",
"""938841000033118""",UNKNOWN,true,"""Motipress tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine/Nortriptyline""	""1.500mg + 30.000mg""	NA	""Fluphenazine/Nortriptyline""	""Antipsychotics, Antidepressants""",
"""938941000033114""",UNKNOWN,true,"""Motival 10mg/500microgram tablets""	""Tablet/ Oral Tablet""	""Oral""	""Fluphenazine/Nortriptyline""	""500.000microgram + 10.000mg""	NA	""Fluphenazine/Nortriptyline""	""Antipsychotics, Antidepressants""",
"""955241000033110""",UNKNOWN,true,"""Nardil 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Phenelzine""	""15.000mg""	NA	""Phenelzine""	""Antidepressants""",
"""965041000033112""",UNKNOWN,true,"""Neulactil Forte syrup""	""Oral solution""	""Oral""	""Pericyazine""	""2.000mg/1.000ml""	NA	""Pericyazine""	""Antipsychotics""",
"""965541000033119""",UNKNOWN,true,"""Neulactil 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pericyazine""	""10.000mg""	NA	""Pericyazine""	""Antipsychotics""",
"""965641000033118""",UNKNOWN,true,"""Neulactil 2.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pericyazine""	""2.500mg""	NA	""Pericyazine""	""Antipsychotics""",
"""965741000033110""",UNKNOWN,true,"""Neulactil  Tablets  25 mg""	""Tablet""	""Oral""	""Pericyazine""	NA	NA	""Pericyazine""	""Antipsychotics""",
"""966141000033116""",UNKNOWN,true,"""Nefazodone 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nefazodone""	""100.000mg""	""04030400""	""Nefazodone""	""Antidepressants""",
"""966241000033111""",UNKNOWN,true,"""Nefazodone 200mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nefazodone""	""200.000mg""	""04030400""	""Nefazodone""	""Antidepressants""",
"""966341000033118""",UNKNOWN,true,"""Nefazodone Hydrochloride  Tablets (starter pack)  14 x 50 mg, 14 x 100 mg, 28 x 200 mg""	""Tablet""	""Oral""	""Nefazodone""	NA	NA	""Nefazodone""	""Antidepressants""",
"""979241000033110""",UNKNOWN,true,"""Nortriptyline 10mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Nortriptyline""	""10.000mg""	""04030100""	""Nortriptyline""	""Antidepressants""",
"""979341000033117""",UNKNOWN,true,"""Nortriptyline 25mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Nortriptyline""	""25.000mg""	""04030100""	""Nortriptyline""	""Antidepressants""",
"""981641000033117""",UNKNOWN,true,"""Nozinan 25mg/1ml solution for injection ampoules""	""Solution for injection""	""Subcutaneous/ Intravenous/ Intramuscular""	""Levomepromazine""	""25.000mg/1.000ml""	NA	""Levomepromazine""	""Antipsychotics""",
"""983141000033114""",UNKNOWN,true,"""Nortriptyline  Liquid  10mg/5 ml""	NA	NA	""Nortriptyline""	NA	NA	""Nortriptyline""	""Antidepressants""",
"""989141000033111""",UNKNOWN,true,"""Nortriptyline 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nortriptyline""	""10.000mg""	""04030100""	""Nortriptyline""	""Antidepressants""",
"""989241000033116""",UNKNOWN,true,"""Nortriptyline 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Nortriptyline""	""25.000mg""	""04030100""	""Nortriptyline""	""Antidepressants""",
"""1003641000033113""",UNKNOWN,true,"""Olanzapine 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Olanzapine""	""10.000mg""	""04020100""	""Olanzapine""	""Antipsychotics""",
"""1003741000033116""",UNKNOWN,true,"""Olanzapine 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Olanzapine""	""5.000mg""	""04020100""	""Olanzapine""	""Antipsychotics""",
"""1003841000033114""",UNKNOWN,true,"""Olanzapine 7.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Olanzapine""	""7.500mg""	""04020100""	""Olanzapine""	""Antipsychotics""",
"""1008941000033114""",UNKNOWN,true,"""Optimax 500mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Tryptophan""	""500.000mg""	NA	""Tryptophan""	""Antidepressants""",
"""1016341000033111""",UNKNOWN,true,"""Orap  Tablets  10 mg""	""Tablet""	""Oral""	""Pimozide""	NA	NA	""Pimozide""	""Antipsychotics""",
"""1016441000033117""",UNKNOWN,true,"""Orap 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pimozide""	""2.000mg""	NA	""Pimozide""	""Antipsychotics""",
"""1016541000033116""",UNKNOWN,true,"""Orap 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pimozide""	""4.000mg""	NA	""Pimozide""	""Antipsychotics""",
"""1022741000033116""",UNKNOWN,true,"""Oxypertine 10mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Oxypertine""	""10.000mg""	""04020100""	""Oxypertine""	""Antipsychotics""",
"""1026941000033117""",UNKNOWN,true,"""Oxypertine 40mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Oxypertine""	""40.000mg""	""04020100""	""Oxypertine""	""Antipsychotics""",
"""1042141000033117""",UNKNOWN,true,"""Paroxetine 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""20.000mg""	""04030300""	""Paroxetine""	""Antidepressants""",
"""1042241000033112""",UNKNOWN,true,"""Paroxetine 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""30.000mg""	""04030300""	""Paroxetine""	""Antidepressants""",
"""1052041000033118""",UNKNOWN,true,"""Perphenazine  Injection  5 mg/ml""	""Solution for injection""	""Intramuscular""	""Perphenazine""	NA	NA	""Perphenazine""	""Antipsychotics""",
"""1063541000033113""",UNKNOWN,true,"""Pericyazine 10mg/5ml oral solution""	""Oral solution""	""Oral""	""Pericyazine""	""2.000mg/1.000ml""	""04020100""	""Pericyazine""	""Antipsychotics""",
"""1065141000033117""",UNKNOWN,true,"""Perphenazine 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Perphenazine""	""2.000mg""	""04020100""	""Perphenazine""	""Antipsychotics""",
"""1065241000033112""",UNKNOWN,true,"""Perphenazine 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Perphenazine""	""4.000mg""	""04020100""	""Perphenazine""	""Antipsychotics""",
"""1065341000033119""",UNKNOWN,true,"""Perphenazine  Tablets  8 mg""	""Tablet""	""Oral""	""Perphenazine""	NA	NA	""Perphenazine""	""Antipsychotics""",
"""1066741000033111""",UNKNOWN,true,"""Pericyazine 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pericyazine""	""10.000mg""	""04020100""	""Pericyazine""	""Antipsychotics""",
"""1067041000033110""",UNKNOWN,true,"""Pericyazine 2.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pericyazine""	""2.500mg""	""04020100""	""Pericyazine""	""Antipsychotics""",
"""1067141000033114""",UNKNOWN,true,"""Pericyazine  Tablets  25 mg""	""Tablet""	""Oral""	""Pericyazine""	NA	NA	""Pericyazine""	""Antipsychotics""",
"""1079341000033111""",UNKNOWN,true,"""Phenelzine 15mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Phenelzine""	""15.000mg""	""04030200""	""Phenelzine""	""Antidepressants""",
"""1086741000033114""",UNKNOWN,true,"""Piportil Depot 50mg/1ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Pipotiazine""	""50.000mg/1.000ml""	NA	""Pipotiazine""	""Antipsychotics""",
"""1087341000033110""",UNKNOWN,true,"""Piportil Depot 100mg/2ml solution for injection ampoules""	""Solution for injection""	""Intramuscular""	""Pipotiazine""	""50.000mg/1.000ml""	NA	""Pipotiazine""	""Antipsychotics""",
"""1090841000033118""",UNKNOWN,true,"""Pimozide  Tablets  10 mg""	""Tablet""	""Oral""	""Pimozide""	NA	NA	""Pimozide""	""Antipsychotics""",
"""1090941000033114""",UNKNOWN,true,"""Pimozide 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pimozide""	""2.000mg""	""04020100""	""Pimozide""	""Antipsychotics""",
"""1091041000033116""",UNKNOWN,true,"""Pimozide 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Pimozide""	""4.000mg""	""04020100""	""Pimozide""	""Antipsychotics""",
"""1111541000033117""",UNKNOWN,true,"""Prothiaden 25mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Dosulepin""	""25.000mg""	NA	""Dosulepin""	""Antidepressants""",
"""1111641000033116""",UNKNOWN,true,"""Prepadine 25mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Dosulepin""	""25.000mg""	NA	""Dosulepin""	""Antidepressants""",
"""1111941000033111""",UNKNOWN,true,"""Prozac 60mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Fluoxetine""	""60.000mg""	NA	""Fluoxetine""	""Antidepressants""",
"""1112441000033114""",UNKNOWN,true,"""Prozac 20mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Fluoxetine""	""20.000mg""	NA	""Fluoxetine""	""Antidepressants""",
"""1116541000033114""",UNKNOWN,true,"""Prochlorperazine Mesylate  Injection  25 mg/2 ml""	""Solution for injection""	""Intramuscular""	""Prochlorperazine""	NA	NA	""Prochlorperazine""	""Antipsychotics""",
"""1116941000033115""",UNKNOWN,true,"""Prochlorperazine Maleate  Injection  12.5 mg/ml""	""Solution for injection""	""Intramuscular""	""Prochlorperazine""	NA	NA	""Prochlorperazine""	""Antipsychotics""",
"""1117541000033112""",UNKNOWN,true,"""Promazine Hydrochloride  Injection  50 mg/ml""	""Solution for injection""	""Intramuscular""	""Promazine""	NA	NA	""Promazine""	""Antipsychotics""",
"""1123841000033114""",UNKNOWN,true,"""Priadel 520mg/5ml liquid""	""Oral solution""	""Oral""	""Lithium""	""104.000mg/1.000ml""	NA	""Lithium""	""Mood Stabilisers""",
"""1127741000033112""",UNKNOWN,true,"""Prochlorperazine Maleate  Spansules  10 mg""	""Modified-release capsule""	""Oral""	""Prochlorperazine""	NA	NA	""Prochlorperazine""	""Antipsychotics""",
"""1127841000033119""",UNKNOWN,true,"""Prochlorperazine Maleate  Spansules  15 mg""	""Modified-release capsule""	""Oral""	""Prochlorperazine""	NA	NA	""Prochlorperazine""	""Antipsychotics""",
"""1128641000033119""",UNKNOWN,true,"""Prochlorperazine 25mg suppositories""	""Suppository""	""Rectal""	""Prochlorperazine""	""25.000mg""	""04060000""	""Prochlorperazine""	""Antipsychotics""",
"""1128741000033111""",UNKNOWN,true,"""Prochlorperazine 5mg suppositories""	""Suppository""	""Rectal""	""Prochlorperazine""	""5.000mg""	""04060000""	""Prochlorperazine""	""Antipsychotics""",
"""1129141000033118""",UNKNOWN,true,"""Promazine Hydrochloride  Suspension  50 mg/5 ml""	NA	NA	""Promazine""	NA	NA	""Promazine""	""Antipsychotics""",
"""1129541000033110""",UNKNOWN,true,"""Prozac 20mg/5ml liquid""	""Oral solution""	""Oral""	""Fluoxetine""	""4.000mg/1.000ml""	NA	""Fluoxetine""	""Antidepressants""",
"""1129641000033111""",UNKNOWN,true,"""Promazine 25mg/5ml oral solution""	""Oral solution""	""Oral""	""Promazine""	""5.000mg/1.000ml""	""04020100""	""Promazine""	""Antipsychotics""",
"""1130941000033113""",UNKNOWN,true,"""Proziere 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Prochlorperazine""	""5.000mg""	NA	""Prochlorperazine""	""Antipsychotics""",
"""1132941000033114""",UNKNOWN,true,"""Priadel 200mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium""	""200.000mg""	NA	""Lithium""	""Mood Stabilisers""",
"""1133041000033116""",UNKNOWN,true,"""Priadel 400mg modified-release tablets""	""Modified-release tablet""	""Oral""	""Lithium""	""400.000mg""	NA	""Lithium""	""Mood Stabilisers""",
"""1133541000033114""",UNKNOWN,true,"""Prochlorperazine 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Prochlorperazine""	""25.000mg""	""04060000""	""Prochlorperazine""	""Antipsychotics""",
"""1133641000033110""",UNKNOWN,true,"""Prochlorperazine 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Prochlorperazine""	""5.000mg""	""04060000""	""Prochlorperazine""	""Antipsychotics""",
"""1134241000033114""",UNKNOWN,true,"""Promazine Hydrochloride  Tablets  100 mg""	""Tablet""	""Oral""	""Promazine""	NA	NA	""Promazine""	""Antipsychotics""",
"""1134341000033116""",UNKNOWN,true,"""Promazine 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Promazine""	""25.000mg""	""04020100""	""Promazine""	""Antipsychotics""",
"""1134441000033110""",UNKNOWN,true,"""Promazine 50mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Promazine""	""50.000mg""	""04020100""	""Promazine""	""Antipsychotics""",
"""1135541000033110""",UNKNOWN,true,"""Prothiaden 75mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dosulepin""	""75.000mg""	NA	""Dosulepin""	""Antidepressants""",
"""1135941000033116""",UNKNOWN,true,"""Prepadine 75mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Dosulepin""	""75.000mg""	NA	""Dosulepin""	""Antidepressants""",
"""1139841000033114""",UNKNOWN,true,"""Prochlorperazine 3mg buccal tablets""	""Buccal tablet""	""Buccal""	""Prochlorperazine""	""3.000mg""	""04060000""	""Prochlorperazine""	""Antipsychotics""",
"""1150041000033111""",UNKNOWN,true,"""Quetiapine 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""100.000mg""	""04020100""	""Quetiapine""	""Antipsychotics""",
"""1150141000033110""",UNKNOWN,true,"""Quetiapine 200mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""200.000mg""	""04020100""	""Quetiapine""	""Antipsychotics""",
"""1150241000033115""",UNKNOWN,true,"""Quetiapine 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""25.000mg""	""04020100""	""Quetiapine""	""Antipsychotics""",
"""1150341000033113""",UNKNOWN,true,"""Quetiapine Fumarate  Tablets (starter pack)  6 x 25 mg, 2 x 100 mg""	""Tablet""	""Oral""	""Quetiapine""	NA	NA	""Quetiapine""	""Antipsychotics""",
"""1158141000033113""",UNKNOWN,true,"""Redeptin  Injection  2 mg/ ml""	""Solution for injection""	""Intramuscular""	""Fluspirilene""	NA	NA	""Fluspirilene""	""Antipsychotics""",
"""1161241000033115""",UNKNOWN,true,"""Remoxipride Hydrochloride  M/R capsules  150 mg""	""Capsule""	""Oral""	""Remoxipride""	NA	NA	""Remoxipride""	""Antipsychotics""",
"""1161341000033113""",UNKNOWN,true,"""Remoxipride Hydrochloride  M/R capsules  300 mg""	""Capsule""	""Oral""	""Remoxipride""	NA	NA	""Remoxipride""	""Antipsychotics""",
"""1165641000033115""",UNKNOWN,true,"""Reboxetine 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Reboxetine""	""4.000mg""	""04030400""	""Reboxetine""	""Antidepressants""",
"""1173841000033113""",UNKNOWN,true,"""Risperdal 1mg/ml oral solution""	""Oral solution""	""Oral""	""Risperidone""	""1.000mg/1.000ml""	NA	""Risperidone""	""Antipsychotics""",
"""1173941000033117""",UNKNOWN,true,"""Risperidone 1mg/ml oral solution sugar free""	""Oral solution""	""Oral""	""Risperidone""	""1.000mg/1.000ml""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1176241000033115""",UNKNOWN,true,"""Risperdal 1mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""1.000mg""	NA	""Risperidone""	""Antipsychotics""",
"""1176341000033113""",UNKNOWN,true,"""Risperdal 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""2.000mg""	NA	""Risperidone""	""Antipsychotics""",
"""1176441000033119""",UNKNOWN,true,"""Risperdal 3mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""3.000mg""	NA	""Risperidone""	""Antipsychotics""",
"""1176541000033118""",UNKNOWN,true,"""Risperdal 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""4.000mg""	NA	""Risperidone""	""Antipsychotics""",
"""1176641000033117""",UNKNOWN,true,"""Risperidone 1mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""1.000mg""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1176741000033114""",UNKNOWN,true,"""Risperidone 2mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""2.000mg""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1176841000033116""",UNKNOWN,true,"""Risperidone 3mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""3.000mg""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1176941000033112""",UNKNOWN,true,"""Risperidone 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""4.000mg""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1177641000033119""",UNKNOWN,true,"""Risperdal 6mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""6.000mg""	NA	""Risperidone""	""Antipsychotics""",
"""1177741000033111""",UNKNOWN,true,"""Risperidone 6mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Risperidone""	""6.000mg""	""04020100""	""Risperidone""	""Antipsychotics""",
"""1182641000033114""",UNKNOWN,true,"""Roxiam  M/R capsules  150 mg""	""Capsule""	""Oral""	""Remoxipride""	NA	NA	""Remoxipride""	""Antipsychotics""",
"""1182741000033117""",UNKNOWN,true,"""Roxiam  M/R capsules  300 mg""	""Capsule""	""Oral""	""Remoxipride""	NA	NA	""Remoxipride""	""Antipsychotics""",
"""1268341000033116""",UNKNOWN,true,"""Serenace 500microgram capsules""	""Capsule/ Oral capsule""	""Oral""	""Haloperidol""	""500.000microgram""	NA	""Haloperidol""	""Antipsychotics""",
"""1269641000033115""",UNKNOWN,true,"""Serenace  Elixir  2 mg/5 ml""	NA	NA	""Haloperidol""	NA	NA	""Haloperidol""	""Antipsychotics""",
"""1269741000033112""",UNKNOWN,true,"""Serenace 2mg/ml liquid""	""Oral solution""	""Oral""	""Haloperidol""	""2.000mg/1.000ml""	NA	""Haloperidol""	""Antipsychotics""",
"""1271541000033112""",UNKNOWN,true,"""Serenace 20mg/2ml solution for injection ampoules""	""Solution for injection""	""Intravenous/ Intramuscular""	""Haloperidol""	""10.000mg/1.000ml""	NA	""Haloperidol""	""Antipsychotics""",
"""1271641000033113""",UNKNOWN,true,"""Serenace 5mg/1ml solution for injection ampoules""	""Solution for injection""	""Intravenous/ Intramuscular""	""Haloperidol""	""5.000mg/1.000ml""	NA	""Haloperidol""	""Antipsychotics""",
"""1275941000033115""",UNKNOWN,true,"""Serenace 1.5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Haloperidol""	""1.500mg""	NA	""Haloperidol""	""Antipsychotics""",
"""1276041000033113""",UNKNOWN,true,"""Serenace 10mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Haloperidol""	""10.000mg""	NA	""Haloperidol""	""Antipsychotics""",
"""1276141000033112""",UNKNOWN,true,"""Serenace 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Haloperidol""	""20.000mg""	NA	""Haloperidol""	""Antipsychotics""",
"""1276241000033117""",UNKNOWN,true,"""Serenace 5mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Haloperidol""	""5.000mg""	NA	""Haloperidol""	""Antipsychotics""",
"""1276841000033118""",UNKNOWN,true,"""Serdolect 12mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""12.000mg""	NA	""Sertindole""	""Antipsychotics""",
"""1276941000033114""",UNKNOWN,true,"""Serdolect 16mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""16.000mg""	NA	""Sertindole""	""Antipsychotics""",
"""1277041000033110""",UNKNOWN,true,"""Serdolect 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""20.000mg""	NA	""Sertindole""	""Antipsychotics""",
"""1277141000033114""",UNKNOWN,true,"""Serdolect 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""4.000mg""	NA	""Sertindole""	""Antipsychotics""",
"""1277241000033119""",UNKNOWN,true,"""Sertindole 12mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""12.000mg""	""04020100""	""Sertindole""	""Antipsychotics""",
"""1277341000033112""",UNKNOWN,true,"""Sertindole 16mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""16.000mg""	""04020100""	""Sertindole""	""Antipsychotics""",
"""1277441000033118""",UNKNOWN,true,"""Sertindole 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""20.000mg""	""04020100""	""Sertindole""	""Antipsychotics""",
"""1277541000033117""",UNKNOWN,true,"""Sertindole 4mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertindole""	""4.000mg""	""04020100""	""Sertindole""	""Antipsychotics""",
"""1277641000033116""",UNKNOWN,true,"""Seroquel 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""100.000mg""	NA	""Quetiapine""	""Antipsychotics""",
"""1277741000033113""",UNKNOWN,true,"""Seroquel 200mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""200.000mg""	NA	""Quetiapine""	""Antipsychotics""",
"""1277841000033115""",UNKNOWN,true,"""Seroquel 25mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Quetiapine""	""25.000mg""	NA	""Quetiapine""	""Antipsychotics""",
"""1277941000033111""",UNKNOWN,true,"""Seroquel  Tablets (starter pack)  6 x 25 mg, 2 x 100 mg""	""Tablet""	""Oral""	""Quetiapine""	NA	NA	""Quetiapine""	""Antipsychotics""",
"""1278341000033111""",UNKNOWN,true,"""Seroxat 20mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""20.000mg""	NA	""Paroxetine""	""Antidepressants""",
"""1278441000033117""",UNKNOWN,true,"""Seroxat 30mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Paroxetine""	""30.000mg""	NA	""Paroxetine""	""Antidepressants""",
"""1278741000033112""",UNKNOWN,true,"""Sertraline 100mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertraline""	""100.000mg""	""04030300""	""Sertraline""	""Antidepressants""",
"""1278841000033119""",UNKNOWN,true,"""Sertraline 50mg tablets""	""Tablet/ Oral Tablet""	""Oral""	""Sertraline""	""50.000mg""	""04030300""	""Sertraline""	""Antidepressants""",
"""1294541000033115""",UNKNOWN,true,"""Sinequan 10mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""10.000mg""	NA	""Doxepin""	""Antidepressants""",
"""1294641000033119""",UNKNOWN,true,"""Sinequan 25mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""25.000mg""	NA	""Doxepin""	""Antidepressants""",
"""1294741000033111""",UNKNOWN,true,"""Sinequan 50mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""50.000mg""	NA	""Doxepin""	""Antidepressants""",
"""1294841000033118""",UNKNOWN,true,"""Sinequan 75mg capsules""	""Capsule/ Oral capsule""	""Oral""	""Doxepin""	""75.000mg""	NA	""Doxepin""	""Antidepressants""",
"""1358241000033111""",UNKNOWN,true,"""Sodium valproate 400mg powder and solvent for solution for injection vials""	""Powder and solvent for solution for injection""	""Intravenous""	""Valproate""	""400.000mg""	""04080100""	""Valproate""	""Mood Stabilisers""",
