"prodcodeid"	"term"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"concat"	"match"	"Antihypertensives"
"12682341000033117"	"Bedranol 10mg tablets (Ennogen Pharma Ltd)"	"Bedranol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Propranolol"	"10.000mg"	NA	"bedranol 10mg tablets bedranol 10mg tablets  ennogen pharma ltd  propranolol hydrochloride"	1	"Propranolol"
"12682441000033111"	"Bedranol 40mg tablets (Ennogen Pharma Ltd)"	"Bedranol 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Propranolol"	"40.000mg"	NA	"bedranol 40mg tablets bedranol 40mg tablets  ennogen pharma ltd  propranolol hydrochloride"	1	"Propranolol"
"12682641000033113"	"Bedranol 80mg tablets (Ennogen Pharma Ltd)"	"Bedranol 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Propranolol"	"80.000mg"	NA	"bedranol 80mg tablets bedranol 80mg tablets  ennogen pharma ltd  propranolol hydrochloride"	1	"Propranolol"
"12682741000033116"	"Bedranol 160mg tablets (Ennogen Pharma Ltd)"	"Bedranol 160mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Propranolol"	"160.000mg"	NA	"bedranol 160mg tablets bedranol 160mg tablets  ennogen pharma ltd  propranolol hydrochloride"	1	"Propranolol"
"12684041000033114"	"Clonidine 50micrograms/5ml oral solution sugar free"	"Clonidine 50micrograms/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Clonidine"	"10.000microgram/1.000ml"	"04070402"	"clonidine 50micrograms 5ml oral solution sugar free clonidine 50micrograms 5ml oral solution sugar free clonidine hydrochloride"	1	"Clonidine"
"12877141000033119"	"Hydralazine 10mg tablets"	"Hydralazine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydralazine"	"10.000mg"	"02050100"	"hydralazine 10mg tablets hydralazine 10mg tablets hydralazine hydrochloride"	1	"Hydralazine"
"12880841000033115"	"Cosopt iMulti 20mg/ml / 5mg/ml eye drops preservative free (Santen UK Ltd)"	"Cosopt iMulti 20mg/ml / 5mg/ml eye drops preservative free"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	NA	"cosopt imulti 20mg ml   5mg ml eye drops preservative free cosopt imulti 20mg ml   5mg ml eye drops preservative free  santen uk ltd  dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"12887841000033119"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free"	"Eye drops"	"Ocular"	"Timolol"	"50.000microgram/1.000ml + 5.000mg/1.000ml"	"11060000"	"latanoprost 50micrograms ml   timolol 5mg ml eye drops 0 2ml unit dose preservative free latanoprost 50micrograms ml   timolol 5mg ml eye drops 0 2ml unit dose preservative free latanoprost  timolol maleate"	1	"Timolol"
"12887941000033110"	"Fixapost 50micrograms/ml / 5mg/ml eye drops 0.2ml unit dose (Thea Pharmaceuticals Ltd)"	"Fixapost 50micrograms/ml / 5mg/ml eye drops 0.2ml unit dose"	"Eye drops"	"Ocular"	"Timolol"	"50.000microgram/1.000ml + 5.000mg/1.000ml"	NA	"fixapost 50micrograms ml   5mg ml eye drops 0 2ml unit dose fixapost 50micrograms ml   5mg ml eye drops 0 2ml unit dose  thea pharmaceuticals ltd  latanoprost  timolol maleate"	1	"Timolol"
"12988441000033113"	"Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)"	"Lorvacs XL 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	NA	"lorvacs xl 1 5mg tablets lorvacs xl 1 5mg tablets  torrent pharma  uk  ltd  indapamide"	1	"Indapamide"
"13127941000033115"	"Iloprost 50micrograms/0.5ml solution for infusion ampoules"	"Iloprost 50micrograms/0.5ml solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"Iloprost"	"100.000microgram/1.000ml"	"02050100"	"iloprost 50micrograms 0 5ml solution for infusion ampoules iloprost 50micrograms 0 5ml solution for infusion ampoules iloprost trometamol"	1	"Iloprost"
"13128541000033110"	"Iloprost 10micrograms/1ml nebuliser liquid ampoules with device"	"Iloprost 10micrograms/1ml nebuliser liquid ampoules with device"	"Nebuliser liquid"	"Inhalation"	"Iloprost"	"10.000microgram/1.000ml"	"02050100"	"iloprost 10micrograms 1ml nebuliser liquid ampoules with device iloprost 10micrograms 1ml nebuliser liquid ampoules with device iloprost trometamol"	1	"Iloprost"
"13311941000033112"	"Iloprost 20micrograms/1ml nebuliser liquid ampoules with device"	"Iloprost 20micrograms/1ml nebuliser liquid ampoules with device"	"Nebuliser liquid"	"Inhalation"	"Iloprost"	"20.000microgram/1.000ml"	"02050100"	"iloprost 20micrograms 1ml nebuliser liquid ampoules with device iloprost 20micrograms 1ml nebuliser liquid ampoules with device iloprost trometamol"	1	"Iloprost"
"13344441000033112"	"Lacidipine 6mg tablets"	"Lacidipine 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lacidipine"	"6.000mg"	"02060200"	"lacidipine 6mg tablets lacidipine 6mg tablets lacidipine"	1	"Lacidipine"
"13422241000033114"	"Amlodipine 2.5mg tablets"	"Amlodipine 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amlodipine"	"2.500mg"	"02060200"	"amlodipine 2 5mg tablets amlodipine 2 5mg tablets amlodipine"	1	"Amlodipine"
"13443441000033115"	"Lisoretic 10mg/12.5mg tablets (Bristol Laboratories Ltd)"	"Lisoretic 10mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"lisoretic 10mg 12 5mg tablets lisoretic 10mg 12 5mg tablets  bristol laboratories ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"13443541000033119"	"Lisoretic 20mg/12.5mg tablets (Bristol Laboratories Ltd)"	"Lisoretic 20mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"lisoretic 20mg 12 5mg tablets lisoretic 20mg 12 5mg tablets  bristol laboratories ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"13497341000033113"	"Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops preservative free"	"Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops preservative free"	"Eye drops"	"Ocular"	"Timolol"	"300.000microgram/1.000ml + 5.000mg/1.000ml"	"11060000"	"bimatoprost 300micrograms ml   timolol 5mg ml eye drops preservative free bimatoprost 300micrograms ml   timolol 5mg ml eye drops preservative free bimatoprost  timolol maleate"	1	"Timolol"
"13497441000033119"	"Eyzeetan 0.3mg/ml / 5mg/ml eye drops preservative free (Aspire Pharma Ltd)"	"Eyzeetan 0.3mg/ml / 5mg/ml eye drops preservative free"	"Eye drops"	"Ocular"	"Timolol"	"300.000microgram/1.000ml + 5.000mg/1.000ml"	NA	"eyzeetan 0 3mg ml   5mg ml eye drops preservative free eyzeetan 0 3mg ml   5mg ml eye drops preservative free  aspire pharma ltd  bimatoprost  timolol maleate"	1	"Timolol"
"13740241000033119"	"Enalapril 20mg tablets (Imported)"	"Enalapril 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Enalapril"	"20.000mg"	NA	"enalapril 20mg tablets enalapril 20mg tablets  imported  enalapril maleate"	1	"Enalapril"
"13771541000033112"	"Diltiazem 0.2% cream"	"Diltiazem 0.2% cream"	"Cream"	"Transdermal/ Route of administration not applicable"	"Diltiazem"	"2.000mg/1.000gram"	"01070100"	"diltiazem 0 2  cream diltiazem 0 2  cream diltiazem hydrochloride"	1	"Diltiazem"
"13777741000033113"	"Spironolactone 12.5mg tablets"	"Spironolactone 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Spironolactone"	"12.500mg"	"02020300"	"spironolactone 12 5mg tablets spironolactone 12 5mg tablets spironolactone"	1	"Spironolactone"
"13785441000033116"	"Vizidor Duo 20mg/ml / 5mg/ml eye drops (Bausch & Lomb UK Ltd)"	"Vizidor Duo 20mg/ml / 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	NA	"vizidor duo 20mg ml   5mg ml eye drops vizidor duo 20mg ml   5mg ml eye drops  bausch   lomb uk ltd  dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"13788341000033118"	"Dexipress MR 20mg tablets (Dexcel-Pharma Ltd)"	"Dexipress MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"dexipress mr 20mg tablets dexipress mr 20mg tablets  dexcel pharma ltd  nifedipine"	1	"Nifedipine"
"13812841000033111"	"Chlortalidone 12.5mg tablets"	"Chlortalidone 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone"	"12.500mg"	"02020100"	"chlortalidone 12 5mg tablets chlortalidone 12 5mg tablets chlortalidone"	1	"Chlortalidone"
"13812941000033115"	"Hylaton 12.5mg tablets (Morningside Healthcare Ltd)"	"Hylaton 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone"	"12.500mg"	NA	"hylaton 12 5mg tablets hylaton 12 5mg tablets  morningside healthcare ltd  chlortalidone"	1	"Chlortalidone"
"13813041000033113"	"Hylaton 50mg tablets (Morningside Healthcare Ltd)"	"Hylaton 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone"	"50.000mg"	NA	"hylaton 50mg tablets hylaton 50mg tablets  morningside healthcare ltd  chlortalidone"	1	"Chlortalidone"
"13910541000033116"	"Metoprolol 25mg tablets"	"Metoprolol 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metoprolol"	"25.000mg"	"02040000"	"metoprolol 25mg tablets metoprolol 25mg tablets metoprolol tartrate"	1	"Metoprolol"
"13939941000033114"	"Vericiguat 2.5mg tablets"	"Vericiguat 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vericiguat"	"2.500mg"	"02050100"	"vericiguat 2 5mg tablets vericiguat 2 5mg tablets vericiguat"	1	"Vericiguat"
"13940041000033119"	"Vericiguat 5mg tablets"	"Vericiguat 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vericiguat"	"5.000mg"	"02050100"	"vericiguat 5mg tablets vericiguat 5mg tablets vericiguat"	1	"Vericiguat"
"13940141000033115"	"Vericiguat 10mg tablets"	"Vericiguat 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vericiguat"	"10.000mg"	"02050100"	"vericiguat 10mg tablets vericiguat 10mg tablets vericiguat"	1	"Vericiguat"
"13940441000033111"	"Verquvo 10mg tablets (Bayer Plc)"	"Verquvo 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vericiguat"	"10.000mg"	NA	"verquvo 10mg tablets verquvo 10mg tablets  bayer plc  vericiguat"	1	"Vericiguat"
"14021341000033119"	"Xaqua 5mg tablets (Renascience Pharma Ltd)"	"Xaqua 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metolazone"	"5.000mg"	NA	"xaqua 5mg tablets xaqua 5mg tablets  renascience pharma ltd  metolazone"	1	"Metolazone"
"14040241000033115"	"Delofine XL 2.5mg tablets (Morningside Healthcare Ltd)"	"Delofine XL 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	NA	"delofine xl 2 5mg tablets delofine xl 2 5mg tablets  morningside healthcare ltd  felodipine"	1	"Felodipine"
"14040341000033113"	"Delofine XL 5mg tablets (Morningside Healthcare Ltd)"	"Delofine XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"delofine xl 5mg tablets delofine xl 5mg tablets  morningside healthcare ltd  felodipine"	1	"Felodipine"
"14040441000033119"	"Delofine XL 10mg tablets (Morningside Healthcare Ltd)"	"Delofine XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"delofine xl 10mg tablets delofine xl 10mg tablets  morningside healthcare ltd  felodipine"	1	"Felodipine"
"14146641000033112"	"Visublend 0.3mg/ml / 5mg/ml eye drops (Visufarma UK Ltd)"	"Visublend 0.3mg/ml / 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"300.000microgram/1.000ml + 5.000mg/1.000ml"	NA	"visublend 0 3mg ml   5mg ml eye drops visublend 0 3mg ml   5mg ml eye drops  visufarma uk ltd  bimatoprost  timolol maleate"	1	"Timolol"
"14146741000033115"	"Ambrisentan 2.5mg tablets"	"Ambrisentan 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ambrisentan"	"2.500mg"	"02050100"	"ambrisentan 2 5mg tablets ambrisentan 2 5mg tablets ambrisentan"	1	"Ambrisentan"
"14211341000033119"	"Codimaz 20mg/ml / 5mg/ml eye drops (Scope Ophthalmics Ltd)"	"Codimaz 20mg/ml / 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	NA	"codimaz 20mg ml   5mg ml eye drops codimaz 20mg ml   5mg ml eye drops  scope ophthalmics ltd  dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"14213041000033117"	"Zeyam 60mg modified-release tablets (Ennogen Healthcare International Ltd)"	"Zeyam 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	NA	"zeyam 60mg modified release tablets zeyam 60mg modified release tablets  ennogen healthcare international ltd  diltiazem hydrochloride"	1	"Diltiazem"
"14257141000033117"	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.166ml unit dose preservative free"	"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.166ml unit dose preservative free"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	"11060000"	"dorzolamide 20mg ml   timolol 5mg ml eye drops 0 166ml unit dose preservative free dorzolamide 20mg ml   timolol 5mg ml eye drops 0 166ml unit dose preservative free dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"14257241000033112"	"Glaucopt 20mg/ml / 5mg/ml eye drops 0.166ml unit dose preservative free (Visufarma UK Ltd)"	"Glaucopt 20mg/ml / 5mg/ml eye drops 0.166ml unit dose preservative free"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	NA	"glaucopt 20mg ml   5mg ml eye drops 0 166ml unit dose preservative free glaucopt 20mg ml   5mg ml eye drops 0 166ml unit dose preservative free  visufarma uk ltd  dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
"14288441000033116"	"Sacubitril 6mg / Valsartan 6mg granules in capsules for opening"	"Sacubitril 6mg / Valsartan 6mg granules in capsules for opening"	"Oral granules"	"Oral"	"Valsartan"	"6.000mg + 6.000mg"	"02050502"	"sacubitril 6mg   valsartan 6mg granules in capsules for opening sacubitril 6mg   valsartan 6mg granules in capsules for opening sacubitril  valsartan"	1	"Valsartan"
"14288541000033115"	"Sacubitril 15mg / Valsartan 16mg granules in capsules for opening"	"Sacubitril 15mg / Valsartan 16mg granules in capsules for opening"	"Oral granules"	"Oral"	"Valsartan"	"15.000mg + 16.000mg"	"02050502"	"sacubitril 15mg   valsartan 16mg granules in capsules for opening sacubitril 15mg   valsartan 16mg granules in capsules for opening sacubitril  valsartan"	1	"Valsartan"
"14288641000033119"	"Entresto 6mg/6mg granules in capsules for opening (Novartis Pharmaceuticals UK Ltd)"	"Entresto 6mg/6mg granules in capsules for opening"	"Oral granules"	"Oral"	"Valsartan"	"6.000mg + 6.000mg"	NA	"entresto 6mg 6mg granules in capsules for opening entresto 6mg 6mg granules in capsules for opening  novartis pharmaceuticals uk ltd  sacubitril  valsartan"	1	"Valsartan"
"14288741000033111"	"Entresto 15mg/16mg granules in capsules for opening (Novartis Pharmaceuticals UK Ltd)"	"Entresto 15mg/16mg granules in capsules for opening"	"Oral granules"	"Oral"	"Valsartan"	"15.000mg + 16.000mg"	NA	"entresto 15mg 16mg granules in capsules for opening entresto 15mg 16mg granules in capsules for opening  novartis pharmaceuticals uk ltd  sacubitril  valsartan"	1	"Valsartan"
"14416041000033111"	"Enalapril 250microgram orodispersible tablets sugar free"	"Enalapril 250microgram orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Enalapril"	"250.000microgram"	"02050501"	"enalapril 250microgram orodispersible tablets sugar free enalapril 250microgram orodispersible tablets sugar free enalapril maleate"	1	"Enalapril"
"14416141000033110"	"Aqumeldi 0.25mg orodispersible tablets (Proveca Ltd)"	"Aqumeldi 0.25mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Enalapril"	"250.000microgram"	NA	"aqumeldi 0 25mg orodispersible tablets aqumeldi 0 25mg orodispersible tablets  proveca ltd  enalapril maleate"	1	"Enalapril"
"14420341000033115"	"Enalapril 5mg/5ml oral solution sugar free"	"Enalapril 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Enalapril"	"1.000mg/1.000ml"	"02050501"	"enalapril 5mg 5ml oral solution sugar free enalapril 5mg 5ml oral solution sugar free enalapril maleate"	1	"Enalapril"
"14448641000033110"	"Vizilatan Duo eye drops (Bausch & Lomb UK Ltd)"	"Vizilatan Duo eye drops"	"Eye drops"	"Ocular"	"Timolol"	"50.000microgram/1.000ml + 5.000mg/1.000ml"	NA	"vizilatan duo eye drops vizilatan duo eye drops  bausch   lomb uk ltd  latanoprost  timolol maleate"	1	"Timolol"
"14451241000033117"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops preservative free"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops preservative free"	"Eye drops"	"Ocular"	"Timolol"	"50.000microgram/1.000ml + 5.000mg/1.000ml"	"11060000"	"latanoprost 50micrograms ml   timolol 5mg ml eye drops preservative free latanoprost 50micrograms ml   timolol 5mg ml eye drops preservative free latanoprost  timolol maleate"	1	"Timolol"
"14508841000033113"	"Spironolactone 25mg/5ml oral solution sugar free"	"Spironolactone 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Spironolactone"	"5.000mg/1.000ml"	NA	"spironolactone 25mg 5ml oral solution sugar free spironolactone 25mg 5ml oral solution sugar free spironolactone"	1	"Spironolactone"
"14508941000033117"	"Urospir 25mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Urospir 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Spironolactone"	"5.000mg/1.000ml"	NA	"urospir 25mg 5ml oral solution urospir 25mg 5ml oral solution  rosemont pharmaceuticals ltd  spironolactone"	1	"Spironolactone"
"14509041000033114"	"Spironolactone 50mg/5ml oral solution sugar free"	"Spironolactone 50mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Spironolactone"	"10.000mg/1.000ml"	NA	"spironolactone 50mg 5ml oral solution sugar free spironolactone 50mg 5ml oral solution sugar free spironolactone"	1	"Spironolactone"
"14509141000033113"	"Urospir 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Urospir 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Spironolactone"	"10.000mg/1.000ml"	NA	"urospir 50mg 5ml oral solution urospir 50mg 5ml oral solution  rosemont pharmaceuticals ltd  spironolactone"	1	"Spironolactone"
"14854941000033118"	"Ramipril 5mg/5ml oral solution sugar free"	"Ramipril 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Ramipril"	"1.000mg/1.000ml"	NA	"ramipril 5mg 5ml oral solution sugar free ramipril 5mg 5ml oral solution sugar free ramipril"	1	"Ramipril"
