"medcode"	"term"	"database"
"4506"	"alcoholic gastritis"	"Gold"
"4743"	"alcoholic cirrhosis of liver"	"Gold"
"30695"	"harmful alcohol use"	"Gold"
"36296"	"acute alcoholic intoxication in alcoholism nos"	"Gold"
"92908"	"[x]accid poison/expos alcohol trade/service area"	"Gold"
"8984"	"ethyl alcohol causing toxic effect"	"Gold"
"16455"	"non-alcoholic cirrhosis nos"	"Gold"
"25110"	"alcohol withdrawal hallucinosis"	"Gold"
"19493"	"ex-heavy drinker - (7-9u/day)"	"Gold"
"967"	"stopped drinking alcohol"	"Gold"
"12554"	"referral to community drug and alcohol team"	"Gold"
"7602"	"chronic alcoholic hepatitis"	"Gold"
"2084"	"alcohol dependence syndrome"	"Gold"
"27342"	"alcoholic dementia nos"	"Gold"
"104611"	"alcohol-induced acute pancreatitis"	"Gold"
"54505"	"other alcoholic dementia"	"Gold"
"110494"	"alcohol harm reduction programme"	"Gold"
"20762"	"alcohol amnestic syndrome"	"Gold"
"21412"	"adverse reaction to alcohol deterrents"	"Gold"
"12984"	"very heavy drinker"	"Gold"
"30162"	"[x]alcoholic paranoia"	"Gold"
"3216"	"acute alcoholic hepatitis"	"Gold"
"64409"	"self-monitoring of alcohol intake"	"Gold"
"95944"	"alcohol assesment declined - enhanced services admin"	"Gold"
"109668"	"specialist alcohol treatment service signposted"	"Gold"
"110624"	"alcohol relapse prevention"	"Gold"
"10463"	"[x]intent self poison/exposure to alcohol"	"Gold"
"101543"	"other alcohol causing toxic effect"	"Gold"
"6169"	"alcohol dependence syndrome nos"	"Gold"
"12974"	"nondependent alcohol abuse, episodic"	"Gold"
"26518"	"binge eating"	"Gold"
"24064"	"continuous chronic alcoholism"	"Gold"
"17330"	"alcoholic hepatic failure"	"Gold"
"20514"	"[x]mental and behav dis due to use alcohol: withdrawal state"	"Gold"
"63529"	"alcohol misuse - enhanced service completed"	"Gold"
"322"	"moderate drinker - 3-6u/day"	"Gold"
"12977"	"very heavy drinker - >9u/day"	"Gold"
"38949"	"attempts to counteract effects of bingeing"	"Gold"
"12970"	"non drinker alcohol"	"Gold"
"17259"	"[x]delirium tremens, alcohol induced"	"Gold"
"7389"	"[x]acute / subacute confusional state, nonalcoholic"	"Gold"
"41983"	"alcohol detoxification"	"Gold"
"84218"	"disqualified from driving due to excess alcohol"	"Gold"
"102448"	"higher risk drinking"	"Gold"
"96054"	"extended intervention for excessive alcohol consumptn complt"	"Gold"
"37946"	"chronic alcoholic brain syndrome"	"Gold"
"30604"	"alcohol-induced epilepsy"	"Gold"
"29691"	"aversion therapy - alcoholism"	"Gold"
