"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"12876341000033118"	"Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"12876441000033112"	"Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"12876541000033113"	"Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"12876641000033114"	"Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"12880941000033111"	"Ertugliflozin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ertugliflozin"	"5.000mg"	"Ertugliflozin"	"SGLT-2is"	"Aurum"
"12881041000033118"	"Ertugliflozin 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ertugliflozin"	"15.000mg"	"Ertugliflozin"	"SGLT-2is"	"Aurum"
"12881141000033119"	"Steglatro 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ertugliflozin"	"5.000mg"	"Ertugliflozin"	"SGLT-2is"	"Aurum"
"12881241000033114"	"Steglatro 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Ertugliflozin"	"15.000mg"	"Ertugliflozin"	"SGLT-2is"	"Aurum"
"12902541000033110"	"Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"	"Aurum"
"12902641000033111"	"Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"	"Aurum"
"12902741000033119"	"Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"	"Aurum"
"12902841000033112"	"Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"	"Aurum"
"12998741000033119"	"Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"12998841000033112"	"Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"12998941000033116"	"Gliclazide 160mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Gliclazide"	"160.000mg"	"Gliclazide"	"Sulfonylureas"	"Aurum"
"12999041000033113"	"Glydex 160mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Gliclazide"	"160.000mg"	"Gliclazide"	"Sulfonylureas"	"Aurum"
"13027441000033117"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13027541000033116"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13106641000033118"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13106741000033110"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13116741000033112"	"Empagliflozin 10mg / Linagliptin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Empagliflozin"	"10.000mg + 5.000mg"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"	"Aurum"
"13116841000033119"	"Empagliflozin 25mg / Linagliptin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Empagliflozin"	"25.000mg + 5.000mg"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"	"Aurum"
"13116941000033110"	"Glyxambi 10mg/5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Empagliflozin"	"10.000mg + 5.000mg"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"	"Aurum"
"13117041000033111"	"Glyxambi 25mg/5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Empagliflozin"	"25.000mg + 5.000mg"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"	"Aurum"
"13122541000033112"	"Glibenclamide 600micrograms/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Glibenclamide"	"600.000microgram/1.000ml"	"Glibenclamide"	"Sulfonylureas"	"Aurum"
"13122741000033116"	"Amglidia 0.6mg/ml oral suspension with 1ml oral syringe"	"Oral suspension"	"Oral"	"Glibenclamide"	"600.000microgram/1.000ml"	"Glibenclamide"	"Sulfonylureas"	"Aurum"
"13155741000033112"	"Microdot Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13291741000033116"	"Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13345341000033117"	"Lamzarin 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	"Gliclazide"	"Sulfonylureas"	"Aurum"
"13426141000033118"	"Ateria Safecontrol Safety  Needles for insulin pens  5 mm/30 gauge"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13426241000033113"	"Ateria Safecontrol Safety  Needles for insulin pens  8 mm/30 gauge"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13427341000033118"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	"Exenatide"	"GLP-1RAs"	"Aurum"
"13427441000033112"	"Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	"Exenatide"	"GLP-1RAs"	"Aurum"
"13427541000033113"	"Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices"	"Prolonged-release suspension for injection/"	"Subcutaneous"	"Exenatide"	"2.353mg/1.000ml"	"Exenatide"	"GLP-1RAs"	"Aurum"
"13427641000033114"	"Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens"	"Prolonged-release suspension for injection/"	"Subcutaneous"	"Exenatide"	"2.353mg/1.000ml"	"Exenatide"	"GLP-1RAs"	"Aurum"
"13429041000033112"	"Sukkarto SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	"Metformin"	"Metformin"	"Aurum"
"13600541000033118"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13600741000033114"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13600941000033112"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13601241000033110"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13601341000033117"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13601541000033112"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13601641000033113"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13602141000033111"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13604741000033119"	"Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13604841000033112"	"Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13604941000033116"	"Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13605041000033116"	"Lyumjev 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13605141000033117"	"Lyumjev 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13606641000033119"	"Glucorex SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	"Metformin"	"Metformin"	"Aurum"
"13712241000033110"	"Semaglutide 3mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"3.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13712341000033117"	"Semaglutide 7mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"7.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13712441000033111"	"Semaglutide 14mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"14.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13712541000033112"	"Rybelsus 3mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"3.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13712641000033113"	"Rybelsus 7mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"7.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13712741000033116"	"Rybelsus 14mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Semaglutide"	"14.000mg"	"Semaglutide"	"GLP-1RAs"	"Aurum"
"13753141000033118"	"Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6.000mg/1.000ml"	"Dulaglutide"	"GLP-1RAs"	"Aurum"
"13753241000033113"	"Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"9.000mg/1.000ml"	"Dulaglutide"	"GLP-1RAs"	"Aurum"
"13753341000033115"	"Trulicity 3mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6.000mg/1.000ml"	"Dulaglutide"	"GLP-1RAs"	"Aurum"
"13753441000033114"	"Trulicity 4.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"9.000mg/1.000ml"	"Dulaglutide"	"GLP-1RAs"	"Aurum"
"13803041000033110"	"Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin"	"1.000gram"	"Metformin"	"Metformin"	"Aurum"
"13828541000033119"	"Axpinet 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin"	"500.000mg"	"Metformin"	"Metformin"	"Aurum"
"13828641000033118"	"Axpinet 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin"	"850.000mg"	"Metformin"	"Metformin"	"Aurum"
"13847941000033112"	"Ateria Safecontrol Safety  Needles for insulin pens  4 mm/32 gauge"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13861141000033114"	"Trurapi 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13861241000033119"	"Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13906641000033115"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13907241000033115"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13908241000033119"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13908341000033112"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"13911841000033112"	"Admelog 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13911941000033116"	"Admelog 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13912041000033110"	"Admelog 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"13939841000033118"	"Trurapi 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"14002541000033110"	"Abasaglar Tempo Pen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"14004241000033116"	"Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"14008641000033114"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14008741000033117"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14008841000033110"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14008941000033119"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14018041000033118"	"Jesacrin 1000mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	"Metformin"	"Metformin"	"Aurum"
"14026841000033115"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14027041000033112"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14027141000033111"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14035241000033111"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14035641000033114"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14041441000033111"	"Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"14115141000033116"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14115241000033111"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14115341000033118"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14115441000033112"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14116341000033114"	"Tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"5.000mg/1.000ml"	"Tirzepatide"	"GLP-1RAs"	"Aurum"
"14116441000033115"	"Tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"10.000mg/1.000ml"	"Tirzepatide"	"GLP-1RAs"	"Aurum"
"14116541000033119"	"Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"5.000mg/1.000ml"	"Tirzepatide"	"GLP-1RAs"	"Aurum"
"14116641000033118"	"Mounjaro 5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"10.000mg/1.000ml"	"Tirzepatide"	"GLP-1RAs"	"Aurum"
"14121441000033118"	"Sitagliptin 100mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sitagliptin"	"20.000mg/1.000ml"	"Sitagliptin"	"DPP-4is"	"Aurum"
"14142841000033114"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14147341000033119"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14147441000033113"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"14219541000033113"	"Sitagliptin 125mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sitagliptin"	"25.000mg/1.000ml"	"Sitagliptin"	"DPP-4is"	"Aurum"
