"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"	"period"
"73914"	"L412511"	12	0	0	0	"thrombophlebitis of legs in pregnancy"	"February 2009"	"unspecified"
"33477"	"L398100"	2668	0	4	0	"caesarean delivery - delivered"	"February 2009"	"postnatal"
"16476"	"L39y412"	329	0	36	0	"vaginal discomfort postnatal"	"February 2009"	"postnatal"
"20371"	"L451.00"	1473	0	21	0	"obstetric breast abscess"	"February 2009"	"unspecified"
"71016"	"4H5Z.00"	0	0	0	29	"amniotic fluid afp nos"	"February 2009"	"late pregnancy"
"5113"	"L39y411"	543	0	38	1	"postnatal vaginal discomfort"	"February 2009"	"postnatal"
"33633"	"L45zz00"	33	0	0	0	"obstetric breast infection nos"	"February 2009"	"unspecified"
"115990"	"L323z00"	1	0	0	0	"delayed delivery second twin etc nos"	"March 2022"	"postnatal"
"60604"	"Z262D00"	5	0	0	0	"fresh retroplacental clot"	"February 2009"	"late pregnancy"
"97296"	"L461200"	3	0	0	0	"cracked nipple in pregnancy/puerp/lact - deliv + p/n comp"	"August 2009"	"unspecified"
"115919"	"Lyu5300"	1	0	0	0	"[x]other assisted breech delivery"	"November 2021"	"postnatal"
"113357"	"L44z200"	2	0	0	0	"complications of the puerperium nos with postnatal comp"	"February 2019"	"postnatal"
"24525"	"E201C00"	532	0	23	0	"phantom pregnancy"	"February 2009"	"unspecified"
"59445"	"Z243800"	6	0	0	0	"first stage of labour problem"	"February 2009"	"postnatal"
"53849"	"L16y000"	27	0	0	0	"other pregnancy complication unspecified"	"February 2009"	"unspecified"
"112100"	"L091200"	1	0	0	0	"intravascular haemolysis following abortive pregnancy"	"September 2017"	"unspecified"
"12625"	"7F25.00"	15027	0	238	0	"obstetric monitoring"	"February 2009"	"unspecified"
"105343"	"Z256400"	1	0	0	0	"rapid expulsion of placenta"	"December 2012"	"late pregnancy"
"99645"	"4H41.00"	0	0	0	1	"amniotic fluid chemistry: nad"	"June 2010"	"late pregnancy"
"105943"	"L165300"	3	0	0	0	"asymptomatic bacteriuria in pregnancy - not delivered"	"April 2013"	"unspecified"
"36421"	"L167z00"	25	0	1	0	"liver disorder in pregnancy nos"	"February 2009"	"unspecified"
"27963"	"L323.00"	13	0	0	0	"delayed delivery of second twin, triplet etc"	"February 2009"	"postnatal"
"25872"	"L16yz00"	54	0	1	0	"other pregnancy complication nos"	"February 2009"	"unspecified"
"94809"	"Z256200"	6	0	0	0	"prolonged third stage of labour"	"February 2009"	"postnatal"
"109337"	"L43yz00"	1	0	0	0	"other obstetric pulmonary embolism nos"	"March 2015"	"unspecified"
"37509"	"7F1A300"	29	0	8	0	"drainage of hydrocephalus of fetus to facilitate delivery"	"February 2009"	"postnatal"
"95698"	"7F28y00"	2	0	0	0	"other specified other non routine obstetric scan"	"February 2009"	"unspecified"
"109071"	"38B6.00"	333	0	18	0	"antenatal risk assessment"	"January 2015"	"early pregnancy"
"30806"	"L34yz00"	6	0	0	0	"other vulval/perineal trauma during delivery nos"	"February 2009"	"postnatal"
"99290"	"Z255800"	6	0	0	0	"second stage of labour problem"	"May 2010"	"postnatal"
"30373"	"Z22C100"	624	0	0	3	"estimated date of delivery from last period"	"February 2009"	"postnatal"
"40448"	"7F11100"	467	0	0	0	"induction of labour using prostaglandins"	"February 2009"	"postnatal"
"54473"	"L244000"	37	0	2	0	"other uterine/pelvic floor abnormal affecting obstetric care"	"February 2009"	"unspecified"
"42572"	"L323100"	2	0	0	0	"delayed delivery second twin - delivered"	"February 2009"	"postnatal"
"116616"	"Lyu2.00"	3	0	0	0	"[x]other maternal disorders predominant related to pregnancy"	"August 2024"	"unspecified"
"101607"	"7F22713"	3	0	0	0	"pack to control postpartum haemorrhage"	"February 2011"	"postnatal"
"7845"	"Z212.00"	20814	0	296	0	"antenatal care"	"February 2009"	"early pregnancy"
"114314"	"L35y400"	1	0	0	0	"other obstetric trauma with postnatal problem"	"November 2019"	"postnatal"
"115728"	"L432100"	1	0	0	0	"obstetric blood-clot pulmonary embolism - delivered"	"August 2021"	"unspecified"
"11359"	"L180.00"	1415	0	39	7	"diabetes mellitus during pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"58982"	"L186.00"	2	0	0	0	"other cardiovascular diseases in pregnancy/childbirth/puerp"	"February 2009"	"postnatal"
"29287"	"62S6.00"	12289	0	1056	2	"postnatal examination minor problem found"	"February 2009"	"postnatal"
"69382"	"L356200"	6	0	0	0	"obstetric damage to pelvic joints and ligaments + p/n prob"	"February 2009"	"unspecified"
"85245"	"7F26z00"	23	0	0	0	"routine obstetric scan nos"	"February 2009"	"unspecified"
"66471"	"7F24z00"	15	0	0	0	"other obstetric operation nos"	"February 2009"	"unspecified"
"21345"	"9N05.00"	7557	0	16	0	"seen in postnatal clinic"	"February 2009"	"postnatal"
"15514"	"7F13000"	129	0	6	0	"upper uterine segment caesarean delivery nec"	"February 2009"	"postnatal"
"46822"	"Z262E00"	5	0	0	0	"old retroplacental clot"	"February 2009"	"late pregnancy"
"97471"	"Q212z00"	4	0	0	0	"liveborn with prelabour fetal distress nos"	"August 2009"	"postnatal"
"67728"	"L150200"	1	0	1	0	"post-term pregnancy - not delivered"	"February 2009"	"late pregnancy"
"62886"	"L461z00"	41	0	0	0	"cracked nipple in pregnancy, the puerperium or lactation nos"	"February 2009"	"postnatal"
"54726"	"L251400"	3	0	0	0	"maternal care for chromosomal abnormality in fetus"	"February 2009"	"unspecified"
"41473"	"L183.00"	72	0	2	0	"drug dependence in pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"28103"	"Z22A300"	721	0	21	0	"concealed pregnancy"	"February 2009"	"unspecified"
"44385"	"L35z.00"	24	0	1	0	"obstetric trauma nos"	"February 2009"	"unspecified"
"21849"	"L031.00"	1468	0	14	0	"tubal pregnancy"	"February 2009"	"unspecified"
"64752"	"L111200"	14	0	0	0	"placenta praevia with haemorrhage - not delivered"	"February 2009"	"late pregnancy"
"52603"	"L41z611"	63	0	1	0	"puerperal phlebitis nos"	"February 2009"	"postnatal"
"55573"	"8HJ7.00"	184	0	244	0	"obstetric self-referral"	"February 2009"	"unspecified"
"62809"	"L18A.00"	10	0	1	0	"dis of the digestive sys comp preg childbirth and puerp"	"February 2009"	"postnatal"
"16975"	"L21..11"	15	0	0	0	"gestation - multiple"	"February 2009"	"unspecified"
"112578"	"L432300"	4	0	0	0	"obstetric blood-clot pulmonary embolism + a/n complication"	"April 2018"	"unspecified"
"44906"	"Z264300"	9	0	0	0	"amniotic fluid normal"	"February 2009"	"late pregnancy"
"107870"	"9mL..00"	1658	0	1	0	"postnatal examination invitation"	"April 2014"	"postnatal"
"101599"	"L253300"	1	0	0	0	"maternal care for damage to fetus from maternal rubella"	"February 2011"	"unspecified"
"101893"	"L251300"	1	0	0	0	"maternal care for suspected chromosomal abnormality in fetus"	"March 2011"	"unspecified"
"88775"	"7F11300"	184	0	1	0	"medical induction of labour"	"February 2009"	"postnatal"
"11741"	"L394600"	485	0	9	0	"haematoma of obstetric wound"	"February 2009"	"unspecified"
"86399"	"7F17y00"	40	0	0	0	"other specified vacuum delivery"	"February 2009"	"postnatal"
"40724"	"Z255700"	126	0	0	0	"failure to progress in second stage of labour"	"February 2009"	"postnatal"
"54577"	"L210000"	50	0	0	0	"twin pregnancy unspecified"	"February 2009"	"unspecified"
"95570"	"L307z00"	2	0	0	0	"failed trial of labour nos"	"February 2009"	"postnatal"
"48552"	"L010.11"	670	0	1	0	"anembryonic pregnancy"	"February 2009"	"unspecified"
"36234"	"L370z11"	70	0	3	0	"retained placenta without haemorrhage"	"February 2009"	"late pregnancy"
"51111"	"L244412"	26	0	3	0	"rectocele complicating postpartum care - baby delivered prev"	"February 2009"	"postnatal"
"38439"	"L244411"	41	0	5	0	"cystocele complicating postpartum care - baby delivered prev"	"February 2009"	"postnatal"
"100323"	"4H7..00"	0	0	0	1	"amniotic fetal cell study"	"July 2010"	"late pregnancy"
"48602"	"L32..00"	68	0	0	0	"long labour"	"February 2009"	"postnatal"
"13352"	"L34..00"	129534	0	21	0	"trauma to perineum and vulva during delivery"	"February 2009"	"postnatal"
"113866"	"Z262Q00"	2	0	0	0	"placenta unhealthy"	"June 2019"	"late pregnancy"
"33634"	"L182z00"	1045	0	1	0	"anaemia during pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"64384"	"L180z00"	84	0	1	0	"diabetes mellitus in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"93027"	"U626.00"	2	0	0	0	"[x]obstetric+gynae devices associated with adverse incidents"	"February 2009"	"unspecified"
"97682"	"7M0fy00"	157	0	0	0	"other specified gestational age"	"September 2009"	"unspecified"
"105654"	"L10y100"	3	0	0	0	"other haemorrhage in early pregnancy - delivered"	"January 2013"	"unspecified"
"72594"	"L352200"	2	0	0	0	"obstetric inversion of uterus with postnatal problem"	"February 2009"	"postnatal"
"49446"	"L396100"	788	0	0	0	"vacuum extractor delivery - delivered"	"February 2009"	"postnatal"
"113708"	"7L1d300"	20	0	0	0	"delivery subsequent element cycle chemotherapy for neoplasm"	"May 2019"	"postnatal"
"39447"	"8I3G.00"	57	0	0	0	"edinburgh postnatal depression scale declined"	"February 2009"	"postnatal"
"114297"	"L31z100"	2	0	0	0	"abnormality of forces of labour nos - delivered"	"November 2019"	"postnatal"
"99890"	"Q021400"	1	0	0	0	"fetus/neonate affect by placental damage-surgical induction"	"June 2010"	"late pregnancy"
"53685"	"L410500"	925	0	0	0	"varicose veins of legs in pregnancy"	"February 2009"	"unspecified"
"100516"	"Z262H00"	6	0	0	0	"placenta calcified"	"August 2010"	"late pregnancy"
"114568"	"L295z00"	2	0	0	0	"elderly primigravida nos"	"December 2019"	"unspecified"
"95702"	"7M0f300"	162	0	0	0	"under 9 weeks gestational age"	"February 2009"	"9"
"34399"	"Lyu6C00"	93	0	2	0	"[x]cervicitis following delivery"	"February 2009"	"postnatal"
"73393"	"4H71.00"	0	0	0	4	"amniotic fetal cell study: nad"	"February 2009"	"late pregnancy"
"46730"	"A370.00"	4	0	0	0	"obstetrical tetanus"	"February 2009"	"unspecified"
"64732"	"Q213000"	4	0	0	0	"liveborn with labour abnormal heart beat"	"February 2009"	"postnatal"
"109570"	"L403100"	2	0	0	0	"puerperal septicaemia - delivered with postnatal comp"	"April 2015"	"postnatal"
"25759"	"L411.00"	273	0	11	0	"vv's of perineum/vulva in pregnancy/puerperium"	"February 2009"	"postnatal"
"21893"	"L510.00"	66	0	0	0	"maternal care for hydrops fetalis"	"February 2009"	"unspecified"
"99361"	"L345200"	1	0	0	0	"vulval and perineal haematoma during delivery + p/n problem"	"May 2010"	"postnatal"
"61597"	"L343200"	3	0	0	0	"fourth degree perineal tear during delivery with p/n problem"	"February 2009"	"postnatal"
"41718"	"L1y..00"	63	0	0	0	"complications of pregnancy/childbirth/puerperium os"	"February 2009"	"postnatal"
"68840"	"L416200"	1	0	0	0	"haemorrhoids in pregnancy and puerperium - deliv + p/n comp"	"February 2009"	"postnatal"
"30378"	"L244312"	5	0	2	0	"rectocele complicating antenatal care - baby not delivered"	"February 2009"	"early pregnancy"
"45862"	"7E07114"	107	0	0	0	"curettage of uterus for termination of pregnancy nec"	"February 2009"	"unspecified"
"88229"	"7F2A.00"	261	0	0	0	"obstetric doppler studies"	"February 2009"	"unspecified"
"115788"	"L390400"	1	0	0	0	"maternal distress with postnatal problem"	"October 2021"	"postnatal"
"101938"	"L390300"	2	0	0	0	"maternal distress with antenatal problem"	"March 2011"	"early pregnancy"
"90277"	"L350200"	3	0	0	0	"rupture of uterus before labour with antenatal problem"	"February 2009"	"early pregnancy"
"112126"	"L171200"	1	0	0	0	"maternal gonorrhoea in puerperium - baby delivered"	"September 2017"	"postnatal"
"62919"	"L125200"	21	0	0	0	"severe pre-eclampsia - delivered with postnatal complication"	"February 2009"	"postnatal"
"97259"	"68b6.00"	191	0	0	0	"antenatal screening declined"	"August 2009"	"early pregnancy"
"20383"	"L452.00"	6633	0	16	0	"obstetric nonpurulent mastitis"	"February 2009"	"unspecified"
"78449"	"7F28.00"	95	0	7	0	"other non routine obstetric scan"	"February 2009"	"unspecified"
"57002"	"L290.11"	4	0	0	0	"failed mechanical induction of labour"	"February 2009"	"postnatal"
"64366"	"L412500"	43	0	0	0	"superficial thrombophlebitis in pregnancy"	"February 2009"	"unspecified"
"15256"	"L344.00"	978	0	87	4	"unspecified perineal laceration during delivery"	"February 2009"	"postnatal"
"111183"	"8IHD.00"	13	0	0	0	"health visitor antenatal visit declined"	"August 2016"	"early pregnancy"
"110878"	"L392400"	1	0	0	0	"maternal hypotension syndrome with postnatal problem"	"June 2016"	"postnatal"
"69311"	"R123.00"	32	0	0	0	"[d]amniotic fluid abnormal"	"February 2009"	"late pregnancy"
"24850"	"L44y000"	12	0	1	0	"other complications of the puerperium unspecified"	"February 2009"	"postnatal"
"114330"	"L131100"	3	0	0	0	"hyperemesis gravidarum with metabolic disturbance - deliv"	"November 2019"	"early pregnancy"
"20630"	"L452100"	142	0	0	0	"obstetric nonpurulent mastitis - delivered"	"February 2009"	"unspecified"
"112113"	"L096200"	1	0	0	0	"blood-clot embolism following abortive pregnancy"	"September 2017"	"unspecified"
"14925"	"L10z.00"	4096	0	1427	0	"early pregnancy haemorrhage nos"	"February 2009"	"unspecified"
"61935"	"L185.11"	10	0	0	0	"congenital heart disease in pregnancy"	"February 2009"	"unspecified"
"113161"	"L31zz00"	1	0	0	0	"abnormality of forces of labour nos"	"January 2019"	"postnatal"
"106588"	"62NJ.00"	33	0	4	0	"antenatal 22 week examination"	"August 2013"	"22"
"42485"	"Lyu6200"	39	0	0	0	"[x]other specified puerperal infection"	"February 2009"	"postnatal"
"112265"	"L03y500"	1	0	0	0	"intraligamentous pregnancy"	"October 2017"	"unspecified"
"7390"	"L420z00"	33	0	0	0	"puerperal pyrexia nos"	"February 2009"	"postnatal"
"30801"	"62OZ.00"	3440	0	0	0	"misc. antenatal data nos"	"February 2009"	"early pregnancy"
"61805"	"Z262912"	6	0	0	0	"appearance of placenta"	"February 2009"	"late pregnancy"
"103059"	"7E07111"	9	0	0	0	"curettage of term pregnancy nec"	"October 2011"	"unspecified"
"16384"	"7E07113"	488	0	7	0	"curettage of uterus for termination of pregnancy nec"	"February 2009"	"unspecified"
"53056"	"L246.11"	22	0	3	0	"polyp of cervix in pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"55152"	"Q408.00"	8	0	0	0	"intra-amniotic fetal infection"	"February 2009"	"late pregnancy"
"48585"	"Q03..00"	18	0	0	0	"fetus or neonate affected by complication of labour/delivery"	"February 2009"	"postnatal"
"47219"	"Q035300"	6	0	0	0	"fetus/neonate affected by mat epidural anaesth - labour/del"	"February 2009"	"postnatal"
"39805"	"L45z.00"	81	0	0	0	"obstetric breast infection nos"	"February 2009"	"unspecified"
"2054"	"L182400"	1290	0	31	4	"anaemia in the puerperium - baby previously delivered"	"February 2009"	"postnatal"
"35517"	"63DZ.00"	182	0	0	0	"placental details nos"	"February 2009"	"late pregnancy"
"112112"	"L096100"	1	0	0	0	"amniotic fluid embolism following abortive pregnancy"	"September 2017"	"late pregnancy"
"111536"	"L466400"	3	0	0	0	"galactorrhoea in pregnancy/puerperium with p/n complication"	"December 2016"	"postnatal"
"43563"	"Lyu5.00"	18108	0	0	0	"[x]delivery"	"February 2009"	"postnatal"
"68966"	"Lyu7.00"	6	0	0	0	"[x]other obstetric conditions, not elsewhere classified"	"February 2009"	"unspecified"
"104218"	"L300000"	1	0	0	0	"obstructed labour due to fetal malposition unspecified"	"June 2012"	"postnatal"
"112104"	"L092600"	1	0	0	0	"vaginal damage following abortive pregnancy"	"September 2017"	"unspecified"
"102191"	"8IAi.00"	1076	0	0	0	"pregnancy advice for patients with epilepsy declined"	"May 2011"	"unspecified"
"23421"	"615C.00"	727	0	77	0	"iud failure - pregnant"	"February 2009"	"early pregnancy"
"99935"	"Lyu4D00"	1	0	0	0	"[x]other immediate postpartum haemorrhage"	"June 2010"	"postnatal"
"73557"	"L188z00"	11	0	0	0	"abnormal gtt in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"3029"	"L166500"	355	0	37	3	"infections of kidney in pregnancy"	"February 2009"	"unspecified"
"114906"	"Z262900"	1	0	0	0	"observation of consistency of placenta"	"June 2020"	"late pregnancy"
"68038"	"L38B.00"	2	0	0	0	"failed or difficult intubation during the puerperium"	"February 2009"	"postnatal"
"106517"	"L176100"	3	0	0	0	"other maternal viral disease in pregnancy - baby delivered"	"August 2013"	"unspecified"
"105425"	"L361100"	4	0	0	0	"other immediate postpartum haemorrhage - deliv with p/n prob"	"December 2012"	"postnatal"
"69012"	"L466300"	1	0	0	0	"galactorrhoea in pregnancy/puerperium with a/n complication"	"February 2009"	"postnatal"
"57131"	"L462100"	11	0	0	0	"breast engorgement in pregnancy/puerperium/lactation - deliv"	"February 2009"	"postnatal"
"1850"	"7F06012"	2099	0	61	0	"shirodkar suture in pregnancy"	"February 2009"	"unspecified"
"51572"	"7F...13"	17	0	0	0	"puerperium operations"	"February 2009"	"postnatal"
"30302"	"7F...12"	72	0	3	0	"pregnancy operations"	"February 2009"	"unspecified"
"13215"	"632..00"	111759	0	0	0	"length of labour"	"February 2009"	"postnatal"
"28107"	"L161.00"	570	0	3	0	"oedema or excessive weight gain in pregnancy no hypertension"	"February 2009"	"unspecified"
"102359"	"67AF.00"	25905	0	4	0	"pregnancy advice for patients with epilepsy"	"June 2011"	"unspecified"
"68858"	"5844.00"	7	0	1	409	"u-s scan -placental localisatn"	"February 2009"	"late pregnancy"
"85960"	"44Cz.00"	2	0	0	595	"plasma pregnancy associated plasma protein-a mom"	"February 2009"	"unspecified"
"96490"	"Z285C00"	1	0	0	0	"obstetric conjugate of pelvis"	"April 2009"	"unspecified"
"105817"	"9381.00"	2	0	0	0	"obstetric coop card issued"	"February 2013"	"unspecified"
"64260"	"L18D.00"	4	0	0	0	"dis nervous syst complic pregnancy,childbirth and puerperium"	"February 2009"	"postnatal"
"47863"	"Lyu5200"	62	0	0	0	"[x]other single delivery by caesarean section"	"February 2009"	"postnatal"
"93136"	"L241000"	7	0	0	0	"tumour of uterine body affecting obstetric care"	"February 2009"	"unspecified"
"59493"	"L090400"	47	0	0	0	"salpingo-oophoritis following abortive pregnancy"	"February 2009"	"unspecified"
"41447"	"L44yz11"	48	0	1	0	"blood dyscrasia puerperal"	"February 2009"	"postnatal"
"9160"	"Z257100"	8220	0	0	0	"spontaneous vertex delivery"	"February 2009"	"postnatal"
"58880"	"L45y000"	6	0	0	0	"other obstetric breast infection unspecified"	"February 2009"	"unspecified"
"49665"	"ZV28600"	120	0	1	0	"[v]antenatal screening for chromosomal anomalies"	"February 2009"	"early pregnancy"
"104656"	"Ly2..00"	109	0	0	0	"sequelae of complication pregnancy childbirth and puerperium"	"August 2012"	"postnatal"
"95754"	"Q408z00"	2	0	0	0	"intra-amniotic fetal infection nos"	"February 2009"	"late pregnancy"
"58844"	"L396000"	61	0	0	0	"vacuum extractor delivery unspecified"	"February 2009"	"postnatal"
"48484"	"Z244500"	17	0	0	0	"relation of onset of labour to due date"	"February 2009"	"postnatal"
"49953"	"6323.00"	859	0	0	0	"3rd stage of labour length"	"February 2009"	"postnatal"
"16046"	"L410.00"	967	0	52	0	"varicose veins of legs in pregnancy and the puerperium"	"February 2009"	"postnatal"
"86011"	"7F26.00"	420	0	4	10	"routine obstetric scan"	"February 2009"	"unspecified"
"44192"	"L431.00"	36	0	0	0	"amniotic fluid pulmonary embolism"	"February 2009"	"late pregnancy"
