"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antihypertensives"
"34908"	395	"Spironolactone 25mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Spironolactone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"32934"	24993	"Lopace 10mg capsules (Discovery Pharmaceuticals)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"33894"	1860	"Ramipril 10mg capsules (Teva UK Ltd)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"91918"	3	"Ramipril 10mg/5ml oral solution sugar free"	"Ramipril"	"2mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"753"	346952	"Metoprolol 100mg tablets"	"Metoprolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"63917"	24	"Lercanidipine 20mg tablets (A A H Pharmaceuticals Ltd)"	"Lercanidipine"	"20mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
"32166"	322	"Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Captopril/Hydrochlorothiazide"	"25mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril/Hydrochlorothiazide"
"30773"	327	"Co-amilofruse 5mg+40mg Tablet (Berk Pharmaceuticals Ltd)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"12321"	1	"GUANETHIDINE 5% ADRENALINE 0.5% DROPS % EYE"	"Guanethidine"	NA	NA	NA	"Unknown"	"Guanethidine"
"8623"	28611	"Prestim Tablet (ICN Pharmaceuticals France S.A.)"	"Bendroflumethiazide/Timolol"	"10mg + 2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Bendroflumethiazide/Timolol"
"82838"	1	"Propranolol 80mg tablets (Relonchem Ltd)"	"Propranolol"	"80mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"33078"	751	"Enalapril 20mg tablets (A A H Pharmaceuticals Ltd)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"10246"	100185	"Adipine XL 60mg tablets (Chiesi Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"77591"	18	"Clonidine 12.5micrograms/5ml oral suspension"	"Clonidine"	"2.5microgram/1ml"	"Oral suspension"	"Oral"	"Centrally Acting Antihypertensive Products/Prophylaxis Of Migraine/Oestrogens And HRT"	"Clonidine"
"40571"	2678	"Cozaar 12.5mg tablets (Organon Pharma (UK) Ltd)"	"Losartan"	"12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"68020"	0	"Beta-Adalat modified-release capsules (Sigma Pharmaceuticals Plc)"	"Nifedipine/Atenolol"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"Nifedipine/Atenolol"
"74004"	343	"Plendil 5mg modified-release tablets (Dowelhurst Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"50702"	0	"Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"86291"	2	"Propranolol 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Propranolol"	"2mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"44527"	1698	"Captopril 5mg/ml oral solution sugar free"	"Captopril"	"5mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"81659"	22	"Diltiazem 180mg modified-release capsules (Ennogen Healthcare Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"5348"	84101	"Diltiazem 300mg modified-release capsules"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"8086"	54467	"Cardura 4mg Tablet (Pfizer Ltd)"	"Doxazosin"	"4mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"23478"	51	"Tensopril 50mg tablets (Teva UK Ltd)"	"Captopril"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"60354"	0	"Co-amilozide 2.5mg/25mg tablets (Kent Pharma (UK) Ltd)"	"Hydrochlorothiazide/Amiloride"	"25mg + 2.5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Amiloride"
"77128"	0	"Candesartan 16mg tablets (Actavis UK Ltd)"	"Candesartan"	"16mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"61781"	38	"Irbesartan 300mg tablets (Teva UK Ltd)"	"Irbesartan"	"300mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"34400"	43	"Enalapril 5mg Tablet (Dowelhurst Ltd)"	"Enalapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"72091"	1	"Diltiazem 180mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"83399"	0	"Adizem-XL 180mg capsules (Lexon (UK) Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"6265"	4061	"Diazoxide 50mg tablets"	"Diazoxide"	"50mg"	"Oral tablet"	"Oral"	"Treatment Of Hypoglycaemia"	"Diazoxide"
"2888"	332580	"Tildiem 60mg modified-release tablets (Sanofi)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"46724"	922	"Amlodipine 5mg/5ml oral solution"	"Amlodipine"	"1mg/1ml"	"Oral solution"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"76321"	0	"Spironolactone 100mg tablets (Genesis Pharmaceuticals Ltd)"	"Spironolactone"	"100mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"68432"	77	"Metolazone 2.5mg/5ml oral suspension"	"Metolazone"	"500microgram/1ml"	"Oral suspension"	"Oral"	"Thiazides And Related Diuretics"	"Metolazone"
"72321"	223	"Nidef 30mg modified-release tablets (Morningside Healthcare Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"58529"	169	"Clonidine 200micrograms/24hours transdermal patches"	"Clonidine"	"200microgram/24hour"	"Transdermal patch"	"Transdermal"	"Centrally Acting Antihypertensive Products"	"Clonidine"
"12104"	7288	"Cordilox 160mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil"	"160mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"40355"	78	"Quinil 5mg tablets (Tillomed Laboratories Ltd)"	"Quinapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Quinapril"
"39786"	89	"Olmesartan medoxomil 10mg/5ml oral suspension"	"Olmesartan"	"2mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Olmesartan"
"85546"	4	"Lisinopril 20mg/5ml oral solution"	"Lisinopril"	"4mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"45583"	20	"Doxazosin 2mg tablets (Dexcel-Pharma Ltd)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"27086"	76	"NADOLOL 80MG/BENDROFLUAZIDE 5MG MG TAB"	"Nadolol"	NA	"Tablet"	"Oral"	"Unknown"	"Nadolol"
"90052"	54	"Ramipril 5mg capsules (Focus Pharmaceuticals Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"7416"	12	"Aldomet 50mg/ml Injection (Merck Sharp & Dohme Ltd)"	"Methyldopate"	"50mg/ml"	"Injection"	"Intravenous Injection"	"Centrally Acting Antihypertensive Products"	"Methyldopate"
"63780"	40	"Macitentan 10mg tablets"	"Macitentan"	"10mg"	"Oral tablet"	"Oral"	"Vasodilator Antihypertensive Products"	"Macitentan"
"59802"	0	"Candesartan 2mg tablets (Teva UK Ltd)"	"Candesartan"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"76121"	39	"Edarbi 40mg tablets (Takeda UK Ltd)"	"Azilsartan"	"40mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Azilsartan"
"77557"	0	"Securon SR 240mg tablets (Mawdsley-Brooks & Company Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"83479"	0	"Indoramin 20mg tablets (Almus Pharmaceuticals Ltd)"	"Indoramin"	"20mg"	"Oral tablet"	"Oral"	"Unknown"	"Indoramin"
"49237"	155	"Diltiazem 0.2% cream"	"Diltiazem"	"2mg/1gram"	"Cream"	"Route of administration not applicable"	"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"Diltiazem"
"42819"	26	"Diltiazem xl 240mg Capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"28724"	290	"Perdix 7.5mg tablets (UCB Pharma Ltd)"	"Moexipril"	"7.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Moexipril"
"89471"	1	"Co-amilofruse 5mg/40mg tablets (DE Pharmaceuticals)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"5289"	1940	"Clonidine 250microgram modified-release capsules"	"Clonidine"	"250microgram"	"Modified-release capsule"	"Oral"	"Unknown"	"Clonidine"
"73993"	511	"Frumil 40mg/5mg tablets (Sigma Pharmaceuticals Plc)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"91495"	0	"Propranolol 40mg tablets (Crescent Pharma Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"85392"	0	"Quinapril 40mg tablets (Teva UK Ltd)"	"Quinapril"	"40mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Quinapril"
"77443"	245	"Aprovel 300mg tablets (Mawdsley-Brooks & Company Ltd)"	"Irbesartan"	"300mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"70916"	216	"Perindopril erbumine 8mg tablets (Glenmark Pharmaceuticals Europe Ltd)"	"Perindopril"	"8mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"10879"	2413	"Bethanidine sulphate 10mg tablets"	"Betanidine"	"10mg"	"Tablets"	"Oral"	"Adrenergic Neurone Blockers"	"Betanidine"
"40907"	1	"Indapamide 2.5mg tablets (Genus Pharmaceuticals Ltd)"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"46922"	23	"Prazosin 1mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Prazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"68381"	0	"Perindopril erbumine 4mg tablets (Mawdsley-Brooks & Company Ltd)"	"Perindopril"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"64973"	0	"Atenolol 50mg tablets (Sigma Pharmaceuticals Plc)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"42142"	46284	"Moduretic 5mg/50mg tablets (Merck Sharp & Dohme (UK) Ltd)"	"Hydrochlorothiazide/Amiloride"	"50mg + 5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Amiloride"
"55296"	38	"Losartan 50mg tablets (Viatris UK Healthcare Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"70681"	1	"Propranolol 3mg/5ml oral suspension"	"Propranolol"	"600microgram/1ml"	"Oral suspension"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"55588"	0	"Lisinopril 20mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"20579"	4629	"Tarka modified-release capsules (Abbott Laboratories Ltd)"	"Trandolapril/Verapamil"	"180mg + 2mg"	"Modified-release capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"Trandolapril/Verapamil"
"80738"	45	"Losartan 25mg/5ml oral solution"	"Losartan"	"5mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"10713"	316	"Decaserpyl 5mg Tablet (Roussel Laboratories Ltd)"	"Methoserpidine"	"5mg"	"Tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methoserpidine"
"64917"	0	"Felodipine 10mg modified-release tablets (Waymade Healthcare Plc)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"55906"	0	"Doxazosin 1mg tablets (Dexcel-Pharma Ltd)"	"Doxazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"71737"	0	"Enalapril 2.5mg tablets (Almus Pharmaceuticals Ltd)"	"Enalapril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"56804"	40	"Chlorothiazide 25mg/5ml oral suspension"	"Chlorothiazide"	"5mg/1ml"	"Oral suspension"	"Oral"	"Thiazides And Related Diuretics"	"Chlorothiazide"
"59271"	7	"Losartan 25mg tablets (Sandoz Ltd)"	"Losartan"	"25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"90795"	28	"Entresto 15mg/16mg granules in capsules for opening (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"15mg + 16mg"	"Oral granules"	"Oral"	"Angiotensin-II Receptor Antagonists/Other Antihypertensives"	"Valsartan"
"70989"	0	"Bendroflumethiazide 2.5mg tablets (Genesis Pharmaceuticals Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria"	"Bendroflumethiazide"
"57342"	0	"Propranolol 40mg tablets (Phoenix Healthcare Distribution Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"3118"	135470	"Adizem sr 90mg Modified-release capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"86571"	0	"Amlodipine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Amlodipine"	"2.5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"2521"	219935	"Adalat 10mg capsules (Bayer Plc)"	"Nifedipine"	"10mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"25363"	5133	"Prestim tablets (Meda Pharmaceuticals Ltd)"	"Bendroflumethiazide/Timolol"	"10mg + 2.5mg"	"Oral tablet"	"Oral"	"Beta-Blockers With Diuretics"	"Bendroflumethiazide/Timolol"
"57588"	165	"Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"82646"	0	"Amlodipine 5mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"	"Amlodipine"	"1mg/1ml"	"Oral suspension"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"16212"	5758	"Vascace 1mg tablets (Roche Products Ltd)"	"Cilazapril"	"1mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Cilazapril"
"59557"	0	"Ramipril 2.5mg capsules (Kent Pharma (UK) Ltd)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"27141"	95375	"Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Santen UK Ltd)"	"Timolol"	"5mg/1ml + 20mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Carbonic Anhydrase Inhibitors And Systemic Drugs (In Glaucoma)"	"Timolol"
"9437"	95498	"Plendil 5mg modified-release tablets (AstraZeneca UK Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"76149"	1	"Doxazosin 5mg/5ml oral suspension"	"Doxazosin"	"1mg/1ml"	"Oral suspension"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"14057"	7453	"Pindolol 10mg / Clopamide 5mg tablets"	"Pindolol"	"10mg + 5mg"	"Oral tablet"	"Oral"	"Beta-Blockers With Diuretics"	"Pindolol"
"79531"	0	"Perindopril tosilate 5mg tablets (Teva UK Ltd)"	"Perindopril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"88276"	0	"Amlodipine 10mg tablets (Amarox Ltd)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"24366"	302903	"Cardioplen XL 10mg tablets (Chiesi Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"64327"	0	"Amlodipine 5mg tablets (Viatris UK Healthcare Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"74029"	129	"Tildiem Retard 90mg tablets (Dowelhurst Ltd)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"59996"	0	"Enalapril 20mg tablets (Milpharm Ltd)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"89513"	1	"Lacidipine 2mg tablets (Zentiva Pharma UK Ltd)"	"Lacidipine"	"2mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lacidipine"
"59834"	890	"Chlorothiazide 250mg/5ml oral solution"	"Chlorothiazide"	"50mg/1ml"	"Oral solution"	"Oral"	"Thiazides And Related Diuretics"	"Chlorothiazide"
"77486"	0	"Ramipril 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"50334"	1	"Enalapril 4mg/5ml oral suspension"	"Enalapril"	"800microgram/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"65227"	219	"Metoprolol 12.5mg/5ml oral solution"	"Metoprolol"	"2.5mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"18910"	12660	"Olmetec 20mg tablets (Daiichi Sankyo UK Ltd)"	"Olmesartan"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Olmesartan"
"56506"	561	"Coversyl 2mg tablets (Dowelhurst Ltd)"	"Perindopril"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"84545"	62	"Chlorothiazide 500mg/5ml oral suspension"	"Chlorothiazide"	"100mg/1ml"	"Oral suspension"	"Oral"	"Thiazides And Related Diuretics"	"Chlorothiazide"
"78341"	0	"Spironolactone 25mg tablets (NorthStar Healthcare Unlimited Company)"	"Spironolactone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"14952"	53667	"Combigan eye drops (AbbVie Ltd)"	"Timolol"	"2mg/1ml + 5mg/1ml"	"Eye drops"	"Ocular"	"Sympathomimetics (In Glaucoma)"	"Timolol"
"62325"	0	"Atenolol 25mg tablets (Waymade Healthcare Plc)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"2346"	26659	"Hytrin 5mg Tablet (Abbott Laboratories Ltd)"	"Terazosin"	"5mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Terazosin"
"17950"	338	"Spirolone 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Spironolactone"	"50mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"61177"	0	"Telmisartan 20mg tablets (Sigma Pharmaceuticals Plc)"	"Telmisartan"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Telmisartan"
"55903"	0	"Enalapril 10mg tablets (Dexcel-Pharma Ltd)"	"Enalapril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"33322"	54	"Moxonidine 200microgram tablets (Sandoz Ltd)"	"Moxonidine"	"200microgram"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Moxonidine"
"78897"	0	"Methyldopa 250mg tablets (Bristol Laboratories Ltd)"	"Methyldopa"	"250mg"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methyldopa"
"60244"	3	"Amlodipine 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"77198"	0	"Atenolol 100mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atenolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"91485"	21	"Ramipril 5mg/5ml oral solution sugar free"	"Ramipril"	"1mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"48008"	0	"Ramipril 5mg capsules (Accord-UK Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"3221"	704768	"Lacidipine 4mg tablets"	"Lacidipine"	"4mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lacidipine"
"8942"	2974	"Dibenyline 10mg capsules (Mercury Pharma Group Ltd)"	"Phenoxybenzamine"	"10mg"	"Oral capsule"	"Oral"	"Alpha-Adrenoceptor Blockers"	"Phenoxybenzamine"
"11252"	52716	"Diovan 80mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"80mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"87080"	0	"Ramipril 10mg capsules (Crescent Pharma Ltd)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"2663"	8243	"Diltiazem 240mg modified-release capsules"	"Diltiazem"	"240mg"	"Modified Release Capsules"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"30035"	2	"CHLOROTHIAZIDE 40MG /SPIRONOLACTONE 4MG POW"	"Chlorothiazide/Spironolactone"	NA	NA	NA	"Unknown"	"Chlorothiazide/Spironolactone"
"13027"	47661	"Viazem XL 240mg capsules (Thornton & Ross Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"2630"	255677	"Dixarit 25microgram tablets (Boehringer Ingelheim Ltd)"	"Clonidine"	"25microgram"	"Oral tablet"	"Oral"	"Prophylaxis Of Migraine/Oestrogens And HRT"	"Clonidine"
"67293"	188	"Half Securon SR 120mg tablets (Mawdsley-Brooks & Company Ltd)"	"Verapamil"	"120mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"36879"	2675	"Rasilez 300mg tablets (Noden Pharma DAC)"	"Aliskiren"	"300mg"	"Oral tablet"	"Oral"	"Renin Inhibitors"	"Aliskiren"
"75278"	7	"Propranolol 5mg/5ml oral suspension"	"Propranolol"	"1mg/1ml"	"Oral suspension"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"60569"	3	"Felodipine 2.5mg modified-release tablets (Waymade Healthcare Plc)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"8369"	24651	"Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)"	"Bendroflumethiazide/Propranolol"	"160mg + 5mg"	"Modified-release capsule"	"Oral"	"Unknown"	"Bendroflumethiazide/Propranolol"
