"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"period"
"4123016"	457	"7F166"	"7F16600"	"failed forceps delivery"	"64646001"	"2771951014"	32	"postnatal"
"17279018"	212	"L032"	"L032.00"	"ovarian pregnancy"	"9899009"	"17279018"	32	"unspecified"
"20191016"	341582	"L1809"	"L180900"	"gestational diabetes mellitus"	"11687002"	"20191016"	32	"unspecified"
"23994012"	435914	"L13-1"	"L13..11"	"hyperemesis gravidarum"	"14094001"	"23994012"	32	"early pregnancy"
"25847015"	439	"L167"	"L167.00"	"liver disorder in pregnancy"	"15230009"	"25847015"	32	"unspecified"
"27701016"	2510	"L21"	"L21..00"	"multiple pregnancy"	"16356006"	"27701016"	32	"unspecified"
"28371017"	134	"L162-1"	"L162.11"	"albuminuria in pregnancy without hypertension"	"16756008"	"28371017"	32	"unspecified"
"30054019"	31	"L164"	"L164.00"	"peripheral neuritis in pregnancy"	"17787002"	"30054019"	32	"unspecified"
"31406012"	40835	"L3952"	"L395200"	"low forceps delivery"	"18625004"	"31406012"	32	"postnatal"
"32948013"	37126	"L130"	"L130.00"	"mild hyperemesis gravidarum"	"19569008"	"32948013"	32	"early pregnancy"
"34290013"	10	"L28y-2"	"L28y.12"	"amniotic cyst"	"20391007"	"34290013"	32	"late pregnancy"
"35192019"	61	"L401"	"L401.00"	"puerperal salpingitis"	"20932005"	"35192019"	32	"postnatal"
"37601018"	7153	"L400"	"L400.00"	"puerperal endometritis"	"22399000"	"37601018"	32	"postnatal"
"49189012"	245	"L295"	"L295.00"	"elderly primigravida"	"29399001"	"49189012"	32	"unspecified"
"52764015"	3719	"L165"	"L165.00"	"asymptomatic bacteriuria in pregnancy"	"31563000"	"52764015"	32	"unspecified"
"57049017"	963	"L16C0"	"L16C000"	"gestational proteinuria"	"34165000"	"57049017"	32	"unspecified"
"58080013"	241639	"L03"	"L03..00"	"ectopic pregnancy"	"34801009"	"58080013"	32	"unspecified"
"59478019"	15	"L03y5"	"L03y500"	"intraligamentous pregnancy"	"35656003"	"59478019"	32	"unspecified"
"64151010"	638	"L132"	"L132.00"	"vomiting during third trimester of pregnancy"	"769087009"	"3688191014"	32	"unspecified"
"66843013"	3379	"L40"	"L40..00"	"puerperal sepsis"	"2858002"	"5835013"	32	"postnatal"
"85300010"	83	"L444"	"L444.00"	"placental polyp"	"51195001"	"85300010"	32	"late pregnancy"
"87809017"	5891	"L1815"	"L181500"	"postpartum thyroiditis"	"52772002"	"87809017"	32	"postnatal"
"88494011"	13	"K181-1"	"K181.11"	"postobstetric urethral stricture"	"53212003"	"88494011"	32	"unspecified"
"90065014"	70	"4444-1"	"4444.11"	"human placental lactogen"	"997131000000103"	"2569161000000112"	34	"late pregnancy"
"97258010"	229804	"13H7"	"13H7.00"	"unwanted pregnancy"	"58532003"	"97258010"	17	"unspecified"
"98935017"	3109	"L280"	"L280.00"	"oligohydramnios"	"59566000"	"98935017"	32	"late pregnancy"
"101047019"	118	"L212"	"L212.00"	"quadruplet pregnancy"	"60810003"	"101047019"	32	"unspecified"
"106809012"	2011	"L211"	"L211.00"	"triplet pregnancy"	"64254006"	"106809012"	32	"unspecified"
"108265019"	62853	"L210"	"L210.00"	"twin pregnancy"	"65147003"	"108265019"	32	"unspecified"
"111839012"	338	"Q486"	"Q486.00"	"fetal death due to termination of pregnancy"	"67313008"	"111839012"	32	"unspecified"
"115533013"	8	"L03y4"	"L03y400"	"mural pregnancy"	"69532007"	"115533013"	32	"unspecified"
"116468018"	637	"L267A"	"L267A00"	"placenta accreta"	"70129008"	"116468018"	32	"late pregnancy"
"131553011"	76	"L03y0"	"L03y000"	"cervical pregnancy"	"79290002"	"131553011"	32	"unspecified"
"132037019"	8236	"L031"	"L031.00"	"tubal pregnancy"	"79586000"	"132037019"	32	"unspecified"
"137128014"	574	"L030"	"L030.00"	"abdominal pregnancy"	"82661006"	"137128014"	32	"unspecified"
"139302011"	35	"L391"	"L391.00"	"obstetric shock"	"84007008"	"139302011"	32	"unspecified"
"142732017"	1089	"L169"	"L169.00"	"herpes gestationis"	"86081009"	"142732017"	32	"unspecified"
"142942011"	6184	"L270"	"L270.00"	"polyhydramnios"	"86203003"	"142942011"	32	"late pregnancy"
"145245010"	352	"L03y1"	"L03y100"	"cornual pregnancy"	"87605005"	"145245010"	32	"unspecified"
"146176016"	15	"L402"	"L402.00"	"puerperal peritonitis"	"88178009"	"146176016"	32	"postnatal"
"147395012"	1205	"L168"	"L168.00"	"fatigue during pregnancy"	"88895004"	"147395012"	32	"unspecified"
"155468010"	36	"B42"	"B42..00"	"primary malignant neoplasm of placenta"	"721567004"	"3325477011"	32	"late pregnancy"
"166282017"	5473	"ESCTMU3"	NA	"multigravida"	"102876002"	"166282017"	27	"unspecified"
"197232014"	8661	"L116"	"L116.00"	"placenta praevia"	"36813001"	"197232014"	32	"late pregnancy"
"216235014"	4320	"8I3G"	"8I3G.00"	"edinburgh postnatal depression scale declined"	"720834000"	"3322230012"	32	"postnatal"
"216236010"	101	"8I3F"	"8I3F.00"	"edinburgh postnatal depression scale at 8 months declined"	"449413009"	"2902068015"	32	"postnatal"
"216241019"	191518	"62Y"	"62Y..00"	"routine antenatal care"	"134435003"	"216241019"	16	"early pregnancy"
"216650011"	42881	"62a"	"62a..00"	"pregnancy review"	"135881001"	"216650011"	16	"unspecified"
"216651010"	2063	"62a-1"	"62a..11"	"review of pregnancy"	"135881001"	"216651010"	16	"unspecified"
"216662010"	37201	"679E"	"679E.00"	"antenatal education"	"135892000"	"216662010"	17	"early pregnancy"
"251068010"	330	"13SZ"	"13SZ.00"	"pregnancy benefit nos"	"270471004"	"405076011"	17	"unspecified"
"251998017"	1068649	"1514-2"	"1514.12"	"estimated date of delivery"	"161714006"	"251998017"	27	"postnatal"
"254690010"	316095	"27"	"27...00"	"obstetric examination"	"163497009"	"254690010"	16	"unspecified"
"254691014"	7293	"271-2"	"271..12"	"o/e - uterus size - obstetric"	"163498004"	"254691014"	16	"unspecified"
"254692019"	1380367	"271-1"	"271..11"	"o/e - fundus size - obstetric"	"163498004"	"254692019"	16	"unspecified"
"254800019"	8729	"27Z"	"27Z..00"	"obstetric examination nos"	"163497009"	"254690010"	16	"unspecified"
"256393018"	493	"3188"	"3188.00"	"placental localisation"	"164817009"	"256393018"	41	"late pregnancy"
"258621014"	17	"44430"	"4443000"	"human placental lactogen level normal"	"166427008"	"258621014"	34	"late pregnancy"
"258622019"	13	"44431"	"4443100"	"hpl - human placental lactogen abnormal"	"166428003"	"258622019"	34	"late pregnancy"
"258632014"	36	"4445"	"4445.00"	"placental function test"	"166430001"	"258632014"	34	"late pregnancy"
"258633016"	254	"44450"	"4445000"	"placental function test normal"	"166431002"	"258633016"	34	"late pregnancy"
"258634010"	28	"44451"	"4445100"	"placental function test abnormal"	"166432009"	"258634010"	34	"late pregnancy"
"258638013"	153	"4452"	"4452.00"	"serum pregnancy test equivocal"	"166436007"	"258638013"	34	"unspecified"
"258639017"	6192	"4453"	"4453.00"	"serum pregnancy test positive"	"166437003"	"258639017"	34	"early pregnancy"
"259782016"	621886	"4654"	"4654.00"	"urine pregnancy test positive"	"167256004"	"259782016"	34	"early pregnancy"
"261070016"	1267	"4H"	"4H...00"	"amniotic fluid examination"	"168083008"	"261070016"	20	"late pregnancy"
"261071017"	74	"4H1"	"4H1..00"	"amniotic fluid exam. - general"	"168083008"	"261070016"	20	"late pregnancy"
"261073019"	237	"4H12"	"4H12.00"	"amniotic fluid normal"	"289298002"	"429155015"	20	"late pregnancy"
"261075014"	7	"4H1Z"	"4H1Z.00"	"amniotic fluid exam. gen. nos"	"168083008"	"261070016"	20	"late pregnancy"
"261076010"	1877	"4H2"	"4H2..00"	"amniotic fluid appearance"	"168089007"	"261076010"	20	"late pregnancy"
"261077018"	33	"4H21"	"4H21.00"	"amniotic fluid - clear"	"168090003"	"261077018"	20	"late pregnancy"
"261079015"	1390	"4H23"	"4H23.00"	"amniotic fluid -meconium stain"	"168092006"	"261079015"	20	"late pregnancy"
"261080017"	9	"4H2Z"	"4H2Z.00"	"amniotic fluid appearance nos"	"104513009"	"168473018"	20	"late pregnancy"
"261081018"	8	"4H3"	"4H3..00"	"amniotic fluid microscopy"	"168094007"	"261081018"	20	"late pregnancy"
"261082013"	4	"4H31"	"4H31.00"	"amniotic fluid microscopy -nad"	"168095008"	"261082013"	20	"late pregnancy"
"261083015"	36	"4H32"	"4H32.00"	"abnormal amniotic fluid microscopy"	"168096009"	"2693083015"	20	"late pregnancy"
"261084014"	9	"4H33"	"4H33.00"	"amniotic fluid cell content ok"	"168097000"	"261084014"	20	"late pregnancy"
"261085010"	8	"4H3Z"	"4H3Z.00"	"amniotic fluid microscopy nos"	"168094007"	"261081018"	20	"late pregnancy"
"261087019"	7	"4H4"	"4H4..00"	"amniotic fluid chemistry"	"168099002"	"261087019"	20	"late pregnancy"
"261088012"	5	"4H41"	"4H41.00"	"amniotic fluid chemistry: nad"	"168100005"	"261088012"	20	"late pregnancy"
"261089016"	1	"4H42"	"4H42.00"	"abnormal amniotic fluid chemistry"	"168101009"	"2692438015"	20	"late pregnancy"
"261094016"	5	"4H44"	"4H44.00"	"amniotic fluid palmitic acid"	"1029851000000106"	"2599071000000118"	20	"late pregnancy"
"261096019"	6	"4H4Z"	"4H4Z.00"	"amniotic fluid chemistry nos"	"168099002"	"261086011"	20	"late pregnancy"
"261097011"	3309	"4H51"	"4H51.00"	"amniotic fluid afp normal"	"168107008"	"261097011"	20	"late pregnancy"
"261098018"	4	"4H52"	"4H52.00"	"amniotic fluid afp equivocal"	"168108003"	"261098018"	20	"late pregnancy"
"261099014"	159	"4H53"	"4H53.00"	"amniotic fluid afp abnormal"	"168109006"	"261099014"	20	"late pregnancy"
"261100018"	52	"4H5Z"	"4H5Z.00"	"amniotic fluid afp nos"	"27220002"	"45511017"	32	"late pregnancy"
"261102014"	28	"4H61"	"4H61.00"	"nitrazine yellow test for detection of rupture of amniotic membrane positive"	"441849003"	"2817969013"	20	"late pregnancy"
"261103016"	95	"4H62"	"4H62.00"	"nitrazine yellow test for detection of rupture of amniotic membrane negative"	"441727001"	"2817184015"	20	"late pregnancy"
"261104010"	6	"4H6Z"	"4H6Z.00"	"measurement of ph in vaginal fluid specimen using nitrazine yellow for detection of rupture of amniotic membrane"	"442339009"	"2819425018"	20	"late pregnancy"
"261105011"	29	"4H7"	"4H7..00"	"amniotic fetal cell study"	"168115006"	"261105011"	20	"late pregnancy"
"261106012"	38	"4H71"	"4H71.00"	"amniotic fetal cell study: nad"	"168116007"	"261106012"	20	"late pregnancy"
"261107015"	32	"4H72"	"4H72.00"	"amniotic fetal cell abnormal"	"168117003"	"261107015"	20	"late pregnancy"
"261108013"	64	"4H73"	"4H73.00"	"trisomy 21 in amniotic foetal cell"	"168118008"	"2816402015"	20	"late pregnancy"
"261109017"	7	"4H7Z"	"4H7Z.00"	"amniotic fetal cell study nos"	"168115006"	"261105011"	20	"late pregnancy"
"261110010"	48	"4HZ"	"4HZ..00"	"amniotic fluid exam. nos"	"168083008"	"261070016"	20	"late pregnancy"
"262004014"	39557	"539"	"539..00"	"abdominal obstetric x-ray"	"168759005"	"262004014"	41	"unspecified"
"262005010"	633	"5391"	"5391.00"	"obstetric x-ray - fetus"	"168760000"	"262005010"	41	"unspecified"
"262007019"	42	"539Z"	"539Z.00"	"abdominal obstetric x-ray nos"	"168759005"	"262004014"	41	"unspecified"
"262180017"	5	"54I5"	"54I5.00"	"placental vasography"	"168882002"	"262180017"	41	"late pregnancy"
"262667016"	117470	"584A"	"584A.00"	"dating obstetric ultrasound scan"	"866481000000104"	"2239591000000114"	41	"unspecified"
"262670017"	9736	"584C"	"584C.00"	"antenatal ultrasound result received"	"169231003"	"262670017"	41	"early pregnancy"
"262993014"	501	"615C-1"	"615C.11"	"pregnant, iud failure"	"169488004"	"262993014"	17	"early pregnancy"
"262994015"	1652	"615C"	"615C.00"	"iud failure - pregnant"	"169488004"	"262994015"	17	"early pregnancy"
"263013015"	303	"6166"	"6166.00"	"pregnant, diaphragm failure"	"169501005"	"263013015"	17	"early pregnancy"
"263026016"	5926	"6174"	"6174.00"	"pregnant, sheath failure"	"169508004"	"263026016"	17	"early pregnancy"
"263100011"	86712	"6211"	"6211.00"	"pregnant - urine test confirms"	"169560008"	"263100011"	16	"early pregnancy"
"263101010"	1355	"6212"	"6212.00"	"pregnant - blood test confirms"	"169561007"	"263101010"	16	"early pregnancy"
"263102015"	1967	"6213"	"6213.00"	"pregnant - v.e. confirms"	"169562000"	"263102015"	16	"early pregnancy"
"263103013"	9292	"6214"	"6214.00"	"pregnant - on history"	"169563005"	"263103013"	16	"early pregnancy"
"263104019"	40869	"6215"	"6215.00"	"pregnant - on abdominal palpation"	"169564004"	"2668577016"	16	"early pregnancy"
"263105018"	83013	"6216"	"6216.00"	"pregnant - planned"	"169565003"	"263105018"	16	"early pregnancy"
"263107014"	31432	"6217"	"6217.00"	"pregnant - unplanned - wanted"	"169566002"	"263107014"	16	"early pregnancy"
"263108016"	47900	"6218"	"6218.00"	"pregnant -unplanned-not wanted"	"169567006"	"263108016"	16	"early pregnancy"
"263109012"	6660	"621A"	"621A.00"	"unplanned pregnancy unknown if child is wanted"	"169568001"	"2792420017"	16	"unspecified"
"263110019"	2281	"621B"	"621B.00"	"questionable if pregnancy was planned"	"169569009"	"2791036011"	16	"unspecified"
"263112010"	210269	"621Z"	"621Z.00"	"patient pregnant nos"	"77386006"	"191073013"	16	"early pregnancy"
"263113017"	57672	"622"	"622..00"	"antenatal care categorised by gravida number"	"169572002"	"2668610018"	16	"early pregnancy"
"263114011"	160030	"6221"	"6221.00"	"antenatal care: primigravida"	"169573007"	"263114011"	16	"early pregnancy"
"263115012"	118103	"6222"	"6222.00"	"antenatal care: 2nd pregnancy"	"169574001"	"263115012"	16	"early pregnancy"
"263116013"	58116	"6223"	"6223.00"	"antenatal care: 3rd pregnancy"	"169575000"	"263116013"	16	"early pregnancy"
"263117016"	56426	"6224"	"6224.00"	"antenatal care: multip"	"169576004"	"263117016"	16	"early pregnancy"
"263118014"	45500	"622Z"	"622Z.00"	"antenatal care: gravida nos"	"161732006"	"252019012"	16	"early pregnancy"
"263122016"	1080	"6233"	"6233.00"	"antenatal care: grand multiparity"	"169581008"	"2668619017"	16	"early pregnancy"
"263127010"	3080	"623Z"	"623Z.00"	"a/n care: obstetric risk nos"	"169578003"	"263119018"	16	"unspecified"
"263128017"	775	"624"	"624..00"	"a/n care: precious pregnancy"	"169587007"	"263128017"	16	"unspecified"
"263157018"	35024	"62A1"	"62A1.00"	"antenatal care from general practitioner"	"169614002"	"2668538019"	16	"early pregnancy"
"263166019"	30212	"62B1"	"62B1.00"	"delivery: no place booked"	"169620001"	"263166019"	16	"postnatal"
"263167011"	11397	"62B2"	"62B2.00"	"home delivery booked"	"169621002"	"263167011"	16	"postnatal"
"263170010"	241	"62B5"	"62B5.00"	"private home delivery booking"	"169624005"	"263170010"	16	"postnatal"
"263171014"	745	"62B6"	"62B6.00"	"delivery booking place changed"	"169625006"	"263171014"	16	"postnatal"
"263173012"	14325	"62BZ"	"62BZ.00"	"delivery place booked"	"271402002"	"406173012"	16	"postnatal"
"263175017"	694	"62C1"	"62C1.00"	"short stay delivery booking"	"169629000"	"263175017"	16	"postnatal"
"263176016"	109	"62C2"	"62C2.00"	"full stay delivery booking"	"169630005"	"263176016"	16	"postnatal"
"263177013"	961	"62CZ"	"62CZ.00"	"delivery booking - length of stay"	"169628008"	"263174018"	16	"postnatal"
"263197015"	9112	"62F"	"62F..00"	"antenatal amniocentesis"	"169646002"	"263197015"	16	"early pregnancy"
"263207016"	360	"62FZ"	"62FZ.00"	"antenatal amniocentesis nos"	"169646002"	"263197015"	16	"early pregnancy"
"263209018"	601	"62G1"	"62G1.00"	"obstetric ultrasonography not offered"	"169657007"	"263208014"	16	"unspecified"
"263214019"	22725	"62G6"	"62G6.00"	"antenatal ultrasound scan normal and appropriate for dates"	"169663003"	"2668351011"	16	"early pregnancy"
"263220018"	23367	"62GC"	"62GC.00"	"antenatal ultrasound scan at 9-16 weeks"	"169669004"	"263220018"	16	"16"
"263221019"	16291	"62GD"	"62GD.00"	"antenatal ultrasound scan at 17-22 weeks"	"169670003"	"263221019"	16	"22"
"263223016"	9801	"62GZ"	"62GZ.00"	"antenatal ultrasound scan nos"	"241491007"	"361606012"	41	"early pregnancy"
"263286010"	353615	"62NZ"	"62NZ.00"	"antenatal examination nos"	"18114009"	"478490010"	16	"early pregnancy"
"263314017"	17579	"62OZ"	"62OZ.00"	"antenatal data"	"268469004"	"401466012"	16	"early pregnancy"
"263336019"	5710	"62Q"	"62Q..00"	"postnatal care provider"	"169754006"	"263336019"	16	"postnatal"
"263344019"	43362	"62R-1"	"62R..11"	"postnatal visit"	"169762003"	"263344019"	16	"postnatal"
"263358017"	171480	"62RZ"	"62RZ.00"	"postnatal visit nos"	"169762003"	"263344019"	16	"postnatal"
"263365013"	2166	"62S1"	"62S1.00"	"maternal postnatal examination not offered"	"243831005"	"364665010"	16	"postnatal"
"263366014"	62387	"62S2"	"62S2.00"	"maternal postnatal examination offered"	"243831005"	"364665010"	16	"postnatal"
"263368010"	11408	"62S4"	"62S4.00"	"maternal postnatal examination not attended"	"443788002"	"2841279018"	16	"postnatal"
"263369019"	552881	"62S5"	"62S5.00"	"maternal postnatal examination done"	"444136005"	"2841823010"	16	"postnatal"
"263370018"	10950	"62S6"	"62S6.00"	"postnatal examination minor problem found"	"169783009"	"263370018"	16	"postnatal"
"263371019"	177644	"62S7"	"62S7.00"	"postnatal examination normal"	"169784003"	"263371019"	16	"postnatal"
"263403019"	28800	"62Z"	"62Z..00"	"obstetric procedure"	"386637004"	"1480779015"	16	"unspecified"
"263422011"	2737	"6322"	"6322.00"	"2nd stage of labour length"	"169822006"	"263422011"	16	"postnatal"
"263425013"	4186	"632Z"	"632Z.00"	"length of labour nos"	"289248003"	"429093010"	16	"postnatal"
"263444018"	15225	"633Z"	"633Z.00"	"finding of outcome of delivery"	"364738009"	"2767578010"	16	"postnatal"
"263590011"	73710	"63D"	"63D..00"	"placental details"	"169952004"	"263590011"	16	"late pregnancy"
"263593013"	28650	"63D2"	"63D2.00"	"placenta normal o/e"	"169954003"	"263593013"	16	"late pregnancy"
"263597014"	461	"63D5"	"63D5.00"	"placental abnormality"	"169957005"	"263597014"	16	"late pregnancy"
"263598016"	915	"63D6"	"63D6.00"	"placenta incomplete"	"169958000"	"263598016"	16	"late pregnancy"
"263599012"	234	"63DZ"	"63DZ.00"	"placental details nos"	"169952004"	"263589019"	16	"late pregnancy"
"263600010"	19061	"63E"	"63E..00"	"labour details"	"169960003"	"263600010"	16	"postnatal"
"265091015"	126850	"67A2"	"67A2.00"	"diet in pregnancy advice"	"171054004"	"265091015"	17	"unspecified"
"265092010"	94314	"67A3"	"67A3.00"	"pregnancy smoking advice"	"171055003"	"265092010"	17	"unspecified"
"265093017"	56562	"67A4"	"67A4.00"	"pregnancy exercise advice"	"171056002"	"265093017"	17	"unspecified"
"265094011"	88009	"67A5"	"67A5.00"	"pregnancy alcohol education"	"171057006"	"2575655011"	17	"unspecified"
"265095012"	60580	"67A6"	"67A6.00"	"drugs in pregnancy advice"	"171058001"	"265095012"	17	"unspecified"
"265096013"	17236	"67A7"	"67A7.00"	"pregnancy dental advice"	"171059009"	"265096013"	17	"unspecified"
"265105016"	15576	"67C"	"67C..00"	"postnatal support group"	"171067001"	"265105016"	17	"postnatal"
"266911012"	222	"72411"	"7241100"	"amniotic graft to conjunctiva"	"172390002"	"266911012"	32	"late pregnancy"
"273784010"	932	"7E083"	"7E08300"	"therapeutic termination of pregnancy procedure"	"386641000"	"2967096014"	32	"unspecified"
"273916010"	1761	"7E131"	"7E13100"	"excision of ectopic ovarian pregnancy"	"176928008"	"273916010"	32	"unspecified"
"273917018"	7464	"7E133"	"7E13300"	"excision of ruptured ectopic tubal pregnancy"	"176929000"	"273917018"	32	"unspecified"
"274215013"	7	"7F05"	"7F05.00"	"operation on amniotic cavity"	"236951003"	"2669215012"	32	"late pregnancy"
"274221012"	177	"7F054"	"7F05400"	"biopsy of placenta nec"	"302381002"	"444040015"	32	"late pregnancy"
"274222017"	3	"7F05y"	"7F05y00"	"other specified other operation on amniotic cavity"	"236951003"	"2669215012"	32	"late pregnancy"
"274223010"	2	"7F05z"	"7F05z00"	"other operation on amniotic cavity nos"	"236951003"	"2669215012"	32	"late pregnancy"
"274241019"	15	"7F1-1"	"7F1..11"	"labour operations"	"177128002"	"274241019"	32	"postnatal"
"274248013"	6193	"7F10"	"7F10.00"	"surgical induction of labour"	"177129005"	"274248013"	32	"postnatal"
"274253015"	675	"7F10y"	"7F10y00"	"other specified surgical induction of labour"	"177129005"	"274248013"	32	"postnatal"
"274262018"	38574	"7F11"	"7F11.00"	"induction of labour"	"236958009"	"355158010"	32	"postnatal"
"274264017"	2582	"7F110"	"7F11000"	"oxytocic induction of labour"	"177135005"	"274264017"	32	"postnatal"
"274272015"	240	"7F11y"	"7F11y00"	"other specified other induction of labour"	"236958009"	"355158010"	32	"postnatal"
"274279012"	4708	"7F11z"	"7F11z00"	"other induction of labour nos"	"236958009"	"355158010"	32	"postnatal"
"274286016"	891	"7F12y"	"7F12y00"	"other specified elective caesarean delivery"	"177141003"	"2154381019"	32	"postnatal"
"274289011"	27234	"7F12z"	"7F12z00"	"elective caesarean delivery nos"	"177141003"	"2154381019"	32	"postnatal"
"274293017"	565	"7F130"	"7F13000"	"upper uterine segment caesarean delivery nec"	"84195007"	"139629010"	32	"postnatal"
"274297016"	596	"7F13y"	"7F13y00"	"other specified other caesarean delivery"	"11466000"	"19835017"	32	"postnatal"
"274298014"	8077	"7F13z"	"7F13z00"	"other caesarean delivery nos"	"11466000"	"19835017"	32	"postnatal"
"274302018"	38	"7F140"	"7F14000"	"breech extraction delivery with version"	"177152009"	"274302018"	32	"postnatal"
"274304017"	94	"7F14y"	"7F14y00"	"other specified breech extraction delivery"	"417121007"	"2549672017"	32	"postnatal"
"274305016"	701	"7F14z"	"7F14z00"	"breech extraction delivery nos"	"417121007"	"2549672017"	32	"postnatal"
"274306015"	1144	"7F15"	"7F15.00"	"other breech delivery"	"237311001"	"355670013"	32	"postnatal"
"274307012"	1535	"Ly1"	"Ly1..00"	"spontaneous breech delivery"	"177157003"	"274307012"	32	"postnatal"
"274308019"	3948	"L222-1"	"L222.11"	"assisted breech delivery"	"177158008"	"274308019"	32	"postnatal"
"274309010"	161	"7F15y"	"7F15y00"	"other specified other breech delivery"	"237311001"	"355670013"	32	"postnatal"
"274310017"	328	"7F15z"	"7F15z00"	"other breech delivery nos"	"237311001"	"355670013"	32	"postnatal"
"274311018"	87721	"7F16"	"7F16.00"	"forceps cephalic delivery"	"177161009"	"274311018"	32	"postnatal"
"274312013"	334	"7F160"	"7F16000"	"high forceps cephalic delivery with rotation"	"177162002"	"274312013"	32	"postnatal"
"274313015"	500	"7F161"	"7F16100"	"high forceps cephalic delivery nec"	"236975003"	"355186019"	32	"postnatal"
"274318012"	44	"7F167"	"7F16700"	"barton forceps cephalic delivery with rotation"	"177167008"	"274318012"	32	"postnatal"
"274319016"	8	"7F168"	"7F16800"	"dehee forceps cephalic delivery with rotation"	"177168003"	"274319016"	32	"postnatal"
"274321014"	7	"7F16B"	"7F16B00"	"piper forceps delivery"	"177170007"	"274321014"	32	"postnatal"
"274322019"	806	"7F16y"	"7F16y00"	"other specified forceps cephalic delivery"	"177161009"	"274311018"	32	"postnatal"
"274323012"	17913	"7F16z"	"7F16z00"	"forceps cephalic delivery nos"	"177161009"	"274311018"	32	"postnatal"
"274324018"	41	"7F170"	"7F17000"	"high vacuum delivery"	"177173009"	"274324018"	32	"postnatal"
"274325017"	633	"7F171"	"7F17100"	"low vacuum delivery"	"177174003"	"274325017"	32	"postnatal"
"274326016"	62	"7F172"	"7F17200"	"vacuum delivery before full dilation of cervix"	"177175002"	"274326016"	32	"postnatal"
"274327013"	23	"7F173"	"7F17300"	"trial of vacuum delivery"	"177176001"	"274327013"	32	"postnatal"
"274328015"	338	"7F17y"	"7F17y00"	"other specified vacuum delivery"	"61586001"	"102327018"	32	"postnatal"
"274329011"	5955	"7F17z"	"7F17z00"	"vacuum delivery nos"	"61586001"	"102327018"	32	"postnatal"
"274336012"	3858267	"7F19"	"7F19.00"	"normal delivery"	"177184002"	"274336012"	32	"postnatal"
"274338013"	8270	"7F191"	"7F19100"	"water birth delivery"	"177185001"	"274338013"	32	"postnatal"
"274339017"	20872	"7F19y"	"7F19y00"	"other specified normal delivery"	"177184002"	"274335011"	32	"postnatal"
"274340015"	380687	"7F19z"	"7F19z00"	"normal delivery procedure"	"177184002"	"274335011"	32	"postnatal"
"274341016"	18043	"7F1A"	"7F1A.00"	"delivery procedure"	"236973005"	"355184016"	32	"postnatal"
"274343018"	176	"7F1A4"	"7F1A400"	"trial of labour nec"	"386637004"	"1480779015"	16	"postnatal"
"274344012"	372	"7F1Ay"	"7F1Ay00"	"other specified other method of delivery"	"236973005"	"355184016"	32	"postnatal"
"274345013"	460	"7F1Az"	"7F1Az00"	"other method of delivery nos"	"236973005"	"355184016"	32	"postnatal"
"274346014"	194	"7F1B"	"7F1B.00"	"operation to facilitate delivery"	"236991000"	"355220017"	32	"postnatal"
"274349019"	20	"7F1By"	"7F1By00"	"other specified other operation to facilitate delivery"	"236991000"	"355220017"	32	"postnatal"
"274350019"	38	"7F1Bz"	"7F1Bz00"	"other operation to facilitate delivery nos"	"236991000"	"355220017"	32	"postnatal"
"274351015"	411	"7F1y"	"7F1y.00"	"other specified induction or delivery operations"	"177128002"	"274241019"	32	"postnatal"
"274352010"	642	"7F1z"	"7F1z.00"	"induction and delivery operations nos"	"177128002"	"274241019"	32	"postnatal"
"274353017"	39	"7F24"	"7F24.00"	"other obstetric operations"	"386638009"	"1480780017"	32	"unspecified"
"274358014"	12159	"7F210"	"7F21000"	"manual removal of placenta from delivered uterus"	"177204008"	"274358014"	32	"late pregnancy"
"274368016"	1938	"7F225"	"7F22500"	"normal delivery of placenta"	"177212000"	"274368016"	32	"late pregnancy"
"274379014"	1611	"7F23"	"7F23.00"	"immediate repair of obstetric laceration"	"177217006"	"274379014"	32	"unspecified"
"274380012"	497	"7F23-2"	"7F23.12"	"immediate suture of obstetric laceration"	"177217006"	"274380012"	32	"unspecified"
"274381011"	659	"7F23-1"	"7F23.11"	"immediate repair of obstetric tear"	"177217006"	"274381011"	32	"unspecified"
"274385019"	83	"7F233"	"7F23300"	"immediate repair of minor obstetric laceration"	"177221004"	"274385019"	32	"unspecified"
"274389013"	34	"7F23y"	"7F23y00"	"other specified immediate repair of obstetric laceration"	"177217006"	"274379014"	32	"unspecified"
"274390016"	158	"7F23z"	"7F23z00"	"immediate repair of obstetric laceration nos"	"177217006"	"274379014"	32	"unspecified"
"274395014"	577	"7F240"	"7F24000"	"secondary repair of obstetric laceration"	"177227000"	"274395014"	32	"unspecified"
"274396010"	29	"7F241"	"7F24100"	"obstetric uterine tamponade"	"177228005"	"274396010"	32	"unspecified"
"274398011"	19	"7F24y"	"7F24y00"	"other specified other obstetric operation"	"386638009"	"1480780017"	32	"unspecified"
"274399015"	14	"7F24z"	"7F24z00"	"other obstetric operation nos"	"386638009"	"1480780017"	32	"unspecified"
"274410018"	1307	"7F25y"	"7F25y00"	"other specified obstetric monitoring"	"265642006"	"394491013"	32	"unspecified"
"274411019"	11330	"7F25z"	"7F25z00"	"obstetric monitoring nos"	"265642006"	"394491013"	32	"unspecified"
