"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"period"
"404591000006113"	6	"Lyu73"	"Lyu7300"	"[x]other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"391101000000108"	"935611000000116"	32	"postnatal"
"404831000006112"	35	"Eu53y"	"Eu53y00"	"[x]other mental and behavioural disorders associated with the puerperium, not elsewhere classified"	"199260001"	"306152013"	32	"postnatal"
"404991000006115"	1	"Lyu4E"	"Lyu4E00"	"[x]oth pulmonary complicatns/anaesthesia during lab+delivery"	"200046004"	"307425017"	5	"postnatal"
"405071000006116"	5	"Lyu74"	"Lyu7400"	"[x]oth spcf dis+conditns complicat preg,childbirth+puerperum"	"173300003"	"268308014"	32	"postnatal"
"407661000006111"	129	"Lyu0A"	"Lyu0A00"	"[x]other complications follow abortn+ectopic+molar pregnancy"	"609446006"	"2966795013"	32	"unspecified"
"407691000006115"	11	"Lyu4G"	"Lyu4G00"	"[x]other complications of anaesthesia during labour+delivery"	"200046004"	"307425017"	5	"postnatal"
"411731000006117"	435	"Lyu2"	"Lyu2.00"	"[x]other maternal disorders predominantly related to pregnancy"	"173300003"	"268308014"	32	"unspecified"
"417241000006112"	7	"Lyu71"	"Lyu7100"	"viral disease in mother complicating pregnancy, childbirth and/or puerperium"	"31516002"	"52684014"	32	"postnatal"
"417371000006113"	15	"Lyu68"	"Lyu6800"	"[x]other+unspcf disorders/breast associated with childbirth"	"237353000"	"355732019"	32	"postnatal"
"417401000006111"	14	"Lyu24"	"Lyu2400"	"[x]other+unspcf genitourinary tract infection in pregnancy"	"267204006"	"2470152015"	32	"unspecified"
"423131000006113"	14823	"Eu530-1"	"Eu53011"	"[x]postnatal depression nos"	"58703003"	"97552012"	32	"postnatal"
"423141000006115"	1739	"Eu530-2"	"Eu53012"	"[x]postpartum depression nos"	"58703003"	"97552012"	32	"postnatal"
"423241000006112"	114	"Lyu0"	"Lyu0.00"	"[x]pregnancy with abortive outcome"	"363681007"	"484990015"	32	"unspecified"
"424281000006115"	4484	"Eu531-1"	"Eu53111"	"[x]puerperal psychosis nos"	"199260001"	"306152013"	32	"postnatal"
"426581000006113"	1416	"Eu531"	"Eu53100"	"[x]severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"	"199260001"	"306152013"	32	"postnatal"
"433721000006113"	2769	"6321"	"6321.00"	"1st stage of labour length"	"169821004"	"263418018"	16	"postnatal"
"434751000006118"	3144	"6323"	"6323.00"	"duration of third stage of labour"	"169823001"	"263423018"	16	"postnatal"
"435421000006116"	40142	"62N2"	"62N2.00"	"antenatal 12 weeks examination"	"169712008"	"263269016"	16	"12"
"435441000006111"	83655	"62N4"	"62N4.00"	"antenatal 20 week examination"	"169714009"	"263272011"	16	"20"
"435451000006113"	161737	"62N5"	"62N5.00"	"antenatal 24 week examination"	"169715005"	"263273018"	16	"24"
"435461000006110"	177382	"62N6"	"62N6.00"	"antenatal 28 week examination"	"169716006"	"263274012"	16	"28"
"435471000006115"	107885	"62N7"	"62N7.00"	"antenatal 30 week examination"	"169717002"	"263275013"	16	"30"
"435481000006117"	129703	"62N8"	"62N8.00"	"antenatal 32 week examination"	"169718007"	"263276014"	16	"32"
"435491000006119"	151577	"62N9"	"62N9.00"	"antenatal 34 week examination"	"169719004"	"263277017"	16	"34"
"435501000006110"	51294	"62NA"	"62NA.00"	"antenatal 35 week examination"	"169720005"	"263278010"	16	"35"
"435511000006113"	133742	"62NB"	"62NB.00"	"antenatal 36 week examination"	"169721009"	"263279019"	16	"36"
"435521000006117"	86723	"62NC"	"62NC.00"	"antenatal 37 week examination"	"169722002"	"263280016"	16	"37"
"435531000006119"	138785	"62ND"	"62ND.00"	"antenatal 38 week examination"	"169723007"	"263281017"	16	"38"
"435541000006112"	81603	"62NE"	"62NE.00"	"antenatal 39 week examination"	"169724001"	"263282012"	16	"39"
"435551000006114"	63028	"62NF"	"62NF.00"	"antenatal 40 week examination"	"169725000"	"263283019"	16	"40"
"435561000006111"	8010	"62NG"	"62NG.00"	"antenatal 41 week examination"	"169726004"	"263284013"	16	"41"
"435681000006119"	51953	"62L2"	"62L2.00"	"antenatal blood group screening done"	"169705004"	"263262013"	16	"early pregnancy"
"435701000006116"	654724	"62N1"	"62N1.00"	"antenatal booking examination"	"169711001"	"263268012"	16	"early pregnancy"
"435871000006118"	135771	"623"	"623..00"	"a/n care: obstetric risk"	"169578003"	"263119018"	16	"unspecified"
"436031000006118"	50216	"62H"	"62H..00"	"antenatal rhesus antibody screening"	"169673001"	"263224010"	16	"early pregnancy"
"436061000006110"	4919	"62H2"	"62H2.00"	"antenatal rhesus screening offered"	"1104721000000109"	"2765261000000116"	16	"early pregnancy"
"436081000006117"	10167	"62M2"	"62M2.00"	"antenatal sickle cell screening done"	"169709005"	"263266011"	16	"early pregnancy"
"436151000006112"	3220	"62G9"	"62G9.00"	"antenatal ultrasound scan for possible abnormality"	"425551008"	"2674299016"	16	"early pregnancy"
"437251000006118"	49	"L2A1"	"L2A1.00"	"abnormal biochemical finding on antenatal screening of mother"	"199734003"	"306899015"	32	"early pregnancy"
"437261000006116"	314	"L2A5"	"L2A5.00"	"abnormal chromosomal and genetic finding on antenatal screening of mother"	"199738000"	"306903010"	32	"early pregnancy"
"437271000006111"	4	"L2A2"	"L2A2.00"	"abnormal cytological finding on antenatal screening of mother"	"199735002"	"306900013"	32	"early pregnancy"
"437301000006113"	64	"L2AX"	"L2AX.00"	"abnormal finding on antenatal screening of mother"	"199732004"	"306896010"	27	"early pregnancy"
"437321000006115"	72	"L31"	"L31..00"	"abnormality of forces of labour"	"35882009"	"486299011"	32	"postnatal"
"437331000006117"	1224	"L188"	"L188.00"	"abnormal glucose tolerance test during pregnancy, childbirth and the puerperium"	"372046001"	"1210624012"	32	"postnatal"
"437361000006114"	135	"L1881"	"L188100"	"abnormal glucose tolerance test during pregnancy - baby delivered"	"372055003"	"1210633014"	32	"unspecified"
"437371000006119"	555	"L1883"	"L188300"	"abnormal glucose tolerance test during pregnancy - baby not yet delivered"	"372054004"	"1210632016"	32	"unspecified"
"437381000006116"	48	"L188z"	"L188z00"	"abnormal gtt in pregnancy/childbirth/puerperium nos"	"372046001"	"1210624012"	32	"postnatal"
"437391000006118"	41	"L1882"	"L188200"	"abnormal glucose tolerance test in the puerperium - baby delivered during current episode of care"	"372051007"	"1210629019"	32	"postnatal"
"437401000006116"	16	"L1884"	"L188400"	"abnormal glucose tolerance test in the puerperium - baby delivered during previous episode of care"	"372050008"	"1210628010"	32	"postnatal"
"437411000006118"	58	"L2A0"	"L2A0.00"	"abnormal haematologic finding on antenatal screening of mother"	"199733009"	"306897018"	32	"early pregnancy"
"437521000006113"	22	"L2A4"	"L2A4.00"	"abnormal radiological finding on antenatal screening of mother"	"199737005"	"306902017"	32	"early pregnancy"
"437691000006114"	32	"L31z"	"L31z.00"	"abnormality of forces of labour nos"	"35882009"	"486299011"	32	"postnatal"
"460121000006110"	41	"L393"	"L393.00"	"acute renal failure following labour and delivery"	"733839001"	"3474857017"	32	"postnatal"
"478471000006111"	1490	"62I-2"	"62I..12"	"alpha-fetoprotein test - antenatal"	"275833003"	"411794014"	16	"early pregnancy"
"479381000006113"	2	"L28z2"	"L28z200"	"amniotic cavity and membrane problem nos with a/n problem"	"72860003"	"121017010"	32	"late pregnancy"
"479521000006116"	80	"4H13"	"4H13.00"	"amniotic fluid - abnormality"	"410037001"	"2471764014"	20	"late pregnancy"
"479531000006118"	29	"4H22"	"4H22.00"	"amniotic fluid - blood stained"	"168091004"	"261078011"	20	"late pregnancy"
"479841000006113"	11	"L4312"	"L431200"	"amniotic fluid pulmonary embolism - delivered with postnatal complication"	"200295006"	"307828011"	32	"late pregnancy"
"479891000006116"	3	"L4313"	"L431300"	"amniotic fluid pulmonary embolism with antenatal complication"	"200296007"	"307829015"	32	"early pregnancy"
"479901000006117"	6	"L4314"	"L431400"	"amniotic fluid pulmonary embolism with postnatal complication"	"200297003"	"307830013"	32	"late pregnancy"
"479911000006119"	34	"4H11"	"4H11.00"	"amniotic fluid sent for exam."	"168085001"	"261072012"	20	"late pregnancy"
"480731000006111"	1370	"L1820"	"L182000"	"anaemia - unspecified whether in pregnancy or the puerperium"	"45828008"	"76428016"	32	"postnatal"
"480781000006112"	52793	"L182"	"L182.00"	"anaemia in mother complicating pregnancy, childbirth and/or puerperium"	"45828008"	"494362010"	32	"postnatal"
"480821000006118"	985	"L1822"	"L182200"	"anaemia in the puerperium - baby delivered during current episode of care"	"199245004"	"306130016"	32	"postnatal"
"480831000006115"	866	"L1824"	"L182400"	"anaemia in the puerperium - baby delivered during previous episode of care"	"199247007"	"306134013"	32	"postnatal"
"485351000006112"	8136	"8E96"	"8E96.00"	"antenatal exercises"	"183329005"	"283379011"	32	"early pregnancy"
"485401000006116"	117527	"62L"	"62L..00"	"antenatal blood group screening"	"169703006"	"263260017"	16	"early pregnancy"
"485561000006119"	2461995	"62N"	"62N..00"	"antenatal examination"	"18114009"	"478490010"	16	"early pregnancy"
"485581000006112"	7950	"62M"	"62M..00"	"antenatal sickle cell screening"	"169707007"	"263264014"	16	"early pregnancy"
"485591000006110"	57773	"62K"	"62K..00"	"antenatal syphilis screening"	"169698000"	"263254017"	16	"early pregnancy"
"485601000006119"	6312	"62KZ"	"62KZ.00"	"antenatal syphilis screen nos"	"169698000"	"263254017"	16	"early pregnancy"
"485621000006112"	25412	"584D"	"584D.00"	"antenatal ultrasound confirms intrauterine pregnancy"	"370383002"	"1209118018"	41	"early pregnancy"
"485641000006117"	351848	"62G"	"62G..00"	"antenatal ultrasound scan status"	"169657007"	"263208014"	16	"early pregnancy"
"485691000006114"	7216	"62GB"	"62GB.00"	"antenatal ultrasound scan 4-8 weeks"	"169668007"	"263219012"	16	"8"
"485721000006116"	2652	"L11z"	"L11z.00"	"antepartum haemorrhage nos"	"34842007"	"485971018"	32	"late pregnancy"
"485801000006118"	1	"L1132"	"L113200"	"antepartum haemorrhage with coagulation defect - not delivered"	"198918004"	"305700011"	32	"late pregnancy"
"485941000006114"	2	"L1152"	"L115200"	"antepartum haemorrhage with uterine leiomyoma - not delivered"	"198928008"	"305723014"	32	"late pregnancy"
"485971000006118"	2829	"L11"	"L11..00"	"antepartum haemorrhage, abruptio placentae and placenta praevia"	"267197003"	"398338010"	32	"late pregnancy"
"491591000000118"	136	"7M0f4"	"7M0f400"	"from 9 weeks to <14 weeks gestational age"	"231531000000109"	"372241000000116"	32	"9"
"494641000006117"	41	"H472"	"H472.00"	"aspiration pneumonitis due to anaesthesia during labour and delivery"	"196040003"	"301599012"	32	"postnatal"
"495951000006112"	9056	"7F151"	"7F15100"	"assisted breech delivery"	"177158008"	"274308019"	32	"postnatal"
"496701000006119"	6	"L1652"	"L165200"	"asymptomatic bacteriuria in pregnancy - delivered with postnatal complication"	"199100007"	"305964014"	32	"postnatal"
"496751000006115"	4	"L1654"	"L165400"	"asymptomatic bacteriuria in pregnancy with postnatal complication"	"199102004"	"305966011"	32	"postnatal"
"504761000006115"	73	"L1202"	"L120200"	"benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication"	"198945003"	"305753019"	32	"postnatal"
"504781000006113"	150	"L1204"	"L120400"	"benign essential hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication"	"198947006"	"305755014"	32	"postnatal"
"504791000006111"	908	"L1201"	"L120100"	"benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered"	"198944004"	"305752012"	32	"postnatal"
"504821000006119"	80	"L1203"	"L120300"	"benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered"	"198946002"	"305754013"	32	"postnatal"
"504831000006116"	4585	"L120"	"L120.00"	"benign essential hypertension complicating pregnancy, childbirth and the puerperium"	"198942000"	"305750016"	32	"postnatal"
"510531000006113"	4	"L2402-1"	"L240211"	"bicornuate uterus - baby delivered with postpartum complication"	"237221007"	"355541010"	32	"postnatal"
"510551000006118"	2	"L2404-1"	"L240411"	"bicornuate uterus complicating postpartum care - baby delivered during previous episode of care"	"237219002"	"355539014"	32	"postnatal"
"510561000006116"	16	"L2403-1"	"L240311"	"bicornuate uterus complicating antenatal care, baby not yet delivered"	"237220008"	"355540011"	32	"early pregnancy"
"510571000006111"	487	"L240-1"	"L240.11"	"bicornuate uterus in pregnancy, childbirth and the puerperium"	"237225003"	"355546017"	32	"postnatal"
"512021000000111"	18	"7F2Ay-1"	"7F2Ay11"	"other specified obstetric doppler ultrasound"	"418090003"	"2578899016"	41	"unspecified"
"512031000000113"	87	"7F2Az-1"	"7F2Az11"	"obstetric doppler ultrasound nos"	"418090003"	"2578899016"	41	"unspecified"
"524731000006117"	39	"7F221-1"	"7F22111"	"brandt-andrews expression of placenta"	"302384005"	"444046014"	32	"late pregnancy"
"525041000006113"	26	"L4622"	"L462200"	"breast engorgement in pregnancy, the puerperium or lactation - delivered with postnatal complication"	"200419004"	"308000018"	32	"postnatal"
"525051000006110"	4	"L4623"	"L462300"	"breast engorgement in pregnancy, the puerperium or lactation with antenatal complication"	"200420005"	"308001019"	32	"early pregnancy"
"525071000006117"	116	"L4621"	"L462100"	"breast engorgement in pregnancy, the puerperium or lactation - delivered"	"200418007"	"307999012"	32	"postnatal"
"525081000006119"	335	"L462z"	"L462z00"	"breast engorgement in pregnancy/puerperium/lactation nos"	"200416006"	"307997014"	32	"postnatal"
"525091000006116"	251	"L4620"	"L462000"	"breast engorgement in pregnancy/puerperium/lactation unspec"	"200416006"	"307997014"	32	"postnatal"
"525781000006117"	7104	"7F14"	"7F14.00"	"breech extraction delivery"	"417121007"	"2549672017"	32	"postnatal"
"532021000006113"	519683	"L398"	"L398.00"	"caesarean delivery"	"200144004"	"3035645012"	32	"postnatal"
"532091000006110"	21	"L4411"	"L441100"	"caesarean wound disruption - delivered with postnatal complication"	"200337002"	"307892019"	32	"postnatal"
"537261000006112"	5	"L388"	"L388.00"	"cardiac complications of anaesthesia during labour and delivery"	"200077002"	"307490016"	5	"postnatal"
"537991000006111"	1463	"L1865"	"L186500"	"postpartum cardiomyopathy"	"62377009"	"103681019"	32	"postnatal"
"542071000006113"	7080	"7F18"	"7F18.00"	"cephalic vaginal delivery with abnormal presentation of head at delivery without instrument"	"177179008"	"274330018"	32	"postnatal"
"543251000006116"	34	"L440"	"L440.00"	"cerebrovascular disorder in the puerperium"	"6594005"	"11941010"	32	"postnatal"
"543691000006112"	3	"L2452"	"L245200"	"cervical incompetence - delivered with postnatal complication"	"199483000"	"306474010"	32	"postnatal"
"558681000006119"	1	"7F1A2"	"7F1A200"	"cleidotomy of fetus to facilitate delivery"	"62726004"	"104243011"	32	"postnatal"
"571041000006111"	6	"L389"	"L389.00"	"central nervous system complications of anaesthesia during labour and delivery"	"200078007"	"307491017"	5	"postnatal"
"574561000006119"	135	"L03y3"	"L03y300"	"combined or heterotopic pregnancy"	"31601007"	"1227651011"	32	"unspecified"
"577381000006110"	252	"L09z"	"L09z.00"	"complication nos following abortion/ectopic/molar pregnancy"	"198609003"	"305277014"	32	"unspecified"
"577391000006113"	6	"L38X"	"L38X.00"	"complication of anaesthesia during labour and deliv unsp"	"200046004"	"307425017"	5	"postnatal"
"577511000006114"	440	"L39z"	"L39z.00"	"complications of labour and delivery nos"	"199745000"	"306910016"	32	"postnatal"
"577521000006118"	31	"L39zz"	"L39zz00"	"complications of labour and delivery nos"	"199745000"	"306910016"	32	"postnatal"
"577541000006113"	1175	"L39z2"	"L39z200"	"complication occurring during labour and delivery"	"199745000"	"2967027012"	32	"postnatal"
"577561000006112"	22	"L39z3"	"L39z300"	"complications of labour and delivery nos with antenatal prob"	"199745000"	"306910016"	32	"late pregnancy"
"577571000006117"	6	"L39z4"	"L39z400"	"complications of labour and delivery nos with p/n problem"	"199745000"	"306910016"	32	"postnatal"
"577601000006112"	3049	"Lz"	"Lz...00"	"complications of pregnancy,childbirth and the puerperium nos"	"198609003"	"2967012012"	32	"postnatal"
"577611000006110"	564	"Ly"	"Ly...00"	"complications of pregnancy,childbirth or the puerperium os"	"198609003"	"2967012012"	32	"postnatal"
"577621000006119"	2358	"L1z"	"L1z..00"	"complications of pregnancy/childbirth/puerperium nos"	"198609003"	"2967012012"	32	"postnatal"
"577631000006116"	410	"L1y"	"L1y..00"	"complications of pregnancy/childbirth/puerperium os"	"198609003"	"2967012012"	32	"postnatal"
"577651000006111"	74	"L44z"	"L44z.00"	"complications of the puerperium nos"	"80113008"	"132914011"	32	"postnatal"
"577661000006113"	307	"L44zz"	"L44zz00"	"complications of the puerperium nos"	"80113008"	"132914011"	32	"postnatal"
"577681000006115"	4	"L44z1"	"L44z100"	"complications of the puerperium nos - delivered + p/n comp"	"80113008"	"132914011"	32	"postnatal"
"577691000006117"	74	"L44z2"	"L44z200"	"complications of the puerperium nos with postnatal comp"	"80113008"	"132914011"	32	"postnatal"
"578681000006116"	3	"L2404"	"L240400"	"congenital abnormality of uterus complicating postpartum care - baby delivered during previous episode of care"	"267217009"	"398361012"	32	"postnatal"
"578691000006118"	14	"L2403"	"L240300"	"congenital abnormality of uterus complicating antenatal care, baby not yet delivered"	"267216000"	"398360013"	32	"early pregnancy"
"578701000006118"	6	"L2402"	"L240200"	"congenital abnormality of uterus - baby delivered with postpartum complication"	"267215001"	"398359015"	32	"postnatal"
"578801000006114"	740	"L240"	"L240.00"	"congenital abnormality of uterus in pregnancy, childbirth and the puerperium"	"267212003"	"398356010"	32	"postnatal"
"578811000006112"	36	"L240z"	"L240z00"	"congenital abnormality uterus in pregnancy/childb/puerp nos"	"267212003"	"398356010"	32	"unspecified"
"580911000006114"	7	"L1850"	"L185000"	"congenital cardiovasc dis - unsp whether in preg/puerperium"	"267207004"	"398351017"	32	"postnatal"
"580921000006118"	18	"L1851"	"L185100"	"congenital cardiovascular disorder during pregnancy - baby delivered"	"199266007"	"306160014"	32	"unspecified"
"580931000006115"	19	"L1853"	"L185300"	"congenital cardiovascular disorder during pregnancy - baby not yet delivered"	"199268008"	"306162018"	32	"unspecified"
"580941000006113"	6	"L1852"	"L185200"	"congenital cardiovascular disorder in the puerperium - baby delivered during current episode of care"	"199267003"	"306161013"	32	"postnatal"
"580951000006110"	4	"L1854"	"L185400"	"congenital cardiovascular disorder in the puerperium - baby delivered during previous episode of care"	"199269000"	"306163011"	32	"postnatal"
"580971000006117"	111	"L185"	"L185.00"	"congenital cardiovascular disorders during pregnancy, childbirth and the puerperium"	"267207004"	"398351017"	32	"postnatal"
"585691000006119"	27	"7F181"	"7F18100"	"non-manipulative cephalic vaginal delivery with abnormal presentation of head at delivery without instrument"	"177181005"	"274332014"	32	"postnatal"
"589131000006111"	97	"L247"	"L247.00"	"congenital or acquired abnormality of vagina in pregnancy, childbirth and the puerperium"	"267238003"	"398389010"	32	"postnatal"
"589141000006118"	107	"L248"	"L248.00"	"vulval abnormality in pregnancy, childbirth and the puerperium"	"237155000"	"355475014"	32	"postnatal"
"590461000006118"	7216	"03D6"	"03D6.00"	"consultant gynaecology and obstetrics"	"158969006"	"247760010"	17	"unspecified"
"599301000006116"	3585	"L461"	"L461.00"	"cracked nipple in pregnancy, the puerperium or lactation"	"267291006"	"398457019"	32	"postnatal"
"599321000006114"	28	"L4612"	"L461200"	"cracked nipple in pregnancy, the puerperium or lactation - delivered with postnatal complication"	"200412008"	"307993013"	32	"postnatal"
"599331000006112"	13	"L4613"	"L461300"	"cracked nipple in pregnancy, the puerperium or lactation with antenatal complication"	"200413003"	"307994019"	32	"early pregnancy"
"599341000006119"	127	"L4614"	"L461400"	"cracked nipple in pregnancy, the puerperium or lactation with postnatal complication"	"200414009"	"307995018"	32	"postnatal"
"599351000006117"	125	"L4611"	"L461100"	"cracked nipple in pregnancy, the puerperium or lactation - delivered"	"200411001"	"307992015"	32	"postnatal"
"599361000006115"	343	"L4610"	"L461000"	"cracked nipple in pregnancy/puerperium/lactation unspecified"	"267291006"	"398457019"	32	"postnatal"
"604841000006117"	6	"7E071-1"	"7E07111"	"curettage of term pregnancy nec"	"274973002"	"410890017"	32	"unspecified"
"604861000006118"	1671	"7E071-3"	"7E07113"	"curettage of uterus for termination of pregnancy nec"	"274973002"	"410890017"	32	"unspecified"
"604871000006113"	170	"7E071-4"	"7E07114"	"curettage of uterus for termination of pregnancy nec"	"274973002"	"410890017"	32	"unspecified"
"605481000006110"	176	"L440-1"	"L440.11"	"cva - cerebrovascular accident in the puerperium"	"275434003"	"411416011"	32	"postnatal"
"606751000006116"	19	"L2443-1"	"L244311"	"cystocele complicating antenatal care - baby not yet delivered"	"237200007"	"355520016"	32	"early pregnancy"
"606761000006119"	176	"L2444-1"	"L244411"	"cystocele complicating postpartum care - baby delivered during previous episode of care"	"237199009"	"355519010"	32	"postnatal"
"608311000006117"	12	"L39A"	"L39A.00"	"death from any obstetric cause occurring more than 42 days but less than one year after delivery"	"200155004"	"307613014"	32	"postnatal"
"612321000006113"	282	"L091"	"L091.00"	"delayed/excessive haemorrhage following abortive pregnancy"	"609448007"	"2966783013"	32	"unspecified"
"614931000006115"	1	"Q03y1-1"	"Q03y111"	"destruction of fetus to facilitate delivery"	"268813000"	"402200016"	32	"postnatal"
"615591000006110"	3	"L399"	"L399.00"	"destructive operation for delivery"	"200154000"	"307612016"	32	"postnatal"
"616151000006118"	51	"L1800"	"L180000"	"diabetes mellitus - unspec whether in pregnancy/puerperium"	"199223000"	"306106018"	32	"postnatal"
"616191000006112"	4946	"L180"	"L180.00"	"diabetes mellitus during pregnancy, childbirth and the puerperium"	"199223000"	"306106018"	32	"postnatal"
"616211000006113"	421	"L180z"	"L180z00"	"diabetes mellitus in pregnancy/childbirth/puerperium nos"	"199223000"	"306106018"	32	"postnatal"
"616221000006117"	7	"L1804"	"L180400"	"diabetes mellitus in the puerperium - baby delivered during previous episode of care"	"199228009"	"2923439012"	32	"postnatal"
"616231000006119"	19	"L1802"	"L180200"	"diabetes mellitus in the puerperium - baby delivered during current episode of care"	"199226008"	"306109013"	32	"postnatal"
"621481000006116"	744	"7E070-1"	"7E07011"	"dilation of cervix uteri and curettage for termination of pregnancy"	"274973002"	"410890017"	32	"unspecified"
"621531000006118"	3702	"7E085"	"7E08500"	"dilation of cervix and extraction termination of pregnancy"	"29682007"	"484361017"	32	"unspecified"
"622291000006110"	12	"L18D"	"L18D.00"	"disease of nervous system complicating pregnancy, childbirth and puerperium"	"199297006"	"306200015"	32	"postnatal"
"622301000006111"	22	"L18A"	"L18A.00"	"diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"199294004"	"306197016"	32	"postnatal"
"622311000006114"	76	"L18B"	"L18B.00"	"diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium"	"199295003"	"306198014"	32	"postnatal"
"622321000006118"	20	"L189"	"L189.00"	"diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"199293005"	"306196013"	32	"postnatal"
"624791000006113"	433	"Q12"	"Q12..00"	"disorders relating to long gestation and high birth weight"	"268818009"	"402205014"	32	"unspecified"
"625031000006111"	5	"L2302"	"L230200"	"disproportion - major pelvic abnormality with antenatal problem"	"199402008"	"306324014"	32	"early pregnancy"
"628561000006119"	21	"7F050"	"7F05000"	"drainage of amniotic cavity"	"177112007"	"274216014"	32	"late pregnancy"
"628881000006110"	48	"7F1A3"	"7F1A300"	"drainage of hydrocephalus of fetus to facilitate delivery"	"90629004"	"509079016"	32	"postnatal"
"630311000006110"	4	"L183z"	"L183z00"	"drug dependence during pregnancy/childbirth/puerperium nos"	"267206008"	"398350016"	5	"postnatal"
"630321000006119"	75	"L183"	"L183.00"	"drug dependence during pregnancy, childbirth and the puerperium"	"267206008"	"398350016"	5	"postnatal"
"630331000006116"	4	"L1834"	"L183400"	"drug dependence in the puerperium - baby delivered during previous episode of care"	"199255000"	"306147015"	5	"postnatal"
"632731000006118"	1247	"L413-1"	"L413.11"	"antenatal dvt"	"49956009"	"495551019"	32	"early pregnancy"
"634181000006111"	4619	"L10z"	"L10z.00"	"hemorrhage in early pregnancy"	"25825004"	"483054015"	32	"unspecified"
"637851000006117"	534	"7F120"	"7F12000"	"elective upper uterine segment caesarean delivery"	"177142005"	"274283012"	32	"postnatal"
"642301000006114"	17	"L18C"	"L18C.00"	"endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium"	"199296002"	"306199018"	32	"postnatal"
"646171000006118"	1088	"7M350-1"	"7M35011"	"nitrous oxide and oxygen gas analgesia in labour"	"426060003"	"2674565015"	32	"postnatal"
"649001000006115"	180	"EMISHGT001"	NA	"estimated date of delivery by dates"	"649001000006104"	"649001000006115"	2	"postnatal"
"649011000006117"	21	"EMISHGT002"	NA	"estimated date of delivery by scan"	"649011000006101"	"649011000006117"	16	"postnatal"
"650891000006111"	287	"L161-1"	"L161.11"	"excessive weight gain in pregnancy"	"44772007"	"494017018"	32	"unspecified"
"657631000006112"	311	"7F221"	"7F22100"	"expression of placenta"	"302384005"	"444046014"	32	"late pregnancy"
"659481000006116"	7	"7E0B3"	"7E0B300"	"extraamniotic injection of abortifacient nec"	"176849008"	"273813015"	32	"late pregnancy"
"659491000006118"	75	"7E0B2"	"7E0B200"	"extraamniotic injection of prostaglandin"	"176852000"	"273816011"	32	"late pregnancy"
"663171000006118"	36	"L307"	"L307.00"	"failed trial of labour unspecified"	"23332002"	"481592017"	32	"postnatal"
"667361000006117"	1	"L1682"	"L168200"	"fatigue during pregnancy - delivered with postnatal complication"	"199122000"	"305991011"	32	"postnatal"
"669191000006119"	24	"Q04"	"Q04..00"	"fetus and newborn affected by noxious influences transmitted via placenta or breast milk"	"206153000"	"316078012"	32	"late pregnancy"
"669831000006113"	27	"L26z"	"L26z.00"	"feto-placental problems nos"	"125586008"	"194074018"	32	"late pregnancy"
"669901000006111"	349	"444"	"444..00"	"feto/placental hormones"	"269851009"	"404472011"	34	"late pregnancy"
"669911000006114"	166	"444Z"	"444Z.00"	"feto/placental hormones nos"	"269851009"	"404471016"	34	"late pregnancy"
"670011000006110"	37	"Q0210-1"	"Q021011"	"fetus affected by aph - antepartum haemorrhage"	"414247004"	"2529640014"	32	"late pregnancy"
"670061000006113"	9	"Q031-1"	"Q031.11"	"fetus affected by malpresentation during delivery"	"268809007"	"402192011"	32	"postnatal"
"670271000006112"	80	"Q03"	"Q03..00"	"fetus or neonate affected by complication of labour/delivery"	"76012002"	"126257016"	32	"postnatal"
"670371000006115"	5	"Q037-1"	"Q037.11"	"fetus or neonate affected by hypertonic labour"	"206138008"	"316049011"	32	"postnatal"
"670661000006119"	3	"Q031z-1"	"Q031z11"	"fetus or neonate affected by obstructed labour nec"	"268809007"	"402192011"	32	"postnatal"
"670721000006117"	1	"Q022y"	"Q022y00"	"fetus or neonate affected by placental abnormality os"	"84880007"	"140737018"	32	"late pregnancy"
"670731000006119"	1	"Q021y-1"	"Q021y11"	"fetus or neonate affected by placental damage os"	"84880007"	"140737018"	32	"late pregnancy"
"670801000006119"	18	"Q0215"	"Q021500"	"fetal or neonatal effect of abruptio placentae"	"268803008"	"2966011010"	32	"late pregnancy"
"670871000006113"	16	"Q0314"	"Q031400"	"fetus or neonate affected by transverse lie during labour and delivery"	"206116006"	"315998014"	32	"postnatal"
"671211000006114"	1	"L2572"	"L257200"	"fetus with damage due to intrauterine contraceptive device with antenatal problem"	"199561001"	"306626018"	32	"early pregnancy"
"671601000006114"	3	"Q0214"	"Q021400"	"fetus or neonate affected by placental damage caused by surgical induction"	"206071005"	"315926019"	32	"late pregnancy"
"671611000006112"	6	"Q021"	"Q021.00"	"fetus/neonate affect other placental separation/haemorrhage"	"84880007"	"140737018"	32	"late pregnancy"
