"medcode"	"term"	"database"
"14919021000006113"	"estimated creatinine clearance calculated using actual body weight cockcroft-gault formula"	"Aurum"
"14919031000006111"	"estimated crcl (creatinine clearance) calculated using actual body weight cockcroft-gault formula"	"Aurum"
"14919041000006118"	"estimated creatinine clearance calculated using ideal body weight cockcroft-gault formula"	"Aurum"
"14919061000006119"	"estimated creatinine clearance calculated using adjusted body weight cockcroft-gault formula"	"Aurum"
"15105251000006119"	"boron moles/mass weight in hair"	"Aurum"
"15124361000006117"	"patient height"	"Aurum"
"15124981000006111"	"patient weight"	"Aurum"
"15125561000006111"	"small bowel biopsy weight in small intestine specimen"	"Aurum"
"15131831000006116"	"frail (fatigue, resistance, ambulation, illness, and loss of weight) scale"	"Aurum"
"15131851000006111"	"assessment using frail (fatigue, resistance, ambulation, illness, and loss of weight) scale"	"Aurum"
"15131871000006118"	"frail (fatigue, resistance, ambulation, illness, and loss of weight) scale score"	"Aurum"
"15656881000006113"	"body height of biological mother"	"Aurum"
"15932651000006117"	"adjusted body weight"	"Aurum"
"15942991000006115"	"referral to nhs obesity medication wraparound support pathway"	"Aurum"
"15943011000006116"	"unsuitable for nhs obesity medication pathway"	"Aurum"
"15943031000006110"	"nhs obesity medication pathway started"	"Aurum"
"15943081000006111"	"obesity medication review"	"Aurum"
"15943091000006114"	"review of anti-obesity drug therapy"	"Aurum"
"16083781000006114"	"weight loss"	"Aurum"
"107231"	"target body mass index"	"Gold"
"108478"	"obese class iii (bmi equal to or greater than 40.0)"	"Gold"
"23376"	"o/e - weight within 10% ideal"	"Gold"
"70898"	"obesity and other hyperalimentation nos"	"Gold"
"15546"	"o/e -height > 20% over average"	"Gold"
"17897"	"[v]screening for obesity"	"Gold"
"8105"	"body mass index"	"Gold"
"13076"	"weight reducing diet"	"Gold"
"21520"	"o/e - weight nos"	"Gold"
"32974"	"o/e - weight > 20% over ideal"	"Gold"
"42309"	"baseline weight"	"Gold"
"106030"	"unsuitable for weight management programme"	"Gold"
"26355"	"target weight discussed"	"Gold"
"44291"	"body mass index 20-24 - normal"	"Gold"
"21744"	"obesity clinic administration"	"Gold"
"12362"	"o/e - loss of height"	"Gold"
"110188"	"mid-parental height"	"Gold"
"16196"	"h/o: obesity"	"Gold"
"104002"	"percentage weight loss"	"Gold"
"40640"	"target weight"	"Gold"
"40153"	"obesity monitoring nos"	"Gold"
"55585"	"obesity monitoring 3rd letter"	"Gold"
"22142"	"advice about weight"	"Gold"
"52036"	"obesity monitoring default"	"Gold"
"73304"	"obesity monitoring deleted"	"Gold"
"41045"	"o/e - height nos"	"Gold"
"27570"	"treatment of obesity stopped"	"Gold"
"6713"	"patient advised to lose weight"	"Gold"
"34363"	"weight static"	"Gold"
"102631"	"discussion about weight management programme"	"Gold"
"102566"	"referral to weight management service offered"	"Gold"
"104129"	"adult-onset obesity"	"Gold"
"49250"	"drug-induced obesity"	"Gold"
"47626"	"overestimates own body weight"	"Gold"
"35079"	"abuse of drugs to lose weight"	"Gold"
"3646"	"[d]failure to gain weight"	"Gold"
"3"	"o/e - height"	"Gold"
"48330"	"maternal obesity syndrome"	"Gold"
"108147"	"referral to multidisciplinary obesity clinic"	"Gold"
"35407"	"weight management plan completed"	"Gold"
"35567"	"sweat weight"	"Gold"
"8304"	"dietary advice for weight reduction"	"Gold"
"101444"	"weight management advice declined"	"Gold"
"13078"	"diabetic weight reducing diet"	"Gold"
"67437"	"did not attend weight monitoring clinic"	"Gold"
"3647"	"[d]abnormal loss of weight"	"Gold"
"38799"	"obesity due to excess calories"	"Gold"
"37937"	"weight loss from baseline weight"	"Gold"
"66532"	"weight transfer practice"	"Gold"
"24496"	"body mass index less than 20"	"Gold"
"32914"	"body mass index low k/m2"	"Gold"
"59780"	"o/e - obese"	"Gold"
"102647"	"excepted from obesity quality indicators: patient unsuitable"	"Gold"
"101047"	"body mass index centile"	"Gold"
"103499"	"overweight"	"Gold"
"17477"	"[v]dietary counselling in obesity"	"Gold"
"112889"	"target weight to achieve ten percent weight loss"	"Gold"
"107431"	"seen in weight management clinic"	"Gold"
"26182"	"weight management plan started"	"Gold"
"102514"	"risk health associated overweight and obesity, at high risk"	"Gold"
"29721"	"difficulty maintaining weight loss"	"Gold"
"1581"	"weight symptom"	"Gold"
"26415"	"ideal weight discussed"	"Gold"
"110415"	"obesity multidisciplinary case review"	"Gold"
"1018"	"weight increasing"	"Gold"
"19208"	"abnormal weight gain"	"Gold"
"26351"	"intentional weight loss"	"Gold"
"102645"	"referral to local authority weight management programme"	"Gold"
"11882"	"advice about weight"	"Gold"
"56117"	"underestimates own body weight"	"Gold"
"14763"	"weight steady"	"Gold"
"52034"	"attends obesity monitoring"	"Gold"
"70950"	"obesity monitoring verbal inv."	"Gold"
"12445"	"patient advised to lose weight"	"Gold"
"2"	"o/e - weight"	"Gold"
"102852"	"dna weight management special interest gp clinic"	"Gold"
"116468"	"waterlow build/weight for height score"	"Gold"
"5812"	"abnormal weight loss - symptom"	"Gold"
"12398"	"complaining of weight loss"	"Gold"
"105396"	"referral to weight management special interest gp"	"Gold"
"105638"	"excepted from obesity quality indicators: informed dissent"	"Gold"
"108608"	"intensive weight management programme commenced"	"Gold"
"49409"	"obesity monitoring 1st letter"	"Gold"
"11443"	"actions to lose weight"	"Gold"
"98136"	"referral to weight management service declined"	"Gold"
"47516"	"o/e - height 10-20% < average"	"Gold"
"35476"	"o/e-height 10-20% over average"	"Gold"
"104421"	"lifelong obesity"	"Gold"
"28937"	"body mass index high k/m2"	"Gold"
"12530"	"[d]underweight"	"Gold"
"17470"	"obesity screen"	"Gold"
"32879"	"weight management programme offered"	"Gold"
"17444"	"reason for obesity therapy - occupational"	"Gold"
"43472"	"target weight reached"	"Gold"
"96348"	"counterweight programme"	"Gold"
"8964"	"weight reducing diet"	"Gold"
"654"	"weight decreasing"	"Gold"
"66406"	"obesity and other hyperalimentation"	"Gold"
"22695"	"central obesity"	"Gold"
"111737"	"6 month target weight"	"Gold"
"6533"	"[d]abnormal weight gain"	"Gold"
"103195"	"h/o: attempted weight loss"	"Gold"
"110708"	"referral to residential weight management programme"	"Gold"
"43806"	"excessive exercising to lose weight"	"Gold"
"11461"	"obesity monitoring"	"Gold"
"69757"	"[x]other obesity"	"Gold"
"28946"	"body mass index normal k/m2"	"Gold"
"22556"	"body mass index 40+ - severely obese"	"Gold"
"13056"	"health education - weight management"	"Gold"
"106010"	"risk health associ overweight and obesity, at very high risk"	"Gold"
"102856"	"pattern of weight gain"	"Gold"
"102150"	"risk health associ overweight and obesity, at increased risk"	"Gold"
"109470"	"3 month target weight"	"Gold"
"9015"	"body mass index index 25-29 - overweight"	"Gold"
"112985"	"weight loss importance score"	"Gold"
"4663"	"abnormal weight loss"	"Gold"
"102563"	"unintentional weight loss"	"Gold"
"8041"	"weight monitoring"	"Gold"
"30763"	"o/e -height within 10% average"	"Gold"
"108610"	"obese class ii (body mass index 35.0 - 39.9)"	"Gold"
"108278"	"intensive weight management programme declined"	"Gold"
"29538"	"follow-up obesity assessment"	"Gold"
"38632"	"treatment of obesity started"	"Gold"
"14764"	"weight symptom nos"	"Gold"
"57111"	"height and weight"	"Gold"
"110331"	"intensive weight management programme ended"	"Gold"
"111889"	"weight loss confidence score"	"Gold"
"25968"	"generalised obesity"	"Gold"
"17949"	"weight screen"	"Gold"
"103849"	"weight management service opportunity signposted"	"Gold"
"26474"	"o/e-height > 20% below average"	"Gold"
"52782"	"[x]obesity and other hyperalimentation"	"Gold"
"26473"	"o/e - weight > 20% below ideal"	"Gold"
"11763"	"patient advised about weight-reducing diet"	"Gold"
"102295"	"history of attempted weight loss"	"Gold"
"103574"	"obesity hypoventilation syndrome"	"Gold"
"3176"	"has seen dietician - obesity"	"Gold"
"10728"	"dietary advice for obesity"	"Gold"
"103926"	"expectation of weight management programme"	"Gold"
"105791"	"baseline body mass index centile"	"Gold"
"29029"	"o/e -weight 10-20% below ideal"	"Gold"
"105800"	"baseline body mass index"	"Gold"
"16404"	"o/e - weight 10-20% over ideal"	"Gold"
"111344"	"target weight to achieve five percent weight loss"	"Gold"
"106977"	"who frax 10 yr osteoporotic fracture probablty scor with bmi"	"Gold"
"103212"	"exception reporting: obesity quality indicators"	"Gold"
"52703"	"obesity resolved"	"Gold"
"104887"	"inter risk hlth overwght obesity adv diet phys act cons drug"	"Gold"
"108351"	"unintentional weight gain"	"Gold"
"110196"	"telehealth obesity monitoring"	"Gold"
"13278"	"body mass index 30+ - obesity"	"Gold"
"38059"	"extreme obesity with alveolar hypoventilation"	"Gold"
"106433"	"who frax 10 year hip fracture probability score with bmi"	"Gold"
"7984"	"o/e - obese"	"Gold"
"105498"	"weight transference - neurological"	"Gold"
"102439"	"reason for initial weight gain"	"Gold"
"25061"	"ideal weight"	"Gold"
"52735"	"obesity monitoring admin.nos"	"Gold"
"47439"	"obesity monitoring check done"	"Gold"
"11401"	"simple obesity nos"	"Gold"
"61420"	"dietary advice for weight gain"	"Gold"
"64712"	"treatment of obesity changed"	"Gold"
"116773"	"anti-obesity drug therapy discontinued"	"Gold"
"38658"	"initial obesity assessment"	"Gold"
"113461"	"12 month target weight"	"Gold"
"126"	"o/e - underweight"	"Gold"
"55586"	"obesity monitoring 2nd letter"	"Gold"
"430"	"obesity"	"Gold"
"3355"	"weight loss advised"	"Gold"
"108355"	"anti-obesity drug therapy commenced"	"Gold"
"32843"	"obesity monitoring admin."	"Gold"
"25951"	"refer to weight management programme"	"Gold"
"67516"	"refuses obesity monitoring"	"Gold"
"67517"	"obesity monitor phone invite"	"Gold"
"52605"	"self-induced vomiting to lose weight"	"Gold"
"94885"	"counterweight weight management programme"	"Gold"
"108694"	"obese class i (body mass index 30.0 - 34.9)"	"Gold"
"8481"	"wants to lose weight"	"Gold"
"43375"	"dietary advice for weight loss"	"Gold"
"38543"	"weight fixation"	"Gold"
"105170"	"cycle of change stage, weight management"	"Gold"
"105353"	"waist to height ratio"	"Gold"
"33312"	"weight of calculus"	"Gold"
"8854"	"morbid obesity"	"Gold"
"94788"	"weight gain diet"	"Gold"
"101043"	"advice given about weight management"	"Gold"
"2839"	"o/e - overweight"	"Gold"
"104724"	"risk health associa overweight obesity, at no increased risk"	"Gold"
"22343"	"exercising to lose weight"	"Gold"
